Date,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,남성_상주인구_수,여성_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수,총_직장_인구_수,남성_직장_인구_수,여성_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,집객시설_수,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,남성_매출_금액,여성_매출_금액,주중_매출_건수,주말_매출_건수,점포수,임대료_전체,공실률
2017_1,240850,125094,115757,843,1011,979,32,947,4667,2944,1723,89,46,18,10441463860,565649,7699690946,2741772914,4005947123,4535612502,433906,131743,174,126277,8
2017_1,194777,94299,100480,347,430,403,0,403,354,227,127,72,47,3,5630636591,378548,4406277267,1224359324,2405168470,2078273396,298609,79939,73,126277,8
2017_1,298115,152170,145944,961,1017,1301,0,1301,1309,607,702,80,45,11,6985512585,411936,4970384724,2015127861,3689527292,2552612949,286210,125726,214,126277,8
2017_1,554332,249076,305256,85,104,149,0,149,411,272,139,74,49,25,12197777031,672696,9400640639,2797136392,4585141077,6212209845,491329,181367,225,126277,8
2017_1,236495,102773,133722,247,298,368,0,368,18,7,11,51,44,14,11556549540,480658,7677820193,3878729347,4353564627,6299128714,319591,161067,167,126277,8
2017_1,361271,179783,181486,1150,1358,1442,41,1401,1554,795,759,58,43,13,5574941643,335355,4222118631,1352823012,1995218451,2634608426,252122,83233,131,126277,8
2017_1,173401,77494,95908,1174,1377,1268,36,1232,3899,2038,1861,84,46,23,7497516645,378691,6030340019,1467176626,3313281479,3301747165,297714,80977,125,126277,8
2017_1,186948,92818,94128,910,1043,997,37,960,767,392,375,78,43,8,3101510011,219787,2439979886,661530125,1274636915,1340770670,171070,48717,77,126277,8
2017_1,6310401,2961741,3348660,2540,2843,3394,127,3267,15066,7581,7485,66,44,177,3.16E+11,16873851,2.03E+11,1.14E+11,1.30E+11,1.67E+11,10937735,5936116,3770,126277,8
2017_1,293226,145920,147303,260,303,291,0,291,3152,1229,1923,78,48,12,10538976217,468924,8150543542,2388432675,4170433767,4157498534,365410,103514,139,126277,8
2017_1,158772,73343,85428,411,459,487,48,439,153,77,76,54,41,9,6592099766,583478,4450374196,2141725570,2855995844,3323887579,394568,188910,135,126277,8
2017_1,279429,136789,142641,1128,1229,821,347,474,419,162,257,86,45,15,19110329486,577878,15200401983,3909927503,6527784175,11395417524,430121,147757,292,123307,5.5
2017_1,135351,62077,73274,421,472,265,223,42,206,88,118,81,48,8,11157003898,315029,7891232768,3265771130,5638182091,4100964056,216369,98660,103,123307,5.5
2017_1,17529,10147,7382,596,559,559,50,509,286,202,84,100,49,2,401058190,28907,304844203,96213987,231767721,103560404,22055,6852,12,104502,5.5
2017_1,56015,27634,28383,558,540,649,24,625,239,109,130,115,51,26,9373533219,440713,7343662445,2029870774,4190741782,4170306327,336779,103934,166,104502,5.5
2017_1,123864,59598,64268,642,614,608,111,497,714,346,368,101,48,39,17426215337,933574,13256947490,4169267847,7181546272,9022837837,699379,234195,281,73749,5.5
2017_1,81341,39918,41422,1037,1156,1046,8,1038,363,104,259,91,41,1,937851433,32600,724968944,212882489,395695759,420714511,22706,9894,72,73749,5.5
2017_1,83663,41925,41739,1501,1483,1138,76,1062,111,43,68,88,53,9,6500697405,270168,4970835437,1529861968,2472922577,3529933075,193915,76253,123,78157,5.5
2017_1,135638,66076,69563,686,706,639,26,613,177,102,75,95,44,3,4675332894,128349,3287670893,1387662001,2287961781,2024621368,91185,37164,91,78157,5.5
2017_1,76590,38623,37966,1243,1284,864,90,774,98,53,45,84,42,4,1745786504,90424,1382412402,363374102,729656170,970432595,74583,15841,58,78157,5.5
2017_1,162007,81309,80700,1865,1888,1556,29,1527,263,87,176,91,43,4,4797987937,243731,3423506064,1374481873,2296402594,2256193489,170974,72757,176,78157,5.5
2017_1,161304,88711,72595,1375,1372,998,237,761,576,385,191,90,44,8,3433682233,171000,2623148600,810533633,1626738669,1562775186,125017,45983,140,78157,5.5
2017_1,143212,68302,74909,1530,1604,1335,86,1249,26,11,15,101,47,8,2208198428,147518,1671406387,536792041,1257067420,870023355,103667,43851,74,70363,14.1
2017_1,442224,211543,230680,2734,2764,2736,172,2564,262,136,126,100,41,7,4626997188,396417,3136964585,1490032603,2396987595,1947068386,268469,127948,142,70363,14.1
2017_1,99753,44446,55308,1528,1510,1310,250,1060,117,52,65,99,48,3,1385112237,66106,1058851193,326261044,571155882,775176929,48855,17251,41,70363,14.1
2017_1,26097,12188,13909,527,562,449,0,449,2,2,0,130,53,19,6947078047,323963,5213061558,1734016489,2653083684,4128108419,251482,72481,145,70363,14.1
2017_1,193979,102787,91190,1208,1044,1369,173,1196,4,2,2,113,45,50,3911251926,213091,2347863077,1563388849,2453171626,1206407770,136580,76511,120,70363,14.1
2017_1,270705,144157,126549,1466,1482,1816,336,1480,122,69,53,83,46,9,6841546185,353065,4579148905,2262397280,4223963821,1920377197,238416,114649,143,70363,14.1
2017_1,455170,228302,226868,959,901,1036,101,935,45,25,20,98,49,39,15344463752,901193,10206032634,5138431118,9283431735,5106737710,606408,294785,215,70363,14.1
2017_1,133439,63968,69472,1511,1493,1205,44,1161,56,26,30,92,47,3,2166097311,125152,1680112672,485984639,1083928558,786324043,90986,34166,63,70363,14.1
2017_1,361673,176678,184995,1707,1768,1472,88,1384,555,332,223,92,46,11,6270293598,353193,4582505190,1687788408,3399026336,2401279985,252789,100404,142,70363,14.1
2017_1,340400,157841,182560,1473,1592,1391,161,1230,325,163,162,74,43,7,4386267548,283468,3328587542,1057680006,1922819565,2356913559,205656,77812,99,70363,14.1
2017_1,83475,39541,43934,2031,2150,1635,78,1557,36,14,22,83,41,12,968234222,76067,733805290,234428932,501117781,440299673,52792,23275,46,53094,14.1
2017_1,129733,59936,69797,1528,1634,1175,48,1127,9,8,1,83,48,2,1777924927,85037,1448364863,329560064,783354929,920215519,61876,23161,70,53094,14.1
2017_1,200527,104342,96181,1162,1210,1028,111,917,400,231,169,100,42,4,1516854345,76215,1230719756,286134589,613752097,328907647,55430,20785,36,53094,14.1
2017_1,319840,167942,151898,1440,1455,1226,103,1123,289,166,123,101,46,4,2015396183,86559,1543315262,472080921,915123785,654548915,61274,25285,88,53094,14.1
2017_1,187373,89537,97834,448,467,343,101,242,134,62,72,76,47,13,11610732496,504472,8770959848,2839772648,4934119558,6228075762,377946,126526,196,89971,14.1
2017_1,165414,79527,85890,1359,1453,1136,148,988,802,395,407,74,44,3,3841403217,322002,2774654299,1066748918,1955461187,1627080572,222003,99999,98,89971,14.1
2017_1,78534,38467,40068,731,789,651,48,603,10,3,7,96,45,24,9499261256,342327,7644484422,1854776834,3125524505,4012618785,266346,75981,165,75074,14.1
2017_1,50053,23409,26644,1916,1955,1636,24,1612,201,104,97,65,44,9,3382232528,172759,2800382782,581849746,1466550423,1036210409,127289,45470,50,75074,14.1
2017_1,244139,118926,125214,974,984,998,18,980,596,316,280,89,46,12,10429335421,408323,7166466843,3262868578,4962210101,4736244985,290082,118241,189,75074,14.1
2017_1,131841,63316,68528,959,1058,902,0,902,200,87,113,102,49,17,13318123958,672155,9667429854,3650694104,5334284514,7290706219,469676,202479,275,75074,14.1
2017_1,27244,12180,15064,1859,1944,1532,109,1423,55,16,39,94,51,11,820514015,85684,612750336,207763679,465878960,321125066,60337,25347,45,75074,14.1
2017_1,96645,44752,51894,2462,2516,1965,34,1931,174,34,140,114,53,3,1109812701,97056,824718317,285094384,523317716,531342916,68026,29030,49,78692,14.1
2017_1,286901,146031,140872,1344,1270,1621,21,1600,48,26,22,112,53,41,7116660938,452834,4675007206,2441653732,3978477631,2606653403,303927,148907,158,78692,14.1
2017_1,169294,79684,89611,2165,2289,1719,28,1691,134,50,84,101,44,8,5190123847,336993,4011917993,1178205854,2131243482,2871799857,251637,85356,116,78692,14.1
2017_1,349036,189289,159745,1268,1323,939,462,477,516,203,313,74,52,3,6821609345,373391,5137333190,1684276155,2648518575,3429772296,278513,94878,94,67629,14.1
2017_1,328861,172983,155881,1584,1604,1481,58,1423,803,676,127,86,44,15,9090424335,403211,6735385525,2355038810,4305411195,4134135416,290553,112658,176,67629,14.1
2017_1,560886,311058,249824,1347,1444,1675,110,1565,3455,2273,1182,81,44,49,33524234953,1630241,23502759446,10021475507,18874223529,11230647746,1137265,492976,595,67629,14.1
2017_1,286970,134134,152836,476,588,501,68,433,35,24,11,94,52,30,18501737745,1155919,14189621994,4312115751,7004272547,10663343008,877642,278277,250,97578,14.1
2017_1,326895,149585,177309,3395,3622,2861,108,2753,27,15,12,82,45,12,5556312601,417157,3924119468,1632193133,2932465268,2513995205,294199,122958,158,97578,14.1
2017_1,588545,291659,296885,1689,1725,1499,196,1303,142,78,64,83,45,14,7011733115,278752,5146073217,1865659898,2829844265,3419139265,203718,75034,150,97578,14.1
2017_1,233908,111557,122351,1472,1618,1372,30,1342,613,246,367,80,42,5,4384459160,242812,3341075176,1043383984,2016515743,2202628855,177149,65663,102,97578,14.1
2017_1,83907,40238,43673,544,576,412,18,394,6,3,3,81,46,3,3316026170,139727,2683519196,632506974,1446304460,1393303839,106401,33326,96,78191,14.1
2017_1,156706,48312,108395,2614,2911,1845,622,1223,318,193,125,80,51,7,5017067160,230411,3796162317,1220904843,2423494410,2289551032,160659,69752,106,78191,14.1
2017_1,95671,45923,49749,205,217,189,0,189,264,144,120,87,50,4,4170073486,82576,3174188551,995884935,1739102579,1371717735,61534,21042,53,78191,14.1
2017_1,256964,122512,134455,1964,2158,1888,20,1868,1129,403,726,93,47,13,5388049599,322264,4144413180,1243636419,2361206162,2732013473,231396,90868,227,78191,14.1
2017_1,304328,157178,147149,1833,1896,2565,135,2430,1520,756,764,103,57,73,31727398771,2055962,23093034089,8634364682,15661614189,14419198728,1485585,570377,395,85974,2.8
2017_1,123802,63126,60676,1944,1904,1657,62,1595,141,63,78,107,51,8,2307518679,155943,1623689524,683829155,1274681375,883828224,111613,44330,75,85974,2.8
2017_1,226994,115066,111928,1130,1102,1077,0,1077,246,116,130,98,50,19,7394630781,431235,5461242183,1933388598,3598382955,3303082864,314536,116699,195,91072,2.8
2017_1,310458,170239,140221,1444,1346,1531,71,1460,458,200,258,97,52,10,5928898378,321825,4443534397,1485363981,2693435175,2619948454,231446,90379,95,68863,10.9
2017_1,141775,76803,64973,905,782,971,21,950,2,2,0,98,51,4,911940914,49443,766345507,145595407,502195809,297855060,36817,12626,21,68863,10.9
2017_1,369853,192936,176925,1573,1631,1580,0,1580,436,190,246,102,43,8,3172375167,179318,2210921453,961453714,1650793378,1005018087,125579,53739,89,68863,10.9
2017_1,740634,343861,396774,252,159,348,0,348,815,480,335,121,47,16,4697224122,241167,3744800468,952423654,2303296847,1553413447,190350,50817,94,106965,10.9
2017_1,259174,144281,114891,1328,885,1709,32,1677,1674,1095,579,139,56,11,5521125490,304239,4736964136,784161354,2267160835,1870251849,243972,60267,180,106965,10.9
2017_1,925757,536614,389146,461,159,559,0,559,1152,629,523,112,57,67,31116188617,1118454,20160972186,10955216431,17667308812,10594553708,715594,402860,558,106965,10.9
2017_1,1969966,933711,1036252,1335,912,1667,421,1246,4030,1988,2042,97,54,128,1.45E+11,6637828,93669371242,51253841501,55166660228,82179859950,4339153,2298675,2085,106965,10.9
2017_1,160285,89948,70340,709,494,822,0,822,95,64,31,114,45,18,8953941662,323514,6906843229,2047098433,4038829639,2604610058,237062,86452,167,106965,10.9
2017_1,228779,138501,90281,946,525,1132,0,1132,328,254,74,140,55,26,7445039823,343147,6206694086,1238345737,3408771778,2786040524,277780,65367,188,106965,10.9
2017_1,482048,251897,230151,439,503,606,0,606,345,181,164,97,48,32,23465961470,1018886,17599925722,5866035748,11166846786,9686285139,764727,254159,317,84827,5
2017_1,124049,60647,63405,1431,1576,1526,24,1502,245,134,111,83,40,2,1609832237,139854,1201139574,408692663,859072978,666050691,96261,43593,62,84827,5
2017_1,386634,192782,193849,1618,1721,1920,49,1871,2058,751,1307,89,50,20,11347349831,750073,8589288221,2758061610,5382787112,5071182253,558558,191515,257,84827,5
2017_1,102128,49915,52211,1309,1440,1337,0,1337,175,131,44,109,47,1,1011163715,94764,755741107,255422608,522054695,416819619,67007,27757,49,84827,5
2017_1,187459,94331,93129,483,543,592,0,592,308,216,92,74,43,8,4234252090,125222,3203314736,1030937354,1634410398,2059323769,96123,29099,137,84827,5
2017_1,286948,137569,149381,1137,1307,1429,0,1429,1359,734,625,97,45,11,9856382289,516170,7390926392,2465455897,4808200620,4128516788,368711,147459,110,84827,5
2017_1,152407,74916,77492,937,1055,927,188,739,234,90,144,84,50,1,3513915831,231354,2567750472,946165359,1310445713,1920127555,163161,68193,70,108480,5
2017_1,89542,42764,46778,1372,1517,1653,92,1561,558,363,195,82,48,11,3127877039,154221,2034642817,1093234222,2097129198,805270938,104850,49371,40,108480,5
2017_1,318211,165672,152537,704,858,938,30,908,430,258,172,108,52,16,7333657830,588192,5548552294,1785105536,3632011433,3014439942,437393,150799,83,108480,5
2017_1,129620,66571,63049,1372,1243,1440,0,1440,73,33,40,150,56,5,3293488601,223161,2397064345,896424256,1707639965,1514765058,160485,62676,58,105478,5.6
2017_1,832761,454730,378030,233,280,410,0,410,1925,920,1005,100,55,31,46805517767,2639173,29822588628,16982929139,22659801471,23139295373,1719269,919904,493,105478,5.6
2017_1,193132,99312,93818,848,753,1050,0,1050,31,15,16,78,46,25,23307575953,1715969,15611695130,7695880823,9771131810,13300463531,1170595,545374,309,105478,5.6
2017_1,484295,248095,236197,1364,1369,1586,0,1586,33,20,13,90,48,14,4495829322,346439,3280946970,1214882352,2218968515,2066186845,251405,95034,151,87727,5.6
2017_1,395134,211821,183315,230,182,248,0,248,365,153,212,100,55,8,8469579075,484035,6098627224,2370951851,3733579918,4089735418,342420,141615,200,87727,5.6
2017_1,70950,44450,26501,748,766,704,79,625,12144,5446,6698,103,44,4,6250322465,315807,5483890739,766431726,2549428567,2614550017,275340,40467,120,87917,9.4
2017_1,92260,46923,45337,883,893,599,460,139,509,351,158,102,48,3,3340792690,172399,2591703545,749089145,1472701036,1475971601,130015,42384,43,87917,9.4
2017_1,369598,194974,174622,223,238,268,0,268,1526,870,656,93,48,23,11611477916,564512,9643499381,1967978535,5167545993,4043343167,467291,97221,137,87917,9.4
2017_1,804518,457389,347129,792,898,1014,264,750,3525,2243,1282,87,48,68,34172545762,1775170,28179799497,5992746265,15767077487,12964441609,1421415,353755,426,87917,9.4
2017_1,159828,86668,73163,492,573,526,87,439,1817,1101,716,92,46,3,5721944177,202929,4648877708,1073066469,2234902820,2385125979,159881,43048,96,87917,9.4
2017_1,193426,114971,78454,589,620,494,0,494,552,397,155,120,53,21,44111548145,1005224,36215482876,7896065269,20482980129,9882090144,821468,183756,514,87917,9.4
2017_1,106369,53712,52658,1325,1383,1137,143,994,7055,5341,1714,100,45,9,5267279509,264910,4371491272,895788237,2176153381,1669520641,219091,45819,81,87917,9.4
2017_1,572366,327795,244571,939,1025,976,70,906,3515,2418,1097,91,46,21,24206931957,1003576,20108557486,4098374471,9780546197,6561994820,851500,152076,408,110258,9.4
2017_1,426167,228598,197569,662,826,1017,110,907,7125,4742,2383,89,45,38,21725406099,1266233,18647050619,3078355480,8782375457,8687197137,1055563,210670,462,110258,9.4
2017_1,199941,108830,91112,1087,1082,915,229,686,224,129,95,90,42,16,4522802741,264514,3804102511,718700230,1915157238,1762081266,213060,51454,88,110258,9.4
2017_1,1254300,672114,582188,621,712,708,82,626,131760,97349,34411,80,43,82,53148799151,2959862,45261560208,7887238943,21828224866,21291068770,2532471,427391,598,110258,9.4
2017_1,712726,389602,323125,764,697,1130,0,1130,11569,5628,5941,97,47,54,28215821754,1460323,22706055458,5509766296,13986562902,8819156671,1156648,303675,506,104605,9.4
2017_1,225642,112314,113329,869,896,667,159,508,1511,1045,466,117,50,8,9108344757,520301,7116140170,1992204587,3624294242,3399306457,413474,106827,104,104605,9.4
2017_1,1400811,808174,592639,1214,1306,1234,185,1049,13196,7905,5291,92,47,64,63016643428,2624629,53107113165,9909530263,28857812211,16731911025,2172749,451880,1020,104605,9.4
2017_1,153072,72015,81058,840,890,685,10,675,684,425,259,103,42,9,5819179850,175947,4713920226,1105259624,2578069522,2457012296,144939,31008,109,104605,9.4
2017_1,367064,192405,174662,1230,1318,1083,227,856,7947,4010,3937,106,46,11,13298420088,672795,9643645832,3654774256,6873214047,4554007216,502366,170429,137,104605,9.4
2017_1,132340,85593,46747,33,30,26,0,26,12162,5027,7135,92,56,5,5438451588,286039,4861610285,576841303,2321510700,1358395760,264484,21555,71,104605,9.4
2017_1,314985,183058,131928,10,10,11,0,11,4386,2689,1697,95,45,10,9724416241,545174,8661850108,1062566133,4065010345,2480765826,481394,63780,155,104605,9.4
2017_1,2762110,1293236,1468878,897,1064,1117,292,825,5718,3389,2329,91,45,188,1.45E+11,6376234,1.10E+11,34721237928,55543470904,80531989968,4857121,1519113,1144,128520,9.4
2017_1,429319,234086,195231,711,750,591,41,550,5609,3133,2476,94,53,75,34598093668,1181423,29027427674,5570665994,13810417791,14119034155,986814,194609,378,128520,9.4
2017_1,241910,118430,123480,1356,1509,1784,52,1732,1626,1062,564,89,42,1,3363556570,212634,2396186162,967370408,1763555688,1179482640,158457,54177,105,136363,1
2017_1,966675,517302,449371,996,1035,1407,23,1384,3678,2102,1576,87,42,80,44152170443,2176267,35136304213,9015866230,18737604770,19967674045,1718078,458189,611,136363,1
2017_1,443386,237296,206091,442,477,400,138,262,3907,1603,2304,90,49,26,31660503849,1158445,23431006044,8229497805,16021523549,9704844318,874957,283488,369,98590,5
2017_1,155305,79023,76281,550,641,567,0,567,1268,810,458,90,49,3,6031103185,298217,4385237835,1645865350,2388799392,2678297383,219511,78706,137,98590,5
2017_1,337390,169040,168350,1654,1868,1413,188,1225,611,433,178,84,50,8,5684370302,282463,4719816291,964554011,2343949652,2371579377,218285,64178,116,98590,5
2017_1,153289,74538,78747,2055,2202,1681,0,1681,310,180,130,140,58,5,292048778,30270,213716876,78331902,169305354,99976962,21946,8324,21,98590,5
2017_1,42525,17581,24944,1956,2113,1792,90,1702,2013,1319,694,78,45,3,3243398004,191020,2688369811,555028193,1246726333,1625543999,147278,43742,107,98590,5
2017_1,185419,88843,96578,697,888,819,33,786,1637,947,690,70,46,3,2743417497,95965,2156437997,586979500,1176872362,999120797,78423,17542,79,111646,7.3
2017_1,233897,105008,128889,474,582,533,57,476,2790,1488,1302,85,35,3,7445002154,332820,5526657089,1918345065,2879926287,3159922893,261362,71458,105,72683,7.3
2017_1,185419,88843,96578,697,888,819,33,786,1637,947,690,70,46,3,2743417497,95965,2156437997,586979500,1176872362,999120797,78423,17542,79,72683,7.3
2017_1,2376179,1089915,1286262,1858,2180,2212,86,2126,21404,10157,11247,85,46,378,2.27E+11,6447602,1.73E+11,53689705916,79777474145,1.21E+11,4889693,1557909,2547,111646,7.3
2017_1,233897,105008,128889,474,582,533,57,476,2790,1488,1302,85,35,3,7445002154,332820,5526657089,1918345065,2879926287,3159922893,261362,71458,105,111646,7.3
2017_1,2376179,1089915,1286262,1858,2180,2212,86,2126,21404,10157,11247,85,46,378,2.27E+11,6447602,1.73E+11,53689705916,79777474145,1.21E+11,4889693,1557909,2547,72683,7.3
2017_1,180769,98990,81779,569,717,574,0,574,1132,598,534,93,56,8,10506960403,172963,7225137729,3281822674,5129770925,3645506925,154871,18092,73,116382,1
2017_1,1379175,747292,631886,1946,2128,2505,0,2505,8038,3913,4125,85,43,97,78411903229,3132717,59476795075,18935108154,34259235646,34044198786,2373430,759287,1270,116382,1
2017_1,138431,77674,60755,421,515,539,0,539,5071,3253,1818,121,54,6,11156436084,432913,8342165186,2814270898,4043033253,4793289731,354209,78704,91,116382,1
2017_1,362556,189537,173019,1641,1781,1974,68,1906,2789,1442,1347,80,46,13,16685943787,672156,12218616085,4467327702,7863772771,6858958939,511476,160680,225,116382,1
2017_1,198149,108231,89916,185,298,342,0,342,1409,575,834,98,50,12,7561630059,405113,6205105286,1356524773,2841829327,3181649832,353503,51610,75,116382,1
2017_1,270864,150919,119944,38,40,44,0,44,1498,853,645,77,53,12,11972749716,335836,9627670902,2345078814,4888126502,5662384963,294910,40926,83,116382,1
2017_1,800629,401935,398695,484,563,659,0,659,8379,5347,3032,91,44,121,45308363622,1469978,37117880414,8190483208,14494342339,25352050279,1184085,285893,424,116382,1
