Date,상권_코드_명,총_상주인구_수
2017_4,사당로29길,2621
2017_4,사당로26길,2870
2017_4,사당로23나길,1057
2017_4,사당로23길,1249
2017_4,사당로20길,2627
2017_4,사당로16길,3517
2017_4,사당로16가길,2126
2017_4,만양로8길,3709
2017_4,만양로14길,873
2017_4,등용로14길,2010
2017_4,동작대로7길,3286
2017_4,동작대로35길,2560
2017_4,동작대로33길,2623
2017_4,동작대로29길,853
2017_4,동작대로17길,2402
2017_4,대방동2길,3329
2017_4,대방동27길,4189
2017_4,노량진로6길,3319
2017_4,국사봉길,3922
2017_4,국사봉2길,1230
2017_4,국사봉1길,3307
2017_4,영신로9길,2734
2017_4,영등포로84길,2500
2017_4,영등포로80길,2211
2017_4,영등포로62길,1658
2017_4,영등포로35길,1186
2017_4,영등포로27길,1846
2017_4,영등포로25길,1678
2017_4,여의대방로61길,2355
2017_4,여의대방로43나길,3533
2017_4,여의대방로39길,400
2017_4,여의대방로35길,1565
2017_4,양평로28길,3867
2017_4,양평로22라길,1568
2017_4,양평로19길,3326
2017_4,신길로60길,3082
2017_4,신길로42길,3059
2017_4,신길로42가길,4792
2017_4,신길로39길,2078
2017_4,신길로17길,2430
2017_4,선유서로28길,1117
2017_4,선유서로25길,2929
2017_4,선유서로24길,1385
2017_4,선유로55길,2808
2017_4,디지털로74길,117
2017_4,디지털로57길,1580
2017_4,디지털로37길,1525
2017_4,도신로62길,1548
2017_4,도신로60길,761
2017_4,도신로29길,1711
2017_4,도신로15길,3703
2017_4,도림천로21길,2242
2017_4,도림로63길,1350
2017_4,도림로147길,384
2017_4,도림로112길,2288
2017_4,대림로8길,3110
2017_4,대림로7길,1097
2017_4,대림로44길,2420
2017_4,대림로34길,2892
2017_4,대림로31길,2496
2017_4,대림로29길,2034
2017_4,대림로22길,4441
2017_4,당산로46길,2070
2017_4,당산로38길,1618
2017_4,당산로37길,1368
2017_4,당산로31길,866
2017_4,국회대로56길,2430
2017_4,경인로90길,163
2017_4,경인로80길,149
2017_4,경인로77길,282
2017_4,가마산로61길,2010
2017_4,시흥대로94길,4024
2017_4,시흥대로84길,6166
2017_4,시흥대로68길,2619
2017_4,시흥대로63길,1620
2017_4,시흥대로62가길,3211
2017_4,시흥대로36길,1982
2017_4,시흥대로22길,3575
2017_4,시흥대로153길,2003
2017_4,시흥대로150길,4925
2017_4,시흥대로141길,2299
2017_4,시흥대로138길,620
2017_4,시흥대로120길,3345
2017_4,벚꽃로56길,1124
2017_4,범안로17길,1594
2017_4,범안로11길,1271
2017_4,문성로5길,3156
2017_4,독산로85길,669
2017_4,독산로78다길,3461
2017_4,독산로70길,2698
2017_4,독산로64길,2491
2017_4,독산로50길,2412
2017_4,독산로40길,2588
2017_4,독산로108길,1985
2017_4,남부순환로112길,2212
2017_4,금하로24길,4425
2017_4,금하로1길,2112
2017_4,금하로14길,1778
2017_4,가산로5길,3259
2017_4,가산로3길,980
2017_4,중앙로1길,1213
2017_4,중앙로15길,1581
2017_4,우마길,959
2017_4,오류로8길,2215
2017_4,신도림로13길,554
2017_4,새말로18길,2758
2017_4,부일로1길,1456
2017_4,부일로15길,1585
2017_4,부일로11길,2718
2017_4,디지털로32길,1525
2017_4,디지털로32가길,4546
2017_4,디지털로27길,1367
2017_4,도림로6길,1589
2017_4,도림로12길,2350
2017_4,남부순환로97길,1296
2017_4,구로중앙로8길,3023
2017_4,구로중앙로7길,754
2017_4,구로중앙로42길,916
2017_4,구로중앙로34길,1216
2017_4,구로중앙로28길,3336
2017_4,구로중앙로19길,880
2017_4,구로동로8길,6422
2017_4,구로동로7길,2804
2017_4,구로동로42길,1973
2017_4,구로동로41길,2571
2017_4,구로동로38길,2204
2017_4,구로동로28길,2149
2017_4,구로동로15길,1019
2017_4,공원로6가길,2024
2017_4,고척로52길,3217
2017_4,고척로27다길,4443
2017_4,고척로27길,2604
2017_4,고척로21나길,2635
2017_4,경인로47길,2100
2017_4,경인로35길,3107
2017_4,경인로31길,2002
2017_4,경인로15길,3649
2017_4,개봉로3길,3121
2017_4,개봉로2길,2383
2017_4,개봉로23가길,2276
2017_4,개봉로20길,3697
2017_4,개봉로1길,2232
2017_4,개봉로17다길,3524
2017_4,개봉로17길,5849
2017_4,개봉로11길,5282
2017_4,화곡로64길,3889
2017_4,화곡로59길,2333
2017_4,화곡로44나길,3186
2017_4,화곡로31길,4002
2017_4,화곡로20길,3416
2017_4,화곡로13길,3286
2017_4,초원로16길,3688
2017_4,초록마을로8길,4951
2017_4,초록마을로3길,2519
2017_4,월정로20길,2201
2017_4,우장산로6길,5841
2017_4,양천로73가길,2795
2017_4,양천로71길,7357
2017_4,양천로49길,1104
2017_4,양천로26길,2239
2017_4,양천로24길,3832
2017_4,양천로24가길,2889
2017_4,양천로14길,4408
2017_4,방화대로6라길,2440
2017_4,방화대로21길,2393
2017_4,등촌로5길,1534
2017_4,등촌로55길,2773
2017_4,등촌로51길,2154
2017_4,등촌로39길,3287
2017_4,등촌로13길,3962
2017_4,남부순환로11길,4017
2017_4,까치산로4길,4517
2017_4,국회대로7길,2356
2017_4,공항대로8길,3012
2017_4,공항대로61길,2036
2017_4,공항대로59다길,2839
2017_4,공항대로59길,2139
2017_4,공항대로55길,1466
2017_4,공항대로42길,1114
2017_4,공항대로38길,444
2017_4,곰달래로60길,2063
2017_4,곰달래로53길,3764
2017_4,곰달래로47길,4238
2017_4,곰달래로31길,3447
2017_4,곰달래로25길,3027
2017_4,개화동로25길,2441
2017_4,개화동로23길,3953
2017_4,강서로8길,3350
2017_4,강서로5라길,2909
2017_4,강서로5나길,2975
2017_4,강서로5가길,1832
2017_4,강서로47라길,3813
2017_4,강서로47길,4319
2017_4,강서로45다길,2783
2017_4,강서로45길,1009
2017_4,강서로35길,3847
2017_4,강서로29길,3275
2017_4,강서로18길,6906
2017_4,강서로17가길,3258
2017_4,강서로15길,5623
2017_4,가로공원로80길,3079
2017_4,가로공원로76가길,3223
2017_4,화곡로4길,1634
2017_4,화곡로3길,3523
2017_4,지양로7길,3552
2017_4,중앙로55길,4189
2017_4,중앙로51길,4554
2017_4,중앙로47길,2177
2017_4,중앙로45길,2098
2017_4,중앙로36길,922
2017_4,중앙로32길,1089
2017_4,중앙로25길,2678
2017_4,은행정로7길,3283
2017_4,은행정로5길,787
2017_4,오목로5길,4115
2017_4,오목로3길,3779
2017_4,오목로30길,3617
2017_4,오목로23길,4542
2017_4,신월로20길,2040
2017_4,신월로15길,5773
2017_4,신목로6길,2439
2017_4,신목로5길,2207
2017_4,신목로2길,2114
2017_4,목동중앙서로8가길,1386
2017_4,목동중앙서로7길,3682
2017_4,목동중앙북로8길,2164
2017_4,목동중앙북로16길,3354
2017_4,목동중앙본로7길,2972
2017_4,목동중앙로3길,2454
2017_4,목동중앙로13나길,1098
2017_4,목동중앙남로3가길,2710
2017_4,목동로9길,3502
2017_4,목동로19길,2349
2017_4,목동동로8길,975
2017_4,목동동로12길,2306
2017_4,목동남로4길,1269
2017_4,남부순환로88길,1738
2017_4,남부순환로79길,792
2017_4,남부순환로70길,4861
2017_4,남부순환로58길,2170
2017_4,남부순환로40길,2503
2017_4,남부순환로33길,3817
2017_4,곰달래로5길,3859
2017_4,곰달래로3길,3945
2017_4,곰달래로2길,3816
2017_4,곰달래로10길,3439
2017_4,가로공원로58길,2401
2017_4,효창원로93길,3499
2017_4,토정로37길,2809
2017_4,월드컵로8길,1636
2017_4,월드컵로7길,1888
2017_4,월드컵로36길,3857
2017_4,월드컵로25길,3152
2017_4,월드컵로19길,1703
2017_4,월드컵로16길,2529
2017_4,월드컵로11길,2405
2017_4,월드컵로10길,4164
2017_4,와우산로3길,1803
2017_4,와우산로29길,818
2017_4,와우산로29가길,511
2017_4,양화진길,1340
2017_4,양화로1길,2733
2017_4,양화로11길,732
2017_4,신촌로30길,605
2017_4,신촌로28가길,389
2017_4,신촌로12길,1921
2017_4,숭문길,2806
2017_4,숭문8길,591
2017_4,성지3길,1043
2017_4,성산로4길,3363
2017_4,성미산로32길,1206
2017_4,성미산로1길,3203
2017_4,성미산로11길,3755
2017_4,백범로16길,1710
2017_4,방울내로9안길,5569
2017_4,모래내로7길,1963
2017_4,매봉산로2길,2934
2017_4,망원로2길,4632
2017_4,망원로11길,2336
2017_4,만리재옛길,2663
2017_4,마포대로4길,869
2017_4,마포대로20길,2116
2017_4,마포대로12길,455
2017_4,동교로38길,1362
2017_4,동교로27길,2549
2017_4,동교로25길,1329
2017_4,동교로19길,1867
2017_4,동교로17길,1854
2017_4,독막로8길,1379
2017_4,독막로32길,2847
2017_4,독막로22길,1051
2017_4,도화길,1035
2017_4,도화4길,3907
2017_4,대흥로28길,1536
2017_4,대흥로21길,3624
2017_4,광성로6길,2054
2017_4,홍제내길,3363
2017_4,홍연길,1133
2017_4,통일로39길,1627
2017_4,통일로37길,1577
2017_4,통일로11길,299
2017_4,충정로6길,695
2017_4,충정로4길,720
2017_4,증가로6길,3186
2017_4,증가로23나길,5247
2017_4,증가로20가길,3545
2017_4,증가로10길,3833
2017_4,응암로1길,3833
2017_4,연희로10길,3231
2017_4,신촌로37길,762
2017_4,수색로8길,3779
2017_4,세무서길,2814
2017_4,세무서2길,1521
2017_4,세검정로1길,1165
2017_4,북아현로4길,3582
2017_4,모래내로15길,11074
2017_4,명지대길,2376
2017_4,독립문로8길,4159
2017_4,가재울로6길,2787
2017_4,통일로92길,5780
2017_4,통일로87길,1852
2017_4,통일로78길,4520
2017_4,통일로69길,1844
2017_4,진흥로1길,4307
2017_4,진흥로12길,5845
2017_4,증산서길,1035
2017_4,증산로9길,2851
2017_4,증산로5길,2838
2017_4,증산로21길,5290
2017_4,증산로17길,2096
2017_4,증산로15길,2597
2017_4,증산로13길,2018
2017_4,응암로34길,2806
2017_4,응암로22길,1795
2017_4,응암로14길,1951
2017_4,응암로13길,1672
2017_4,응암로12길,1528
2017_4,은평로8길,3496
2017_4,은평로3길,2418
2017_4,은평로20길,435
2017_4,은평로13길,3253
2017_4,은평로10길,3037
2017_4,연서로5길,2753
2017_4,연서로41길,4012
2017_4,연서로3길,3694
2017_4,연서로34길,2911
2017_4,연서로33길,2091
2017_4,연서로29길,1049
2017_4,연서로28길,3676
2017_4,연서로27길,3012
2017_4,연서로21길,4420
2017_4,연서로17길,2344
2017_4,연서로16길,4676
2017_4,연서로13길,3898
2017_4,연서로11길,3875
2017_4,역말로9길,5759
2017_4,수색로18길,2246
2017_4,서오릉로8길,2743
2017_4,서오릉로21길,3885
2017_4,불광천길,5189
2017_4,갈현로7길,2691
2017_4,갈현로41길,3186
2017_4,갈현로33길,3676
2017_4,갈현로1길,2446
2017_4,가좌로7길,3666
2017_4,한글비석로44길,4061
2017_4,한글비석로24길,2412
2017_4,한글비석로22길,1773
2017_4,석계로1길,2595
2017_4,상계로9가길,2575
2017_4,상계로1길,1230
2017_4,상계로12길,3530
2017_4,동일로242길,2021
2017_4,동일로192길,2750
2017_4,동일로173가길,3728
2017_4,공릉로58길,1506
2017_4,해등로16길,2229
2017_4,우이천로4다길,2364
2017_4,우이천로32길,3112
2017_4,시루봉로23길,3577
2017_4,삼양로144길,967
2017_4,방학로6가길,2209
2017_4,방학로5길,3893
2017_4,방학로15길,3905
2017_4,방학로10길,1934
2017_4,도봉산길,1789
2017_4,도봉산4길,374
2017_4,도봉로181길,2042
2017_4,도봉로169나길,3066
2017_4,도봉로156길,1413
2017_4,도봉로152가길,706
2017_4,도봉로147길,3584
2017_4,도봉로143길,1799
2017_4,도봉로114길,5036
2017_4,도봉로109길,2699
2017_4,도당로29길,2856
2017_4,도당로19길,3942
2017_4,도당로13바길,3551
2017_4,도당로13가길,1737
2017_4,덕릉로60길,2707
2017_4,노해로63다길,1920
2017_4,노해로60길,1812
2017_4,한천로140길,1689
2017_4,한천로139가길,1518
2017_4,한천로132길,1727
2017_4,한천로130길,3125
2017_4,한천로124나길,2121
2017_4,한천로109길,3053
2017_4,인수봉로79길,2760
2017_4,인수봉로72길,4216
2017_4,인수봉로56길,1915
2017_4,오패산로67길,2065
2017_4,오패산로52길,3006
2017_4,오패산로30길,1369
2017_4,수유로12길,3395
2017_4,솔샘로65길,2908
2017_4,솔매로50길,2125
2017_4,솔매로45길,2080
2017_4,솔매로41길,3348
2017_4,삼양로93길,3150
2017_4,삼양로77길,3254
2017_4,삼양로54길,3785
2017_4,삼양로41길,4380
2017_4,삼양로27길,1347
2017_4,삼양로24길,3424
2017_4,삼양로20길,2194
2017_4,삼각산로28길,3829
2017_4,도봉로99길,2252
2017_4,도봉로8길,247
2017_4,도봉로76길,3460
2017_4,도봉로67길,1633
2017_4,도봉로45길,3368
2017_4,도봉로18길,3115
2017_4,도봉로13길,1776
2017_4,덕릉로41길,2309
2017_4,덕릉로40길,2056
2017_4,노해로33길,2520
2017_4,노해로23길,1357
2017_4,노해로17길,2665
2017_4,화랑로40길,2109
2017_4,화랑로32길,3426
2017_4,화랑로1길,2736
2017_4,화랑로19길,2405
2017_4,화랑로14길,1398
2017_4,화랑로13길,1202
2017_4,한천로76길,1859
2017_4,한천로101가길,1444
2017_4,창경궁로43길,1270
2017_4,지봉로20길,2675
2017_4,종암로5길,2476
2017_4,종암로24가길,2215
2017_4,종암로21길,1714
2017_4,종암로19길,1767
2017_4,종암로16길,3394
2017_4,정릉로8길,1781
2017_4,정릉로27길,3624
2017_4,정릉로26길,1969
2017_4,장위로50길,1686
2017_4,장월로1길,2069
2017_4,인촌로6길,1008
2017_4,인촌로5길,1461
2017_4,인촌로24길,675
2017_4,개운사길,1081
2017_4,인촌로1길,1107
2017_4,인촌로17가길,1613
2017_4,오패산로4길,2995
2017_4,오패산로3길,3447
2017_4,오패산로19길,1724
2017_4,안암로5길,2214
2017_4,아리랑로4길,2954
2017_4,솔샘로6길,1879
2017_4,성북로8길,1624
2017_4,삼양로8길,1095
2017_4,삼선교로16가길,1956
2017_4,삼선교로10다길,2256
2017_4,삼선교로10길,2301
2017_4,보문로32길,1265
2017_4,보문로31길,2911
2017_4,보문로26길,1276
2017_4,보문로13길,2537
2017_4,보국문로16길,3011
2017_4,동소문로6길,296
2017_4,동소문로2길,403
2017_4,동소문로26가길,2238
2017_4,동소문로15길,1149
2017_4,동소문로13길,2799
2017_4,돌곶이로8길,1358
2017_4,돌곶이로41길,1987
2017_4,돌곶이로28길,1660
2017_4,돌곶이로27길,3203
2017_4,돌곶이로22길,1150
2017_4,돌곶이로14길,1410
2017_4,길음로7길,301
2017_4,중랑천로10길,2779
2017_4,용마산로94길,3357
2017_4,용마산로118길,2032
2017_4,용마산로112길,2717
2017_4,용마산로100길,3222
2017_4,신내로7가길,2615
2017_4,사가정로54길,3176
2017_4,사가정로42길,3288
2017_4,봉화산로56길,5388
2017_4,봉화산로4길,4594
2017_4,봉화산로30길,3152
2017_4,봉우재로33길,1958
2017_4,면목로78길,5499
2017_4,면목로56길,2893
2017_4,면목로55길,2019
2017_4,면목로49길,2939
2017_4,면목로48길,3586
2017_4,면목로45길,1504
2017_4,면목로33길,2756
2017_4,면목로21길,1892
2017_4,망우로73길,1527
2017_4,망우로68길,2448
2017_4,동일로163길,3829
2017_4,동일로157길,2558
2017_4,동일로149길,2930
2017_4,동일로140길,2450
2017_4,동일로139길,2949
2017_4,동일로139가길,1898
2017_4,동일로130길,3511
2017_4,동일로123길,2629
2017_4,동일로112길,4468
2017_4,동일로101길,3156
2017_4,동일로100길,5488
2017_4,답십리로75길,2245
2017_4,공릉로2길,5204
2017_4,공릉로12가길,1269
2017_4,겸재로54길,5222
2017_4,겸재로36길,4533
2017_4,겸재로29길,2354
2017_4,휘경로3길,3583
2017_4,휘경로2길,1260
2017_4,휘경로23길,2614
2017_4,휘경로14길,2080
2017_4,한천로46길,2436
2017_4,한천로40길,1827
2017_4,한천로33길,794
2017_4,한천로14길,3309
2017_4,천호대로97길,2837
2017_4,천호대로77길,2370
2017_4,천호대로45길,2466
2017_4,천호대로17길,2848
2017_4,천호대로12길,310
2017_4,천장산로7길,1346
2017_4,제기로5길,1017
2017_4,제기로21길,3219
2017_4,전농로4길,1550
2017_4,전농로3길,1913
2017_4,전농로29길,2213
2017_4,장한로8길,2299
2017_4,장한로5길,2144
2017_4,장한로27길,1054
2017_4,장한로27가길,1089
2017_4,장한로26길,2692
2017_4,장한로26가길,1217
2017_4,장한로25길,700
2017_4,장한로14길,1446
2017_4,이문로42길,3552
2017_4,왕산로43길,3523
2017_4,왕산로33길,537
2017_4,왕산로32길,1078
2017_4,약령시로17길,1576
2017_4,서울시립대로4길,2245
2017_4,서울시립대로29길,4422
2017_4,서울시립대로16길,3413
2017_4,사가정로2길,1899
2017_4,사가정로23가길,1735
2017_4,사가정로13길,1996
2017_4,무학로45길,2075
2017_4,무학로16길,1236
2017_4,망우로21길,569
2017_4,망우로18길,1477
2017_4,망우로18가길,2585
2017_4,답십리로72길,1248
2017_4,답십리로69길,1910
2017_4,답십리로68길,3319
2017_4,답십리로64길,2909
2017_4,답십리로63길,1438
2017_4,답십리로60길,2043
2017_4,답십리로56길,3879
2017_4,답십리로23길,2164
2017_4,난계로30길,247
2017_4,경희대로4길,1272
2017_4,경희대로3길,602
2017_4,천호대로129길,3432
2017_4,천호대로123길,3090
2017_4,천호대로109길,3601
2017_4,자양번영로3길,4202
2017_4,자양로53길,2789
2017_4,자양로50길,4697
2017_4,자양로45길,2701
2017_4,자양로26길,3146
2017_4,자양로15길,1923
2017_4,자양로11길,3960
2017_4,용마산로3길,3907
2017_4,용마산로21길,5387
2017_4,아차산로78길,1758
2017_4,아차산로65길,2961
2017_4,아차산로55길,2940
2017_4,아차산로51길,1709
2017_4,아차산로40길,3173
2017_4,면목로17길,4168
2017_4,뚝섬로64길,2984
2017_4,뚝섬로58길,3578
2017_4,뚝섬로54길,3643
2017_4,뚝섬로48길,3497
2017_4,뚝섬로24길,2974
2017_4,뚝섬로23길,2126
2017_4,동일로24길,3076
2017_4,동일로18길,1971
2017_4,능동로4길,3137
2017_4,능동로3길,3757
2017_4,능동로34길,5162
2017_4,능동로19길,2065
2017_4,능동로13길,3674
2017_4,긴고랑로9길,2138
2017_4,긴고랑로8길,4078
2017_4,긴고랑로7길,4939
2017_4,긴고랑로20길,4237
2017_4,광나루로52길,4365
2017_4,광나루로40길,3765
2017_4,광나루로37길,679
2017_4,광나루로36길,2616
2017_4,광나루로24길,1259
2017_4,광나루로12길,1696
2017_4,한림말길,2218
2017_4,한림말3길,939
2017_4,청계천로10나길,2782
2017_4,장터길,1964
2017_4,용답중앙길,2860
2017_4,용답29길,3238
2017_4,왕십리로6길,2088
2017_4,왕십리로31길,3290
2017_4,왕십리로26길,2886
2017_4,왕십리로21길,2403
2017_4,왕십리로14길,1918
2017_4,아차산로5길,2178
2017_4,아차산로15길,406
2017_4,아차산로11길,407
2017_4,송정4가길,2790
2017_4,송정12라길,1248
2017_4,성수일로6길,387
2017_4,성수이로7길,1323
2017_4,성수이로18길,271
2017_4,성덕정길,3343
2017_4,성덕정17길,3689
2017_4,서울숲2길,2228
2017_4,상원길,1272
2017_4,상원12길,2447
2017_4,사근동길,2223
2017_4,무학봉길,2350
2017_4,무학봉28길,1045
2017_4,무학로6길,1806
2017_4,무수막길,2307
2017_4,매봉길,5968
2017_4,마조로1길,1197
2017_4,마조로16길,2607
2017_4,마장로39길,993
2017_4,마장로27길,1926
2017_4,뚝섬로5길,1848
2017_4,둘레9길,2974
2017_4,금호산길,3522
2017_4,금호산2길,2365
2017_4,고산자로6길,3092
2017_4,후암로28길,5653
2017_4,효창원로39길,2999
2017_4,회나무로13길,2274
2017_4,한남대로20길,693
2017_4,한강대로88길,107
2017_4,한강대로7길,766
2017_4,한강대로62길,803
2017_4,한강대로52길,626
2017_4,한강대로43길,1394
2017_4,한강대로15길,497
2017_4,한강대로104길,2749
2017_4,청파로73길,2781
2017_4,청파로71길,4281
2017_4,청파로47나길,3023
2017_4,청파로47길,1590
2017_4,장문로45길,2861
2017_4,이태원로54길,2447
2017_4,이태원로27길,731
2017_4,이촌로22길,2003
2017_4,원효로89길,960
2017_4,원효로53길,2102
2017_4,원효로41길,1440
2017_4,원효로19길,1985
2017_4,우사단로4길,2421
2017_4,우사단로14길,1370
2017_4,우사단로10길,2805
2017_4,신흥로20길,2795
2017_4,소월로20길,2307
2017_4,서빙고로71길,2669
2017_4,백범로90길,3817
2017_4,백범로79길,3999
2017_4,두텁바위로1길,3316
2017_4,대사관로34길,1472
2017_4,녹사평대로46길,857
2017_4,녹사평대로40나길,755
2017_4,녹사평대로32길,511
2017_4,녹사평대로26길,980
2017_4,녹사평대로11길,448
2017_4,퇴계로90길,3619
2017_4,퇴계로8길,1642
2017_4,퇴계로56길,1233
2017_4,퇴계로46길,892
2017_4,퇴계로18길,231
2017_4,퇴계로12길,953
2017_4,청구로1길,2137
2017_4,청구로17길,1821
2017_4,장충단로8길,1559
2017_4,삼일대로4길,100
2017_4,명동길,308
2017_4,동호로8길,715
2017_4,동호로20길,2288
2017_4,동호로15길,2007
2017_4,동호로11길,5001
2017_4,동호로10길,2115
2017_4,다산로39길,892
2017_4,다산로38길,1524
2017_4,다산로36길,2328
2017_4,다산로33길,3858
2017_4,난계로21길,835
2017_4,난계로11길,3325
2017_4,필운대로1길,703
2017_4,평창길,1899
2017_4,통일로12길,901
2017_4,창신길,2432
2017_4,창신5길,1421
2017_4,창신2길,863
2017_4,창경궁로35길,942
2017_4,지봉로8길,2468
2017_4,종로65길,3892
2017_4,종로58가길,444
2017_4,종로24길,50
2017_4,자하문로7길,693
2017_4,이화장길,1714
2017_4,율곡로16길,486
2017_4,율곡로10길,299
2017_4,옥인길,2470
2017_4,숭인동길,920
2017_4,성균관로5길,948
2017_4,삼청로5길,743
2017_4,북촌로5나길,727
2017_4,북촌로5길,474
2017_4,북촌로11길,711
2017_4,백석동길,1768
2017_4,명륜길,1471
2017_4,돈화문로11가길,1084
2017_4,난계로27길,738
2017_4,계동길,1827
2017_3,강남 마이스 관광특구,20
2017_3,잠실 관광특구,9122
2017_3,종로·청계 관광특구,2765
2017_3,동대문패션타운 관광특구,3010
2017_3,명동 남대문 북창동 다동 무교동 관광특구,1297
2017_3,이태원 관광특구,6730
2017_3,길동복조리시장,3402
2017_3,둔촌역전통시장,624
2017_3,성내골목시장,1020
2017_3,천호시장,146
2017_3,동서울시장,224
2017_3,고분다리골목시장,372
2017_3,양지골목시장,751
2017_3,암사종합시장,952
2017_3,고덕전통시장,308
2017_3,명일골목시장,2024
2017_3,새마을시장,2342
2017_3,석촌시장,817
2017_3,방이시장,5229
2017_3,마천시장,1017
2017_3,풍납시장,2568
2017_3,강남개포시장,4
2017_3,도곡시장,235
2017_3,청담삼익시장,145
2017_3,논현종합시장,89
2017_3,영동전통시장,1256
2017_3,강남시장_강남,294
2017_3,양재시장,83
2017_3,남부종합시장,186
2017_3,우림시장,83
2017_3,미성동도깨비시장,674
2017_3,신신림시장,131
2017_3,삼성동시장,153
2017_3,신림중앙시장,66
2017_3,강남골목시장,602
2017_3,신림종합시장,3
2017_3,관악신사시장,2216
2017_3,신원시장,419
2017_3,인헌시장,1482
2017_3,봉천중앙시장,338
2017_3,봉천현대시장,12
2017_3,봉일시장,115
2017_3,봉천제일종합시장,396
2017_3,낙성대시장,659
2017_3,중부시장,574
2017_3,사당시장,15
2017_3,남성역골목시장,547
2017_3,남성사계시장,582
2017_3,흑석시장,1028
2017_3,상도4동도깨비골목시장,1983
2017_3,성대시장,140
2017_3,영도시장,63
2017_3,상도전통시장,1633
2017_3,강남시장_동작,143
2017_3,신노량진시장,23
2017_3,본동인정시장,452
2017_3,노량진중앙시장,161
2017_3,대림중앙시장,404
2017_3,우리시장,364
2017_3,영진시장A동,127
2017_3,사러가시장,108
2017_3,대신시장,236
2017_3,영일시장,734
2017_3,도림시장,60
2017_3,영등포청과시장,281
2017_3,영등포전통시장,2274
2017_3,은행나무시장,422
2017_3,박미시장,291
2017_3,현대시장,2994
2017_3,대명시장,7
2017_3,푸른터시장,44
2017_3,남문시장,1751
2017_3,독산동 우시장,97
2017_3,오류시장,159
2017_3,개봉중앙시장,385
2017_3,고척근린시장,663
2017_3,가리봉시장,431
2017_3,남구로시장,717
2017_3,구로시장,134
2017_3,공항시장,179
2017_3,방신전통시장,902
2017_3,송화골목시장,528
2017_3,까치산시장,1093
2017_3,화곡본동시장,346
2017_3,남부골목시장,2008
2017_3,화곡중앙골목시장,1080
2017_3,신월중앙시장,86
2017_3,등마루시장,3
2017_3,신정3동골목시장,327
2017_3,신정2동골목시장,492
2017_3,신정제일시장,180
2017_3,신월7동골목시장,138
2017_3,신월6동골목시장,172
2017_3,신곡종합시장,61
2017_3,신월3동골목시장,396
2017_3,경창시장,372
2017_3,월정로시장,1696
2017_3,신영시장,1263
2017_3,목4동시장,1151
2017_3,목3동시장,1211
2017_3,목2동시장,1108
2017_3,동진시장,37
2017_3,망원월드컵시장,825
2017_3,망원시장,2028
2017_3,합정시장,86
2017_3,영진시장,213
2017_3,서교시장,31
2017_3,신수시장,71
2017_3,아현시장,440
2017_3,마포시장,16
2017_3,공덕시장,11
2017_3,백련시장,151
2017_3,모래내시장,725
2017_3,포방터시장,502
2017_3,인왕시장,320
2017_3,아현가구거리상점가,144
2017_3,영천시장,389
2017_3,수일시장,118
2017_3,증산종합시장,144
2017_3,대림골목시장,638
2017_3,신응암시장,216
2017_3,녹번시장,28
2017_3,대조시장,509
2017_3,역촌중앙시장,10
2017_3,갈현시장,66
2017_3,연서시장,269
2017_3,상계중앙시장,1905
2017_3,공릉동도깨비시장,1457
2017_3,방학동도깨비시장,1062
2017_3,쌍문역골목시장,751
2017_3,백운시장,338
2017_3,신도봉시장,189
2017_3,창동골목시장,1301
2017_3,창동신창시장,2299
2017_3,수유북부시장,66
2017_3,장미원골목시장,1357
2017_3,수유중앙시장,41
2017_3,강북종합시장,738
2017_3,우이시장,1632
2017_3,수유전통시장,620
2017_3,번동북부골목시장,1097
2017_3,솔샘시장,149
2017_3,숭인시장,246
2017_3,방천골목시장,1542
2017_3,동북시장,37
2017_3,석관황금시장,1936
2017_3,석관시장,167
2017_3,새석관시장,94
2017_3,번동시장,32
2017_3,장위전통시장,1575
2017_3,밤나무골시장,246
2017_3,길음시장,11
2017_3,정릉시장,1330
2017_3,정릉아리랑시장,1077
2017_3,돈암제일시장,239
2017_3,유영시장,148
2017_3,우림골목시장,2140
2017_3,묵1동도깨비시장,1175
2017_3,태능시장,963
2017_3,중화제일시장,1850
2017_3,사가정시장,1957
2017_3,면목골목시장,1380
2017_3,동원시장,2165
2017_3,동부골목시장,1602
2017_3,이문제일시장,65
2017_3,이경시장,256
2017_3,회기시장,1173
2017_3,청량리청과물시장,54
2017_3,전곡시장,222
2017_3,답십리시장,470
2017_3,답십리현대시장,340
2017_3,전농로터리시장,89
2017_3,청량리종합시장,107
2017_3,청량리전통시장,176
2017_3,청량리농수산물시장,175
2017_3,서울약령시장,2168
2017_3,동서시장,2
2017_3,경동시장,13
2017_3,청량리수산시장,486
2017_3,용두시장,23
2017_3,동부청과시장,1
2017_3,구의시장,157
2017_3,조양시장,85
2017_3,영동교골목시장,1249
2017_3,능동로골목시장,378
2017_3,노룬산골목시장,340
2017_3,자양종합시장,62
2017_3,자양골목시장,1973
2017_3,신성골목시장,93
2017_3,면곡골목시장,463
2017_3,중곡제일시장,832
2017_3,화양제일골목시장,952
2017_3,한아름시장,20
2017_3,성동용답상가시장,2092
2017_3,뚝도시장,592
2017_3,금남시장,271
2017_3,행당시장,1518
2017_3,마장축산물시장,357
2017_3,보광시장,8
2017_3,이태원제일시장,37
2017_3,이태원시장,68
2017_3,이촌종합시장,105
2017_3,용문전통시장,428
2017_3,만리시장,34
2017_3,신흥시장,125
2017_3,후암시장,296
