Date,상권_코드_명,총_상주인구_수
2016_3,교대역_2,1365
2016_3,서울 송파구 가락시장역,487
2016_3,서울 서초구 서초역,66
2016_3,서울 강남구 대치역_2,585
2016_3,서울 강남구 대치역_1,524
2016_3,뱅뱅사거리_2,1931
2016_3,보라매공원,3495
2016_3,교대역_1,1570
2016_3,개봉동 현대아파트 인근,2809
2016_3,뱅뱅사거리,1325
2016_3,뱅뱅사거리_1,1065
2016_3,서울 관악구 신림역_4,2937
2016_3,동작구 총신대입구역_1,1149
2016_3,양재역_3,2004
2016_3,동작구 총신대입구역_2,1398
2016_3,서울 서초구 남부터미널역_3,453
2016_3,서울 강남구 수서역,1611
2016_3,서울 관악구 신림역_3,871
2016_3,서울 서초구 남부터미널역_2,1483
2016_3,구로디지탈1단지,142
2016_3,양재역,1400
2016_3,문정역,370
2016_3,매봉역,577
2016_3,서울 서초구 방배역,1249
2016_3,서울 서초구 남부터미널역_1,1232
2016_3,서울 관악구 신림역_2,1593
2016_3,서울 관악구 신림역_1,506
2016_3,양재역_2,709
2016_3,서울 관악구 서울대입구역_2,440
2016_3,가산디지털단지역_3,1488
2016_3,구로디지털단지역,456
2016_3,서울 관악구 서울대입구역_1,5623
2016_3,관악구 사당역_1,670
2016_3,가산디지털단지역_2,96
2016_3,관악구 사당역_2,949
2016_3,가산디지털단지역_1,22
2016_3,포이사거리_1,57
2016_3,포이사거리_2,1759
2016_3,관악구 사당역_3,316
2016_3,서울 관악구 대학동_1,1640
2016_3,서울 금천구 독산1동_1,1023
2016_3,양재 화물트럭터미널앞_2,1728
2016_3,양재 화물트럭터미널앞_1,2
2016_3,서울 금천구 시흥1동_4,1551
2016_3,풍성로37가길,3223
2016_3,천호옛길,3878
2016_3,천호옛14길,2296
2016_3,천호대로219길,2431
2016_3,천호대로197길,4085
2016_3,천호대로187길,2876
2016_3,천호대로170길,4238
2016_3,천호대로162길,2259
2016_3,천중로51길,3941
2016_3,천중로39길,6520
2016_3,진황도로47길,1748
2016_3,진황도로27길,7192
2016_3,올림픽로98길,3251
2016_3,올림픽로80길,2260
2016_3,올림픽로78길,1974
2016_3,올림픽로77길,2497
2016_3,올림픽로71길,2611
2016_3,올림픽로48길,1529
2016_3,양재대로96길,3312
2016_3,양재대로95길,3713
2016_3,양재대로91길,3828
2016_3,양재대로133길,5094
2016_3,양재대로124길,4719
2016_3,양재대로116길,1574
2016_3,양재대로101길,4306
2016_3,암사길,6451
2016_3,성안로3길,3650
2016_3,성내로5길,3713
2016_3,상일로5길,1418
2016_3,상암로5길,2010
2016_3,상암로51길,3151
2016_3,상암로4길,3649
2016_3,상암로14길,3448
2016_3,명일로13길,2155
2016_3,동남로85길,3212
2016_3,동남로82길,1947
2016_3,동남로65길,2857
2016_3,구천면로42길,4374
2016_3,구천면로41길,5304
2016_3,구천면로36길,2634
2016_3,고덕로61길,1001
2016_3,고덕로25길,1569
2016_3,고덕로10길,2192
2016_3,강동대로53길,3214
2016_3,풍성로25길,1979
2016_3,오금로46길,2517
2016_3,오금로36길,2727
2016_3,오금로11길,4561
2016_3,양재대로72길,2176
2016_3,양재대로71길,1430
2016_3,양재대로64길,2438
2016_3,양재대로62길,1480
2016_3,송파대로30길,2336
2016_3,송이로36길,2967
2016_3,송이로32길,4801
2016_3,송이로23길,4516
2016_3,삼전로13길,5980
2016_3,백제고분로50길,8088
2016_3,백제고분로46길,3040
2016_3,백제고분로45길,4463
2016_3,백제고분로42길,3846
2016_3,백제고분로39길,3086
2016_3,백제고분로34길,7411
2016_3,백제고분로33길,5732
2016_3,백제고분로32길,6085
2016_3,백제고분로31길,5905
2016_3,백제고분로22길,6465
2016_3,백제고분로21길,2237
2016_3,마천로51길,4073
2016_3,동남로20길,3230
2016_3,거마로20길,3249
2016_3,학동로77길,2433
2016_3,학동로6길,1651
2016_3,학동로56길,422
2016_3,학동로38길,1550
2016_3,테헤란로81길,440
2016_3,일원로9길,3414
2016_3,일원로3길,2398
2016_3,영동대로65길,2501
2016_3,영동대로112길,2777
2016_3,언주로81길,3621
2016_3,압구정로2길,1077
2016_3,선릉로18길,1758
2016_3,선릉로146길,2239
2016_3,선릉로133길,1597
2016_3,선릉로132길,2398
2016_3,선릉로121길,833
2016_3,삼성로75길,2503
2016_3,삼성로69길,3437
2016_3,삼성로64길,3095
2016_3,삼성로63길,4265
2016_3,삼성로57길,1769
2016_3,삼성로147길,1281
2016_3,삼성로115길,2869
2016_3,봉은사로68길,1567
2016_3,봉은사로57길,564
2016_3,봉은사로43길,3317
2016_3,봉은사로29길,1277
2016_3,봉은사로109길,2250
2016_3,도산대로89길,564
2016_3,도산대로81길,488
2016_3,도산대로50길,2395
2016_3,도산대로38길,1061
2016_3,도산대로30길,877
2016_3,도산대로23길,1408
2016_3,도산대로15길,879
2016_3,도곡로37길,6028
2016_3,논현로8길,3571
2016_3,논현로63길,2740
2016_3,논현로28길,79
2016_3,논현로26길,1279
2016_3,논현로159길,508
2016_3,논현로139길,1492
2016_3,논현로123길,2182
2016_3,논현로115길,3484
2016_3,논현로10길,1508
2016_3,논현로106길,2077
2016_3,남부순환로365길,2477
2016_3,개포로82길,32
2016_3,개포로28길,1982
2016_3,개포로20길,2384
2016_3,개포로17길,3672
2016_3,강남대로140길,1874
2016_3,강남대로136길,1284
2016_3,강남대로118길,1506
2016_3,서초중앙로8길,2166
2016_3,방배중앙로21길,2212
2016_3,효령로72길,2200
2016_3,효령로34길,1546
2016_3,효령로31길,1874
2016_3,효령로23길,4408
2016_3,청두곶길,3912
2016_3,주흥길,3632
2016_3,주흥15길,2480
2016_3,언남길,2128
2016_3,신반포로45길,2838
2016_3,서초대로8길,4309
2016_3,서초대로64길,1416
2016_3,서초대로4길,3334
2016_3,서초대로25길,1169
2016_3,서초대로23길,2743
2016_3,서초대로15길,3852
2016_3,사평대로57길,1227
2016_3,사평대로26길,235
2016_3,사평대로22길,1662
2016_3,사임당로17길,1097
2016_3,방배로42길,1001
2016_3,방배로35길,1894
2016_3,방배로18길,1511
2016_3,반포대로9길,1742
2016_3,바우뫼로39길,1681
2016_3,마방로2길,1582
2016_3,방배천로4안길,1227
2016_3,동산로19길,2031
2016_3,동산로10길,3408
2016_3,동광로39길,1413
2016_3,동광로1길,3439
2016_3,동광로12길,1441
2016_3,논현로27길,1936
2016_3,논현로1길,3175
2016_3,남부순환로339길,1500
2016_3,남부순환로325길,2534
2016_3,남부순환로317길,1487
2016_3,고무래로8길,1272
2016_3,강남대로8길,3666
2016_3,강남대로34길,2686
2016_3,강남대로23길,960
2016_3,소담길,882
2016_3,원신길,1440
2016_3,양지길,1949
2016_3,양산길,1666
2016_3,호암로24길,2424
2016_3,호암로20길,2834
2016_3,행운길,4951
2016_3,행운1길,3232
2016_3,청림3길,2729
2016_3,청룡길,3411
2016_3,청룡8길,1870
2016_3,중앙길,3108
2016_3,조원중앙로2길,4423
2016_3,조원로18길,1882
2016_3,조원로10길,1805
2016_3,장군봉2길,1773
2016_3,장군봉1길,776
2016_3,인헌길,2994
2016_3,은천로25길,1462
2016_3,양녕로6길,4435
2016_3,신원로3길,2729
2016_3,신사로20길,1899
2016_3,신림로65길,1977
2016_3,신림로64길,1483
2016_3,신림로48길,2166
2016_3,신림로38길,2119
2016_3,신림로28길,3021
2016_3,신림로11길,4682
2016_3,신림동길,4074
2016_3,승방길,2778
2016_3,서림7길,4141
2016_3,봉천로33길,3915
2016_3,봉천로13길,3818
2016_3,복은길,4323
2016_3,법원단지길,1447
2016_3,법원단지9길,5523
2016_3,미성5길,4976
2016_3,대학길,1770
2016_3,대학14길,2985
2016_3,당곡길,1895
2016_3,남현길,2003
2016_3,남현3길,1185
2016_3,남현2길,2729
2016_3,남부순환로248길,1428
2016_3,남부순환로234길,2010
2016_3,남부순환로172길,2468
2016_3,남부순환로161길,4016
2016_3,남부순환로151길,3479
2016_3,남부순환로142길,3374
2016_3,난향길,2692
2016_3,난우길,2504
2016_3,난곡로74길,1850
2016_3,난곡로34길,2657
2016_3,난곡로26길,3588
2016_3,난곡로24길,2636
2016_3,낙성대역길,5208
2016_3,국회단지길,5536
2016_3,구암길,6420
2016_3,관천로22길,4343
2016_3,관천로15길,4695
2016_3,관악로30길,2775
2016_3,관악로28길,2189
2016_3,관악로14길,1310
2016_3,관악로10길,4446
2016_3,흑석로9길,1932
2016_3,흑석로13길,633
2016_3,장승배기로27길,2498
2016_3,장승배기로19길,2639
2016_3,장승배기로10길,302
2016_3,여의대방로46길,2488
2016_3,여의대방로24길,2798
2016_3,여의대방로22카길,3072
2016_3,여의대방로22나길,2690
2016_3,여의대방로22길,2390
2016_3,양녕로26길,1858
2016_3,신대방길,4081
2016_3,성대로29길,2123
2016_3,성대로1길,1075
2016_3,서달로8가길,450
2016_3,서달로15길,387
2016_3,서달로14길,261
2016_3,서달로10길,2957
2016_3,상도로62길,1349
2016_3,상도로61길,2393
2016_3,상도로47길,3653
2016_3,상도로37길,1295
2016_3,상도로15길,3946
2016_3,사당로8길,2645
2016_3,사당로30길,1032
2016_3,사당로2차길,2672
2016_3,사당로29길,2664
2016_3,사당로26길,3016
2016_3,사당로23나길,984
2016_3,사당로23길,753
2016_3,사당로20길,2750
2016_3,사당로16길,3144
2016_3,사당로16가길,2196
2016_3,만양로8길,3724
2016_3,만양로14길,979
2016_3,등용로14길,2043
2016_3,동작대로7길,3388
2016_3,동작대로35길,2806
2016_3,동작대로33길,2615
2016_3,동작대로29길,864
2016_3,동작대로17길,2477
2016_3,대방동2길,3382
2016_3,대방동27길,4044
2016_3,노량진로6길,3444
2016_3,국사봉길,3929
2016_3,국사봉2길,1324
2016_3,국사봉1길,3208
2016_3,영신로9길,2864
2016_3,영등포로84길,2628
2016_3,영등포로80길,2223
2016_3,영등포로62길,1705
2016_3,영등포로35길,1208
2016_3,영등포로27길,1818
2016_3,영등포로25길,1759
2016_3,여의대방로61길,2383
2016_3,여의대방로43나길,3629
2016_3,여의대방로39길,524
2016_3,여의대방로35길,1860
2016_3,양평로28길,3722
2016_3,양평로22라길,1489
2016_3,양평로19길,3263
2016_3,신길로60길,3255
2016_3,신길로42길,2857
2016_3,신길로42가길,4781
2016_3,신길로39길,1999
2016_3,신길로17길,2532
2016_3,선유서로28길,1143
2016_3,선유서로25길,2996
2016_3,선유서로24길,1406
2016_3,선유로55길,2773
2016_3,디지털로74길,897
2016_3,디지털로57길,1707
2016_3,디지털로37길,1672
2016_3,도신로62길,1677
2016_3,도신로60길,759
2016_3,도신로29길,1711
2016_3,도신로15길,3260
2016_3,도림천로21길,1980
2016_3,도림로63길,1828
2016_3,도림로147길,399
2016_3,도림로112길,2381
2016_3,대림로8길,3197
2016_3,대림로7길,1155
2016_3,대림로44길,2354
2016_3,대림로34길,2612
2016_3,대림로31길,2672
2016_3,대림로29길,2190
2016_3,대림로22길,3723
2016_3,당산로46길,2230
2016_3,당산로38길,1482
2016_3,당산로37길,916
2016_3,당산로31길,871
2016_3,국회대로56길,2241
2016_3,경인로90길,162
2016_3,경인로80길,146
2016_3,경인로77길,313
2016_3,가마산로61길,2056
2016_3,시흥대로94길,3975
2016_3,시흥대로84길,5990
2016_3,시흥대로68길,2371
2016_3,시흥대로63길,1579
2016_3,시흥대로62가길,3257
2016_3,시흥대로36길,2103
2016_3,시흥대로22길,3188
2016_3,시흥대로153길,2106
2016_3,시흥대로150길,4019
2016_3,시흥대로141길,2179
2016_3,시흥대로138길,619
2016_3,시흥대로120길,3468
2016_3,벚꽃로56길,1224
2016_3,범안로17길,1613
2016_3,범안로11길,1265
2016_3,문성로5길,3256
2016_3,독산로85길,540
2016_3,독산로78다길,3318
2016_3,독산로70길,2831
2016_3,독산로64길,2396
2016_3,독산로50길,1971
2016_3,독산로40길,2734
2016_3,독산로108길,1813
2016_3,남부순환로112길,2360
2016_3,금하로24길,4512
2016_3,금하로1길,2130
2016_3,금하로14길,1872
2016_3,가산로5길,2902
2016_3,가산로3길,982
2016_3,중앙로1길,1201
2016_3,중앙로15길,1363
2016_3,우마길,1063
2016_3,오류로8길,2167
2016_3,신도림로13길,607
2016_3,새말로18길,2778
2016_3,부일로1길,627
2016_3,부일로15길,1211
2016_3,부일로11길,1156
2016_3,디지털로32길,1513
2016_3,디지털로32가길,4762
2016_3,디지털로27길,916
2016_3,도림로6길,1540
2016_3,도림로12길,2038
2016_3,남부순환로97길,1335
2016_3,구로중앙로8길,3208
2016_3,구로중앙로7길,708
2016_3,구로중앙로42길,969
2016_3,구로중앙로34길,1240
2016_3,구로중앙로28길,3463
2016_3,구로중앙로19길,893
2016_3,구로동로8길,6844
2016_3,구로동로7길,2932
2016_3,구로동로42길,2051
2016_3,구로동로41길,2161
2016_3,구로동로38길,2150
2016_3,구로동로28길,1805
2016_3,구로동로15길,1109
2016_3,공원로6가길,1460
2016_3,고척로52길,3241
2016_3,고척로27다길,4605
2016_3,고척로27길,2530
2016_3,고척로21나길,2817
2016_3,경인로47길,899
2016_3,경인로35길,3214
2016_3,경인로31길,1989
2016_3,경인로15길,3811
2016_3,개봉로3길,3015
2016_3,개봉로2길,1989
2016_3,개봉로23가길,1170
2016_3,개봉로20길,3691
2016_3,개봉로1길,2167
2016_3,개봉로17다길,3307
2016_3,개봉로17길,5550
2016_3,개봉로11길,5058
2016_3,화곡로64길,3905
2016_3,화곡로59길,2112
2016_3,화곡로44나길,3249
2016_3,화곡로31길,4136
2016_3,화곡로20길,2347
2016_3,화곡로13길,3395
2016_3,초원로16길,3649
2016_3,초록마을로8길,5015
2016_3,초록마을로3길,2353
2016_3,월정로20길,1764
2016_3,우장산로6길,5389
2016_3,양천로73가길,2272
2016_3,양천로71길,5126
2016_3,양천로49길,1232
2016_3,양천로26길,1841
2016_3,양천로24길,3763
2016_3,양천로24가길,2932
2016_3,양천로14길,4706
2016_3,방화대로6라길,2480
2016_3,방화대로21길,2525
2016_3,등촌로5길,1549
2016_3,등촌로55길,2732
2016_3,등촌로51길,2208
2016_3,등촌로39길,3288
2016_3,등촌로13길,3803
2016_3,남부순환로11길,3929
2016_3,까치산로4길,4532
2016_3,국회대로7길,2404
2016_3,공항대로8길,3066
2016_3,공항대로61길,2124
2016_3,공항대로59다길,2813
2016_3,공항대로59길,1200
2016_3,공항대로55길,1901
2016_3,공항대로42길,1166
2016_3,공항대로38길,445
2016_3,곰달래로60길,1938
2016_3,곰달래로53길,3835
2016_3,곰달래로47길,4246
2016_3,곰달래로31길,3130
2016_3,곰달래로25길,2874
2016_3,개화동로25길,2113
2016_3,개화동로23길,3990
2016_3,강서로8길,3511
2016_3,강서로5라길,2855
2016_3,강서로5나길,2102
2016_3,강서로5가길,1543
2016_3,강서로47라길,3918
2016_3,강서로47길,2879
2016_3,강서로45다길,2838
2016_3,강서로45길,919
2016_3,강서로35길,4061
2016_3,강서로29길,2803
2016_3,강서로18길,7025
2016_3,강서로17가길,3044
2016_3,강서로15길,5524
2016_3,가로공원로80길,3000
2016_3,가로공원로76가길,3072
2016_3,화곡로4길,1774
2016_3,화곡로3길,3133
2016_3,지양로7길,3523
2016_3,중앙로55길,3741
2016_3,중앙로51길,3957
2016_3,중앙로47길,4989
2016_3,중앙로45길,3384
2016_3,중앙로36길,958
2016_3,중앙로32길,1096
2016_3,중앙로25길,2632
2016_3,은행정로7길,3362
2016_3,은행정로5길,833
2016_3,오목로5길,2827
2016_3,오목로3길,3751
2016_3,오목로30길,3740
2016_3,오목로23길,4265
2016_3,신월로20길,1065
2016_3,신월로15길,5548
2016_3,신목로6길,2534
2016_3,신목로5길,2286
2016_3,신목로2길,2113
2016_3,목동중앙서로8가길,1431
2016_3,목동중앙서로7길,3740
2016_3,목동중앙북로8길,2225
2016_3,목동중앙북로16길,3388
2016_3,목동중앙본로7길,2413
2016_3,목동중앙로3길,2204
2016_3,목동중앙로13나길,1151
2016_3,목동중앙남로3가길,2319
2016_3,목동로9길,3625
2016_3,목동로19길,2383
2016_3,목동동로8길,890
2016_3,목동동로12길,2261
2016_3,목동남로4길,1218
2016_3,남부순환로88길,687
2016_3,남부순환로79길,1377
2016_3,남부순환로70길,4858
2016_3,남부순환로58길,1752
2016_3,남부순환로40길,2597
2016_3,남부순환로33길,3316
2016_3,곰달래로5길,3420
2016_3,곰달래로3길,3973
2016_3,곰달래로2길,3920
2016_3,곰달래로10길,3523
2016_3,가로공원로58길,2528
2016_3,효창원로93길,2761
2016_3,토정로37길,2620
2016_3,월드컵로8길,1767
2016_3,월드컵로7길,1995
2016_3,월드컵로36길,3875
2016_3,월드컵로25길,3199
2016_3,월드컵로19길,1811
2016_3,월드컵로16길,2615
2016_3,월드컵로11길,2384
2016_3,월드컵로10길,2555
2016_3,와우산로3길,1919
2016_3,와우산로29길,902
2016_3,와우산로29가길,549
2016_3,양화진길,1400
2016_3,양화로1길,2796
2016_3,양화로11길,781
2016_3,신촌로30길,959
2016_3,신촌로28가길,1824
2016_3,신촌로12길,1988
2016_3,숭문길,2966
2016_3,숭문8길,937
2016_3,성지3길,1122
2016_3,성산로4길,3461
2016_3,성미산로32길,1218
2016_3,성미산로1길,3304
2016_3,성미산로11길,3898
2016_3,백범로16길,1803
2016_3,방울내로9안길,5796
2016_3,모래내로7길,2095
2016_3,매봉산로2길,2333
2016_3,망원로2길,4396
2016_3,망원로11길,1529
2016_3,만리재옛길,2698
2016_3,마포대로4길,878
2016_3,마포대로20길,2159
2016_3,마포대로12길,800
2016_3,동교로38길,1642
2016_3,동교로27길,2718
2016_3,동교로25길,1364
2016_3,동교로19길,1794
2016_3,동교로17길,1940
2016_3,독막로8길,1393
2016_3,독막로32길,2804
2016_3,독막로22길,1086
2016_3,도화길,1020
2016_3,도화4길,4030
2016_3,대흥로28길,1786
2016_3,대흥로21길,4042
2016_3,광성로6길,1712
2016_3,홍제내길,3095
2016_3,홍연길,1284
2016_3,통일로39길,1695
2016_3,통일로37길,1610
2016_3,통일로11길,298
2016_3,충정로6길,548
2016_3,충정로4길,381
2016_3,증가로6길,3274
2016_3,증가로23나길,4495
2016_3,증가로20가길,3347
2016_3,증가로10길,3831
2016_3,응암로1길,3460
2016_3,연희로10길,2613
2016_3,신촌로37길,811
2016_3,수색로8길,3802
2016_3,세무서길,3784
2016_3,세무서2길,1956
2016_3,세검정로1길,1215
2016_3,북아현로4길,3783
2016_3,모래내로15길,2936
2016_3,명지대길,2435
2016_3,독립문로8길,4067
2016_3,가재울로6길,2753
2016_3,통일로92길,5580
2016_3,통일로87길,1807
2016_3,통일로78길,4519
2016_3,통일로69길,1824
2016_3,진흥로1길,4249
2016_3,진흥로12길,5861
2016_3,증산서길,2475
2016_3,증산로9길,2840
2016_3,증산로5길,2776
2016_3,증산로21길,5238
2016_3,증산로17길,1654
2016_3,증산로15길,2534
2016_3,증산로13길,2081
2016_3,응암로34길,3223
2016_3,응암로22길,1943
2016_3,응암로14길,1896
2016_3,응암로13길,1814
2016_3,응암로12길,1560
2016_3,은평로8길,3169
2016_3,은평로3길,2374
2016_3,은평로20길,1354
2016_3,은평로13길,3169
2016_3,은평로10길,2995
2016_3,연서로5길,2905
2016_3,연서로41길,4039
2016_3,연서로3길,3665
2016_3,연서로34길,3099
2016_3,연서로33길,2111
2016_3,연서로29길,1089
2016_3,연서로28길,3651
2016_3,연서로27길,3102
2016_3,연서로21길,4298
2016_3,연서로17길,2381
2016_3,연서로16길,4770
2016_3,연서로13길,4033
2016_3,연서로11길,3938
2016_3,역말로9길,5859
2016_3,수색로18길,2428
2016_3,서오릉로8길,2688
2016_3,서오릉로21길,3769
2016_3,불광천길,5336
2016_3,갈현로7길,2579
2016_3,갈현로41길,3295
2016_3,갈현로33길,3753
2016_3,갈현로1길,1999
2016_3,가좌로7길,3710
2016_3,한글비석로44길,4202
2016_3,한글비석로24길,2588
2016_3,한글비석로22길,1488
2016_3,석계로1길,1532
2016_3,상계로9가길,2572
2016_3,상계로1길,1115
2016_3,상계로12길,3771
2016_3,동일로242길,2953
2016_3,동일로192길,2487
2016_3,동일로173가길,3513
2016_3,공릉로58길,1651
2016_3,해등로16길,707
2016_3,우이천로4다길,2381
2016_3,우이천로32길,3128
2016_3,시루봉로23길,3688
2016_3,삼양로144길,992
2016_3,방학로6가길,2063
2016_3,방학로5길,3547
2016_3,방학로15길,3723
2016_3,방학로10길,1999
2016_3,도봉산길,1752
2016_3,도봉산4길,384
2016_3,도봉로181길,2054
2016_3,도봉로169나길,2895
2016_3,도봉로156길,1399
2016_3,도봉로152가길,734
2016_3,도봉로147길,3716
2016_3,도봉로143길,1816
2016_3,도봉로114길,4852
2016_3,도봉로109길,2397
2016_3,도당로29길,2945
2016_3,도당로19길,4100
2016_3,도당로13바길,3318
2016_3,도당로13가길,1803
2016_3,덕릉로60길,2345
2016_3,노해로63다길,1795
2016_3,노해로60길,1843
2016_3,한천로140길,1683
2016_3,한천로139가길,1558
2016_3,한천로132길,1890
2016_3,한천로130길,3249
2016_3,한천로124나길,1900
2016_3,한천로109길,2209
2016_3,인수봉로79길,2830
2016_3,인수봉로72길,4171
2016_3,인수봉로56길,1867
2016_3,오패산로67길,2144
2016_3,오패산로52길,2927
2016_3,오패산로30길,1216
2016_3,수유로12길,2366
2016_3,솔샘로65길,2904
2016_3,솔매로50길,2184
2016_3,솔매로45길,2032
2016_3,솔매로41길,3482
2016_3,삼양로93길,2858
2016_3,삼양로77길,3416
2016_3,삼양로54길,3662
2016_3,삼양로41길,4615
2016_3,삼양로27길,284
2016_3,삼양로24길,3063
2016_3,삼양로20길,2287
2016_3,삼각산로28길,3803
2016_3,도봉로99길,2250
2016_3,도봉로8길,267
2016_3,도봉로76길,3374
2016_3,도봉로67길,1714
2016_3,도봉로45길,3376
2016_3,도봉로18길,3117
2016_3,도봉로13길,1829
2016_3,덕릉로41길,2740
2016_3,덕릉로40길,1981
2016_3,노해로33길,2409
2016_3,노해로23길,1424
2016_3,노해로17길,2720
2016_3,화랑로40길,1989
2016_3,화랑로32길,3617
2016_3,화랑로1길,2590
2016_3,화랑로19길,2465
2016_3,화랑로14길,1420
2016_3,화랑로13길,865
2016_3,한천로76길,1811
2016_3,한천로101가길,3463
2016_3,창경궁로43길,1301
2016_3,지봉로20길,2824
2016_3,종암로5길,2627
2016_3,종암로24가길,2174
2016_3,종암로21길,1202
2016_3,종암로19길,1605
2016_3,종암로16길,3140
2016_3,정릉로8길,1885
2016_3,정릉로27길,3053
2016_3,정릉로26길,338
2016_3,장위로50길,2491
2016_3,장월로1길,2061
2016_3,인촌로6길,509
2016_3,인촌로5길,1529
2016_3,인촌로24길,720
2016_3,개운사길,1081
2016_3,인촌로1길,1589
2016_3,인촌로17가길,1721
2016_3,오패산로4길,3131
2016_3,오패산로3길,3509
2016_3,오패산로19길,1823
2016_3,안암로5길,2278
2016_3,아리랑로4길,3186
2016_3,솔샘로6길,1919
2016_3,성북로8길,1555
2016_3,삼양로8길,2941
2016_3,삼선교로16가길,1447
2016_3,삼선교로10다길,2357
2016_3,삼선교로10길,2333
2016_3,보문로32길,1309
2016_3,보문로31길,3012
2016_3,보문로26길,1349
2016_3,보문로13길,2506
2016_3,보국문로16길,2866
2016_3,동소문로6길,317
2016_3,동소문로2길,415
2016_3,동소문로26가길,2406
2016_3,동소문로15길,1145
2016_3,동소문로13길,2850
2016_3,돌곶이로8길,1400
2016_3,돌곶이로41길,1943
2016_3,돌곶이로28길,2001
2016_3,돌곶이로27길,3298
2016_3,돌곶이로22길,1279
2016_3,돌곶이로14길,1376
2016_3,길음로7길,324
2016_3,중랑천로10길,2726
2016_3,용마산로94길,3578
2016_3,용마산로118길,2053
2016_3,용마산로112길,2735
2016_3,용마산로100길,3164
2016_3,신내로7가길,723
2016_3,사가정로54길,3293
2016_3,사가정로42길,3333
2016_3,봉화산로56길,3911
2016_3,봉화산로4길,4657
2016_3,봉화산로30길,2722
2016_3,봉우재로33길,2303
2016_3,면목로78길,5799
2016_3,면목로56길,2960
2016_3,면목로55길,2011
2016_3,면목로49길,2982
2016_3,면목로48길,3074
2016_3,면목로45길,1524
2016_3,면목로33길,2788
2016_3,면목로21길,1971
2016_3,망우로73길,1568
2016_3,망우로68길,2478
2016_3,동일로163길,3353
2016_3,동일로157길,2455
2016_3,동일로149길,2830
2016_3,동일로140길,2234
2016_3,동일로139길,2977
2016_3,동일로139가길,1898
2016_3,동일로130길,3516
2016_3,동일로123길,2729
2016_3,동일로112길,4476
2016_3,동일로101길,3151
2016_3,동일로100길,4916
2016_3,답십리로75길,1996
2016_3,공릉로2길,4148
2016_3,공릉로12가길,1043
2016_3,겸재로54길,5199
2016_3,겸재로36길,4268
2016_3,겸재로29길,2245
2016_3,휘경로3길,3756
2016_3,휘경로2길,1360
2016_3,휘경로23길,2671
2016_3,휘경로14길,2139
2016_3,한천로46길,2155
2016_3,한천로40길,1833
2016_3,한천로33길,649
2016_3,한천로14길,2991
2016_3,천호대로97길,2595
2016_3,천호대로77길,2320
2016_3,천호대로45길,2584
2016_3,천호대로17길,2016
2016_3,천호대로12길,768
2016_3,천장산로7길,1467
2016_3,제기로5길,1146
2016_3,제기로21길,3385
2016_3,전농로4길,1596
2016_3,전농로3길,1874
2016_3,전농로29길,2109
2016_3,장한로8길,2326
2016_3,장한로5길,1524
2016_3,장한로27길,1199
2016_3,장한로27가길,1258
2016_3,장한로26길,2747
2016_3,장한로26가길,1359
2016_3,장한로25길,677
2016_3,장한로14길,1490
2016_3,이문로42길,3861
2016_3,왕산로43길,3171
2016_3,왕산로33길,546
2016_3,왕산로32길,1148
2016_3,약령시로17길,1604
2016_3,서울시립대로4길,1994
2016_3,서울시립대로29길,4391
2016_3,서울시립대로16길,2033
2016_3,사가정로2길,2033
2016_3,사가정로23가길,2108
2016_3,사가정로13길,2118
2016_3,무학로45길,2110
2016_3,무학로16길,1234
2016_3,망우로21길,270
2016_3,망우로18길,1444
2016_3,망우로18가길,2673
2016_3,답십리로72길,1246
2016_3,답십리로69길,1608
2016_3,답십리로68길,2833
2016_3,답십리로64길,2975
2016_3,답십리로63길,1522
2016_3,답십리로60길,2108
2016_3,답십리로56길,3968
2016_3,답십리로23길,1880
2016_3,난계로30길,238
2016_3,경희대로4길,1316
2016_3,경희대로3길,628
2016_3,천호대로129길,3028
2016_3,천호대로123길,3101
2016_3,천호대로109길,3624
2016_3,자양번영로3길,3975
2016_3,자양로53길,2865
2016_3,자양로50길,4734
2016_3,자양로45길,2495
2016_3,자양로26길,3171
2016_3,자양로15길,1964
2016_3,자양로11길,4085
2016_3,용마산로3길,3828
2016_3,용마산로21길,5290
2016_3,아차산로78길,1057
2016_3,아차산로65길,2407
2016_3,아차산로55길,3026
2016_3,아차산로51길,1722
2016_3,아차산로40길,3099
2016_3,면목로17길,4180
2016_3,뚝섬로64길,2996
2016_3,뚝섬로58길,3432
2016_3,뚝섬로54길,3510
2016_3,뚝섬로48길,3668
2016_3,뚝섬로24길,3031
2016_3,뚝섬로23길,2124
2016_3,동일로24길,3035
2016_3,동일로18길,2127
2016_3,능동로4길,3476
2016_3,능동로3길,3821
2016_3,능동로34길,5160
2016_3,능동로19길,2320
2016_3,능동로13길,3762
2016_3,긴고랑로9길,2098
2016_3,긴고랑로8길,4297
2016_3,긴고랑로7길,4691
2016_3,긴고랑로20길,4202
2016_3,광나루로52길,4547
2016_3,광나루로40길,3826
2016_3,광나루로37길,641
2016_3,광나루로36길,2703
2016_3,광나루로24길,1381
2016_3,광나루로12길,2368
2016_3,한림말길,2227
2016_3,한림말3길,1030
2016_3,청계천로10나길,2845
2016_3,장터길,2063
2016_3,용답중앙길,2885
2016_3,용답29길,3355
2016_3,왕십리로6길,2203
2016_3,왕십리로31길,2476
2016_3,왕십리로26길,3057
2016_3,왕십리로21길,2538
2016_3,왕십리로14길,1976
2016_3,아차산로5길,1424
