"Date","상권","행정동_코드","상권_코드_명","총_유동인구_수","총_상주인구_수","총_직장_인구_수","운영_영업_개월_평균","폐업_영업_개월_평균","당월_매출_금액","당월_매출_건수","점포수","공실률","임대료"
"2015_2","영등포",11560535,"서울 영등포구 영등포시장역",328671,1220,337,134,52,8118629611,351857,207,8.3,33.3
"2015_2","용산",11170520,"소월로20길",242257,2571,138,81,48,892917727,52069,65,7.3,23.7
"2015_2","용산",11170520,"서울 용산구 숙대입구역",160501,868,4118,119,56,12611451435,523741,197,7.3,23.7
"2015_2","용산",11170530,"한강대로104길",268202,1678,4228,108,55,8768438966,532718,165,7.3,23.7
"2015_2","용산",11170530,"두텁바위로1길",208787,2634,2624,121,51,3888934480,198051,80,7.3,23.7
"2015_2","용산",11170530,"남영역",133249,11,13958,114,51,15461723170,1016613,221,7.3,23.7
"2015_2","용산",11170625,"한강대로43길",264496,1196,4691,81,48,9570759068,635230,199,7.3,23.7
"2015_2","용산",11170625,"한강대로52길",153824,675,6484,101,49,2960257233,189689,82,7.3,23.7
"2015_2","용산",11170625,"한강대로7길",210860,867,440,102,56,2973951117,80971,46,7.3,23.7
"2015_2","용산",11170625,"용산 전자상가_2",43608,113,429,122,42,34231662628,207593,491,7.3,23.7
"2015_2","용산",11170625,"용산 전자상가_1",50796,209,8231,108,52,121570044126,2901933,1240,7.3,23.7
"2015_2","용산",11170625,"한강대로15길",148219,710,1969,123,58,4043725431,297664,61,7.3,23.7
"2015_2","용산",11170625,"한강대로62길",308697,1074,690,109,55,6251877214,262575,146,7.3,23.7
"2015_2","용산",11170625,"서울 용산구 신용산역",247534,492,323,111,46,7708987591,393777,135,7.3,23.7
"2015_2","용산",11170690,"서빙고로71길",135800,3536,445,121,71,730314128,18824,28,7.3,23.7
"2015_2","용산",11170690,"녹사평대로11길",13063,819,282,114,42,6186780862,308178,12,7.3,23.7
"2015_2","이태원",11170650,"용산구청",16312,221,66,56,55,2652246911,84890,42,9.2,45.2
"2015_2","이태원",11170650,"서울 용산구 이태원역",492040,1363,783,115,57,52377584664,2415894,747,9.2,45.2
"2015_2","이태원",11170650,"녹사평대로32길",78809,683,306,119,57,5346295970,196187,154,9.2,45.2
"2015_2","이태원",11170650,"녹사평대로26길",52968,1360,2321,88,53,5237799834,236226,117,9.2,45.2
"2015_2","이태원",11170650,"이태원로27길",176102,1282,510,108,57,20129463061,653701,174,9.2,45.2
"2015_2","이태원",11170660,"녹사평대로46길",89546,1122,14,69,49,8272391074,623232,117,9.2,45.2
"2015_2","이태원",11170660,"회나무로13길",112958,1862,47,77,45,9866559585,569470,143,9.2,45.2
"2015_2","이태원",11170650,"이태원 관광특구",1299053,8420,5862,107,55,112621094056,4429663,1736,9.2,45.2
"2015_2","이태원",11170660,"녹사평대로40나길",110296,1019,29,84,57,5066887979,205552,81,9.2,45.2
"2015_2","잠실",11710650,"새마을시장",203697,4122,289,94,50,19979834517,867333,337,5.3,40.6
"2015_2","잠실",11710650,"삼전로13길",361999,7388,1812,92,41,24564392179,1177312,416,5.3,40.6
"2015_2","잠실",11710650,"신천역",801019,2788,5891,94,45,83429607117,3875338,1082,5.3,40.6
"2015_2","잠실",11710680,"잠실역 롯데월드",27355,4157,3119,83,73,22791226534,1295688,672,5.3,40.6
"2015_2","잠실",11710710,"잠실역",562445,3894,5451,83,46,24917012973,1773474,308,5.3,40.6
"2015_2","장안동",11230650,"답십리로68길",165204,2640,171,81,38,6282443876,399101,125,3.9,26.1
"2015_2","장안동",11230650,"장한로5길",346344,2075,2975,99,41,6463633426,348047,166,3.9,26.1
"2015_2","장안동",11230650,"한천로14길",343565,3315,601,90,40,5777413497,260543,134,3.9,26.1
"2015_2","장안동",11230650,"천호대로77길",185565,1823,1926,108,40,473079906,22285,26,3.9,26.1
"2015_2","장안동",11230650,"장한로14길",151888,1551,195,104,39,2391236525,155820,67,3.9,26.1
"2015_2","장안동",11230650,"장한로26길",521170,2103,564,78,45,8701080480,517017,105,3.9,26.1
"2015_2","장안동",11230650,"답십리로64길",369025,4491,324,114,43,4752508620,315039,129,3.9,26.1
"2015_2","장안동",11230650,"장한로8길",103288,2100,725,101,41,2214609245,129523,60,3.9,26.1
"2015_2","장안동",11230650,"장한평역_1",225931,160,2409,101,42,16232133318,746148,196,3.9,26.1
"2015_2","장안동",11230650,"장한로25길",104625,904,1000,114,41,8217742971,171875,108,3.9,26.1
"2015_2","장안동",11230650,"답십리로72길",286560,1435,11,89,43,2970898304,115529,87,3.9,26.1
"2015_2","장안동",11230650,"장한평역_2",241921,1090,12082,101,45,7672563194,271287,242,3.9,26.1
"2015_2","장안동",11230650,"천호대로97길",152566,2527,338,125,48,3139354336,97263,99,3.9,26.1
"2015_2","장안동",11230660,"사가정로23가길",180929,2510,102,89,51,3620027003,180102,101,3.9,26.1
"2015_2","장안동",11230660,"답십리로63길",79687,2343,110,104,47,1161460245,49787,45,3.9,26.1
"2015_2","장안동",11230660,"한천로40길",174521,2293,287,106,46,2851112929,238692,79,3.9,26.1
"2015_2","장안동",11230660,"답십리로69길",240171,1577,814,90,41,11384056271,294577,143,3.9,26.1
"2015_2","장안동",11230660,"장한로27가길",133443,1850,379,106,41,4008683237,211609,71,3.9,26.1
"2015_2","장안동",11230660,"한천로46길",307001,2156,381,86,42,5745754007,385913,78,3.9,26.1
"2015_2","장안동",11230660,"장안동사거리",699468,2609,540,81,43,32817750107,1515927,602,3.9,26.1
"2015_2","장안동",11230660,"장한로26가길",76965,1289,359,92,41,3687294219,177816,79,3.9,26.1
"2015_2","장안동",11230660,"장한로27길",151373,1910,176,97,43,5279401290,198231,98,3.9,26.1
"2015_2","종로",11110615,"서울 종로구 종로3가역_2",2314986,1924,1725,111,53,35064700537,1590272,823,10,90.5
"2015_2","종로",11110615,"서울 종로구 종로3가역_1",624688,236,3353,111,52,22147183872,1250227,368,10,90.5
"2015_2","종로",11110615,"종각역 젊음의 거리",939974,6,1963,102,52,66235901836,2915061,611,10,90.5
"2015_2","종로",11110615,"서울 종로구 종로5가역_4",92831,592,668,133,58,7281104502,312115,212,10,90.5
"2015_2","종로",11110615,"광장시장",249266,3,216,182,76,12865125103,185593,537,10,90.5
"2015_2","종로",11110615,"종로구청",687098,348,14980,110,57,58577521679,3077900,769,10,90.5
"2015_2","종로",11110615,"종로·청계 관광특구",7158558,3814,30389,134,59,179506913110,6989186,4064,10,90.5
"2015_2","종로",11110615,"율곡로10길",35743,540,2287,117,47,2068312406,61212,64,10,90.5
"2015_2","종로",11110615,"서울 종로구 종로3가역_3",806430,587,3053,117,49,9699297132,315702,334,10,90.5
"2015_2","종로",11110615,"인사동",398791,592,22122,131,58,72574936343,2765171,1316,10,90.5
"2015_2","종로",11110615,"돈화문로11가길",95830,1321,1020,102,47,6764910305,259453,160,10,90.5
"2015_2","종로",11110630,"충신시장",66960,88,320,144,65,207719659,13527,17,10,90.5
"2015_2","종로",11110630,"서울 종로구 종로5가역_2",1310108,1243,14311,99,53,29771831428,1506750,577,10,90.5
"2015_2","종로",11110630,"종로신진시장",301492,169,30,134,61,12692646989,318438,297,10,90.5
"2015_2","종로",11110630,"율곡로16길",75360,439,60,143,54,966095593,101682,32,10,90.5
"2015_2","종로",11110630,"서울 종로구 종로5가역_1",562817,8,51,130,66,3116570975,125849,70,10,90.5
"2015_2","종로",11110630,"서울 종로구 종로5가역_3",976453,393,5271,122,51,20100859871,771510,452,10,90.5
"2015_2","종로",11110630,"동대문시장_2",481960,8,504,135,64,11549009275,163885,147,10,90.5
"2015_2","천호",11740600,"구천면로36길",92729,3490,53,89,45,2337526322,127006,101,3.8,38.6
"2015_2","천호",11740600,"천중로39길",435987,5750,594,77,50,3572670874,212848,106,3.8,38.6
"2015_2","천호",11740600,"구천면로42길",284142,4832,360,105,51,2679205975,178605,104,3.8,38.6
"2015_2","천호",11740600,"양재대로133길",248570,5182,276,89,46,2714221359,217148,110,3.8,38.6
"2015_2","천호",11740610,"상암로4길",213325,4926,213,78,43,7201076972,300462,175,3.8,38.6
"2015_2","천호",11740610,"서울 강동구 천호역_2",1428345,2112,3625,85,45,74603786032,3538012,1564,3.8,38.6
"2015_2","천호",11740610,"상암로14길",152851,2923,432,87,42,7765001038,248744,141,3.8,38.6
"2015_2","천호",11740610,"구천면로41길",283438,5190,576,80,41,4270060843,247054,174,3.8,38.6
"2015_2","천호",11740610,"올림픽로77길",222640,3241,8,103,48,1621297768,85782,79,3.8,38.6
"2015_2","천호",11740610,"올림픽로71길",149030,4027,346,84,42,2859148335,78091,61,3.8,38.6
"2015_2","천호",11740610,"천호시장",99755,69,13,131,54,5229701522,157330,134,3.8,38.6
"2015_2","천호",11740620,"진황도로27길",421843,8355,449,76,49,5417149703,425073,139,3.8,38.6
"2015_2","청담",11680565,"학동로77길",191723,1904,2926,85,49,18601237330,418477,134,6.9,69
"2015_2","청담",11680565,"도산대로89길",57557,884,2450,65,44,6688464000,211480,129,6.9,69
"2015_2","청담",11680565,"청담사거리_2",165005,307,1025,89,52,12806341018,405644,127,6.9,69
"2015_2","청담",11680565,"압구정 로데오거리_1",586135,827,7733,83,42,78230171399,1221350,751,6.9,69
"2015_2","청담",11680565,"학동사거리_2",156295,457,2788,85,40,10574382673,249532,89,6.9,69
"2015_2","청담",11680565,"청담역_1",124226,167,191,76,44,9823907355,336914,100,6.9,69
"2015_2","청담",11680565,"도산대로81길",68079,797,4620,84,43,10178649223,124571,109,6.9,69
"2015_2","청담",11680565,"청담역_2",75428,441,1409,89,46,12255840994,456255,145,6.9,69
"2015_2","청담",11680565,"삼성로147길",90322,1609,803,84,46,3061702697,91409,74,6.9,69
"2015_2","청담",11680565,"선릉로132길",738438,2161,947,90,47,7950047244,339046,163,6.9,69
"2015_2","청담",11680565,"청담사거리_3",284678,245,1312,81,46,22731719227,692496,211,6.9,69
"2015_2","청담",11680565,"선릉로146길",273904,3316,1722,73,39,11660652402,452931,174,6.9,69
"2015_2","청량리",11230705,"제기로21길",231673,5226,217,115,60,1089367418,90498,41,9.2,43.5
"2015_2","청량리",11230705,"왕산로43길",618331,3013,967,98,45,5102056023,219680,145,9.2,43.5
"2015_2","충무로",11140570,"서울 중구 충무로역_2",1215243,623,16372,135,54,30329576961,1402141,797,3.3,29
"2015_2","충무로",11140570,"서울 중구 충무로역_1",790764,630,3078,110,54,25985316743,1982154,430,3.3,29
"2015_2","테헤란로",11680580,"테헤란로81길",161395,1031,621,89,43,23983313951,971443,207,9.7,46.4
"2015_2","테헤란로",11680580,"삼성역_3",218792,3,9386,102,53,15746020467,973919,136,9.7,46.4
"2015_2","테헤란로",11680580,"포스코사거리_2",505717,807,7635,91,50,32575651480,1608121,344,9.7,46.4
"2015_2","테헤란로",11680580,"영동대로112길",442694,2718,705,106,49,12817103677,780523,111,9.7,46.4
"2015_2","테헤란로",11680580,"봉은사로109길",143800,2327,294,81,47,1169248373,68117,30,9.7,46.4
"2015_2","테헤란로",11680590,"삼성로115길",201526,2980,320,89,43,5606634712,331039,142,9.7,46.4
"2015_2","테헤란로",11680590,"선정릉역_2",192143,1925,6144,80,42,10680047645,660405,170,9.7,46.4
"2015_2","테헤란로",11680590,"봉은사로57길",85304,538,571,78,41,1876487755,110733,47,9.7,46.4
"2015_2","테헤란로",11680590,"포스코사거리_1",745759,3641,49500,79,43,33938532094,1337678,481,9.7,46.4
"2015_2","테헤란로",11680590,"봉은사로68길",170877,2187,199,80,40,4564834478,277682,70,9.7,46.4
"2015_2","테헤란로",11680590,"서울 강남구 선릉역_1",535042,1693,20499,87,44,24210724193,1290466,274,9.7,46.4
"2015_2","테헤란로",11680590,"학동로56길",315810,412,979,82,43,14314928562,476965,237,9.7,46.4
"2015_2","테헤란로",11680590,"선정릉역_1",162681,738,1536,80,43,4458558607,188641,59,9.7,46.4
"2015_2","테헤란로",11680610,"영동대로65길",327388,2355,3096,96,42,6303727884,315916,113,9.7,46.4
"2015_2","테헤란로",11680610,"삼성로64길",202271,2917,626,84,39,8985026974,297152,135,9.7,46.4
"2015_2","테헤란로",11680610,"은마아파트입구사거리_4",199007,549,65,70,41,11556808364,310450,106,9.7,46.4
"2015_2","테헤란로",11680610,"삼성역_1",1081914,4554,27937,87,43,35983288515,1672271,513,9.7,46.4
"2015_2","테헤란로",11680610,"삼성역_2",244585,493,18338,98,49,10795445106,720627,94,9.7,46.4
"2015_2","테헤란로",11680630,"선릉역_2",2384639,5143,20180,74,42,76409586396,3980870,1152,9.7,46.4
"2015_2","테헤란로",11680630,"서울 강남구 한티역",306458,1984,1292,73,47,37748235921,1818153,667,9.7,46.4
"2015_2","테헤란로",11680630,"삼성로63길",442860,4488,154,73,41,9227826400,310542,211,9.7,46.4
"2015_2","테헤란로",11680630,"삼성로75길",404709,2664,2634,72,38,8369858191,321485,109,9.7,46.4
"2015_2","테헤란로",11680630,"삼성로69길",467563,3341,259,77,41,12719873874,418608,263,9.7,46.4
"2015_2","테헤란로",11680640,"서울 강남구 선릉역_2",1199155,2250,7008,80,39,60002237237,2232174,907,9.7,46.4
"2015_2","테헤란로",11680640,"서울 강남구 강남역",1125563,860,38850,74,41,86072762875,4753610,934,9.7,46.4
"2015_2","테헤란로",11680640,"역삼역_1",189973,2597,1743,87,40,14083366251,906361,345,9.7,46.4
"2015_2","테헤란로",11680640,"뱅뱅사거리_2",609916,1191,23561,78,40,21586309567,1305926,501,9.7,46.4
"2015_2","테헤란로",11680640,"서울 강남구 역삼역_1",1279992,3423,26140,78,40,77318112919,3919074,1054,9.7,46.4
"2015_2","테헤란로",11680640,"삼정역_1",182283,68,2982,100,41,7997398036,313676,68,9.7,46.4
"2015_2","테헤란로",11680640,"서울 강남구 역삼역_2",742791,958,27354,82,42,40650264022,1538799,544,9.7,46.4
"2015_2","테헤란로",11680640,"논현로106길",286844,2389,2821,87,37,8412673770,485010,144,9.7,46.4
"2015_2","테헤란로",11680640,"서울 서초구 강남역",2803125,3321,32768,77,42,180753324185,8978627,2204,9.7,46.4
"2015_2","테헤란로",11680640,"논현로63길",202502,1987,9579,93,44,8861493453,422545,164,9.7,46.4
"2015_2","테헤란로",11680650,"역삼역_2",677521,367,3883,104,49,10514366291,670510,112,9.7,46.4
"2015_2","테헤란로",11680650,"언주로81길",783966,5906,8354,74,41,17070289489,1004761,291,9.7,46.4
"2015_2","테헤란로",11680650,"도곡로37길",431867,7409,3335,82,40,16199300731,1083724,360,9.7,46.4
"2015_2","테헤란로",11680650,"선릉역_1",713314,1435,56948,67,39,21175059192,1110193,428,9.7,46.4
"2015_2","테헤란로",11680650,"도곡시장",75207,315,498,112,50,11768665755,489712,69,9.7,46.4
"2015_2","혜화동",11110650,"명륜길",128198,1377,10,80,56,5065961616,684677,81,4.6,70.2
"2015_2","혜화동",11110650,"혜화역 대학로_2",243258,910,1381,93,46,6103297300,478512,141,4.6,70.2
"2015_2","혜화동",11110650,"창경궁로35길",226413,721,1405,90,59,4317976560,204530,60,4.6,70.2
"2015_2","혜화동",11110650,"혜화역 대학로_3",915428,968,10394,91,51,38911358285,2056254,532,4.6,70.2
"2015_2","혜화동",11110650,"성균관로5길",106795,1182,114,95,40,4085532230,391226,139,4.6,70.2
"2015_2","홍대합정",11440660,"서울 마포구 홍대입구역_2",200612,712,2597,76,46,10133634567,430370,137,7.5,46.3
"2015_2","홍대합정",11440660,"월드컵로10길",262408,1858,1711,73,39,4939318738,387044,84,7.5,46.3
"2015_2","홍대합정",11440660,"월드컵로8길",213116,1988,1537,76,48,4556621971,282516,76,7.5,46.3
"2015_2","홍대합정",11440660,"월드컵로16길",307088,2516,2333,79,47,6831134879,344661,125,7.5,46.3
"2015_2","홍대합정",11440660,"홍익대학교 주변",3919384,8286,15744,66,43,305589425596,16324195,3741,7.5,46.3
"2015_2","홍대합정",11440660,"와우산로29가길",155072,783,16,48,44,11984170616,470307,165,7.5,46.3
"2015_2","홍대합정",11440660,"동교로19길",141570,1979,4203,86,46,10141516448,573387,170,7.5,46.3
"2015_2","홍대합정",11440660,"서울 마포구 홍대입구역_3",867436,62,940,76,48,11513124031,717189,195,7.5,46.3
"2015_2","홍대합정",11440660,"신촌로12길",306814,1877,1181,80,43,7484343740,535883,199,7.5,46.3
"2015_2","홍대합정",11440660,"와우산로29길",169316,1085,126,54,42,6854528443,504798,118,7.5,46.3
"2015_2","홍대합정",11440660,"동교로17길",147523,1826,785,74,42,3073027258,231649,81,7.5,46.3
"2015_2","홍대합정",11440660,"서울 마포구 홍대입구역_1",401302,704,746,83,44,11361396592,605831,164,7.5,46.3
"2015_2","홍대합정",11440660,"양화로11길",133189,818,386,71,44,4609212353,422764,82,7.5,46.3
"2015_2","화곡",11500540,"가로공원로80길",189972,3078,84,83,49,1798679672,112588,62,19.8,22.7
"2015_2","화곡",11500540,"화곡로20길",217688,2540,494,91,43,7458178005,343175,160,19.8,22.7
"2015_2","화곡",11500540,"강서로29길",399461,2340,277,79,38,3342957117,243019,99,19.8,22.7
"2015_2","화곡",11500540,"가로공원로76가길",128511,3794,20,96,43,2039851306,124991,81,19.8,22.7
"2015_2","화곡",11500540,"월정로20길",83281,1810,4,105,42,4568922360,243038,126,19.8,22.7
"2015_2","화곡",11500540,"강서로15길",323141,4750,253,98,38,4816869362,323628,155,19.8,22.7
"2015_2","화곡",11500540,"강서로17가길",200068,3255,106,99,42,1391588367,65827,36,19.8,22.7
"2015_2","화곡",11500540,"화곡중앙골목시장",74151,1439,2,122,50,6962625228,289669,157,19.8,22.7
"2015_2","화곡",11500540,"강서로5나길",131983,1838,112,85,44,7155700609,329917,140,19.8,22.7
"2015_2","화곡",11500540,"강서로5가길",317914,1425,36,91,48,14249037935,792928,219,19.8,22.7
"2015_2","화곡",11500550,"강서로5라길",255128,3497,253,104,41,2108465152,82347,85,19.8,22.7
"2015_2","화곡",11500550,"곰달래로31길",161733,3117,10,84,46,1365944628,57251,74,19.8,22.7
"2015_2","화곡",11500550,"곰달래로47길",218646,3853,30,75,38,773016100,48923,47,19.8,22.7
"2015_2","화곡",11500550,"국회대로7길",139230,2663,331,91,38,2306166009,94559,32,19.8,22.7
"2015_2","화곡",11500560,"강서로35길",204945,6271,155,88,46,1236095978,83450,82,19.8,22.7
"2015_2","화곡",11500560,"강서로45길",196825,861,112,77,45,10994090482,632647,190,19.8,22.7
"2015_2","화곡",11500560,"강서로45다길",142485,3415,706,69,44,3782080997,281828,97,19.8,22.7
"2015_2","화곡",11500570,"등촌로5길",255754,1566,10,94,43,9947983338,349909,174,19.8,22.7
"2015_2","화곡",11500570,"곰달래로60길",277933,2080,538,84,44,12181686466,462869,204,19.8,22.7
"2015_2","화곡",11500570,"곰달래로53길",303714,3749,59,91,48,482525811,39219,48,19.8,22.7
"2015_2","화곡",11500570,"남부골목시장",251137,2208,153,97,47,11521987091,575212,278,19.8,22.7
"2015_2","화곡",11500570,"등촌로13길",212872,3952,216,70,39,3471913524,152092,57,19.8,22.7
"2015_2","화곡",11500590,"초록마을로8길",166537,4953,174,94,54,1074664089,100245,56,19.8,22.7
"2015_2","화곡",11500590,"까치산로4길",189941,4113,125,93,43,5398083978,333157,124,19.8,22.7
"2015_2","화곡",11500590,"초록마을로3길",398317,2874,44,107,49,6185949406,364537,171,19.8,22.7
"2015_2","화곡",11500591,"화곡로59길",219969,2204,505,75,48,8089625229,386032,112,19.8,22.7
"2015_2","화곡",11500591,"화곡로44나길",359846,3140,871,82,41,7172179130,328672,180,19.8,22.7
"2015_2","화곡",11500591,"강서구청",789576,3563,3681,76,42,33919087382,1651992,636,19.8,22.7
"2015_2","화곡",11500593,"강서로18길",318536,7289,25,78,43,4646307823,374257,164,19.8,22.7
"2015_2","화곡",11500593,"까치산시장",427077,1573,32,93,49,18096772269,1108325,239,19.8,22.7
"2015_2","화곡",11500593,"강서로8길",248337,3575,108,85,44,7122771453,364724,198,19.8,22.7
"2015_2","화곡",11500593,"곰달래로25길",234648,2790,521,75,41,3780238532,215034,93,19.8,22.7
"2015_2","화곡",11500615,"우장산로6길",454027,4982,321,77,48,5585719596,198148,113,19.8,22.7
"2015_2","화곡",11500615,"공항대로42길",132698,1003,10,78,43,3364679806,232792,101,19.8,22.7
"2015_2","화곡",11500615,"공항대로38길",121743,246,236,91,44,3962617799,70404,46,19.8,22.7
"2015_2","화곡",11500615,"화곡로31길",264865,4584,1303,92,44,4496769700,221860,243,19.8,22.7
"2015_3","건대입구",11215710,"서울 광진구 건대입구역_2",812549,2875,2641,71,49,75772182382,4510064,707,5.4,51.7
"2015_3","건대입구",11215710,"한아름시장",15323,100,107,98,51,1971690580,67117,19,5.4,51.7
"2015_3","건대입구",11215710,"광나루로24길",60558,1300,67,88,52,4878658998,434690,107,5.4,51.7
"2015_3","건대입구",11215710,"능동로13길",215282,2935,297,89,39,6467231213,566374,158,5.4,51.7
"2015_3","건대입구",11215710,"동일로24길",225032,2152,8,80,39,2105717822,222607,56,5.4,51.7
"2015_3","건대입구",11215710,"능동로19길",138961,1997,345,81,43,4426748431,266025,112,5.4,51.7
"2015_3","건대입구",11215710,"광나루로12길",323771,1991,910,117,42,7561356519,687563,161,5.4,51.7
"2015_3","건대입구",11215820,"자양로11길",480320,4389,1296,91,42,8096442141,518130,236,5.4,51.7
"2015_3","건대입구",11215820,"자양골목시장",236438,2434,88,107,46,5219756801,250265,141,5.4,51.7
"2015_3","건대입구",11215840,"뚝섬로23길",349849,3466,95,93,44,3221405689,191570,88,5.4,51.7
"2015_3","건대입구",11215840,"자양번영로3길",308167,4198,79,109,56,2429009168,174317,88,5.4,51.7
"2015_3","건대입구",11215840,"능동로골목시장",75983,610,287,99,50,882441043,26797,39,5.4,51.7
"2015_3","건대입구",11215840,"능동로4길",105284,2548,224,69,40,2346100751,124625,67,5.4,51.7
"2015_3","건대입구",11215820,"자양로15길",111814,2132,320,105,46,7140558569,289458,118,5.4,51.7
"2015_3","건대입구",11215820,"아차산로40길",127771,3013,434,101,54,2161374719,103523,61,5.4,51.7
"2015_3","경희대",11230710,"회기시장",67653,1195,130,103,51,4663103346,290044,139,1.3,49.4
"2015_3","경희대",11230710,"경희대학교",251239,667,334,89,44,19883594719,1460004,271,1.3,49.4
"2015_3","경희대",11230710,"경희대로3길",42478,938,243,86,42,7269556221,445359,97,1.3,49.4
"2015_3","경희대",11230740,"휘경로3길",692794,4559,196,98,54,8823863995,621714,187,1.3,49.4
"2015_3","경희대",11230740,"천장산로7길",71362,1444,1389,91,60,4041743602,755008,59,1.3,49.4
"2015_3","경희대",11230740,"휘경로23길",273497,2650,15,131,62,156728981,9781,29,1.3,49.4
"2015_3","경희대",11230740,"휘경로2길",203458,1795,7,94,48,10963921957,1023635,278,1.3,49.4
"2015_3","공덕역",11440565,"효창원로93길",203574,3994,109,117,53,1365486314,87108,63,10.9,39.9
"2015_3","공덕역",11440565,"마포대로20길",255156,1477,1197,112,51,5203663090,279090,118,10.9,39.9
"2015_3","공덕역",11440565,"만리재옛길",381491,3441,1250,113,48,5289438941,264352,124,10.9,39.9
"2015_3","광화문",11110530,"자하문로7길",141388,926,493,91,51,8465388089,487748,166,1.3,70.3
"2015_3","광화문",11110530,"서울 종로구 광화문역_2",825961,1867,50961,116,52,51129851064,2683243,933,1.3,70.3
"2015_3","광화문",11110530,"서울 종로구 경복궁역_1",241785,997,219,94,56,17250895641,877151,191,1.3,70.3
"2015_3","군자",11215750,"천호대로123길",156744,3124,353,105,49,9259524126,338657,137,6.6,38.3
"2015_3","군자",11215750,"용마산로3길",130013,3401,856,95,44,2308179862,141540,69,6.6,38.3
"2015_3","군자",11215780,"능동로34길",123505,4857,892,80,51,5359801635,274691,115,6.6,38.3
"2015_3","군자",11215750,"용마산로21길",218814,5279,135,89,44,7112357059,274949,171,6.6,38.3
"2015_3","군자",11215750,"긴고랑로20길",239389,4289,516,101,47,6436348303,515399,135,6.6,38.3
"2015_3","군자",11215730,"어린이대공원역",172343,660,119,83,48,8800465628,531397,189,6.6,38.3
"2015_3","군자",11215730,"서울 광진구 군자역",627529,2014,170,93,47,26077792701,1268346,332,6.6,38.3
"2015_3","군자",11215740,"긴고랑로8길",282331,4601,230,103,39,1318772879,83741,71,6.6,38.3
"2015_3","군자",11215740,"중곡제일시장",110518,1124,145,104,48,11349303241,514272,212,6.6,38.3
"2015_3","군자",11215740,"긴고랑로7길",218122,4747,470,101,49,9179385811,577162,190,6.6,38.3
"2015_3","군자",11215750,"천호대로109길",346701,3962,1318,78,40,15494724755,727682,367,6.6,38.3
"2015_3","동대문",11110670,"서울 종로구 동대문역_2",811589,1056,968,98,46,12811490181,881769,366,15.7,34.8
"2015_3","동대문",11110670,"동묘앞역",126889,693,64,113,43,10341761248,456152,128,15.7,34.8
"2015_3","명동",11140550,"명동길",134664,125,35999,159,55,8627979196,415995,152,5.6,270
"2015_3","명동",11140550,"퇴계로18길",40268,1441,2878,100,46,3240220838,189427,70,5.6,270
"2015_3","명동",11140550,"서울 중구 명동역",382252,667,3611,100,47,13536771640,862004,288,5.6,270
"2015_3","명동",11140550,"명동거리",2291703,62,17531,133,50,248786501569,10664189,2298,5.6,270
"2015_3","명동",11140550,"서울시청",444014,50,26286,115,59,40635489579,1886235,396,5.6,270
"2015_3","목동",11470510,"목동동로12길",497908,3560,419,85,42,19022862730,619411,296,2.3,30.4
"2015_3","목동",11470510,"오목교역",156991,1137,213,81,47,10030674174,308503,100,2.3,30.4
"2015_3","목동",11470520,"목동중앙북로16길",122409,4162,260,72,52,789285247,62283,47,2.3,30.4
"2015_3","목동",11470520,"목2동시장",163996,807,185,105,50,9335060606,493135,184,2.3,30.4
"2015_3","목동",11470520,"목동중앙로13나길",21761,1304,245,99,38,594057666,58553,8,2.3,30.4
"2015_3","목동",11470530,"목3동시장",211544,1049,624,103,45,19823759454,1042205,284,2.3,30.4
"2015_3","목동",11470530,"목동중앙북로8길",101058,2543,402,79,42,1180153509,50728,70,2.3,30.4
"2015_3","목동",11470540,"목4동시장",54187,1309,248,96,45,1915557633,88215,87,2.3,30.4
"2015_3","목동",11470540,"목동중앙남로3가길",65313,2293,556,91,42,3628473548,211719,140,2.3,30.4
"2015_3","목동",11470540,"목동중앙본로7길",161591,2424,93,86,51,4912610780,202367,132,2.3,30.4
"2015_3","목동",11470540,"목동중앙서로7길",206546,4478,238,84,41,4684771864,291996,182,2.3,30.4
"2015_3","목동",11470540,"목동중앙로3길",174511,2320,103,76,42,1436875250,83091,49,2.3,30.4
"2015_3","목동",11470540,"목동중앙서로8가길",169925,1892,202,92,43,3636610670,104142,84,2.3,30.4
"2015_3","사당",11590620,"사당로20길",66496,3101,164,104,47,872010785,90661,44,1.9,53.6
"2015_3","사당",11590620,"동작대로17길",297192,2224,1329,97,42,11599272867,478332,116,1.9,53.6
"2015_3","사당",11590620,"사당로30길",148559,1344,323,72,43,4397939840,129962,128,1.9,53.6
"2015_3","사당",11590620,"관악구 사당역_2",256935,933,385,97,46,22614427319,1013334,320,1.9,53.6
"2015_3","사당",11590620,"사당로26길",122652,3363,251,84,39,1647643162,162170,59,1.9,53.6
"2015_3","사당",11590620,"동작대로7길",287025,3835,1711,88,47,12039234062,747931,267,1.9,53.6
"2015_3","사당",11620630,"남현3길",238772,1479,521,101,52,6885595570,469893,85,1.9,53.6
"2015_3","사당",11620630,"승방길",72968,3697,499,82,47,3448528222,161845,45,1.9,53.6
"2015_3","사당",11620630,"남현길",158923,1867,211,90,47,3744902170,268584,66,1.9,53.6
"2015_3","사당",11650610,"서초대로8길",64419,5434,276,122,58,424220643,36381,23,1.9,53.6
"2015_3","사당",11650610,"청두곶길",186716,3159,1882,73,45,3091627346,168577,90,1.9,53.6
"2015_3","사당",11650610,"관악구 사당역_1",334249,701,3890,88,47,31322599207,1125081,388,1.9,53.6
