"Date","상권","행정동_코드","상권_코드_명","총_유동인구_수","총_상주인구_수","총_직장_인구_수","운영_영업_개월_평균","폐업_영업_개월_평균","당월_매출_금액","당월_매출_건수","점포수","공실률","임대료"
"2016_3","종로",11110615,"광장시장",145973,53,209,193,79,12664223509,172504,512,9.8,88.9
"2016_3","종로",11110630,"서울 종로구 종로5가역_2",633243,1975,18616,94,55,31249556583,1825590,596,9.8,88.9
"2016_3","종로",11110630,"종로신진시장",138152,121,28,140,62,9698304224,287605,301,9.8,88.9
"2016_3","종로",11110630,"서울 종로구 종로5가역_3",700760,826,5281,130,52,19912331454,814504,475,9.8,88.9
"2016_3","종로",11110630,"율곡로16길",61848,527,11,146,54,1232848375,112542,33,9.8,88.9
"2016_3","종로",11110630,"충신시장",16089,168,352,157,70,225355014,12501,15,9.8,88.9
"2016_3","종로",11110630,"서울 종로구 종로5가역_1",231366,28,53,139,69,3541249218,154913,68,9.8,88.9
"2016_3","종로",11110630,"동대문종합시장",160681,3,345,137,61,10253005490,229450,549,9.8,88.9
"2016_3","종로",11110630,"동대문시장_2",270905,37,483,132,66,9962960170,183888,151,9.8,88.9
"2016_3","천호",11740600,"천중로39길",220660,6520,582,81,51,3643853806,239614,112,4,38.6
"2016_3","천호",11740600,"양재대로133길",97329,5094,317,91,47,2566964603,205953,113,4,38.6
"2016_3","천호",11740600,"구천면로36길",47741,2634,71,88,48,2603766681,160575,97,4,38.6
"2016_3","천호",11740600,"구천면로42길",95959,4374,393,109,53,3314821222,249020,100,4,38.6
"2016_3","천호",11740610,"올림픽로77길",93143,2497,9,103,50,1691910152,90220,76,4,38.6
"2016_3","천호",11740610,"올림픽로71길",67872,2611,424,85,45,2101764962,70608,63,4,38.6
"2016_3","천호",11740610,"상암로14길",160486,3448,427,84,45,8069362905,318404,150,4,38.6
"2016_3","천호",11740610,"서울 강동구 천호역_2",922445,3021,3917,86,47,78106651069,4163652,1568,4,38.6
"2016_3","천호",11740610,"올림픽로80길",39422,2260,2,101,50,5460471446,276005,123,4,38.6
"2016_3","천호",11740610,"구천면로41길",129128,5304,604,81,43,4415685812,276297,166,4,38.6
"2016_3","천호",11740610,"천호시장",27362,163,24,129,57,5313763344,142700,135,4,38.6
"2016_3","천호",11740610,"상암로4길",156192,3649,265,83,43,7259507025,337476,179,4,38.6
"2016_3","천호",11740620,"진황도로27길",209110,7192,471,79,49,4994717035,406786,142,4,38.6
"2016_3","청담",11680565,"선릉로132길",273442,2398,1069,86,51,8839410327,354150,168,11,69.1
"2016_3","청담",11680565,"선릉로146길",202097,2239,1877,76,39,13581341400,524375,174,11,69.1
"2016_3","청담",11680565,"압구정 로데오거리_1",477095,613,7482,87,44,75051170352,1125256,700,11,69.1
"2016_3","청담",11680565,"학동로77길",121189,2433,2909,87,50,15353668327,394095,154,11,69.1
"2016_3","청담",11680565,"삼성로147길",37490,1281,813,87,47,3082139801,99416,65,11,69.1
"2016_3","청담",11680565,"청담사거리_3",90542,884,1396,86,47,22436794849,736931,212,11,69.1
"2016_3","청담",11680565,"청담역_1",68872,202,183,80,45,7983012976,332861,98,11,69.1
"2016_3","청담",11680565,"청담역_2",89400,477,1321,95,47,11328692259,594781,151,11,69.1
"2016_3","청담",11680565,"청담사거리_2",73945,349,1021,90,53,11395602986,310032,125,11,69.1
"2016_3","청담",11680565,"도산대로89길",102841,564,2682,69,45,6412575265,252125,125,11,69.1
"2016_3","청담",11680565,"학동사거리_2",111881,485,2906,81,43,8305826128,168601,96,11,69.1
"2016_3","청담",11680565,"도산대로81길",65597,488,4615,85,44,11940223146,155431,102,11,69.1
"2016_3","청량리",11230705,"제기로21길",53556,3385,212,126,59,1045556068,95285,45,8.1,43.5
"2016_3","청량리",11230705,"왕산로43길",394151,3171,965,106,45,5296284351,242795,136,8.1,43.5
"2016_3","충무로",11140570,"서울 중구 충무로역_1",504774,816,3177,118,55,23577772550,1839803,427,5.1,29.1
"2016_3","충무로",11140570,"서울 중구 충무로역_2",910955,705,14283,141,55,28658288094,1454641,776,5.1,29.1
"2016_3","테헤란로",11680580,"영동대로112길",311066,2777,727,109,52,11137907012,535889,107,8.9,46.4
"2016_3","테헤란로",11680580,"강남 마이스 관광특구",128186,19,20046,77,61,163388384535,4999127,850,8.9,46.4
"2016_3","테헤란로",11680580,"포스코사거리_2",617809,694,7031,89,51,30376617082,1527392,265,8.9,46.4
"2016_3","테헤란로",11680580,"코엑스",128186,19,20046,77,61,163388384535,4999127,850,8.9,46.4
"2016_3","테헤란로",11680580,"테헤란로81길",130494,440,606,84,46,24978255690,1043822,215,8.9,46.4
"2016_3","테헤란로",11680580,"봉은사로109길",34593,2250,308,85,49,977203664,11076,29,8.9,46.4
"2016_3","테헤란로",11680580,"삼성역_3",193005,56,8497,100,55,13596770024,827113,150,8.9,46.4
"2016_3","테헤란로",11680590,"봉은사로57길",131363,564,664,76,41,3345450662,176973,47,8.9,46.4
"2016_3","테헤란로",11680590,"선정릉역_2",220171,2045,6757,78,43,10036212986,616112,198,8.9,46.4
"2016_3","테헤란로",11680590,"포스코사거리_1",695242,2210,50503,81,44,26052394551,1419676,484,8.9,46.4
"2016_3","테헤란로",11680590,"서울 강남구 선릉역_1",373105,699,19187,86,47,24681208675,1131218,322,8.9,46.4
"2016_3","테헤란로",11680590,"학동로56길",246985,422,963,86,47,16021674568,534984,219,8.9,46.4
"2016_3","테헤란로",11680590,"봉은사로68길",43782,1567,273,83,42,3772100392,159195,66,8.9,46.4
"2016_3","테헤란로",11680590,"삼성로115길",82521,2869,258,83,48,5166662392,330113,145,8.9,46.4
"2016_3","테헤란로",11680590,"선정릉역_1",63712,650,1691,73,42,4334702915,281495,53,8.9,46.4
"2016_3","테헤란로",11680610,"삼성로64길",112043,3095,591,92,41,9626465258,344013,127,8.9,46.4
"2016_3","테헤란로",11680610,"영동대로65길",102629,2501,3111,94,44,7595673715,278980,120,8.9,46.4
"2016_3","테헤란로",11680610,"삼성역_2",179739,7,17802,92,54,10823521801,656150,99,8.9,46.4
"2016_3","테헤란로",11680610,"삼성역_1",725658,1351,28332,89,45,32554586889,1629373,415,8.9,46.4
"2016_3","테헤란로",11680610,"은마아파트입구사거리_4",107244,388,88,76,41,14514047363,334226,104,8.9,46.4
"2016_3","테헤란로",11680630,"선릉역_2",1747118,3730,20136,75,43,70543791762,3987973,1163,8.9,46.4
"2016_3","테헤란로",11680630,"서울 강남구 한티역",404950,1842,1294,75,48,40801813090,2090002,678,8.9,46.4
"2016_3","테헤란로",11680630,"삼성로75길",354431,2503,2587,78,40,8588475322,305458,100,8.9,46.4
"2016_3","테헤란로",11680630,"삼성로63길",332380,4265,144,77,43,13119489652,479683,240,8.9,46.4
"2016_3","테헤란로",11680630,"삼성로69길",270834,3437,316,78,43,14100306394,463096,272,8.9,46.4
"2016_3","테헤란로",11680640,"서울 강남구 역삼역_1",998453,4938,26029,77,42,69557853159,4026582,1081,8.9,46.4
"2016_3","테헤란로",11680640,"역삼역_1",155972,2696,1900,84,43,14934262224,977288,338,8.9,46.4
"2016_3","테헤란로",11680640,"서울 강남구 선릉역_2",652451,2169,8118,81,41,56046104839,2354250,887,8.9,46.4
"2016_3","테헤란로",11680640,"서울 강남구 강남역",1213808,1477,39309,69,42,94656214166,5389956,1046,8.9,46.4
"2016_3","테헤란로",11680640,"삼정역_1",175653,91,2922,100,43,7086764493,294119,66,8.9,46.4
"2016_3","테헤란로",11680640,"서울 서초구 강남역",2618824,3172,34388,78,44,185877945242,10182548,2220,8.9,46.4
"2016_3","테헤란로",11680640,"서울 강남구 역삼역_2",524800,1020,27877,82,45,45256051451,2079130,521,8.9,46.4
"2016_3","테헤란로",11680640,"뱅뱅사거리_2",435890,1931,23947,75,42,23406706987,1556711,501,8.9,46.4
"2016_3","테헤란로",11680640,"논현로63길",135336,2740,10414,91,46,9832532737,418649,164,8.9,46.4
"2016_3","테헤란로",11680640,"논현로106길",150303,2077,2706,88,39,8302122237,561074,161,8.9,46.4
"2016_3","테헤란로",11680650,"언주로81길",465077,3621,9018,75,42,16654760404,1070055,286,8.9,46.4
"2016_3","테헤란로",11680650,"선릉역_1",499846,1209,53428,67,40,29428286872,1065583,437,8.9,46.4
"2016_3","테헤란로",11680650,"도곡로37길",281765,6028,3317,82,42,16131608546,1007655,307,8.9,46.4
"2016_3","테헤란로",11680650,"역삼역_2",451242,495,4539,98,52,14762300905,1098284,115,8.9,46.4
"2016_3","테헤란로",11680650,"도곡시장",81883,247,516,108,51,7758719653,275020,79,8.9,46.4
"2016_3","혜화동",11110650,"혜화역 대학로_3",695645,703,1728,91,53,38871693110,2182855,520,5.3,70.2
"2016_3","혜화동",11110650,"성균관로5길",68157,1031,132,100,42,3362633659,313520,143,5.3,70.2
"2016_3","혜화동",11110650,"혜화역 대학로_2",171451,814,1503,96,49,6191774227,508764,131,5.3,70.2
"2016_3","혜화동",11110650,"창경궁로35길",159893,941,1426,86,63,4040869437,176588,60,5.3,70.2
"2016_3","혜화동",11110650,"명륜길",30250,1541,16,80,56,3736989237,503220,85,5.3,70.2
"2016_3","홍대합정",11440660,"서울 마포구 홍대입구역_3",810814,206,613,70,50,12133122958,757712,224,12.7,47.5
"2016_3","홍대합정",11440660,"동교로17길",46598,1940,794,77,43,3071207060,244178,77,12.7,47.5
"2016_3","홍대합정",11440660,"신촌로12길",110402,1988,1258,79,45,7423267847,483989,202,12.7,47.5
"2016_3","홍대합정",11440660,"서울 마포구 홍대입구역_1",352907,692,761,86,45,13190527519,816360,173,12.7,47.5
"2016_3","홍대합정",11440660,"서울 마포구 홍대입구역_2",157518,588,2969,75,47,9530170066,475961,139,12.7,47.5
"2016_3","홍대합정",11440660,"월드컵로8길",73648,1767,1586,85,47,11624125188,357540,90,12.7,47.5
"2016_3","홍대합정",11440660,"양화로11길",58366,781,384,69,47,5353703610,454810,83,12.7,47.5
"2016_3","홍대합정",11440660,"월드컵로10길",93951,2555,1635,60,42,5778872350,388004,119,12.7,47.5
"2016_3","홍대합정",11440660,"동교로19길",98989,1794,4637,88,46,10038213529,608457,169,12.7,47.5
"2016_3","홍대합정",11440660,"와우산로29가길",96086,549,18,50,44,13078798181,501198,168,12.7,47.5
"2016_3","홍대합정",11440660,"월드컵로16길",289594,2615,3824,83,46,7106948561,399039,130,12.7,47.5
"2016_3","홍대합정",11440660,"홍익대학교 주변",3546194,5423,15098,66,44,305648237278,17469207,3778,12.7,47.5
"2016_3","홍대합정",11440660,"와우산로29길",73398,902,151,53,41,6236657187,542061,129,12.7,47.5
"2016_3","화곡",11500540,"월정로20길",66325,1764,4,114,43,4359768359,245009,120,15.8,23.3
"2016_3","화곡",11500540,"화곡로20길",158306,2347,512,94,44,6689847902,406166,146,15.8,23.3
"2016_3","화곡",11500540,"강서로5나길",150211,2102,107,88,45,7288406938,403782,138,15.8,23.3
"2016_3","화곡",11500540,"강서로5가길",223708,1543,51,93,50,15586911110,936493,215,15.8,23.3
"2016_3","화곡",11500540,"강서로29길",304587,2803,300,76,41,4504159651,327288,103,15.8,23.3
"2016_3","화곡",11500540,"가로공원로80길",121905,3000,58,90,47,2086792059,136972,60,15.8,23.3
"2016_3","화곡",11500540,"가로공원로76가길",114554,3072,17,100,46,2151506648,149104,75,15.8,23.3
"2016_3","화곡",11500540,"화곡중앙골목시장",75069,1067,2,127,53,6287066934,306429,146,15.8,23.3
"2016_3","화곡",11500540,"강서로17가길",130929,3044,110,99,46,1404931564,68723,39,15.8,23.3
"2016_3","화곡",11500540,"강서로15길",209227,5524,250,100,40,4567416158,406300,149,15.8,23.3
"2016_3","화곡",11500550,"국회대로7길",101724,2404,368,94,41,1606362489,90326,42,15.8,23.3
"2016_3","화곡",11500550,"강서로5라길",117338,2855,285,103,44,1965122058,80518,88,15.8,23.3
"2016_3","화곡",11500550,"곰달래로47길",67003,4246,37,78,40,1034486936,86192,47,15.8,23.3
"2016_3","화곡",11500550,"곰달래로31길",109370,3130,9,81,48,1591816941,90914,74,15.8,23.3
"2016_3","화곡",11500560,"강서로45다길",75211,2838,909,71,44,4032251415,325848,102,15.8,23.3
"2016_3","화곡",11500560,"강서로35길",156610,4061,174,91,45,1448770181,94892,84,15.8,23.3
"2016_3","화곡",11500560,"강서로45길",226553,919,131,76,46,11390416457,543713,212,15.8,23.3
"2016_3","화곡",11500570,"곰달래로53길",86268,3835,54,92,50,886045944,95581,50,15.8,23.3
"2016_3","화곡",11500570,"등촌로5길",154150,1549,10,97,44,8767051960,354801,167,15.8,23.3
"2016_3","화곡",11500570,"곰달래로60길",199177,1938,569,88,46,12325692042,475978,187,15.8,23.3
"2016_3","화곡",11500570,"남부골목시장",160254,2022,183,99,48,11986736040,628239,275,15.8,23.3
"2016_3","화곡",11500570,"등촌로13길",95122,3803,186,68,43,3336532150,178905,55,15.8,23.3
"2016_3","화곡",11500590,"초록마을로3길",194768,2353,52,112,51,7660835834,500070,163,15.8,23.3
"2016_3","화곡",11500590,"까치산로4길",131369,4532,122,100,44,5190450139,346586,117,15.8,23.3
"2016_3","화곡",11500590,"초록마을로8길",76050,5015,167,111,54,1217317753,113896,50,15.8,23.3
"2016_3","화곡",11500591,"화곡로44나길",268525,3249,815,84,43,7567841259,386158,178,15.8,23.3
"2016_3","화곡",11500591,"화곡로59길",217688,2112,495,70,52,6539363245,384708,91,15.8,23.3
"2016_3","화곡",11500591,"강서구청",655400,2535,3449,78,43,33848801093,1731354,615,15.8,23.3
"2016_3","화곡",11500593,"강서로8길",304340,3511,275,80,45,6283091661,305665,158,15.8,23.3
"2016_3","화곡",11500593,"까치산시장",480533,1086,35,93,51,17642279875,1104567,244,15.8,23.3
"2016_3","화곡",11500593,"곰달래로25길",128266,2874,598,78,43,3955374964,240794,106,15.8,23.3
"2016_3","화곡",11500593,"강서로18길",303685,7025,21,80,44,4012457739,353554,164,15.8,23.3
"2016_3","화곡",11500615,"공항대로42길",128592,1166,6,78,45,2983269585,135464,99,15.8,23.3
"2016_3","화곡",11500615,"화곡로31길",208033,4136,1126,91,47,3941393424,223557,234,15.8,23.3
"2016_3","화곡",11500615,"우장산로6길",324906,5389,310,78,50,5298322097,259553,110,15.8,23.3
"2016_3","화곡",11500615,"공항대로38길",56824,445,267,86,47,4158754561,91836,54,15.8,23.3
"2016_4","건대입구",11215710,"능동로13길",153427,3801,352,87,42,7385725023,676915,165,3.4,52.6
"2016_4","건대입구",11215710,"한아름시장",22200,13,133,109,53,1816618614,67583,19,3.4,52.6
"2016_4","건대입구",11215710,"능동로19길",117757,2289,323,83,44,4445831993,269710,106,3.4,52.6
"2016_4","건대입구",11215710,"광나루로24길",35359,1371,59,90,54,5860547358,676760,116,3.4,52.6
"2016_4","건대입구",11215710,"동일로24길",147164,2976,8,81,41,1544732951,142887,58,3.4,52.6
"2016_4","건대입구",11215710,"서울 광진구 건대입구역_2",870733,2078,2838,72,50,78126595173,4669948,702,3.4,52.6
"2016_4","건대입구",11215710,"광나루로12길",172127,2400,1010,119,44,7487554431,715799,156,3.4,52.6
"2016_4","건대입구",11215820,"자양로11길",146477,4017,1405,94,43,9044846377,606219,248,3.4,52.6
"2016_4","건대입구",11215820,"아차산로40길",50266,3100,489,97,55,2030339403,98190,71,3.4,52.6
"2016_4","건대입구",11215840,"능동로4길",94495,3377,248,71,42,2321496555,122159,73,3.4,52.6
"2016_4","건대입구",11215840,"건대입구역",51588,540,722,46,41,10086760924,452334,99,3.4,52.6
"2016_4","건대입구",11215840,"자양번영로3길",120675,3896,94,111,59,2343543980,165243,81,3.4,52.6
"2016_4","건대입구",11215840,"능동로골목시장",52533,407,269,96,50,879867641,29442,44,3.4,52.6
"2016_4","건대입구",11215840,"뚝섬로23길",111488,2104,109,97,44,2540851641,121672,92,3.4,52.6
"2016_4","건대입구",11215820,"자양로15길",116990,1914,376,105,47,7671743873,301355,125,3.4,52.6
"2016_4","건대입구",11215820,"자양골목시장",82903,2003,94,114,47,5474200337,276641,144,3.4,52.6
"2016_4","경희대",11230710,"경희대학교",303067,406,377,88,46,23142701080,1820412,275,0.4,49.3
"2016_4","경희대",11230710,"회기시장",82986,1149,127,106,52,4880715180,316054,134,0.4,49.3
"2016_4","경희대",11230710,"경희대로3길",54925,624,273,85,45,7023574172,481881,89,0.4,49.3
"2016_4","경희대",11230740,"천장산로7길",65927,1446,1440,90,64,5567554063,1087379,58,0.4,49.3
"2016_4","경희대",11230740,"휘경로3길",421991,3714,225,103,54,8565723951,698521,177,0.4,49.3
"2016_4","경희대",11230740,"휘경로23길",46128,2662,16,132,73,343171314,33134,29,0.4,49.3
"2016_4","경희대",11230740,"휘경로2길",182430,1349,7,100,49,12431367000,1262449,276,0.4,49.3
"2016_4","공덕역",11440565,"마포대로20길",174405,2140,1156,107,53,5966628006,360886,100,6.1,40.4
"2016_4","공덕역",11440565,"효창원로93길",135248,3497,103,110,54,1313001253,91847,64,6.1,40.4
"2016_4","공덕역",11440565,"서울 마포구 공덕역_1",372838,570,4647,78,44,8826210352,627340,106,6.1,40.4
"2016_4","공덕역",11440565,"만리재옛길",169035,2691,1407,110,51,5074984688,271104,122,6.1,40.4
"2016_4","광화문",11110530,"필운대로1길",13296,729,5,75,48,4393910652,205308,48,2.1,71.3
"2016_4","광화문",11110530,"자하문로7길",90124,761,473,95,53,9291746548,493308,157,2.1,71.3
"2016_4","광화문",11110530,"서울 종로구 경복궁역_1",246530,689,227,96,56,18156746973,890725,197,2.1,71.3
"2016_4","광화문",11110530,"서울 종로구 광화문역_1",463323,10,2295,130,68,16071727888,1004683,152,2.1,71.3
"2016_4","광화문",11110530,"서울 종로구 광화문역_2",562404,2349,52781,119,54,56076204154,2862221,930,2.1,71.3
"2016_4","군자",11215750,"긴고랑로20길",121675,4231,542,107,50,7322286857,580975,128,7.6,36.8
"2016_4","군자",11215780,"능동로34길",68520,5194,924,76,53,7465554498,283388,117,7.6,36.8
"2016_4","군자",11215750,"용마산로21길",122969,5320,139,92,47,6692572440,282181,172,7.6,36.8
"2016_4","군자",11215750,"천호대로123길",75040,3075,305,109,49,9311887070,355973,139,7.6,36.8
"2016_4","군자",11215730,"어린이대공원역",256048,662,97,83,49,9455294537,596981,198,7.6,36.8
"2016_4","군자",11215730,"서울 광진구 군자역",426501,1706,181,93,51,27178284404,1272703,334,7.6,36.8
"2016_4","군자",11215740,"긴고랑로7길",60455,4763,523,97,52,10952133820,716671,206,7.6,36.8
"2016_4","군자",11215740,"중곡제일시장",69182,862,140,104,50,12591056260,597230,208,7.6,36.8
"2016_4","군자",11215740,"긴고랑로8길",50147,4219,218,101,42,1767889884,87465,76,7.6,36.8
"2016_4","군자",11215750,"용마산로3길",117197,3832,814,79,50,1983210506,134895,76,7.6,36.8
"2016_4","군자",11215750,"천호대로109길",247718,3616,1054,77,43,14928839872,773857,381,7.6,36.8
"2016_4","동대문",11110670,"동묘앞역",68413,915,62,115,46,11749376562,479830,126,10.4,34.8
"2016_4","동대문",11110670,"서울 종로구 동대문역_2",445558,662,1053,98,48,17110458836,870517,464,10.4,34.8
"2016_4","명동",11140550,"서울 중구 명동역",327472,1283,3694,104,49,16668417412,1036773,290,5.1,271.1
"2016_4","명동",11140550,"퇴계로18길",17190,787,2880,104,47,4027899299,226256,68,5.1,271.1
"2016_4","명동",11140550,"서울시청",482308,91,23470,118,61,44265978136,2054183,392,5.1,271.1
"2016_4","명동",11140550,"명동길",134335,72,36555,161,58,8851121666,442093,135,5.1,271.1
"2016_4","명동",11140550,"명동거리",1771570,639,25479,138,52,208139908647,8845110,2258,5.1,271.1
"2016_4","목동",11470510,"오목교역",165349,893,206,79,49,10425198680,292190,105,7.6,30.5
"2016_4","목동",11470510,"목동동로12길",272186,2357,419,85,45,17976714335,622435,290,7.6,30.5
"2016_4","목동",11470520,"목동중앙로13나길",8711,1155,286,102,46,552188743,49906,11,7.6,30.5
"2016_4","목동",11470520,"목2동시장",132429,1098,239,117,51,9102406517,440793,169,7.6,30.5
"2016_4","목동",11470520,"목동중앙북로16길",51530,3386,270,70,51,1030471211,116273,48,7.6,30.5
"2016_4","목동",11470530,"목동중앙북로8길",44269,2193,363,89,41,987150182,33661,67,7.6,30.5
"2016_4","목동",11470530,"목3동시장",207977,1256,714,102,47,18207111030,1005373,282,7.6,30.5
"2016_4","목동",11470540,"목동중앙남로3가길",118114,2747,576,90,44,3530657098,189824,141,7.6,30.5
"2016_4","목동",11470540,"목동중앙로3길",70119,2527,98,81,42,1718663390,107997,56,7.6,30.5
"2016_4","목동",11470540,"목동중앙서로8가길",121046,1392,177,95,44,5393361873,137681,87,7.6,30.5
"2016_4","목동",11470540,"목동중앙본로7길",98992,2984,111,86,53,6326700880,275877,125,7.6,30.5
"2016_4","목동",11470540,"목동중앙서로7길",174753,3753,263,88,43,4761796207,258558,187,7.6,30.5
"2016_4","목동",11470540,"목4동시장",45419,1171,235,92,49,2119717840,106268,86,7.6,30.5
"2016_4","사당",11590620,"사당로26길",65282,3007,245,81,42,1491143243,145494,61,3.5,54
"2016_4","사당",11590620,"사당로20길",69858,2749,175,108,48,950215122,96086,44,3.5,54
"2016_4","사당",11590620,"동작대로7길",201903,3339,2058,88,49,12313333769,777849,259,3.5,54
"2016_4","사당",11590620,"관악구 사당역_2",265057,942,345,98,48,25624306826,1081711,316,3.5,54
"2016_4","사당",11590620,"동작대로17길",207806,2444,1359,96,45,10115397067,545935,111,3.5,54
"2016_4","사당",11590620,"사당로30길",124243,1026,308,77,43,4599425577,130811,137,3.5,54
"2016_4","사당",11620630,"승방길",37338,2889,558,79,49,3334357058,163909,41,3.5,54
"2016_4","사당",11620630,"남현길",48388,1992,234,83,50,3356103339,239562,65,3.5,54
"2016_4","사당",11620630,"남현3길",119918,1562,430,109,52,8083084350,630611,82,3.5,54
"2016_4","사당",11650610,"방배천로4안길",76079,1191,1268,89,49,6102818210,303804,135,3.5,54
"2016_4","사당",11650610,"관악구 사당역_1",539376,919,3907,90,49,34800405474,1240503,370,3.5,54
"2016_4","사당",11650610,"서초대로4길",141763,3522,611,87,50,5848899602,300696,119,3.5,54
"2016_4","사당",11650610,"서초대로8길",20366,4257,310,140,58,294131326,32430,19,3.5,54
"2016_4","사당",11650610,"청두곶길",115497,4069,2013,76,46,3152234151,201735,110,3.5,54
"2016_4","서초",11650510,"교대역_2",870434,1690,3525,87,48,31654516821,1922299,423,3.6,30.9
"2016_4","서초",11650510,"서초중앙로8길",136559,2708,7055,102,44,5296174687,271217,83,3.6,30.9
"2016_4","서초",11650510,"남부순환로339길",81130,1514,12144,98,44,5692442002,338559,103,3.6,30.9
"2016_4","서초",11650510,"서울 서초구 남부터미널역_3",317168,461,1526,93,47,11667993610,589956,164,3.6,30.9
"2016_4","서초",11650510,"서울 서초구 남부터미널역_1",154834,1209,552,119,53,45715592186,1063235,525,3.6,30.9
"2016_4","서초",11650510,"서초대로64길",67473,1776,509,99,48,5717824380,184306,44,3.6,30.9
"2016_4","서초",11650510,"사임당로17길",112475,1065,1817,88,45,5627914653,224419,96,3.6,30.9
"2016_4","서초",11650530,"반포대로9길",53913,1730,684,104,43,5628174299,185944,112,3.6,30.9
"2016_4","서초",11650530,"서울 서초구 남부터미널역_2",503593,1461,11569,98,47,29558635869,1591908,512,3.6,30.9
"2016_4","서초",11650530,"서울 서초구 서초역",155459,63,12162,90,56,5902551071,323261,73,3.6,30.9
"2016_4","서초",11650530,"교대역_3",321657,20,4386,94,45,10931235930,566014,156,3.6,30.9
"2016_4","서초",11650530,"남부순환로317길",157916,1765,1511,113,49,9569767107,569853,111,3.6,30.9
"2016_4","서초",11650530,"남부순환로325길",299246,2548,7947,105,46,13426807202,716203,138,3.6,30.9
"2016_4","서초",11650531,"교대역_4",626684,1461,5609,95,53,34701946515,1268722,385,3.6,30.9
"2016_4","서초",11650531,"서울 강남구 강남역_2",1704171,1961,5718,91,44,138787359056,6090008,1149,3.6,30.9
"2016_4","서초",11650520,"서울 강남구 강남역_1",967847,1333,131760,81,43,54873280110,2852239,662,3.6,30.9
"2016_4","서초",11650520,"양재역_3",545630,1964,3515,91,45,26748990517,1083043,463,3.6,30.9
"2016_4","서초",11650520,"효령로72길",97882,2169,224,89,42,4631160336,286784,94,3.6,30.9
"2016_4","서초",11650520,"뱅뱅사거리",355885,1488,7125,90,45,22071623231,1219091,447,3.6,30.9
"2016_4","서초",11650530,"교대역_1",1196825,2520,13196,91,46,66709304400,2826634,1028,3.6,30.9
"2016_4","성신여대",11290575,"동소문로15길",230718,1110,67,93,50,3656132024,170172,67,10.6,41.4
"2016_4","성신여대",11290575,"동소문로13길",154306,2963,412,82,56,5007372600,186821,92,10.6,41.4
"2016_4","성신여대",11290575,"아리랑로4길",216336,3147,615,88,52,8125515612,373490,170,10.6,41.4
"2016_4","성신여대",11290575,"동소문로26가길",151680,2412,289,93,45,5174328987,243444,126,10.6,41.4
"2016_4","성신여대",11290575,"서울 성북구 성신여대입구역",954588,1091,4901,95,47,49732547407,3075369,722,10.6,41.4
"2016_4","성신여대",11290575,"보문로32길",127727,1304,923,72,43,5242509673,536748,125,10.6,41.4
"2016_4","성신여대",11290600,"서울 성북구 안암역",141352,404,98,87,47,12466950502,740568,127,10.6,41.4
"2016_4","성신여대",11290600,"인촌로17가길",88179,1714,3197,99,59,2594028213,285858,48,10.6,41.4
"2016_4","성신여대",11290600,"개운사길",101752,1090,3303,86,48,11531904969,1319108,131,10.6,41.4
"2016_4","성신여대",11290600,"인촌로5길",85177,1521,30,83,53,1634323042,104505,51,10.6,41.4
"2016_4","성신여대",11290600,"인촌로24길",210959,725,198,90,53,17775791084,1403169,269,10.6,41.4
"2016_4","성신여대",11290600,"안암로5길",45512,2281,605,97,52,2383931342,210364,39,10.6,41.4
"2016_4","수유",11305610,"삼양로77길",45773,3435,398,82,56,1373384076,105021,52,13.8,55.2
"2016_4","수유",11305610,"수유전통시장",154821,632,448,123,58,18790623369,594225,310,13.8,55.2
"2016_4","수유",11305610,"수유로12길",109357,3404,275,88,41,5311884002,292009,150,13.8,55.2
"2016_4","수유",11305620,"우이시장",69699,1544,146,90,53,3821420590,225981,115,13.8,55.2
"2016_4","수유",11305620,"노해로33길",62259,2431,34,101,50,467388473,37403,41,13.8,55.2
"2016_4","수유",11305630,"한천로139가길",114207,1566,43,82,36,2734073076,94884,62,13.8,55.2
"2016_4","수유",11305630,"도봉로99길",44057,2234,186,65,45,1103082558,57229,48,13.8,55.2
"2016_4","수유",11305630,"강북종합시장",40283,755,75,103,53,5790841395,222341,96,13.8,55.2
"2016_4","수유",11305630,"삼각산로28길",56346,3819,742,86,40,2392974934,183414,89,13.8,55.2
"2016_4","수유",11305630,"서울 강북구 수유역_3",229814,703,64,107,49,13238895030,398162,258,13.8,55.2
"2016_4","수유",11305630,"노해로17길",82300,2745,231,101,42,3099728111,124125,148,13.8,55.2
"2016_4","수유",11305630,"한천로140길",147453,1713,92,85,40,3179583781,171346,133,13.8,55.2
"2016_4","수유",11305630,"서울 강북구 수유역_2",991180,2079,4155,88,48,49830778149,2553734,586,13.8,55.2
"2016_4","수유",11305630,"수유중앙시장",4068,49,136,100,47,264427571,12373,19,13.8,55.2
"2016_4","신촌",11410585,"서울 서대문구 이대역",546994,1306,1275,105,46,47540303789,3145488,1098,5.5,58.4
"2016_4","신촌",11410585,"서울 서대문구 신촌역",2233799,2803,3003,99,50,128518050648,7094711,1822,5.5,58.4
"2016_4","영등포",11560515,"신길로60길",111270,3204,436,99,43,3215073644,185762,92,12.4,33.7
"2016_4","영등포",11560515,"영신로9길",186426,2790,458,95,52,5839552891,320278,97,12.4,33.7
"2016_4","영등포",11560515,"영등포로62길",103399,1687,2,94,51,944839830,52437,20,12.4,33.7
