총_유동인구_수,총_상주인구_수,총_직장_인구_수,운영_영업_개월_평균,폐업_영업_개월_평균,당월_매출_금액,점포수,임대료,공실률
198149,483,1409,98,50,7561630059,75,39,1
270864,78,1498,77,53,11972749716,83,39,1
266461,1491,2706,76,51,5699443483,110,39,1
185866,1495,622,73,41,3546653204,98,39,1
138431,936,5071,121,54,11156436084,91,39,1
79386,1643,1919,71,47,5429270512,104,39,1
180769,1286,1132,93,56,10506960403,73,39,1
53175,915,62,117,47,10609766505,123,36.5,10.9
334428,662,1053,99,49,13783073309,454,36.5,10.9
460327,91,23470,118,61,39672623386,394,277.2,5.5
293796,1283,3694,105,48,16111257047,283,277.2,5.5
40578,787,2880,99,48,3933994004,69,277.2,5.5
1636435,639,25479,140,53,1.88E+11,2207,277.2,5.5
163440,72,36555,163,58,8299055497,133,277.2,5.5
135351,893,206,81,48,11157003898,103,33.4,5.5
279429,2357,419,86,45,19110329486,292,33.4,5.5
81324,3386,270,73,51,1103836077,46,33.4,5.5
56015,1098,239,115,51,9373533219,166,33.4,5.5
17529,1155,286,100,49,401058190,12,33.4,5.5
81341,2193,363,91,41,937851433,72,33.4,5.5
123864,1256,714,101,48,17426215337,281,33.4,5.5
37997,1171,235,97,48,2254700377,87,33.4,5.5
83663,2984,111,88,53,6500697405,123,33.4,5.5
135638,1392,177,95,44,4675332894,91,33.4,5.5
76590,2527,98,84,42,1745786504,58,33.4,5.5
161304,2747,576,90,44,3433682233,140,33.4,5.5
162007,3753,263,91,43,4797987937,176,33.4,5.5
173027,5802,491,93,59,3640526899,93,37,3.8
102188,3160,491,97,49,8044404591,142,37,3.8
229247,673,72,119,58,11232349266,154,37,3.8
102947,2778,16,85,48,2769896356,94,37,3.8
419995,789,55,91,46,11228186229,212,37,3.8
1028482,256,89,112,65,11085674716,115,37,3.8
768778,3657,702,87,48,6414490941,139,37,3.8
86468,5840,14,87,53,2183475223,82,37,3.8
431966,577,253,86,44,22450899118,571,37,3.8
187459,1026,308,74,43,4234252090,137,58,5
482048,942,345,97,48,23465961470,317,58,5
124049,3007,245,83,40,1609832237,62,58,5
386634,3339,2058,89,50,11347349831,257,58,5
102128,2749,175,109,47,1011163715,49,58,5
286948,2444,1359,97,45,9856382289,110,58,5
318211,1562,430,108,52,7333657830,83,58,5
89542,2889,558,82,48,3127877039,40,58,5
152407,1992,234,84,50,3513915831,70,58,5
155305,1191,1268,90,49,6031103185,137,58,5
443386,919,3907,90,49,31660503849,369,58,5
42525,4069,2013,78,45,3243398004,107,58,5
337390,3522,611,84,50,5684370302,116,58,5
153289,4257,310,140,58,292048778,21,58,5
159828,1065,1817,92,46,5721944177,96,27.8,9.4
193426,1209,552,120,53,44111548145,514,27.8,9.4
804518,1690,3525,87,48,34172545762,426,27.8,9.4
70950,1514,12144,103,44,6250322465,120,27.8,9.4
1254300,1333,131760,80,43,53148799151,598,27.8,9.4
572366,1964,3515,91,46,24206931957,408,27.8,9.4
199941,2169,224,90,42,4522802741,88,27.8,9.4
426167,1488,7125,89,45,21725406099,462,27.8,9.4
369598,461,1526,93,48,11611477916,137,27.8,9.4
92260,1776,509,102,48,3340792690,43,27.8,9.4
106369,2708,7055,100,45,5267279509,81,27.8,9.4
225642,1765,1511,117,50,9108344757,104,27.8,9.4
1400811,2520,13196,92,47,63016643428,1020,27.8,9.4
429319,1461,5609,94,53,34598093668,378,27.8,9.4
2762110,1961,5718,91,45,1.45E+11,1144,27.8,9.4
712726,1461,11569,97,47,28215821754,506,27.8,9.4
153072,1730,684,103,42,5819179850,109,27.8,9.4
367064,2548,7947,106,46,13298420088,137,27.8,9.4
314985,20,4386,95,45,9724416241,155,27.8,9.4
132340,63,12162,92,56,5438451588,71,27.8,9.4
530331,1304,923,72,44,4566893796,119,43.7,10.6
207344,2963,412,84,55,5472845738,89,43.7,10.6
410016,2412,289,94,45,4499966819,118,43.7,10.6
1054485,1091,4901,94,48,45757724010,707,43.7,10.6
137228,1110,67,92,50,3777704749,64,43.7,10.6
222649,3147,615,88,51,7917782664,172,43.7,10.6
128671,2281,605,96,52,2246686288,37,43.7,10.6
299731,1090,3303,85,49,10066663655,130,43.7,10.6
194654,1521,30,82,52,1417151388,52,43.7,10.6
560386,725,198,91,54,16981532957,274,43.7,10.6
244236,1714,3197,92,63,2413872898,46,43.7,10.6
415901,404,98,86,48,11778301856,124,43.7,10.6
95123,3435,398,80,56,1276798524,53,54.6,13.7
279175,3404,275,89,41,4857093760,148,54.6,13.7
180063,632,448,124,59,17991550509,311,54.6,13.7
113531,1544,146,89,53,3554085550,113,54.6,13.7
136297,2431,34,104,50,452861896,40,54.6,13.7
75646,3819,742,88,40,2385670859,88,54.6,13.7
98528,755,75,103,54,5897671880,93,54.6,13.7
225397,1713,92,87,40,3225293582,134,54.6,13.7
197933,1566,43,81,36,2239609325,61,54.6,13.7
1627918,2079,4155,89,48,48251848809,585,54.6,13.7
150406,703,64,109,49,12237479309,255,54.6,13.7
3415,49,136,103,47,297121174,19,54.6,13.7
124031,2234,186,69,44,1056047664,48,54.6,13.7
138360,2745,231,101,42,2881489342,140,54.6,13.7
832761,513,1925,100,55,46805517767,493,69.7,5.6
129620,2615,73,150,56,3293488601,58,69.7,5.6
193132,1601,31,78,46,23307575953,309,69.7,5.6
395134,412,365,100,55,8469579075,200,69.7,5.6
484295,2733,33,90,48,4495829322,151,69.7,5.6
792994,1306,1275,104,46,41903275819,1076,57.3,5.5
5684274,2803,3003,100,51,1.25E+11,1807,57.3,5.5
185419,1585,1637,70,46,2743417497,79,58.1,7.3
233897,1056,2790,85,35,7445002154,105,58.1,7.3
2376179,4038,21404,85,46,2.27E+11,2547,58.1,7.3
56265,856,1865,62,45,6681886793,85,58.1,7.3
207123,421,9677,103,42,23865026648,207,58.1,7.3
827035,1975,10779,94,48,74672805512,924,58.1,7.3
1721778,1363,15549,93,44,1.38E+11,1755,58.1,7.3
310458,2790,458,97,52,5928898378,95,37.8,10.9
369853,3204,436,102,43,3172375167,89,37.8,10.9
141775,1687,2,98,51,911940914,21,37.8,10.9
259174,2213,1674,139,56,5521125490,180,37.8,10.9
228779,1471,328,140,55,7445039823,188,37.8,10.9
1969966,2247,4030,97,54,1.45E+11,2085,37.8,10.9
160285,1203,95,114,45,8953941662,167,37.8,10.9
740634,411,815,121,47,4697224122,94,37.8,10.9
925757,620,1152,112,57,31116188617,558,37.8,10.9
304328,3729,1520,103,57,31727398771,395,46.6,2.8
123802,3848,141,107,51,2307518679,75,46.6,2.8
226994,2232,246,98,50,7394630781,195,46.6,2.8
98612,1036,155,87,50,5923101481,154,37.4,10.2
254817,2973,99,92,58,3260071955,90,37.4,10.2
128048,2440,3,103,60,1637325666,47,37.4,10.2
164885,454,655,106,50,10630832365,124,37.4,10.2
325027,1848,384,96,57,7209460016,154,37.4,10.2
325893,2961,4367,106,51,7926204791,239,37.4,10.2
153526,2408,128,73,51,1498088413,86,24.8,8.2
97546,513,4416,118,58,13445767874,204,24.8,8.2
162828,180,14242,123,52,19548372537,217,24.8,8.2
114376,3339,2649,113,58,5099734000,85,24.8,8.2
288907,2816,4287,106,58,9465515521,168,24.8,8.2
33277,521,1788,125,61,4642988760,65,24.8,8.2
26729,773,598,100,58,2834007029,56,24.8,8.2
349413,1062,458,114,52,9506893640,128,24.8,8.2
28288,163,470,130,45,42580441851,436,24.8,8.2
96162,948,657,117,58,6082632791,141,24.8,8.2
88335,350,8011,117,56,1.34E+11,1144,24.8,8.2
177215,643,1161,98,52,3182871591,95,24.8,8.2
314358,1281,4557,84,51,12664658938,216,24.8,8.2
25916,2701,472,122,74,1034624868,26,24.8,8.2
4798,438,301,113,44,474881493,13,24.8,8.2
1934576,6948,5707,107,57,1.11E+11,1811,47,14.9
737568,953,642,120,59,52145772004,724,47,14.9
102914,986,2092,90,53,4504630990,128,47,14.9
385023,695,555,107,59,18582140867,188,47,14.9
175355,612,315,112,58,6472510302,170,47,14.9
91653,863,59,75,45,6681496617,122,47,14.9
68815,771,55,79,57,6881375800,110,47,14.9
5544,114,99,64,52,2614979228,45,47,14.9
147251,2327,62,72,48,9022006064,167,47,14.9
395125,6534,1626,89,44,27564308137,426,41.2,8.9
1223457,2859,6159,95,47,79148193509,1077,41.2,8.9
309585,2358,404,97,51,16894001040,323,41.2,8.9
456319,2449,5718,85,48,31480497839,328,41.2,8.9
207508,2165,2868,101,44,5671750673,172,21,7.6
62715,1306,184,103,43,2655824022,70,21,7.6
122498,2683,592,85,48,7629531169,96,21,7.6
213562,2932,349,114,47,4595458849,125,21,7.6
98327,1307,14,87,46,3884220212,87,21,7.6
127497,2346,2015,112,41,556082767,30,21,7.6
148123,640,1071,115,45,4799412600,112,21,7.6
322735,3266,621,94,43,6791043556,136,21,7.6
200911,211,2400,102,45,13616903845,205,21,7.6
255392,1136,11959,105,48,6536680277,244,21,7.6
220406,2829,126,82,40,5022174851,127,21,7.6
71907,2328,875,110,43,2068227049,61,21,7.6
80434,2872,333,129,53,2479240052,96,21,7.6
109412,1674,909,92,45,11810976026,157,21,7.6
55344,1356,362,100,43,4887959335,70,21,7.6
86625,1100,383,116,42,4237313608,74,21,7.6
116061,2006,102,94,52,3535653411,107,21,7.6
200121,1096,149,103,46,3774504577,88,21,7.6
539978,3634,535,83,45,37272956039,603,21,7.6
64980,1519,87,109,49,971038098,48,21,7.6
93323,2356,391,93,43,6390283411,76,21,7.6
96187,1850,316,109,50,3488144502,78,21,7.6
210208,157,3218,122,52,11748660205,317,83.9,4.7
5726394,2750,30331,140,62,1.77E+11,4020,83.9,4.7
44538,285,683,139,62,7147474522,216,83.9,4.7
199285,52,199,199,81,12826023240,500,83.9,4.7
573326,167,3445,120,54,22183433984,353,83.9,4.7
2315891,113,2111,101,54,66289142405,624,83.9,4.7
629024,556,15806,105,59,75625703738,867,83.9,4.7
90201,1150,1079,107,50,7465319101,151,83.9,4.7
58497,301,2312,117,49,1417135773,74,83.9,4.7
34013,3,20605,149,53,6410409216,88,83.9,4.7
526821,807,21106,137,61,67094484564,1255,83.9,4.7
940422,2508,1846,108,55,40318653365,855,83.9,4.7
145528,3,344,141,62,12047365454,543,83.9,4.7
67106,172,340,172,73,223246751,14,83.9,4.7
665550,818,5230,130,53,20291126656,436,83.9,4.7
164583,25,55,132,70,4273630586,66,83.9,4.7
201551,119,28,139,65,11177234046,297,83.9,4.7
669903,1970,18935,96,56,31971968984,612,83.9,4.7
81330,503,96,154,53,1258786806,33,83.9,4.7
186620,36,485,136,66,10138221257,147,83.9,4.7
695841,6747,584,83,51,3260121123,112,35.3,5.3
221953,5146,309,91,48,2592882525,115,35.3,5.3
178629,4410,384,112,55,2983233684,97,35.3,5.3
112169,2655,61,87,48,2722772834,100,35.3,5.3
216261,2503,13,112,49,1607696596,71,35.3,5.3
132260,2169,2,105,50,6535600076,129,35.3,5.3
1055263,4441,3826,86,48,82069333928,1558,35.3,5.3
227017,2559,405,83,46,2091379293,60,35.3,5.3
215605,3628,267,85,44,7478792971,175,35.3,5.3
325903,3972,485,88,44,8500799188,146,35.3,5.3
73966,145,19,133,58,5457139567,132,35.3,5.3
203322,5315,603,83,44,4394318315,163,35.3,5.3
545140,7146,490,80,49,5350082636,144,35.3,5.3
213739,2528,2965,84,51,14540746294,161,68.9,4.7
126666,892,1456,83,49,22984322221,213,68.9,4.7
132613,2040,2595,73,44,6728481892,129,68.9,4.7
324515,2184,1884,77,40,13870473720,172,68.9,4.7
106673,965,4539,86,45,12156650926,100,68.9,4.7
195644,1072,1310,90,49,11121189481,151,68.9,4.7
132837,354,987,92,53,12050624757,129,68.9,4.7
555022,596,7361,90,44,85149131466,712,68.9,4.7
352979,2350,1019,87,52,8164341781,163,68.9,4.7
65154,1302,970,93,47,2858961382,62,68.9,4.7
93227,210,187,82,45,8210676446,102,68.9,4.7
143118,493,3104,80,44,9993358702,93,68.9,4.7
109648,3338,220,130,60,999472943,39,45.9,6.2
335344,3588,985,106,45,5574704287,140,45.9,6.2
531618,2745,661,109,53,11895081808,110,46.2,11.1
54505,19,22217,79,61,1.62E+11,884,46.2,11.1
619957,662,7170,90,52,27393264856,293,46.2,11.1
54505,19,22217,79,61,1.62E+11,884,46.2,11.1
179745,456,573,84,47,27548752675,208,46.2,11.1
29937,2239,321,88,48,588929146,21,46.2,11.1
109520,52,8659,98,56,14787158608,151,46.2,11.1
77844,649,1734,67,43,5001825630,59,46.2,11.1
784084,2142,49794,82,44,28996928418,495,46.2,11.1
65204,1506,289,82,42,3818297903,69,46.2,11.1
325443,1565,742,81,40,3183916044,46,46.2,11.1
141035,2858,266,81,49,5086541430,143,46.2,11.1
260484,1034,907,89,48,15630884761,218,46.2,11.1
218750,716,19335,84,48,23394180064,330,46.2,11.1
314630,3151,6768,79,43,10039835822,196,46.2,11.1
132200,7,17789,90,55,12233011287,99,46.2,11.1
89085,383,88,77,43,13456805840,100,46.2,11.1
196938,2541,3117,92,45,8341519920,123,46.2,11.1
217079,3323,537,94,42,7692268279,124,46.2,11.1
610511,1373,30235,87,46,37240657978,416,46.2,11.1
344367,2543,2696,77,40,8093928298,99,46.2,11.1
443569,4244,151,78,42,11957230081,249,46.2,11.1
2360444,4094,20206,75,44,75681276687,1163,46.2,11.1
297529,3410,316,77,44,12785012204,270,46.2,11.1
351886,2128,1079,77,48,41660902277,666,46.2,11.1
984013,5469,26619,78,43,70085029813,1071,46.2,11.1
147257,87,2888,100,44,7172130518,65,46.2,11.1
797289,996,26179,83,45,44078853178,538,46.2,11.1
262517,2695,10880,91,47,8910100015,164,46.2,11.1
348993,2055,2732,86,39,7921177058,150,46.2,11.1
861092,2147,7549,81,42,61948377341,878,46.2,11.1
3625125,3207,34665,80,44,1.99E+11,2193,46.2,11.1
452987,1898,24941,77,43,25464047878,546,46.2,11.1
1663753,2497,39329,68,43,98375673895,1074,46.2,11.1
280804,2824,1750,85,44,15369317825,336,46.2,11.1
56008,250,489,110,53,7732656234,78,46.2,11.1
607863,3605,9257,75,43,16875354191,278,46.2,11.1
642680,6014,3601,83,43,15976601128,323,46.2,11.1
381096,1209,53672,71,40,29432193748,440,46.2,11.1
539951,459,4289,96,51,15055559299,120,46.2,11.1
770373,680,1703,92,53,37366101500,502,73.5,2.6
255472,1497,20,80,55,4678870594,88,73.5,2.6
173089,952,1426,84,65,4035642160,57,73.5,2.6
254751,816,1367,97,49,5739366577,131,73.5,2.6
142101,1010,138,100,44,3896256183,140,73.5,2.6
187071,1709,1745,82,47,11373125725,98,55.2,8
298115,1978,1309,80,45,6985512585,214,55.2,8
6310401,5383,15066,66,44,3.16E+11,3770,55.2,8
194777,777,354,72,47,5630636591,73,55.2,8
186948,1953,767,78,43,3101510011,77,55.2,8
158772,870,153,54,41,6592099766,135,55.2,8
293226,563,3152,78,48,10538976217,139,55.2,8
173401,2551,3899,84,46,7497516645,125,55.2,8
340311,662,821,86,46,14013637237,156,55.2,8
240850,1854,4667,89,46,10441463860,174,55.2,8
361271,2508,1554,58,43,5574941643,131,55.2,8
554332,189,411,74,49,12197777031,225,55.2,8
236495,545,18,51,44,11556549540,167,55.2,8
340400,3065,325,74,43,4386267548,99,26.2,14.1
193979,2252,4,113,45,3911251926,120,26.2,14.1
455170,1860,45,98,49,15344463752,215,26.2,14.1
133439,3004,56,92,47,2166097311,63,26.2,14.1
442224,5498,262,100,41,4626997188,142,26.2,14.1
26097,1089,2,130,53,6947078047,145,26.2,14.1
99753,3038,117,99,48,1385112237,41,26.2,14.1
143212,3134,26,101,47,2208198428,74,26.2,14.1
270705,2948,122,83,46,6841546185,143,26.2,14.1
361673,3475,555,92,46,6270293598,142,26.2,14.1
83475,4181,36,83,41,968234222,46,26.2,14.1
319840,2895,289,101,46,2015396183,88,26.2,14.1
129733,3162,9,83,48,1777924927,70,26.2,14.1
200527,2372,400,100,42,1516854345,36,26.2,14.1
96174,3954,179,91,46,1342349234,84,26.2,14.1
165414,2812,802,74,44,3841403217,98,26.2,14.1
187373,915,134,76,47,11610732496,196,26.2,14.1
244139,1958,596,89,46,10429335421,189,26.2,14.1
131841,2017,200,102,49,13318123958,275,26.2,14.1
78534,1520,10,96,45,9499261256,165,26.2,14.1
50053,3871,201,65,44,3382232528,50,26.2,14.1
27244,3803,55,94,51,820514015,45,26.2,14.1
286901,2614,48,112,53,7116660938,158,26.2,14.1
169294,4454,134,101,44,5190123847,116,26.2,14.1
96645,4978,174,114,53,1109812701,49,26.2,14.1
560886,2791,3455,81,44,33524234953,595,26.2,14.1
349036,2591,516,74,52,6821609345,94,26.2,14.1
328861,3188,803,86,44,9090424335,176,26.2,14.1
588545,3414,142,83,45,7011733115,150,26.2,14.1
286970,1064,35,94,52,18501737745,250,26.2,14.1
326895,7017,27,82,45,5556312601,158,26.2,14.1
233908,3090,613,80,42,4384459160,102,26.2,14.1
83907,1120,6,81,46,3316026170,96,26.2,14.1
156706,5525,318,80,51,5017067160,106,26.2,14.1
256964,4122,1129,93,47,5388049599,227,26.2,14.1
95671,422,264,87,50,4170073486,53,26.2,14.1
335919,2997,8,84,40,1686681534,55,62.7,2.4
278069,2305,326,85,44,4931327455,107,62.7,2.4
194711,2378,1017,122,45,8027859949,152,62.7,2.4
1783703,2077,2881,74,51,81362622564,690,62.7,2.4
227938,1250,57,92,54,6643552872,117,62.7,2.4
349977,3707,369,90,42,7498690051,159,62.7,2.4
45108,20,137,109,51,1835366697,20,62.7,2.4
147005,1973,95,114,46,5443641118,147,62.7,2.4
113787,3146,558,99,55,2034751508,67,62.7,2.4
73171,557,730,49,42,10046614015,103,62.7,2.4
177423,4087,97,106,61,2732992634,87,62.7,2.4
159411,2101,120,92,46,2563117223,95,62.7,2.4
113423,3066,239,73,42,2600871092,71,62.7,2.4
82103,378,189,100,50,943136801,44,62.7,2.4
220972,1941,389,106,49,7694607150,124,62.7,2.4
459369,3946,1423,98,44,8645754242,237,62.7,2.4
177389,1173,122,109,52,4891157717,134,43.5,0.5
746068,367,370,84,47,24333018649,276,43.5,0.5
94264,601,276,87,45,6543586176,84,43.5,0.5
314043,1413,1474,93,63,5891694405,59,43.5,0.5
535446,3616,215,102,55,9103761772,180,43.5,0.5
94957,2609,20,131,73,385415565,31,43.5,0.5
446051,1328,6,96,51,13324790993,269,43.5,0.5
379015,3498,94,115,55,1387730336,60,40.8,5.3
353210,2129,1161,108,55,6096509430,94,40.8,5.3
411075,536,4781,70,44,12392186954,121,40.8,5.3
437567,2698,1421,110,52,4826822998,124,40.8,5.3
768312,10,2317,129,68,14824085939,166,69.3,1.8
74429,714,5,72,51,4473808280,49,69.3,1.8
330070,659,219,98,56,17695998619,197,69.3,1.8
753718,2577,54025,121,54,51417997228,923,69.3,1.8
259468,725,531,92,57,9238230538,161,69.3,1.8
217158,3102,268,106,51,9137819032,141,29.8,4
168612,5177,948,76,53,6510069018,117,29.8,4
202568,3847,886,77,52,2304186397,79,29.8,4
293763,5348,146,91,48,6705572634,171,29.8,4
301258,626,88,86,50,9607805386,194,29.8,4
171764,1679,176,92,51,27489694002,335,29.8,4
139739,4880,525,98,52,11473726030,209,29.8,4
227901,4071,206,102,43,1896718328,83,29.8,4
107680,832,118,107,50,11217880423,212,29.8,4
544535,3533,1139,77,43,16365550224,371,29.8,4
187548,4202,531,108,50,7036451085,124,29.8,4
282284,2815,1463,88,42,4272698856,102,39,1
319507,1233,170,100,38,1593136046,62,39,1
905747,2063,3706,88,42,45085424157,674,39,1
290100,4142,319,95,48,1973449771,74,39,1
227228,83,1588,80,53,14320099994,86,39,1
144713,1486,682,72,41,3807148065,102,39,1
338783,3379,2811,79,47,14758680606,229,39,1
239819,1448,2715,75,51,6474828139,113,39,1
75790,1652,1847,72,46,5555503569,110,39,1
117621,2160,102,81,39,2635847457,72,39,1
148337,1256,3031,93,48,18317484075,201,39,1
727530,1004,7963,89,45,43934609598,432,39,1
133307,1681,4278,98,48,1222057533,29,39,1
224993,470,1546,101,51,8662016931,73,39,1
1413426,3980,8354,84,43,77999997272,1143,39,1
152789,936,5183,118,56,9809856539,89,39,1
132337,1226,1127,92,56,8928076872,68,39,1
51044,898,60,118,48,11799186032,124,36.5,10.9
373271,650,1057,98,49,16842883890,453,36.5,10.9
1938491,150,23768,141,53,1.96E+11,2191,277.2,4
285194,1298,3784,102,48,16559160793,293,277.2,4
504237,91,23931,119,61,39290629585,394,277.2,4
130580,563,36746,165,59,8381366847,136,277.2,4
39167,769,2984,98,49,4802981626,74,277.2,4
130120,899,220,83,48,10334880797,104,33.4,4.6
180944,2309,416,87,46,19590548615,282,33.4,4.6
57496,1108,238,117,52,9752047779,163,33.4,4.6
80324,3382,281,71,52,1346208559,46,33.4,4.6
22172,1123,291,103,49,380198945,11,33.4,4.6
76611,2203,334,91,42,935977647,71,33.4,4.6
145245,1211,718,102,49,17605814320,276,33.4,4.6
61160,2485,108,85,42,1962517164,53,33.4,4.6
159374,2738,544,92,44,3572822593,142,33.4,4.6
36427,1151,239,90,50,2318294910,88,33.4,4.6
152191,1394,175,98,44,5153155756,88,33.4,4.6
80666,2985,113,86,54,5945156135,124,33.4,4.6
158823,3703,235,92,43,4677974821,179,33.4,4.6
103690,3197,385,99,49,8453258547,139,37,3.8
188317,5877,485,95,59,4051654001,93,37,3.8
355819,665,73,120,58,10962083099,152,37,3.8
368713,784,54,91,45,11300881872,222,37,3.8
872451,3706,815,88,48,6818282271,142,37,3.8
432917,602,252,87,45,25772932228,579,37,3.8
1064607,245,87,115,65,9759844259,117,37,3.8
128904,5800,19,86,53,2346465096,79,37,3.8
91929,2718,15,85,49,2935446344,91,37,3.8
360650,3371,1955,91,49,11854597967,261,58.7,4.7
467937,948,424,97,49,24483388318,322,58.7,4.7
87469,2936,262,76,43,1544912352,62,58.7,4.7
225267,2434,1344,100,45,10574894292,109,58.7,4.7
250061,1047,298,77,43,4470189644,139,58.7,4.7
70294,2647,186,115,47,1145818152,45,58.7,4.7
95180,3006,570,80,48,3225616701,41,58.7,4.7
426479,1563,401,108,54,7794565691,84,58.7,4.7
128831,2022,242,87,50,3500040909,67,58.7,4.7
162769,4061,287,141,61,333351782,19,58.7,4.7
32308,1165,1259,90,49,6486101125,134,58.7,4.7
573641,897,3768,91,50,30730650486,374,58.7,4.7
31554,4019,2023,80,45,3685283116,107,58.7,4.7
197417,3520,665,86,50,6587072881,128,58.7,4.7
284354,449,1514,91,49,11754526211,145,27.8,8.3
85817,1477,12919,101,45,6829652517,115,27.8,8.3
181265,1085,1839,92,46,6084822372,93,27.8,8.3
118271,1784,523,105,48,3359564402,43,27.8,8.3
666985,1989,3523,91,46,24158890145,454,27.8,8.3
186644,2167,205,89,42,4710180109,94,27.8,8.3
1126757,1367,131121,82,43,54908866838,592,27.8,8.3
398814,1430,7337,89,46,23228991005,457,27.8,8.3
863590,1561,3511,86,48,32703125868,428,27.8,8.3
133304,2699,7405,102,44,5234023896,88,27.8,8.3
194150,1318,529,121,54,43643605491,519,27.8,8.3
123206,1679,672,105,43,5430220596,113,27.8,8.3
369618,2631,7991,105,46,13553886286,134,27.8,8.3
2393261,2017,5736,91,45,1.40E+11,1140,27.8,8.3
371485,1423,5213,94,54,33677964030,383,27.8,8.3
692174,1571,10990,97,47,27019522519,487,27.8,8.3
241085,1779,1737,116,50,9619438078,106,27.8,8.3
109559,55,12861,87,56,5731089974,62,27.8,8.3
273054,20,4302,97,45,9664634183,127,27.8,8.3
1493410,2582,12799,91,47,64348925599,1025,27.8,8.3
124129,1164,94,94,50,3821560248,64,43.7,9.6
927947,1050,5121,95,48,49717557668,714,43.7,9.6
193490,3043,587,90,52,7910620609,170,43.7,9.6
621323,1262,983,73,44,5498913368,118,43.7,9.6
180176,2873,414,84,55,4872910893,91,43.7,9.6
418090,2334,290,94,45,4637472095,120,43.7,9.6
646199,672,221,92,54,18488190442,270,43.7,9.6
573409,372,97,87,47,13472770853,123,43.7,9.6
249572,1650,3174,94,62,2610031675,45,43.7,9.6
180577,1510,28,83,52,1791336864,52,43.7,9.6
303783,1098,3408,88,49,12200939249,130,43.7,9.6
130347,2218,609,99,51,2279996699,39,43.7,9.6
147967,620,438,126,59,17608962313,311,54.6,10.3
81294,3282,434,83,55,1465824339,57,54.6,10.3
295661,3349,264,91,41,5080408936,147,54.6,10.3
116095,2520,35,102,51,617846132,40,54.6,10.3
82447,1632,158,88,54,3745698878,119,54.6,10.3
76373,3849,834,87,40,2569788120,88,54.6,10.3
1614810,2135,4125,89,48,50245308742,580,54.6,10.3
232166,1707,97,88,41,3236190774,133,54.6,10.3
131362,2743,225,103,42,2901336510,143,54.6,10.3
2091,41,124,101,47,275279674,19,54.6,10.3
132178,724,66,110,49,12725389945,253,54.6,10.3
138166,2281,206,70,44,1217992422,48,54.6,10.3
91505,738,69,103,54,5948695098,95,54.6,10.3
193999,1562,54,77,37,2801852699,65,54.6,10.3
156979,1571,35,79,46,23828393700,313,70.3,5.6
793837,521,1955,100,56,47332052067,494,70.3,5.6
113487,2590,73,150,56,3599310179,57,70.3,5.6
256778,419,354,103,55,8818017328,202,70.3,5.6
331300,2750,21,93,48,4850920175,151,70.3,5.6
846520,1491,1297,105,46,46416441594,1083,57.3,4.2
5725743,2750,3235,103,51,1.30E+11,1794,57.3,4.2
48491,792,1695,60,45,7375715708,91,58,13.1
236500,1044,2692,83,35,7734359686,105,58,13.1
148830,1563,1306,72,46,3287012899,84,58,13.1
2202641,3928,21727,85,47,2.38E+11,2566,58,13.1
932223,1957,11035,94,48,73766600823,921,58,13.1
207715,269,9962,101,43,23180294946,205,58,13.1
1597057,1338,16399,93,44,1.48E+11,1774,58,13.1
124320,1693,2,96,51,1040809151,20,38.2,10.8
488377,2730,340,96,54,6277130224,89,38.2,10.8
348518,3151,502,105,43,3900294323,88,38.2,10.8
1692789,2274,3950,98,54,1.49E+11,2085,38.2,10.8
996936,660,1244,113,57,31748848242,556,38.2,10.8
262921,1412,318,141,55,7468191842,185,38.2,10.8
199037,2475,1702,141,56,5234330397,176,38.2,10.8
738368,419,867,123,47,4783809530,95,38.2,10.8
147975,1235,88,116,47,7372296929,179,38.2,10.8
321309,3809,1566,103,57,33346627004,390,46.6,8
137784,3709,134,110,51,2879108855,75,46.6,8
196349,2224,241,102,49,7499346594,190,46.6,8
298623,3235,100,95,57,3384611012,91,37.4,12
121176,1012,152,90,49,6301113854,154,37.4,12
100074,2330,4,97,60,1580677133,48,37.4,12
320853,1793,378,97,57,7917972187,149,37.4,12
132907,443,659,106,51,11853961769,129,37.4,12
324826,2906,3994,107,51,8348980509,209,37.4,12
143171,2346,127,76,51,1602132276,85,25,5.9
118982,611,2960,117,58,13587336108,205,25,5.9
165737,186,14028,122,53,20266303479,229,25,5.9
247411,2809,5661,107,58,9920423797,171,25,5.9
133162,3332,2325,113,57,6146929271,81,25,5.9
32133,498,1745,129,61,5180315283,75,25,5.9
312856,1380,5963,85,50,13186467035,217,25,5.9
114198,613,1095,93,54,3288382938,97,25,5.9
175408,399,508,113,52,9672569669,131,25,5.9
72658,922,728,117,59,6203285033,141,25,5.9
75390,487,7830,118,56,1.39E+11,1130,25,5.9
26486,161,444,132,46,43332797984,427,25,5.9
50318,767,536,99,60,3278397670,56,25,5.9
36185,2679,468,122,74,1375539509,26,25,5.9
5731,442,300,116,44,937199619,15,25,5.9
132812,991,2050,90,53,6228823677,136,47,14.9
753888,935,674,120,59,59401393277,714,47,14.9
138983,517,285,113,59,8085739099,171,47,14.9
1986907,6730,5614,108,57,1.30E+11,1821,47,14.9
408479,740,603,107,60,23415832747,187,47,14.9
121965,2290,54,74,48,10365584028,167,47,14.9
89983,852,65,74,45,8171383905,120,47,14.9
6602,124,87,67,52,3130601095,45,47,14.9
92466,764,54,80,56,7949058680,108,47,14.9
1255933,2839,6368,95,48,85203601189,1087,41.3,12.2
