Date,상권_코드_명,운영_영업_개월_평균,폐업_영업_개월_평균
2019_1,강남 마이스 관광특구,98,60
2019_1,잠실 관광특구,93,51
2019_1,종로·청계 관광특구,144,64
2019_1,동대문패션타운 관광특구,129,53
2019_1,명동 남대문 북창동 다동 무교동 관광특구,141,59
2019_1,이태원 관광특구,115,59
2019_1,길동복조리시장,111,48
2019_1,둔촌역전통시장,113,45
2019_1,성내골목시장,100,46
2019_1,천호시장,152,64
2019_1,동서울시장,170,92
2019_1,고분다리골목시장,97,46
2019_1,양지골목시장,105,58
2019_1,암사종합시장,99,52
2019_1,고덕전통시장,131,60
2019_1,명일골목시장,118,46
2019_1,새마을시장,105,53
2019_1,석촌시장,113,51
2019_1,방이시장,103,51
2019_1,마천시장,126,56
2019_1,풍납시장,112,49
2019_1,강남개포시장,79,51
2019_1,도곡시장,117,56
2019_1,청담삼익시장,135,66
2019_1,논현종합시장,96,57
2019_1,영동전통시장,99,49
2019_1,강남시장_강남,97,57
2019_1,양재시장,117,50
2019_1,남부종합시장,126,50
2019_1,우림시장,99,80
2019_1,미성동도깨비시장,100,55
2019_1,신신림시장,156,94
2019_1,삼성동시장,124,68
2019_1,신림중앙시장,133,50
2019_1,강남골목시장,118,46
2019_1,신림종합시장,85,46
2019_1,관악신사시장,107,52
2019_1,신원시장,112,54
2019_1,인헌시장,105,53
2019_1,봉천중앙시장,142,66
2019_1,봉천현대시장,130,57
2019_1,봉일시장,124,52
2019_1,봉천제일종합시장,132,54
2019_1,낙성대시장,64,49
2019_1,중부시장,149,57
2019_1,사당시장,132,58
2019_1,남성역골목시장,115,48
2019_1,남성사계시장,116,56
2019_1,흑석시장,110,56
2019_1,상도4동도깨비골목시장,133,55
2019_1,성대시장,109,48
2019_1,영도시장,195,47
2019_1,상도전통시장,98,54
2019_1,강남시장_동작,85,64
2019_1,신노량진시장,146,62
2019_1,본동인정시장,174,62
2019_1,노량진중앙시장,87,57
2019_1,대림중앙시장,92,55
2019_1,우리시장,105,60
2019_1,영진시장A동,104,79
2019_1,사러가시장,166,81
2019_1,대신시장,148,69
2019_1,양남시장,198,105
2019_1,영일시장,124,53
2019_1,도림시장,114,79
2019_1,영등포청과시장,128,60
2019_1,영등포전통시장,109,56
2019_1,은행나무시장,106,56
2019_1,박미시장,114,69
2019_1,현대시장,111,57
2019_1,대명시장,135,81
2019_1,푸른터시장,280,0
2019_1,남문시장,115,49
2019_1,독산동 우시장,155,84
2019_1,오류시장,125,60
2019_1,개봉중앙시장,136,51
2019_1,고척근린시장,121,58
2019_1,가리봉시장,134,59
2019_1,남구로시장,118,53
2019_1,구로시장,106,56
2019_1,공항시장,65,59
2019_1,방신전통시장,114,48
2019_1,송화골목시장,111,60
2019_1,까치산시장,101,53
2019_1,화곡본동시장,135,55
2019_1,남부골목시장,110,50
2019_1,대원종합시장,137,55
2019_1,화곡중앙골목시장,137,55
2019_1,신월중앙시장,81,44
2019_1,등마루시장,95,69
2019_1,신정3동골목시장,102,54
2019_1,신정2동골목시장,126,64
2019_1,신정제일시장,109,55
2019_1,신월7동골목시장,93,55
2019_1,신월6동골목시장,139,58
2019_1,신곡종합시장,139,54
2019_1,신월3동골목시장,145,45
2019_1,경창시장,124,47
2019_1,월정로시장,94,50
2019_1,신영시장,108,49
2019_1,목4동시장,98,48
2019_1,목3동시장,110,50
2019_1,목2동시장,115,55
2019_1,마포농수산물시장,106,60
2019_1,동진시장,88,52
2019_1,망원월드컵시장,106,53
2019_1,망원시장,91,53
2019_1,합정시장,61,67
2019_1,영진시장,116,53
2019_1,서교시장,122,38
2019_1,신수시장,179,48
2019_1,아현시장,124,63
2019_1,마포시장,143,53
2019_1,공덕시장,135,53
2019_1,백련시장,111,90
2019_1,모래내시장,162,117
2019_1,포방터시장,97,46
2019_1,인왕시장,149,88
2019_1,아현가구거리상점가,117,73
2019_1,영천시장,123,60
2019_1,수일시장,173,82
2019_1,증산종합시장,116,61
2019_1,대림골목시장,109,62
2019_1,신응암시장,120,70
2019_1,녹번시장,120,79
2019_1,대조시장,102,55
2019_1,역촌중앙시장,148,46
2019_1,갈현시장,78,74
2019_1,연서시장,122,58
2019_1,상계중앙시장,107,43
2019_1,상계시장,273,123
2019_1,공릉동도깨비시장,129,55
2019_1,방학동도깨비시장,110,48
2019_1,쌍문역골목시장,102,55
2019_1,백운시장,82,55
2019_1,신도봉시장,114,47
2019_1,창동골목시장,108,49
2019_1,창동신창시장,118,52
2019_1,수유북부시장,137,42
2019_1,장미원골목시장,114,59
2019_1,수유중앙시장,122,45
2019_1,강북종합시장,117,53
2019_1,우이시장,97,54
2019_1,수유전통시장,130,62
2019_1,번동북부골목시장,110,51
2019_1,솔샘시장,101,61
2019_1,숭인시장,129,68
2019_1,방천골목시장,95,47
2019_1,동북시장,113,48
2019_1,석관황금시장,101,48
2019_1,석관시장,123,52
2019_1,새석관시장,179,56
2019_1,번동시장,148,66
2019_1,장위전통시장,131,63
2019_1,밤나무골시장,105,54
2019_1,길음시장,156,66
2019_1,정릉시장,127,60
2019_1,정릉아리랑시장,117,59
2019_1,돈암제일시장,126,62
2019_1,유영시장,133,57
2019_1,우림골목시장,117,53
2019_1,묵1동도깨비시장,109,53
2019_1,태능시장,118,50
2019_1,중화제일시장,89,57
2019_1,사가정시장,105,51
2019_1,면목골목시장,124,50
2019_1,동원시장,108,50
2019_1,동부골목시장,106,53
2019_1,이문제일시장,130,50
2019_1,이경시장,115,47
2019_1,회기시장,111,53
2019_1,청량리청과물시장,110,55
2019_1,전곡시장,129,54
2019_1,답십리시장,105,45
2019_1,동부시장,144,78
2019_1,답십리현대시장,146,54
2019_1,전농로터리시장,154,57
2019_1,청량리종합시장,142,76
2019_1,청량리전통시장,136,79
2019_1,청량리농수산물시장,153,79
2019_1,서울약령시장,138,64
2019_1,동서시장,81,117
2019_1,경동시장,181,98
2019_1,청량리수산시장,120,72
2019_1,용두시장,113,36
2019_1,동부청과시장,279,132
2019_1,구의시장,305,87
2019_1,조양시장,126,60
2019_1,영동교골목시장,91,53
2019_1,능동로골목시장,116,49
2019_1,노룬산골목시장,139,46
2019_1,자양종합시장,194,28
2019_1,자양골목시장,122,50
2019_1,신성골목시장,164,67
2019_1,면곡골목시장,102,53
2019_1,중곡제일시장,117,51
2019_1,화양제일골목시장,92,49
2019_1,한아름시장,118,49
2019_1,성동용답상가시장,111,49
2019_1,뚝도시장,111,60
2019_1,금남시장,128,65
2019_1,행당시장,111,54
2019_1,마장축산물시장,119,54
2019_1,보광시장,128,79
2019_1,이태원제일시장,83,49
2019_1,이태원시장,141,80
2019_1,이촌종합시장,130,61
2019_1,용문전통시장,131,54
2019_1,만리시장,137,69
2019_1,신흥시장,85,67
2019_1,후암시장,107,73
2019_1,합동(새벽)시장,103,66
2019_1,서울중앙시장,134,75
2019_1,백학시장,107,54
2019_1,약수시장,120,60
2019_1,청평화시장,104,59
2019_1,제일평화시장,95,53
2019_1,동평화시장,121,52
2019_1,남평화시장,117,56
2019_1,방산종합시장,154,69
2019_1,평화시장,128,53
2019_1,인현시장,138,55
2019_1,신중부시장,141,68
2019_1,남대문시장,137,60
2019_1,신설종합시장,188,39
2019_1,동묘시장,114,48
2019_1,창신골목시장,140,59
2019_1,동문시장,76,56
2019_1,충신시장,152,73
2019_1,종로신진시장,147,68
2019_1,동대문종합시장,136,66
2019_1,광장시장,210,87
2019_1,통인시장,121,62
2019_1,서울 노원구 노원역_3,90,47
2019_1,서울 노원구 노원역_2,103,44
2019_1,서울 노원구 노원역_1,102,48
2019_1,창동역,100,50
2019_1,서울 강북구 수유역_3,112,51
2019_1,등나무근린공원 주변,87,50
2019_1,서울 강북구 수유역_2,98,49
2019_1,서울 강북구 수유역_1,102,49
2019_1,서울 은평구 연신내역_3,98,41
2019_1,서울 은평구 연신내역_2,90,48
2019_1,서울 은평구 연신내역_1,119,67
2019_1,서울 성북구 미아삼거리역_2,120,56
2019_1,서울 강북구 미아삼거리역_1,95,51
2019_1,서울 은평구 불광역_3,101,46
2019_1,서울 은평구 불광역_2,130,62
2019_1,서울 은평구 불광역_1,99,47
2019_1,미아사거리_2,92,53
2019_1,미아사거리_1,110,52
2019_1,서울 성북구 성신여대입구역,100,49
2019_1,경희대학교,92,48
2019_1,서울 성북구 안암역,97,49
2019_1,혜화역 대학로_3,97,55
2019_1,혜화역 대학로_2,112,49
2019_1,혜화역 대학로_1,87,53
2019_1,디지털미디어시티,50,35
2019_1,서울 동대문구 청량리역,167,61
2019_1,서울 종로구 경복궁역_2,120,54
2019_1,서울 종로구 안국역_2,100,57
2019_1,서울 종로구 안국역_1,124,57
2019_1,서울 종로구 경복궁역_1,107,57
2019_1,서울 종로구 종로3가역_3,121,53
2019_1,서울 종로구 종로3가역_2,109,57
2019_1,서울 동대문구 신설동역_2,132,45
2019_1,인사동,142,64
2019_1,서울 종로구 종로5가역_4,151,67
2019_1,서울 종로구 종로5가역_3,135,56
2019_1,종로구청,110,59
2019_1,서울 종로구 종로5가역_2,105,57
2019_1,신설동역,121,38
2019_1,서울 동대문구 신설동역_1,101,47
2019_1,서울 종로구 광화문역_2,125,56
2019_1,동묘앞역,127,49
2019_1,장안동사거리,95,47
2019_1,서울 종로구 동대문역_2,96,51
2019_1,서울 종로구 동대문역_1,132,61
2019_1,동대문시장_2,141,69
2019_1,서울 종로구 종로5가역_1,134,73
2019_1,서울 종로구 종로3가역_1,127,56
2019_1,서울 종로구 광화문역_1,139,69
2019_1,종각역,145,56
2019_1,종각역 젊음의 거리,105,56
2019_1,서대문구 서대문역_1,125,61
2019_1,동대문시장_1,133,49
2019_1,시청역_2,118,58
2019_1,서울시청,128,63
2019_1,서울 중구 을지로3가역_2,138,63
2019_1,서울 중구 신당역_2,158,55
2019_1,서대문구 서대문역_2,126,59
2019_1,동대문역사문화공원역,147,60
2019_1,서울 중구 을지로3가역_1,159,60
2019_1,명동거리,152,55
2019_1,롯데백화점,108,73
2019_1,서울 중구 신당역_1,117,56
2019_1,북창동,152,59
2019_1,서울 중구 충무로역_2,161,57
2019_1,서울 강서구 송정역,117,54
2019_1,장한평역_2,116,50
2019_1,시청역_1,128,68
2019_1,왕십리역_2,108,56
2019_1,서울 강서구 발산역,69,46
2019_1,장한평역_1,108,48
2019_1,서울 중구 충무로역_1,123,59
2019_1,왕십리역_1,89,69
2019_1,장한평역,111,53
2019_1,서울 중구 명동역,110,51
2019_1,장충동 족발거리,131,68
2019_1,한양시장,83,56
2019_1,서울 서대문구 이대역,111,47
2019_1,서울 서대문구 신촌역,114,52
2019_1,서울 마포구 홍대입구역_3,81,48
2019_1,서울 마포구 홍대입구역_2,82,49
2019_1,홍익대학교 주변,73,45
2019_1,서울 광진구 군자역,96,53
2019_1,신촌역,124,56
2019_1,강서구청,89,45
2019_1,서울 마포구 홍대입구역_1,91,47
2019_1,서울 중구 약수역_2,100,55
2019_1,서울 중구 약수역_1,139,61
2019_1,서울 강동구 고덕역,108,55
2019_1,등촌역,99,49
2019_1,서울 강동구 명일역,119,50
2019_1,어린이대공원역,95,52
2019_1,서울 마포구 공덕역_2,133,66
2019_1,공덕역,98,46
2019_1,서울 용산구 숙대입구역,118,58
2019_1,남영역,126,56
2019_1,서울 마포구 공덕역_1,80,45
2019_1,서울 마포구 마포역_2,101,50
2019_1,서울 광진구 건대입구역_2,79,52
2019_1,서울 마포구 마포역_1,116,54
2019_1,서울 강동구 천호역_2,99,50
2019_1,서울 광진구 건대입구역_1,84,55
2019_1,건대입구역,67,42
2019_1,서울 광진구 구의역,104,49
2019_1,서울 강동구 천호역,109,54
2019_1,당산역_2,86,50
2019_1,서울 강동구 천호역_1,104,49
2019_1,서울 강동구 길동역,100,46
2019_1,용산 전자상가_5,140,50
2019_1,용산 전자상가_4,125,51
2019_1,당산역_1,89,49
2019_1,서울 광진구 강변역,128,56
2019_1,용산 전자상가_3,140,47
2019_1,서울 용산구 이태원역,129,61
2019_1,한남오거리,120,57
2019_1,목동사거리,97,51
2019_1,용산 전자상가_2,134,47
2019_1,용산구청,71,54
2019_1,용산 전자상가_1,120,59
2019_1,국회의사당역_2,106,48
2019_1,서울 용산구 신용산역,102,55
2019_1,국회의사당역_1,105,66
2019_1,압구정 로데오거리_2,98,46
2019_1,서울 강남구 압구정역,100,50
2019_1,서울 영등포구 영등포구청역,98,47
2019_1,압구정 로데오거리_1,98,46
2019_1,서울 강동구 둔촌동역,111,53
2019_1,오목교역,80,51
2019_1,신사동 가로수길,92,48
2019_1,서울 영등포구 여의도역_2,101,55
2019_1,청담사거리_3,92,49
2019_1,영등포유통상가,117,50
2019_1,청담역_2,98,51
2019_1,청담역_1,95,45
2019_1,청담사거리_2,103,54
2019_1,청담사거리_1,104,44
2019_1,서울 영등포구 여의도역_1,112,48
2019_1,서울 양천구 신정네거리역_2,117,56
2019_1,학동사거리_2,84,45
2019_1,서울 영등포구 영등포시장역,156,58
2019_1,학동사거리_1,107,46
2019_1,여의도 시범아파트앞,104,47
2019_1,영등포역_3,122,52
2019_1,도산공원사거리_1,107,44
2019_1,영등포역_2,117,61
2019_1,문래동 주민센터,58,35
2019_1,강남구 신사역_2,99,46
2019_1,영등포역_1,115,53
2019_1,서울 강남구 강남구청역_2,95,47
2019_1,강남구 신사역_1,102,48
2019_1,서울 동작구 노량진1동_1,142,77
2019_1,서울 강남구 학동역_3,105,45
2019_1,서울 강남구 강남구청역_1,95,48
2019_1,잠실역,97,51
2019_1,강남구 논현역_4,98,48
2019_1,학동역,101,52
2019_1,방이동 먹자골목,86,45
2019_1,서울 강남구 학동역_2,99,45
2019_1,서울 동작구 노량진역,96,52
2019_1,삼성역_3,104,57
2019_1,코엑스,98,60
2019_1,서울 강남구 학동역_1,124,57
2019_1,선정릉역_2,86,45
2019_1,강남구 논현역_3,86,53
2019_1,포스코사거리_2,99,52
2019_1,포스코사거리_1,90,46
2019_1,잠실역 롯데월드,107,68
2019_1,신도림역,73,42
2019_1,강남구 논현역_2,91,44
2019_1,선정릉역_1,80,42
2019_1,신천역,105,48
2019_1,강남구 논현역_1,98,43
2019_1,삼성역_2,98,57
2019_1,삼정역_2,84,43
2019_1,삼정역_1,104,46
2019_1,삼성역_1,87,48
2019_1,서울 강남구 선릉역_2,91,43
2019_1,고속터미널역,126,73
2019_1,서울 서초구 강남역,87,46
2019_1,서울 강남구 선릉역_1,91,49
2019_1,서울 송파구 석촌역_2,107,48
2019_1,선릉역_2,82,46
2019_1,서울 강남구 역삼역_2,87,47
2019_1,서울 송파구 석촌역_1,128,44
2019_1,석촌역,165,52
2019_1,서울 강남구 강남역_2,98,47
2019_1,선릉역_1,81,40
2019_1,구로역,92,55
2019_1,역삼역_2,104,53
2019_1,대림역_2,100,42
2019_1,서울 강남구 역삼역_1,85,43
2019_1,신대방삼거리역,96,53
2019_1,서울 강남구 한티역,86,50
2019_1,은마아파트입구사거리_4,93,43
2019_1,은마아파트입구사거리_3,82,51
2019_1,은마아파트입구사거리_2,95,50
2019_1,오류동역,115,57
2019_1,서울 강남구 강남역,74,43
2019_1,은마아파트입구사거리_1,112,52
2019_1,대림역_1,83,47
2019_1,교대역_4,101,56
2019_1,서울 강남구 강남역_1,87,46
2019_1,방배동카페골목,125,47
2019_1,가락시장,79,57
2019_1,교대역_3,108,48
2019_1,역삼역_1,94,45
2019_1,교대역_2,97,50
2019_1,서울 송파구 가락시장역,98,43
2019_1,서울 서초구 서초역,101,55
2019_1,서울 강남구 대치역_2,108,55
2019_1,서울 강남구 대치역_1,88,49
2019_1,뱅뱅사거리_2,91,44
2019_1,보라매공원,95,55
2019_1,교대역_1,98,48
2019_1,개봉동 현대아파트 인근,133,55
2019_1,뱅뱅사거리,95,47
2019_1,뱅뱅사거리_1,96,45
2019_1,서울 관악구 신림역_4,106,44
2019_1,동작구 총신대입구역_1,102,51
2019_1,양재역_3,102,47
2019_1,동작구 총신대입구역_2,116,56
2019_1,서울 서초구 남부터미널역_3,100,50
2019_1,서울 강남구 수서역,101,51
2019_1,서울 관악구 신림역_3,114,59
2019_1,서울 서초구 남부터미널역_2,110,50
2019_1,구로디지탈1단지,69,43
2019_1,양재역,105,53
2019_1,문정역,86,39
2019_1,매봉역,103,46
2019_1,서울 서초구 방배역,109,53
2019_1,서울 서초구 남부터미널역_1,136,55
2019_1,서울 관악구 신림역_2,89,48
2019_1,서울 관악구 신림역_1,105,58
2019_1,양재역_2,109,52
2019_1,양재역_1,155,56
2019_1,서울 관악구 서울대입구역_2,110,58
2019_1,가산디지털단지역_3,79,45
2019_1,구로디지털단지역,115,48
2019_1,서울 관악구 서울대입구역_1,92,48
2019_1,관악구 사당역_1,92,54
2019_1,가산디지털단지역_2,67,49
2019_1,관악구 사당역_2,102,51
2019_1,가산디지털단지역_1,71,44
2019_1,장지역,59,36
2019_1,포이사거리_1,130,51
2019_1,포이사거리_2,98,40
2019_1,관악구 사당역_3,116,53
2019_1,서울 관악구 대학동_1,110,48
2019_1,서울 금천구 독산1동_1,77,45
2019_1,양재동 꽃시장,212,78
2019_1,양재 화물트럭터미널앞_2,102,50
2019_1,양재 화물트럭터미널앞_1,88,48
2019_1,서울 금천구 시흥1동_4,114,54
2019_1,풍성로37가길,99,42
2019_1,천호옛길,115,51
2019_1,천호옛14길,100,52
2019_1,천호대로219길,105,55
2019_1,천호대로197길,85,54
2019_1,천호대로187길,122,47
2019_1,천호대로170길,92,46
2019_1,천호대로162길,85,43
2019_1,천중로51길,100,44
2019_1,천중로39길,92,52
2019_1,진황도로47길,94,43
2019_1,진황도로27길,92,50
2019_1,올림픽로98길,98,46
2019_1,올림픽로80길,124,50
2019_1,올림픽로78길,133,52
2019_1,올림픽로77길,118,53
2019_1,올림픽로71길,82,49
2019_1,올림픽로48길,92,49
2019_1,양재대로96길,110,50
2019_1,양재대로95길,116,45
2019_1,양재대로91길,103,44
2019_1,양재대로133길,107,47
2019_1,양재대로124길,83,43
2019_1,양재대로116길,77,43
2019_1,양재대로101길,103,42
2019_1,암사길,99,46
2019_1,성안로3길,111,49
2019_1,성내로5길,105,48
2019_1,상일로5길,93,50
2019_1,상암로5길,114,51
2019_1,상암로51길,90,47
2019_1,상암로4길,94,46
2019_1,상암로14길,100,44
2019_1,명일로13길,102,49
2019_1,동남로85길,94,52
2019_1,동남로82길,126,56
2019_1,동남로65길,101,47
2019_1,구천면로42길,132,55
2019_1,구천면로41길,88,46
2019_1,구천면로36길,92,51
2019_1,고덕로61길,98,47
2019_1,고덕로25길,118,59
2019_1,고덕로10길,94,51
2019_1,강동대로53길,97,47
2019_1,풍성로25길,122,52
2019_1,오금로46길,103,51
2019_1,오금로36길,97,43
2019_1,오금로11길,99,50
2019_1,양재대로72길,102,50
2019_1,양재대로71길,92,49
2019_1,양재대로64길,105,45
2019_1,양재대로62길,93,45
2019_1,송파대로30길,81,44
2019_1,송이로36길,97,44
2019_1,송이로32길,96,48
2019_1,송이로23길,95,46
2019_1,삼전로13길,101,46
2019_1,백제고분로50길,106,50
2019_1,백제고분로46길,105,49
2019_1,백제고분로45길,86,45
2019_1,백제고분로42길,90,46
2019_1,백제고분로39길,89,50
2019_1,백제고분로34길,99,48
2019_1,백제고분로33길,74,45
2019_1,백제고분로32길,100,50
2019_1,백제고분로31길,101,48
2019_1,백제고분로22길,100,47
2019_1,백제고분로21길,91,41
2019_1,마천로51길,121,51
2019_1,동남로20길,95,50
2019_1,거마로20길,110,54
2019_1,학동로77길,97,52
2019_1,학동로6길,82,46
2019_1,학동로56길,100,50
2019_1,학동로38길,80,48
2019_1,테헤란로81길,85,50
2019_1,일원로9길,93,51
2019_1,일원로3길,109,53
2019_1,영동대로65길,92,49
2019_1,영동대로112길,113,55
2019_1,언주로81길,83,45
2019_1,압구정로2길,87,37
2019_1,선릉로18길,114,58
2019_1,선릉로146길,75,43
2019_1,선릉로133길,76,45
2019_1,선릉로132길,93,53
2019_1,선릉로121길,92,45
2019_1,삼성로75길,86,41
2019_1,삼성로69길,81,45
2019_1,삼성로64길,103,45
2019_1,삼성로63길,88,44
2019_1,삼성로57길,90,50
2019_1,삼성로147길,86,51
2019_1,삼성로115길,91,49
2019_1,봉은사로68길,95,42
2019_1,봉은사로57길,95,40
2019_1,봉은사로43길,92,48
2019_1,봉은사로29길,86,46
2019_1,봉은사로109길,88,52
2019_1,도산대로89길,76,47
2019_1,도산대로81길,86,48
2019_1,도산대로50길,78,54
2019_1,도산대로38길,77,43
2019_1,도산대로30길,93,47
2019_1,도산대로23길,78,49
2019_1,도산대로15길,66,45
2019_1,도곡로37길,95,45
2019_1,논현로8길,118,46
2019_1,논현로63길,98,48
2019_1,논현로28길,96,48
2019_1,논현로26길,105,50
2019_1,논현로159길,88,44
2019_1,논현로139길,85,54
2019_1,논현로123길,90,42
2019_1,논현로115길,87,49
2019_1,논현로10길,97,46
2019_1,논현로106길,94,43
2019_1,남부순환로365길,92,49
2019_1,개포로82길,119,50
2019_1,개포로28길,111,49
2019_1,개포로20길,112,47
2019_1,개포로17길,108,45
2019_1,강남대로140길,107,45
2019_1,강남대로136길,93,55
2019_1,강남대로118길,85,41
2019_1,서초중앙로8길,114,47
2019_1,방배중앙로21길,92,48
2019_1,효령로72길,94,43
2019_1,효령로34길,112,54
2019_1,효령로31길,91,46
2019_1,효령로23길,95,46
2019_1,청두곶길,85,47
2019_1,주흥길,100,49
2019_1,주흥15길,96,45
2019_1,언남길,101,47
2019_1,신반포로45길,108,49
2019_1,서초대로8길,141,71
2019_1,서초대로64길,108,54
2019_1,서초대로4길,92,52
2019_1,서초대로25길,107,55
2019_1,서초대로23길,109,52
2019_1,서초대로15길,120,53
2019_1,사평대로57길,109,40
2019_1,사평대로26길,116,57
2019_1,사평대로22길,102,50
2019_1,사임당로17길,105,46
2019_1,방배로42길,92,53
2019_1,방배로35길,116,48
2019_1,방배로18길,103,54
2019_1,반포대로9길,119,44
2019_1,바우뫼로39길,101,42
2019_1,마방로2길,97,52
2019_1,방배천로4안길,95,51
2019_1,동산로19길,95,47
2019_1,동산로10길,124,51
2019_1,동광로39길,81,46
2019_1,동광로1길,112,55
2019_1,동광로12길,122,51
2019_1,논현로27길,102,48
2019_1,논현로1길,115,50
2019_1,남부순환로339길,111,47
2019_1,남부순환로325길,113,48
2019_1,남부순환로317길,122,52
2019_1,고무래로8길,96,46
2019_1,강남대로8길,98,51
2019_1,강남대로34길,100,48
2019_1,강남대로23길,105,52
2019_1,소담길,170,71
2019_1,원신길,139,58
2019_1,양지길,122,76
2019_1,양산길,145,55
2019_1,호암로24길,85,47
2019_1,호암로20길,91,53
2019_1,행운길,100,48
2019_1,행운1길,103,49
2019_1,청림3길,115,55
2019_1,청룡길,114,50
2019_1,청룡8길,108,49
2019_1,중앙길,96,54
2019_1,조원중앙로2길,121,47
2019_1,조원로18길,121,49
2019_1,조원로10길,114,49
2019_1,장군봉2길,71,44
2019_1,장군봉1길,110,47
2019_1,인헌길,112,53
2019_1,은천로25길,94,47
2019_1,양녕로6길,115,50
2019_1,신원로3길,91,51
2019_1,신사로20길,85,54
2019_1,신림로65길,101,48
2019_1,신림로64길,86,44
2019_1,신림로48길,158,59
2019_1,신림로38길,125,51
2019_1,신림로28길,117,52
2019_1,신림로11길,83,53
2019_1,신림동길,91,51
2019_1,승방길,101,47
2019_1,서림7길,88,57
2019_1,봉천로33길,94,48
2019_1,봉천로13길,92,45
2019_1,복은길,81,50
2019_1,법원단지길,109,50
2019_1,법원단지9길,113,56
2019_1,미성5길,111,53
2019_1,대학길,79,47
2019_1,대학14길,121,87
2019_1,당곡길,104,57
2019_1,남현길,93,49
2019_1,남현3길,114,59
2019_1,남현2길,108,56
2019_1,남부순환로248길,108,53
2019_1,남부순환로234길,70,52
2019_1,남부순환로172길,112,49
2019_1,남부순환로161길,102,47
2019_1,남부순환로151길,104,48
2019_1,남부순환로142길,110,52
2019_1,난향길,107,52
2019_1,난우길,107,50
2019_1,난곡로74길,90,42
2019_1,난곡로34길,124,61
2019_1,난곡로26길,118,55
2019_1,난곡로24길,129,56
2019_1,낙성대역길,85,54
2019_1,국회단지길,138,53
2019_1,구암길,118,47
2019_1,관천로22길,91,55
2019_1,관천로15길,91,63
2019_1,관악로30길,94,50
2019_1,관악로28길,102,49
2019_1,관악로14길,82,48
2019_1,관악로10길,79,55
2019_1,흑석로9길,90,49
2019_1,흑석로13길,114,64
2019_1,장승배기로27길,99,56
2019_1,장승배기로19길,131,66
2019_1,장승배기로10길,146,63
2019_1,여의대방로46길,97,59
2019_1,여의대방로24길,120,49
2019_1,여의대방로22카길,101,48
2019_1,여의대방로22나길,93,46
2019_1,여의대방로22길,107,48
2019_1,양녕로26길,83,51
2019_1,신대방길,122,50
2019_1,성대로29길,105,59
2019_1,성대로1길,121,51
2019_1,서달로8가길,135,59
2019_1,서달로15길,113,61
2019_1,서달로14길,89,64
2019_1,서달로10길,169,89
2019_1,상도로62길,81,52
2019_1,상도로61길,85,58
2019_1,상도로47길,96,51
2019_1,상도로37길,128,55
2019_1,상도로15길,108,51
2019_1,사당로8길,114,51
2019_1,사당로30길,88,45
2019_1,사당로2차길,102,48
2019_1,사당로29길,133,49
2019_1,사당로26길,91,43
2019_1,사당로23나길,109,58
2019_1,사당로23길,117,60
2019_1,사당로20길,115,52
2019_1,사당로16길,117,51
2019_1,사당로16가길,92,47
2019_1,만양로8길,96,59
2019_1,만양로14길,91,52
2019_1,등용로14길,124,47
2019_1,동작대로7길,97,51
2019_1,동작대로35길,120,59
2019_1,동작대로33길,95,51
2019_1,동작대로29길,110,50
2019_1,동작대로17길,107,47
2019_1,대방동2길,95,46
2019_1,대방동27길,102,52
2019_1,노량진로6길,140,62
2019_1,국사봉길,108,55
2019_1,국사봉2길,94,45
2019_1,국사봉1길,118,49
2019_1,영신로9길,97,54
2019_1,영등포로84길,119,53
2019_1,영등포로80길,104,46
2019_1,영등포로62길,96,58
2019_1,영등포로35길,115,51
2019_1,영등포로27길,144,44
2019_1,영등포로25길,105,51
2019_1,여의대방로61길,132,59
2019_1,여의대방로43나길,108,56
2019_1,여의대방로39길,137,48
2019_1,여의대방로35길,130,61
2019_1,양평로28길,128,72
2019_1,양평로22라길,73,52
2019_1,양평로19길,104,48
2019_1,신길로60길,119,44
2019_1,신길로42길,108,55
2019_1,신길로42가길,124,81
2019_1,신길로39길,98,54
2019_1,신길로17길,114,44
2019_1,선유서로28길,94,59
2019_1,선유서로25길,88,51
2019_1,선유서로24길,133,51
2019_1,선유로55길,117,53
2019_1,디지털로74길,157,56
2019_1,디지털로57길,98,49
2019_1,디지털로37길,77,45
2019_1,도신로62길,130,53
2019_1,도신로60길,132,53
2019_1,도신로29길,126,50
2019_1,도신로15길,107,53
2019_1,도림천로21길,93,41
2019_1,도림로63길,148,47
2019_1,도림로147길,129,63
2019_1,도림로112길,91,55
2019_1,대림로8길,131,51
2019_1,대림로7길,116,42
2019_1,대림로44길,128,53
2019_1,대림로34길,114,50
2019_1,대림로31길,132,46
2019_1,대림로29길,77,43
2019_1,대림로22길,105,48
2019_1,당산로46길,105,50
2019_1,당산로38길,89,53
2019_1,당산로37길,85,49
2019_1,당산로31길,86,53
2019_1,국회대로56길,148,63
2019_1,경인로90길,89,51
2019_1,경인로80길,102,78
2019_1,경인로77길,101,56
2019_1,가마산로61길,108,50
2019_1,시흥대로94길,105,51
2019_1,시흥대로84길,130,55
2019_1,시흥대로68길,125,50
2019_1,시흥대로63길,103,51
2019_1,시흥대로62가길,105,48
2019_1,시흥대로36길,120,59
2019_1,시흥대로22길,140,65
2019_1,시흥대로153길,97,47
2019_1,시흥대로150길,115,47
2019_1,시흥대로141길,111,49
2019_1,시흥대로138길,105,46
2019_1,시흥대로120길,89,47
2019_1,벚꽃로56길,94,54
2019_1,범안로17길,102,52
