Date,상권_코드_명,운영_영업_개월_평균,폐업_영업_개월_평균
2018_1,답십리로72길,93,46
2018_1,답십리로69길,94,46
2018_1,답십리로68길,84,41
2018_1,답십리로64길,110,51
2018_1,답십리로63길,123,50
2018_1,답십리로60길,114,52
2018_1,답십리로56길,103,57
2018_1,답십리로23길,100,53
2018_1,난계로30길,108,48
2018_1,경희대로4길,78,47
2018_1,경희대로3길,84,47
2018_1,천호대로129길,79,54
2018_1,천호대로123길,107,52
2018_1,천호대로109길,79,44
2018_1,자양번영로3길,107,63
2018_1,자양로53길,107,52
2018_1,자양로50길,84,51
2018_1,자양로45길,89,53
2018_1,자양로26길,89,42
2018_1,자양로15길,110,49
2018_1,자양로11길,102,45
2018_1,용마산로3길,78,52
2018_1,용마산로21길,90,49
2018_1,아차산로78길,81,57
2018_1,아차산로65길,82,51
2018_1,아차산로55길,97,46
2018_1,아차산로51길,109,49
2018_1,아차산로40길,107,54
2018_1,면목로17길,108,51
2018_1,뚝섬로64길,121,56
2018_1,뚝섬로58길,93,49
2018_1,뚝섬로54길,98,40
2018_1,뚝섬로48길,88,51
2018_1,뚝섬로24길,145,56
2018_1,뚝섬로23길,93,48
2018_1,동일로24길,86,41
2018_1,동일로18길,81,45
2018_1,능동로4길,77,43
2018_1,능동로3길,107,49
2018_1,능동로34길,76,54
2018_1,능동로19길,83,46
2018_1,능동로13길,91,44
2018_1,긴고랑로9길,92,48
2018_1,긴고랑로8길,104,44
2018_1,긴고랑로7길,99,54
2018_1,긴고랑로20길,113,52
2018_1,광나루로52길,85,52
2018_1,광나루로40길,125,53
2018_1,광나루로37길,168,62
2018_1,광나루로36길,108,50
2018_1,광나루로24길,91,55
2018_1,광나루로12길,125,46
2018_1,한림말길,80,42
2018_1,한림말3길,82,53
2018_1,청계천로10나길,112,52
2018_1,장터길,113,54
2018_1,용답중앙길,126,59
2018_1,용답29길,98,55
2018_1,왕십리로6길,91,52
2018_1,왕십리로31길,97,59
2018_1,왕십리로26길,110,52
2018_1,왕십리로21길,124,54
2018_1,왕십리로14길,88,50
2018_1,아차산로5길,90,60
2018_1,아차산로15길,86,46
2018_1,아차산로11길,89,58
2018_1,송정4가길,111,51
2018_1,송정12라길,126,48
2018_1,성수일로6길,101,51
2018_1,성수이로7길,73,51
2018_1,성수이로18길,82,48
2018_1,성덕정길,118,52
2018_1,성덕정17길,101,50
2018_1,서울숲2길,59,45
2018_1,상원길,87,49
2018_1,상원12길,94,59
2018_1,사근동길,103,68
2018_1,무학봉길,93,64
2018_1,무학봉28길,93,50
2018_1,무학로6길,103,57
2018_1,무수막길,98,59
2018_1,매봉길,81,65
2018_1,마조로1길,87,46
2018_1,마조로16길,128,60
2018_1,마장로39길,109,56
2018_1,마장로27길,133,57
2018_1,뚝섬로5길,75,53
2018_1,둘레9길,134,53
2018_1,금호산길,124,66
2018_1,금호산2길,94,60
2018_1,고산자로6길,95,50
2018_1,후암로28길,93,63
2018_1,효창원로39길,100,48
2018_1,회나무로13길,78,47
2018_1,한남대로20길,71,44
2018_1,한강대로88길,171,63
2018_1,한강대로7길,100,61
2018_1,한강대로62길,125,58
2018_1,한강대로52길,98,53
2018_1,한강대로43길,92,50
2018_1,한강대로15길,123,63
2018_1,한강대로104길,109,59
2018_1,청파로73길,106,67
2018_1,청파로71길,138,50
2018_1,청파로47나길,98,55
2018_1,청파로47길,96,47
2018_1,장문로45길,98,49
2018_1,이태원로54길,63,49
2018_1,이태원로27길,110,61
2018_1,이촌로22길,136,72
2018_1,원효로89길,110,60
2018_1,원효로53길,130,50
2018_1,원효로41길,117,51
2018_1,원효로19길,103,62
2018_1,우사단로4길,92,58
2018_1,우사단로14길,88,48
2018_1,우사단로10길,95,53
2018_1,신흥로20길,102,59
2018_1,소월로20길,75,52
2018_1,서빙고로71길,133,77
2018_1,백범로90길,69,46
2018_1,백범로79길,95,58
2018_1,두텁바위로1길,113,58
2018_1,대사관로34길,101,43
2018_1,녹사평대로46길,75,45
2018_1,녹사평대로40나길,84,55
2018_1,녹사평대로32길,120,58
2018_1,녹사평대로26길,90,55
2018_1,녹사평대로11길,118,44
2018_1,퇴계로90길,100,50
2018_1,퇴계로8길,113,67
2018_1,퇴계로56길,135,54
2018_1,퇴계로46길,134,53
2018_1,퇴계로18길,90,53
2018_1,퇴계로12길,131,64
2018_1,청구로1길,106,50
2018_1,청구로17길,116,61
2018_1,장충단로8길,102,58
2018_1,삼일대로4길,155,54
2018_1,명동길,162,60
2018_1,동호로8길,93,56
2018_1,동호로20길,101,59
2018_1,동호로15길,102,42
2018_1,동호로11길,109,43
2018_1,동호로10길,92,51
2018_1,다산로39길,119,50
2018_1,다산로38길,108,52
2018_1,다산로36길,101,47
2018_1,다산로33길,111,58
2018_1,난계로21길,125,67
2018_1,난계로11길,121,61
2018_1,필운대로1길,76,53
2018_1,평창길,93,66
2018_1,통일로12길,140,82
2018_1,창신길,134,69
2018_1,창신5길,120,75
2018_1,창신2길,134,54
2018_1,창경궁로35길,91,64
2018_1,지봉로8길,117,60
2018_1,종로65길,129,46
2018_1,종로58가길,88,53
2018_1,종로24길,169,60
2018_1,자하문로7길,96,57
2018_1,이화장길,103,54
2018_1,율곡로16길,161,53
2018_1,율곡로10길,118,50
2018_1,옥인길,57,59
2018_1,숭인동길,121,48
2018_1,성균관로5길,103,45
2018_1,삼청로5길,93,55
2018_1,북촌로5나길,65,48
2018_1,북촌로5길,81,55
2018_1,북촌로11길,94,58
2018_1,백석동길,78,50
2018_1,명륜길,83,55
2018_1,돈화문로11가길,103,53
2018_1,난계로27길,113,43
2018_1,계동길,92,55
2017_4,강남 마이스 관광특구,82,60
2017_4,잠실 관광특구,84,51
2017_4,종로·청계 관광특구,142,63
2017_4,동대문패션타운 관광특구,121,52
2017_4,명동 남대문 북창동 다동 무교동 관광특구,136,57
2017_4,이태원 관광특구,109,58
2017_4,길동복조리시장,107,47
2017_4,둔촌역전통시장,109,44
2017_4,성내골목시장,94,44
2017_4,천호시장,140,59
2017_4,동서울시장,152,90
2017_4,고분다리골목시장,91,43
2017_4,양지골목시장,104,58
2017_4,암사종합시장,100,50
2017_4,고덕전통시장,120,59
2017_4,명일골목시장,109,44
2017_4,새마을시장,98,53
2017_4,석촌시장,108,49
2017_4,방이시장,99,49
2017_4,마천시장,119,56
2017_4,풍납시장,97,47
2017_4,강남개포시장,74,51
2017_4,도곡시장,119,54
2017_4,청담삼익시장,119,67
2017_4,논현종합시장,108,54
2017_4,영동전통시장,96,48
2017_4,강남시장_강남,91,56
2017_4,양재시장,110,50
2017_4,남부종합시장,120,47
2017_4,우림시장,99,77
2017_4,미성동도깨비시장,95,55
2017_4,신신림시장,143,97
2017_4,삼성동시장,117,68
2017_4,신림중앙시장,137,48
2017_4,강남골목시장,112,43
2017_4,신림종합시장,85,46
2017_4,관악신사시장,98,52
2017_4,신원시장,103,55
2017_4,인헌시장,102,52
2017_4,봉천중앙시장,138,63
2017_4,봉천현대시장,115,57
2017_4,봉일시장,117,50
2017_4,봉천제일종합시장,134,49
2017_4,낙성대시장,65,48
2017_4,중부시장,137,56
2017_4,사당시장,117,58
2017_4,남성역골목시장,105,46
2017_4,남성사계시장,112,56
2017_4,흑석시장,105,55
2017_4,상도4동도깨비골목시장,128,53
2017_4,성대시장,102,49
2017_4,영도시장,181,43
2017_4,상도전통시장,92,53
2017_4,강남시장_동작,92,58
2017_4,신노량진시장,146,61
2017_4,본동인정시장,159,61
2017_4,노량진중앙시장,89,56
2017_4,대림중앙시장,95,43
2017_4,우리시장,106,60
2017_4,영진시장A동,99,75
2017_4,사러가시장,165,76
2017_4,대신시장,136,65
2017_4,양남시장,271,56
2017_4,영일시장,137,49
2017_4,도림시장,116,75
2017_4,영등포청과시장,133,61
2017_4,영등포전통시장,101,54
2017_4,은행나무시장,105,56
2017_4,박미시장,188,56
2017_4,현대시장,106,56
2017_4,대명시장,136,78
2017_4,푸른터시장,265,0
2017_4,남문시장,110,48
2017_4,독산동 우시장,151,83
2017_4,오류시장,121,59
2017_4,개봉중앙시장,113,49
2017_4,고척근린시장,119,57
2017_4,가리봉시장,123,56
2017_4,남구로시장,111,52
2017_4,구로시장,99,59
2017_4,공항시장,65,56
2017_4,방신전통시장,104,49
2017_4,송화골목시장,112,57
2017_4,까치산시장,95,52
2017_4,화곡본동시장,131,54
2017_4,남부골목시장,104,49
2017_4,대원종합시장,125,54
2017_4,화곡중앙골목시장,134,54
2017_4,신월중앙시장,68,45
2017_4,등마루시장,93,69
2017_4,신정3동골목시장,98,51
2017_4,신정2동골목시장,122,57
2017_4,신정제일시장,110,51
2017_4,신월7동골목시장,90,54
2017_4,신월6동골목시장,128,56
2017_4,신곡종합시장,124,54
2017_4,신월3동골목시장,121,46
2017_4,경창시장,118,46
2017_4,월정로시장,96,49
2017_4,신영시장,105,48
2017_4,목4동시장,90,50
2017_4,목3동시장,103,50
2017_4,목2동시장,119,52
2017_4,마포농수산물시장,112,57
2017_4,동진시장,81,52
2017_4,망원월드컵시장,104,51
2017_4,망원시장,88,52
2017_4,합정시장,54,69
2017_4,영진시장,111,54
2017_4,서교시장,122,37
2017_4,신수시장,174,49
2017_4,아현시장,118,63
2017_4,마포시장,135,54
2017_4,공덕시장,124,52
2017_4,백련시장,116,94
2017_4,모래내시장,185,87
2017_4,포방터시장,102,44
2017_4,인왕시장,148,89
2017_4,아현가구거리상점가,99,79
2017_4,영천시장,116,59
2017_4,수일시장,169,80
2017_4,증산종합시장,106,62
2017_4,대림골목시장,106,58
2017_4,신응암시장,118,67
2017_4,녹번시장,112,73
2017_4,대조시장,100,52
2017_4,역촌중앙시장,145,38
2017_4,갈현시장,126,67
2017_4,연서시장,116,58
2017_4,상계중앙시장,106,41
2017_4,상계시장,303,113
2017_4,공릉동도깨비시장,127,52
2017_4,방학동도깨비시장,103,48
2017_4,쌍문역골목시장,103,52
2017_4,백운시장,81,53
2017_4,신도봉시장,108,48
2017_4,창동골목시장,105,47
2017_4,창동신창시장,119,50
2017_4,수유북부시장,100,44
2017_4,장미원골목시장,109,57
2017_4,수유중앙시장,102,45
2017_4,강북종합시장,109,53
2017_4,우이시장,91,54
2017_4,수유전통시장,125,61
2017_4,번동북부골목시장,95,51
2017_4,솔샘시장,103,59
2017_4,숭인시장,121,66
2017_4,방천골목시장,93,46
2017_4,동북시장,98,48
2017_4,석관황금시장,104,45
2017_4,석관시장,109,52
2017_4,새석관시장,147,59
2017_4,번동시장,130,50
2017_4,장위전통시장,125,57
2017_4,밤나무골시장,95,55
2017_4,길음시장,149,64
2017_4,정릉시장,120,59
2017_4,정릉아리랑시장,111,55
2017_4,돈암제일시장,125,57
2017_4,유영시장,118,57
2017_4,우림골목시장,115,52
2017_4,묵1동도깨비시장,100,49
2017_4,태능시장,115,50
2017_4,중화제일시장,81,58
2017_4,사가정시장,103,49
2017_4,면목골목시장,115,50
2017_4,동원시장,103,49
2017_4,동부골목시장,102,52
2017_4,이문제일시장,132,48
2017_4,이경시장,121,43
2017_4,회기시장,114,52
2017_4,청량리청과물시장,112,53
2017_4,전곡시장,120,54
2017_4,답십리시장,93,45
2017_4,동부시장,137,77
2017_4,답십리현대시장,137,54
2017_4,전농로터리시장,146,56
2017_4,청량리종합시장,150,68
2017_4,청량리전통시장,139,69
2017_4,청량리농수산물시장,138,81
2017_4,서울약령시장,133,61
2017_4,동서시장,99,111
2017_4,경동시장,177,92
2017_4,청량리수산시장,112,70
2017_4,용두시장,105,35
2017_4,동부청과시장,261,129
2017_4,구의시장,333,87
2017_4,조양시장,121,61
2017_4,영동교골목시장,90,48
2017_4,능동로골목시장,109,50
2017_4,노룬산골목시장,125,46
2017_4,자양종합시장,233,28
2017_4,자양골목시장,117,45
2017_4,신성골목시장,156,64
2017_4,면곡골목시장,95,52
2017_4,중곡제일시장,113,50
2017_4,화양제일골목시장,84,49
2017_4,한아름시장,117,49
2017_4,성동용답상가시장,106,47
2017_4,뚝도시장,107,61
2017_4,금남시장,127,65
2017_4,행당시장,103,54
2017_4,마장축산물시장,125,55
2017_4,보광시장,122,81
2017_4,이태원제일시장,82,51
2017_4,이태원시장,140,76
2017_4,이촌종합시장,126,55
2017_4,용문전통시장,125,52
2017_4,만리시장,129,70
2017_4,신흥시장,94,71
2017_4,후암시장,98,74
2017_4,합동(새벽)시장,96,64
2017_4,서울중앙시장,127,74
2017_4,백학시장,101,56
2017_4,약수시장,115,59
2017_4,청평화시장,95,61
2017_4,제일평화시장,105,52
2017_4,동평화시장,114,52
2017_4,남평화시장,123,55
2017_4,방산종합시장,157,67
2017_4,평화시장,118,51
2017_4,인현시장,131,54
2017_4,신중부시장,145,65
2017_4,남대문시장,135,58
2017_4,신설종합시장,198,39
2017_4,동묘시장,116,46
2017_4,창신골목시장,133,59
2017_4,동문시장,84,56
2017_4,충신시장,154,73
2017_4,종로신진시장,142,66
2017_4,동대문종합시장,146,64
2017_4,광장시장,202,84
2017_4,통인시장,112,57
2017_4,서울 노원구 노원역_3,80,46
2017_4,서울 노원구 노원역_2,100,44
2017_4,서울 노원구 노원역_1,100,46
2017_4,창동역,97,48
2017_4,서울 강북구 수유역_3,112,49
2017_4,등나무근린공원 주변,75,49
2017_4,서울 강북구 수유역_2,90,49
2017_4,서울 강북구 수유역_1,98,47
2017_4,서울 은평구 연신내역_3,85,39
2017_4,서울 은평구 연신내역_2,84,48
2017_4,서울 은평구 연신내역_1,111,67
2017_4,서울 성북구 미아삼거리역_2,111,55
2017_4,서울 강북구 미아삼거리역_1,88,49
2017_4,서울 은평구 불광역_3,92,46
2017_4,서울 은평구 불광역_2,123,59
2017_4,서울 은평구 불광역_1,86,45
2017_4,미아사거리_2,76,50
2017_4,미아사거리_1,107,52
2017_4,서울 성북구 성신여대입구역,96,48
2017_4,경희대학교,86,47
2017_4,서울 성북구 안암역,92,48
2017_4,혜화역 대학로_3,94,54
2017_4,혜화역 대학로_2,101,49
2017_4,혜화역 대학로_1,87,51
2017_4,디지털미디어시티,49,35
2017_4,서울 동대문구 청량리역,154,60
2017_4,서울 종로구 경복궁역_2,113,53
2017_4,서울 종로구 안국역_2,94,55
2017_4,서울 종로구 안국역_1,121,55
2017_4,서울 종로구 경복궁역_1,100,57
2017_4,서울 종로구 종로3가역_3,125,52
2017_4,서울 종로구 종로3가역_2,108,57
2017_4,서울 동대문구 신설동역_2,122,44
2017_4,인사동,139,63
2017_4,서울 종로구 종로5가역_4,143,63
2017_4,서울 종로구 종로5가역_3,135,53
2017_4,종로구청,107,59
2017_4,서울 종로구 종로5가역_2,98,57
2017_4,신설동역,118,36
2017_4,서울 동대문구 신설동역_1,93,46
2017_4,서울 종로구 광화문역_2,121,55
2017_4,동묘앞역,120,49
2017_4,장안동사거리,87,45
2017_4,서울 종로구 동대문역_2,96,50
2017_4,서울 종로구 동대문역_1,118,60
2017_4,동대문시장_2,141,66
2017_4,서울 종로구 종로5가역_1,135,70
2017_4,서울 종로구 종로3가역_1,121,55
2017_4,서울 종로구 광화문역_1,133,68
2017_4,종각역,144,56
2017_4,종각역 젊음의 거리,100,55
2017_4,서대문구 서대문역_1,136,59
2017_4,동대문시장_1,123,48
2017_4,시청역_2,116,56
2017_4,서울시청,122,62
2017_4,서울 중구 을지로3가역_2,141,61
2017_4,서울 중구 신당역_2,153,53
2017_4,서대문구 서대문역_2,117,58
2017_4,동대문역사문화공원역,137,59
2017_4,서울 중구 을지로3가역_1,158,58
2017_4,명동거리,144,54
2017_4,롯데백화점,101,69
2017_4,서울 중구 신당역_1,107,55
2017_4,북창동,149,58
2017_4,서울 중구 충무로역_2,149,57
2017_4,서울 강서구 송정역,110,53
2017_4,장한평역_2,111,48
2017_4,시청역_1,124,66
2017_4,왕십리역_2,106,52
2017_4,서울 강서구 발산역,56,45
2017_4,장한평역_1,102,46
2017_4,서울 중구 충무로역_1,125,57
2017_4,왕십리역_1,99,69
2017_4,장한평역,106,50
2017_4,서울 중구 명동역,106,49
2017_4,장충동 족발거리,133,66
2017_4,한양시장,89,53
2017_4,서울 서대문구 이대역,108,46
2017_4,서울 서대문구 신촌역,106,51
2017_4,서울 마포구 홍대입구역_3,72,49
2017_4,서울 마포구 홍대입구역_2,78,49
2017_4,홍익대학교 주변,67,45
2017_4,서울 광진구 군자역,92,51
2017_4,신촌역,118,55
2017_4,강서구청,83,44
2017_4,서울 마포구 홍대입구역_1,87,47
2017_4,서울 중구 약수역_2,96,54
2017_4,서울 중구 약수역_1,130,61
2017_4,서울 강동구 고덕역,100,54
2017_4,등촌역,94,48
2017_4,서울 강동구 명일역,113,49
2017_4,어린이대공원역,86,51
2017_4,서울 마포구 공덕역_2,131,63
2017_4,공덕역,90,45
2017_4,서울 용산구 숙대입구역,120,58
2017_4,남영역,121,54
2017_4,서울 마포구 공덕역_1,74,44
2017_4,서울 마포구 마포역_2,92,50
2017_4,서울 광진구 건대입구역_2,75,51
2017_4,서울 마포구 마포역_1,112,53
2017_4,서울 강동구 천호역_2,88,49
2017_4,서울 광진구 건대입구역_1,84,55
2017_4,건대입구역,53,43
2017_4,서울 광진구 구의역,97,49
2017_4,서울 강동구 천호역,104,53
2017_4,당산역_2,85,49
2017_4,서울 강동구 천호역_1,98,48
2017_4,서울 강동구 길동역,93,45
2017_4,용산 전자상가_5,130,49
2017_4,용산 전자상가_4,118,49
2017_4,당산역_1,83,49
2017_4,서울 광진구 강변역,116,55
2017_4,용산 전자상가_3,131,46
2017_4,서울 용산구 이태원역,123,60
2017_4,한남오거리,116,55
2017_4,목동사거리,92,51
2017_4,용산 전자상가_2,135,46
2017_4,용산구청,67,55
2017_4,용산 전자상가_1,115,57
2017_4,국회의사당역_2,101,46
2017_4,서울 용산구 신용산역,116,53
2017_4,국회의사당역_1,114,63
2017_4,압구정 로데오거리_2,94,45
2017_4,서울 강남구 압구정역,95,49
2017_4,서울 영등포구 영등포구청역,95,46
2017_4,압구정 로데오거리_1,91,45
2017_4,서울 강동구 둔촌동역,104,52
2017_4,오목교역,81,51
2017_4,신사동 가로수길,87,47
2017_4,서울 영등포구 여의도역_2,98,55
2017_4,청담사거리_3,84,49
2017_4,영등포유통상가,109,49
2017_4,청담역_2,89,52
2017_4,청담역_1,85,45
2017_4,청담사거리_2,97,53
2017_4,청담사거리_1,100,45
2017_4,서울 영등포구 여의도역_1,108,46
2017_4,서울 양천구 신정네거리역_2,107,57
2017_4,학동사거리_2,80,43
2017_4,서울 영등포구 영등포시장역,143,56
2017_4,학동사거리_1,102,46
2017_4,여의도 시범아파트앞,96,45
2017_4,영등포역_3,122,49
2017_4,도산공원사거리_1,103,43
2017_4,영등포역_2,116,58
2017_4,문래동 주민센터,55,35
2017_4,강남구 신사역_2,92,45
2017_4,영등포역_1,106,52
2017_4,서울 강남구 강남구청역_2,90,46
2017_4,강남구 신사역_1,94,47
2017_4,서울 동작구 노량진1동_1,130,74
2017_4,서울 강남구 학동역_3,104,44
2017_4,서울 강남구 강남구청역_1,91,48
2017_4,잠실역,89,49
2017_4,강남구 논현역_4,94,47
2017_4,학동역,102,50
2017_4,방이동 먹자골목,85,45
2017_4,서울 강남구 학동역_2,90,45
2017_4,서울 동작구 노량진역,91,51
2017_4,삼성역_3,95,57
2017_4,코엑스,82,60
2017_4,서울 강남구 학동역_1,118,56
2017_4,선정릉역_2,84,44
2017_4,강남구 논현역_3,84,53
2017_4,포스코사거리_2,91,52
2017_4,포스코사거리_1,82,45
2017_4,잠실역 롯데월드,89,69
2017_4,신도림역,61,41
2017_4,강남구 논현역_2,85,44
2017_4,선정릉역_1,66,43
2017_4,신천역,97,48
2017_4,강남구 논현역_1,90,43
2017_4,삼성역_2,87,57
2017_4,삼정역_2,82,42
2017_4,삼정역_1,99,46
2017_4,삼성역_1,82,47
2017_4,서울 강남구 선릉역_2,85,42
2017_4,고속터미널역,112,72
2017_4,서울 서초구 강남역,82,45
2017_4,서울 강남구 선릉역_1,84,48
2017_4,서울 송파구 석촌역_2,114,47
2017_4,선릉역_2,76,45
2017_4,서울 강남구 역삼역_2,84,46
2017_4,서울 송파구 석촌역_1,122,42
2017_4,석촌역,166,48
2017_4,서울 강남구 강남역_2,92,45
2017_4,선릉역_1,75,40
2017_4,구로역,77,54
2017_4,역삼역_2,97,53
2017_4,대림역_2,93,41
2017_4,서울 강남구 역삼역_1,80,43
2017_4,신대방삼거리역,92,52
2017_4,서울 강남구 한티역,81,49
2017_4,은마아파트입구사거리_4,81,43
2017_4,은마아파트입구사거리_3,73,49
2017_4,은마아파트입구사거리_2,91,48
2017_4,오류동역,106,57
2017_4,서울 강남구 강남역,68,43
2017_4,은마아파트입구사거리_1,101,52
2017_4,대림역_1,73,47
2017_4,교대역_4,96,55
2017_4,서울 강남구 강남역_1,83,44
2017_4,방배동카페골목,115,46
2017_4,가락시장,77,58
2017_4,교대역_3,101,45
2017_4,역삼역_1,87,44
2017_4,교대역_2,90,49
2017_4,서울 송파구 가락시장역,93,43
2017_4,서울 서초구 서초역,93,56
2017_4,서울 강남구 대치역_2,97,54
2017_4,서울 강남구 대치역_1,81,50
2017_4,뱅뱅사거리_2,82,43
2017_4,보라매공원,87,53
2017_4,교대역_1,92,48
2017_4,개봉동 현대아파트 인근,125,54
2017_4,뱅뱅사거리,92,46
2017_4,뱅뱅사거리_1,99,44
2017_4,서울 관악구 신림역_4,99,43
2017_4,동작구 총신대입구역_1,94,50
2017_4,양재역_3,92,47
2017_4,동작구 총신대입구역_2,112,54
2017_4,서울 서초구 남부터미널역_3,89,50
2017_4,서울 강남구 수서역,95,49
2017_4,서울 관악구 신림역_3,111,57
2017_4,서울 서초구 남부터미널역_2,102,48
2017_4,구로디지탈1단지,62,42
2017_4,양재역,99,52
2017_4,문정역,82,40
2017_4,매봉역,95,46
2017_4,서울 서초구 방배역,103,51
2017_4,서울 서초구 남부터미널역_1,125,54
2017_4,서울 관악구 신림역_2,80,46
2017_4,서울 관악구 신림역_1,102,56
2017_4,양재역_2,99,52
2017_4,양재역_1,149,54
2017_4,서울 관악구 서울대입구역_2,107,57
2017_4,가산디지털단지역_3,67,44
2017_4,구로디지털단지역,108,47
2017_4,서울 관악구 서울대입구역_1,86,47
2017_4,관악구 사당역_1,93,50
2017_4,가산디지털단지역_2,67,47
2017_4,관악구 사당역_2,97,49
2017_4,가산디지털단지역_1,70,42
2017_4,장지역,46,35
2017_4,포이사거리_1,123,49
2017_4,포이사거리_2,89,40
2017_4,관악구 사당역_3,109,51
2017_4,서울 관악구 대학동_1,99,48
2017_4,서울 금천구 독산1동_1,67,45
2017_4,양재동 꽃시장,201,79
2017_4,양재 화물트럭터미널앞_2,90,48
2017_4,양재 화물트럭터미널앞_1,83,45
2017_4,서울 금천구 시흥1동_4,106,53
2017_4,풍성로37가길,91,40
2017_4,천호옛길,105,51
2017_4,천호옛14길,92,52
2017_4,천호대로219길,95,53
2017_4,천호대로197길,88,50
2017_4,천호대로187길,110,47
2017_4,천호대로170길,87,44
2017_4,천호대로162길,80,42
2017_4,천중로51길,92,43
2017_4,천중로39길,84,51
2017_4,진황도로47길,87,43
2017_4,진황도로27길,85,49
2017_4,올림픽로98길,93,45
2017_4,올림픽로80길,109,51
2017_4,올림픽로78길,123,48
2017_4,올림픽로77길,111,52
2017_4,올림픽로71길,81,48
2017_4,올림픽로48길,89,48
2017_4,양재대로96길,106,48
2017_4,양재대로95길,106,44
2017_4,양재대로91길,96,44
2017_4,양재대로133길,97,48
2017_4,양재대로124길,80,42
2017_4,양재대로116길,71,43
2017_4,양재대로101길,98,40
2017_4,암사길,86,46
2017_4,성안로3길,101,49
2017_4,성내로5길,99,47
2017_4,상일로5길,89,48
2017_4,상암로5길,108,50
2017_4,상암로51길,86,47
2017_4,상암로4길,84,46
2017_4,상암로14길,91,45
2017_4,명일로13길,93,50
2017_4,동남로85길,92,50
2017_4,동남로82길,112,55
2017_4,동남로65길,99,45
2017_4,구천면로42길,114,55
2017_4,구천면로41길,85,45
2017_4,구천면로36길,88,49
2017_4,고덕로61길,90,46
2017_4,고덕로25길,120,55
2017_4,고덕로10길,90,50
2017_4,강동대로53길,91,46
2017_4,풍성로25길,116,51
2017_4,오금로46길,97,50
2017_4,오금로36길,92,42
2017_4,오금로11길,95,49
2017_4,양재대로72길,97,49
2017_4,양재대로71길,84,49
2017_4,양재대로64길,98,45
2017_4,양재대로62길,87,44
2017_4,송파대로30길,77,44
2017_4,송이로36길,85,45
2017_4,송이로32길,85,47
2017_4,송이로23길,90,45
2017_4,삼전로13길,92,45
2017_4,백제고분로50길,101,48
2017_4,백제고분로46길,101,48
2017_4,백제고분로45길,93,44
2017_4,백제고분로42길,87,44
2017_4,백제고분로39길,90,49
2017_4,백제고분로34길,99,46
2017_4,백제고분로33길,80,44
2017_4,백제고분로32길,99,46
2017_4,백제고분로31길,92,47
2017_4,백제고분로22길,91,47
2017_4,백제고분로21길,89,41
2017_4,마천로51길,111,50
2017_4,동남로20길,90,49
2017_4,거마로20길,104,54
2017_4,학동로77길,89,52
2017_4,학동로6길,76,46
2017_4,학동로56길,93,48
2017_4,학동로38길,76,47
2017_4,테헤란로81길,87,47
2017_4,일원로9길,93,49
2017_4,일원로3길,105,52
2017_4,영동대로65길,94,45
2017_4,영동대로112길,111,54
2017_4,언주로81길,77,44
2017_4,압구정로2길,85,36
2017_4,선릉로18길,106,56
2017_4,선릉로146길,79,41
2017_4,선릉로133길,71,47
2017_4,선릉로132길,91,52
2017_4,선릉로121길,87,43
2017_4,삼성로75길,80,40
2017_4,삼성로69길,77,45
2017_4,삼성로64길,93,44
2017_4,삼성로63길,80,43
2017_4,삼성로57길,85,48
2017_4,삼성로147길,90,51
2017_4,삼성로115길,83,49
2017_4,봉은사로68길,85,42
2017_4,봉은사로57길,83,40
2017_4,봉은사로43길,86,47
2017_4,봉은사로29길,78,46
2017_4,봉은사로109길,87,48
2017_4,도산대로89길,70,46
2017_4,도산대로81길,89,46
2017_4,도산대로50길,79,50
2017_4,도산대로38길,74,42
2017_4,도산대로30길,89,47
2017_4,도산대로23길,80,46
2017_4,도산대로15길,66,43
2017_4,도곡로37길,86,44
2017_4,논현로8길,109,46
2017_4,논현로63길,91,48
2017_4,논현로28길,93,47
2017_4,논현로26길,96,48
2017_4,논현로159길,82,45
2017_4,논현로139길,76,52
2017_4,논현로123길,83,41
2017_4,논현로115길,77,49
2017_4,논현로10길,92,44
2017_4,논현로106길,91,41
2017_4,남부순환로365길,88,49
2017_4,개포로82길,111,50
2017_4,개포로28길,100,47
2017_4,개포로20길,108,46
2017_4,개포로17길,101,45
2017_4,강남대로140길,106,46
2017_4,강남대로136길,89,56
2017_4,강남대로118길,76,41
2017_4,서초중앙로8길,109,44
2017_4,방배중앙로21길,95,48
2017_4,효령로72길,92,43
2017_4,효령로34길,104,53
2017_4,효령로31길,80,45
2017_4,효령로23길,85,47
2017_4,청두곶길,79,46
2017_4,주흥길,93,50
2017_4,주흥15길,92,42
2017_4,언남길,94,47
2017_4,신반포로45길,100,47
2017_4,서초대로8길,147,61
2017_4,서초대로64길,106,49
2017_4,서초대로4길,90,50
2017_4,서초대로25길,104,54
2017_4,서초대로23길,103,49
2017_4,서초대로15길,114,48
2017_4,사평대로57길,105,39
2017_4,사평대로26길,112,55
2017_4,사평대로22길,95,49
2017_4,사임당로17길,99,46
2017_4,방배로42길,88,52
2017_4,방배로35길,103,47
2017_4,방배로18길,89,54
2017_4,반포대로9길,111,42
2017_4,바우뫼로39길,99,40
2017_4,마방로2길,85,52
2017_4,방배천로4안길,88,51
2017_4,동산로19길,87,47
2017_4,동산로10길,107,49
2017_4,동광로39길,74,46
2017_4,동광로1길,104,54
2017_4,동광로12길,114,50
2017_4,논현로27길,94,48
2017_4,논현로1길,102,49
2017_4,남부순환로339길,105,46
