Date,상권_코드_명,총_유동인구_수
2014_3,동작대로17길,275258
2014_3,동작대로29길,198002
2014_3,동작대로33길,204076
2014_3,동작대로35길,124170
2014_3,동작대로7길,491432
2014_3,등용로14길,182297
2014_3,만양로14길,140293
2014_3,만양로8길,477749
2014_3,사당로16가길,185587
2014_3,사당로16길,227619
2014_3,사당로20길,143357
2014_3,사당로23길,121701
2014_3,사당로23나길,87939
2014_3,사당로26길,145336
2014_3,사당로29길,231788
2014_3,사당로2차길,254069
2014_3,사당로30길,164260
2014_3,사당로8길,178102
2014_3,상도로15길,269380
2014_3,상도로37길,163644
2014_3,상도로47길,224815
2014_3,상도로61길,237394
2014_3,상도로62길,242909
2014_3,서달로10길,192137
2014_3,서달로14길,63651
2014_3,서달로15길,432110
2014_3,서달로8가길,76497
2014_3,성대로1길,150216
2014_3,성대로29길,105448
2014_3,신대방길,379945
2014_3,양녕로26길,77619
2014_3,여의대방로22길,147202
2014_3,여의대방로22나길,190299
2014_3,여의대방로22카길,175355
2014_3,여의대방로24길,273305
2014_3,여의대방로46길,262247
2014_3,장승배기로10길,96931
2014_3,장승배기로19길,118834
2014_3,장승배기로27길,276454
2014_3,흑석로13길,158877
2014_3,흑석로9길,273307
2014_3,관악로10길,233348
2014_3,관악로14길,241670
2014_3,관악로28길,134456
2014_3,관악로30길,266755
2014_3,관천로15길,246644
2014_3,관천로22길,283235
2014_3,구암길,346439
2014_3,국회단지길,408499
2014_3,낙성대역길,493249
2014_3,난곡로24길,149235
2014_3,난곡로26길,369012
2014_3,난곡로34길,279239
2014_3,난곡로74길,396343
2014_3,난우길,354551
2014_3,난향길,89092
2014_3,남부순환로142길,270577
2014_3,남부순환로151길,543787
2014_3,남부순환로161길,206036
2014_3,남부순환로172길,263256
2014_3,남부순환로234길,117797
2014_3,남부순환로248길,110944
2014_3,남현2길,464118
2014_3,남현3길,405994
2014_3,남현길,251521
2014_3,당곡길,327475
2014_3,대학14길,86042
2014_3,대학길,308077
2014_3,미성5길,383462
2014_3,법원단지9길,493060
2014_3,법원단지길,288074
2014_3,복은길,488518
2014_3,봉천로13길,195523
2014_3,봉천로33길,387487
2014_3,서림7길,261865
2014_3,승방길,118810
2014_3,신림동길,221356
2014_3,신림로11길,196632
2014_3,신림로28길,408705
2014_3,신림로38길,301232
2014_3,신림로48길,94628
2014_3,신림로64길,352362
2014_3,신림로65길,226083
2014_3,신사로20길,187860
2014_3,신원로3길,593045
2014_3,양녕로6길,769078
2014_3,은천로25길,152738
2014_3,인헌길,226395
2014_3,장군봉1길,173545
2014_3,장군봉2길,134632
2014_3,조원로10길,342553
2014_3,조원로18길,291452
2014_3,조원중앙로2길,341492
2014_3,중앙길,540115
2014_3,청룡8길,174528
2014_3,청룡길,254595
2014_3,청림3길,201168
2014_3,행운1길,502311
2014_3,행운길,419238
2014_3,호암로20길,225184
2014_3,호암로24길,638030
2014_3,양산길,96483
2014_3,양지길,162390
2014_3,원신길,203492
2014_3,소담길,242850
2014_3,강남대로23길,142830
2014_3,강남대로34길,242624
2014_3,강남대로8길,696551
2014_3,고무래로8길,311598
2014_3,남부순환로317길,377922
2014_3,남부순환로325길,692928
2014_3,남부순환로339길,177576
2014_3,논현로1길,101878
2014_3,논현로27길,396659
2014_3,동광로12길,244159
2014_3,동광로1길,192177
2014_3,동광로39길,446038
2014_3,동산로10길,257396
2014_3,동산로19길,240714
2014_3,방배천로4안길,91211
2014_3,마방로2길,316948
2014_3,바우뫼로39길,158618
2014_3,반포대로9길,181150
2014_3,방배로18길,161390
2014_3,방배로35길,405649
2014_3,방배로42길,247335
2014_3,사임당로17길,276463
2014_3,사평대로22길,400633
2014_3,사평대로26길,194278
2014_3,사평대로57길,87287
2014_3,서초대로15길,102666
2014_3,서초대로23길,260936
2014_3,서초대로25길,222011
2014_3,서초대로4길,361143
2014_3,서초대로64길,114040
2014_3,서초대로8길,99938
2014_3,신반포로45길,126884
2014_3,언남길,150847
2014_3,주흥15길,160359
2014_3,주흥길,122746
2014_3,청두곶길,366679
2014_3,효령로23길,199000
2014_3,효령로31길,217473
2014_3,효령로34길,116700
2014_3,효령로72길,206397
2014_3,방배중앙로21길,143356
2014_3,서초중앙로8길,366716
2014_3,강남대로118길,209015
2014_3,강남대로136길,166243
2014_3,강남대로140길,323820
2014_3,개포로17길,283407
2014_3,개포로20길,231258
2014_3,개포로28길,150571
2014_3,개포로82길,44589
2014_3,남부순환로365길,239451
2014_3,논현로106길,230256
2014_3,논현로10길,210364
2014_3,논현로115길,726642
2014_3,논현로123길,187236
2014_3,논현로139길,331900
2014_3,논현로159길,185974
2014_3,논현로26길,280652
2014_3,논현로28길,91665
2014_3,논현로63길,258947
2014_3,논현로8길,295257
2014_3,도곡로37길,497534
2014_3,도산대로15길,152269
2014_3,도산대로23길,188837
2014_3,도산대로30길,528922
2014_3,도산대로38길,270196
2014_3,도산대로50길,423647
2014_3,도산대로81길,94088
2014_3,도산대로89길,41339
2014_3,봉은사로109길,239993
2014_3,봉은사로29길,567576
2014_3,봉은사로43길,571522
2014_3,봉은사로57길,79038
2014_3,봉은사로68길,147685
2014_3,삼성로115길,197633
2014_3,삼성로147길,99261
2014_3,삼성로57길,496121
2014_3,삼성로63길,411193
2014_3,삼성로64길,222275
2014_3,삼성로69길,579481
2014_3,삼성로75길,732877
2014_3,선릉로121길,153431
2014_3,선릉로132길,716909
2014_3,선릉로133길,796328
2014_3,선릉로146길,388310
2014_3,선릉로18길,169604
2014_3,압구정로2길,148463
2014_3,언주로81길,916014
2014_3,영동대로112길,660898
2014_3,영동대로65길,345430
2014_3,일원로3길,253758
2014_3,일원로9길,301010
2014_3,테헤란로81길,143394
2014_3,학동로38길,289504
2014_3,학동로56길,350174
2014_3,학동로6길,159679
2014_3,학동로77길,140430
2014_3,거마로20길,285209
2014_3,동남로20길,329741
2014_3,마천로51길,538341
2014_3,백제고분로21길,358599
2014_3,백제고분로22길,333484
2014_3,백제고분로31길,379744
2014_3,백제고분로32길,615813
2014_3,백제고분로33길,248272
2014_3,백제고분로34길,271618
2014_3,백제고분로39길,292973
2014_3,백제고분로42길,290847
2014_3,백제고분로45길,313692
2014_3,백제고분로46길,252284
2014_3,백제고분로50길,376302
2014_3,삼전로13길,366414
2014_3,송이로23길,419010
2014_3,송이로32길,279946
2014_3,송이로36길,516705
2014_3,송파대로30길,693717
2014_3,양재대로62길,354851
2014_3,양재대로64길,355994
2014_3,양재대로71길,380989
2014_3,양재대로72길,211299
2014_3,오금로11길,291905
2014_3,오금로36길,234720
2014_3,오금로46길,225208
2014_3,풍성로25길,438376
2014_3,강동대로53길,263438
2014_3,고덕로10길,319979
2014_3,고덕로25길,29243
2014_3,고덕로61길,58459
2014_3,구천면로36길,172743
2014_3,구천면로41길,402517
2014_3,구천면로42길,401129
2014_3,동남로65길,168969
2014_3,동남로82길,198127
2014_3,동남로85길,114675
2014_3,명일로13길,200927
2014_3,상암로14길,176786
2014_3,상암로4길,263281
2014_3,상암로51길,246663
2014_3,상암로5길,453488
2014_3,상일로5길,201397
2014_3,성내로5길,761480
2014_3,성안로3길,281006
2014_3,암사길,241694
2014_3,양재대로101길,358966
2014_3,양재대로116길,173568
2014_3,양재대로124길,249400
2014_3,양재대로133길,137379
2014_3,양재대로91길,272284
2014_3,양재대로95길,272555
2014_3,양재대로96길,239213
2014_3,올림픽로48길,259966
2014_3,올림픽로71길,192246
2014_3,올림픽로77길,172162
2014_3,올림픽로78길,362536
2014_3,올림픽로80길,229200
2014_3,올림픽로98길,190574
2014_3,진황도로27길,408690
2014_3,진황도로47길,345328
2014_3,천중로39길,602294
2014_3,천중로51길,525048
2014_3,천호대로162길,108097
2014_3,천호대로170길,381677
2014_3,천호대로187길,367264
2014_3,천호대로197길,192177
2014_3,천호대로219길,248081
2014_3,천호옛14길,379768
2014_3,천호옛길,594451
2014_3,풍성로37가길,271765
2014_3,서울 금천구 시흥1동_4,805651
2014_3,양재 화물트럭터미널앞_1,29813
2014_3,양재 화물트럭터미널앞_2,24620
2014_3,양재동 꽃시장,27565
2014_3,서울 금천구 독산1동_1,412170
2014_3,서울 관악구 대학동_1,413056
2014_3,관악구 사당역_3,187909
2014_3,포이사거리_2,298508
2014_3,포이사거리_1,95708
2014_3,가산디지털단지역_1,80761
2014_3,관악구 사당역_2,283818
2014_3,가산디지털단지역_2,183934
2014_3,관악구 사당역_1,443972
2014_3,서울 관악구 서울대입구역_1,2780934
2014_3,구로디지털단지역,147128
2014_3,가산디지털단지역_3,1234273
2014_3,서울 관악구 서울대입구역_2,233492
2014_3,양재역_1,108459
2014_3,양재역_2,851641
2014_3,서울 관악구 신림역_1,1390336
2014_3,서울 관악구 신림역_2,287218
2014_3,서울 서초구 남부터미널역_1,394282
2014_3,서울 서초구 방배역,649821
2014_3,매봉역,100592
2014_3,문정역,63857
2014_3,양재역,634921
2014_3,구로디지탈1단지,1020098
2014_3,서울 서초구 남부터미널역_2,892802
2014_3,서울 관악구 신림역_3,621802
2014_3,서울 강남구 수서역,1056160
2014_3,서울 서초구 남부터미널역_3,585558
2014_3,동작구 총신대입구역_2,824575
2014_3,양재역_3,870653
2014_3,동작구 총신대입구역_1,909481
2014_3,서울 관악구 신림역_4,675892
2014_3,뱅뱅사거리_1,465389
2014_3,뱅뱅사거리,712428
2014_3,개봉동 현대아파트 인근,544672
2014_3,교대역_1,1796687
2014_3,보라매공원,897122
2014_3,뱅뱅사거리_2,715609
2014_3,서울 강남구 대치역_1,82871
2014_3,서울 강남구 대치역_2,235577
2014_3,서울 서초구 서초역,234469
2014_3,서울 송파구 가락시장역,1057967
2014_3,교대역_2,1293073
2014_3,역삼역_1,218467
2014_3,교대역_3,386734
2014_3,가락시장,32886
2014_3,방배동카페골목,496699
2014_3,서울 강남구 강남역_1,1084208
2014_3,교대역_4,869312
2014_3,대림역_1,62007
2014_3,은마아파트입구사거리_1,125708
2014_3,서울 강남구 강남역,1482016
2014_3,오류동역,406666
2014_3,은마아파트입구사거리_2,98915
2014_3,은마아파트입구사거리_3,125923
2014_3,은마아파트입구사거리_4,203115
2014_3,서울 강남구 한티역,412303
2014_3,신대방삼거리역,306619
2014_3,서울 강남구 역삼역_1,1616639
2014_3,대림역_2,225575
2014_3,역삼역_2,1000942
2014_3,구로역,422884
2014_3,선릉역_1,799926
2014_3,서울 강남구 강남역_2,2089877
2014_3,석촌역,40213
2014_3,서울 송파구 석촌역_1,104179
2014_3,서울 강남구 역삼역_2,704936
2014_3,선릉역_2,3092825
2014_3,서울 송파구 석촌역_2,100051
2014_3,서울 강남구 선릉역_1,741825
2014_3,서울 서초구 강남역,3392456
2014_3,서울 강남구 선릉역_2,1266606
2014_3,삼성역_1,1272054
2014_3,삼정역_1,131155
2014_3,삼정역_2,247791
2014_3,삼성역_2,278884
2014_3,강남구 논현역_1,1120087
2014_3,신천역,922536
2014_3,선정릉역_1,104316
2014_3,강남구 논현역_2,1876760
2014_3,신도림역,187548
2014_3,잠실역 롯데월드,30270
2014_3,포스코사거리_1,990948
2014_3,포스코사거리_2,750205
2014_3,강남구 논현역_3,348662
2014_3,선정릉역_2,266138
2014_3,서울 강남구 학동역_1,392280
2014_3,코엑스,192032
2014_3,삼성역_3,279785
2014_3,서울 동작구 노량진역,379240
2014_3,서울 강남구 학동역_2,716912
2014_3,방이동 먹자골목,502223
2014_3,학동역,476931
2014_3,강남구 논현역_4,1227568
2014_3,잠실역,475679
2014_3,서울 강남구 강남구청역_1,717586
2014_3,서울 강남구 학동역_3,666851
2014_3,서울 동작구 노량진1동_1,71261
2014_3,강남구 신사역_1,222107
2014_3,서울 강남구 강남구청역_2,801426
2014_3,영등포역_1,55690
2014_3,강남구 신사역_2,1252370
2014_3,문래동 주민센터,12227
2014_3,영등포역_2,1330047
2014_3,도산공원사거리_1,495298
2014_3,영등포역_3,457332
2014_3,여의도 시범아파트앞,85001
2014_3,학동사거리_1,918351
2014_3,서울 영등포구 영등포시장역,526954
2014_3,학동사거리_2,276336
2014_3,서울 양천구 신정네거리역_2,33267
2014_3,서울 영등포구 여의도역_1,1372200
2014_3,청담사거리_1,130455
2014_3,청담사거리_2,236074
2014_3,청담역_1,154487
2014_3,청담역_2,65149
2014_3,영등포유통상가,97883
2014_3,청담사거리_3,303979
2014_3,서울 영등포구 여의도역_2,745873
2014_3,신사동 가로수길,3885833
2014_3,오목교역,221797
2014_3,서울 강동구 둔촌동역,88105
2014_3,압구정 로데오거리_1,718476
2014_3,서울 영등포구 영등포구청역,623739
2014_3,서울 강남구 압구정역,1722331
2014_3,압구정 로데오거리_2,2089995
2014_3,국회의사당역_1,37417
2014_3,서울 용산구 신용산역,458219
2014_3,국회의사당역_2,857660
2014_3,용산 전자상가_1,67283
2014_3,용산구청,18378
2014_3,용산 전자상가_2,56769
2014_3,목동사거리,80711
2014_3,한남오거리,300916
2014_3,서울 용산구 이태원역,726633
2014_3,용산 전자상가_3,182244
2014_3,서울 광진구 강변역,184995
2014_3,당산역_1,408341
2014_3,용산 전자상가_4,81593
2014_3,용산 전자상가_5,428771
2014_3,서울 강동구 길동역,812860
2014_3,서울 강동구 천호역_1,278137
2014_3,당산역_2,580691
2014_3,서울 강동구 천호역,240021
2014_3,서울 광진구 구의역,297599
2014_3,건대입구역,108498
2014_3,서울 광진구 건대입구역_1,400302
2014_3,서울 강동구 천호역_2,1408515
2014_3,서울 마포구 마포역_1,832657
2014_3,서울 광진구 건대입구역_2,1105279
2014_3,서울 마포구 마포역_2,1359504
2014_3,서울 마포구 공덕역_1,249768
2014_3,남영역,105684
2014_3,서울 용산구 숙대입구역,225276
2014_3,공덕역,179018
2014_3,서울 마포구 공덕역_2,228733
2014_3,어린이대공원역,265117
2014_3,서울 강동구 명일역,817581
2014_3,등촌역,110286
2014_3,서울 강동구 고덕역,430489
2014_3,서울 중구 약수역_1,116999
2014_3,서울 중구 약수역_2,307779
2014_3,서울 마포구 홍대입구역_1,501131
2014_3,강서구청,1037601
2014_3,신촌역,1893193
2014_3,서울 광진구 군자역,607370
2014_3,홍익대학교 주변,5320888
2014_3,서울 마포구 홍대입구역_2,314173
2014_3,서울 마포구 홍대입구역_3,990269
2014_3,서울 서대문구 신촌역,3754188
2014_3,서울 서대문구 이대역,1092292
2014_3,한양시장,372010
2014_3,장충동 족발거리,91705
2014_3,서울 중구 명동역,693902
2014_3,장한평역,152485
2014_3,왕십리역_1,41481
2014_3,서울 중구 충무로역_1,764871
2014_3,장한평역_1,224370
2014_3,서울 강서구 발산역,331280
2014_3,왕십리역_2,268102
2014_3,시청역_1,748989
2014_3,장한평역_2,332764
2014_3,서울 강서구 송정역,385309
2014_3,서울 중구 충무로역_2,1364247
2014_3,북창동,893345
2014_3,서울 중구 신당역_1,734398
2014_3,롯데백화점,1440691
2014_3,명동거리,4525283
2014_3,서울 중구 을지로3가역_1,1509425
2014_3,동대문역사문화공원역,604659
2014_3,서대문구 서대문역_2,1004068
2014_3,서울 중구 신당역_2,736660
2014_3,서울 중구 을지로3가역_2,1473958
2014_3,서울시청,736313
2014_3,시청역_2,181180
2014_3,동대문시장_1,542410
2014_3,서대문구 서대문역_1,253281
2014_3,종각역 젊음의 거리,1291523
2014_3,종각역,179478
2014_3,서울 종로구 광화문역_1,327997
2014_3,서울 종로구 종로3가역_1,663969
2014_3,서울 종로구 종로5가역_1,587137
2014_3,동대문시장_2,403880
2014_3,서울 종로구 동대문역_1,252982
2014_3,서울 종로구 동대문역_2,1116978
2014_3,장안동사거리,759906
2014_3,동묘앞역,155145
2014_3,서울 종로구 광화문역_2,1196053
2014_3,서울 동대문구 신설동역_1,393512
2014_3,신설동역,206905
2014_3,서울 종로구 종로5가역_2,1323731
2014_3,종로구청,745339
2014_3,서울 종로구 종로5가역_3,1118015
2014_3,서울 종로구 종로5가역_4,109279
2014_3,인사동,498581
2014_3,서울 동대문구 신설동역_2,809529
2014_3,서울 종로구 종로3가역_2,2342215
2014_3,서울 종로구 종로3가역_3,950111
2014_3,서울 종로구 경복궁역_1,419524
2014_3,서울 종로구 안국역_1,41846
2014_3,서울 종로구 안국역_2,344500
2014_3,서울 종로구 경복궁역_2,150848
2014_3,서울 동대문구 청량리역,1524632
2014_3,디지털미디어시티,64002
2014_3,혜화역 대학로_1,946995
2014_3,혜화역 대학로_2,361773
2014_3,혜화역 대학로_3,1190834
2014_3,서울 성북구 안암역,249923
2014_3,경희대학교,283250
2014_3,서울 성북구 성신여대입구역,1077937
2014_3,미아사거리_1,99978
2014_3,미아사거리_2,98253
2014_3,서울 은평구 불광역_1,656102
2014_3,서울 은평구 불광역_2,416680
2014_3,서울 강북구 미아삼거리역_1,654405
2014_3,서울 성북구 미아삼거리역_2,288425
2014_3,서울 은평구 연신내역_1,494772
2014_3,서울 은평구 연신내역_2,861044
2014_3,서울 은평구 연신내역_3,247280
2014_3,서울 강북구 수유역_1,409987
2014_3,서울 강북구 수유역_2,1220553
2014_3,서울 강북구 수유역_3,292178
2014_3,창동역,547321
2014_3,서울 노원구 노원역_1,490612
2014_3,서울 노원구 노원역_2,450981
2014_3,서울 노원구 노원역_3,1164848
2014_3,통인시장,113825
2014_3,광장시장,287628
2014_3,동대문종합시장,474559
2014_3,종로신진시장,250327
2014_3,충신시장,11011
2014_3,창신골목시장,294653
2014_3,동묘시장,316617
2014_3,신설종합시장,14517
2014_3,남대문시장,1627585
2014_3,신중부시장,702771
2014_3,인현시장,107826
2014_3,평화시장,75148
2014_3,방산종합시장,674011
2014_3,동평화시장,171778
2014_3,제일평화시장,94743
2014_3,청평화시장,92051
2014_3,약수시장,220861
2014_3,백학시장,142923
2014_3,서울중앙시장,564354
2014_3,합동(새벽)시장,59630
2014_3,후암시장,25815
2014_3,신흥시장,37171
2014_3,만리시장,44329
2014_3,용문전통시장,102348
2014_3,이촌종합시장,60597
2014_3,이태원시장,36580
2014_3,이태원제일시장,37837
2014_3,보광시장,72860
2014_3,마장축산물시장,176118
2014_3,행당시장,419547
2014_3,금남시장,50049
2014_3,뚝도시장,112932
2014_3,성동용답상가시장,111321
2014_3,한아름시장,26561
2014_3,화양제일골목시장,82985
2014_3,중곡제일시장,165664
2014_3,면곡골목시장,62188
2014_3,신성골목시장,42700
2014_3,자양골목시장,171538
2014_3,자양종합시장,16581
2014_3,노룬산골목시장,68933
2014_3,능동로골목시장,52108
2014_3,영동교골목시장,254727
2014_3,조양시장,42238
2014_3,구의시장,15888
2014_3,동부청과시장,11066
2014_3,용두시장,14264
2014_3,청량리수산시장,198547
2014_3,경동시장,104765
2014_3,동서시장,39432
2014_3,서울약령시장,626531
2014_3,청량리농수산물시장,6960
2014_3,청량리전통시장,42855
2014_3,청량리종합시장,120519
2014_3,전농로터리시장,64803
2014_3,답십리현대시장,66926
2014_3,동부시장,146199
2014_3,답십리시장,147457
2014_3,전곡시장,17251
2014_3,청량리청과물시장,121019
2014_3,회기시장,143499
2014_3,이경시장,5566
2014_3,동부골목시장,165427
2014_3,동원시장,224720
2014_3,면목골목시장,254927
2014_3,사가정시장,259293
2014_3,중화제일시장,105769
2014_3,태능시장,149171
2014_3,묵1동도깨비시장,21135
2014_3,우림골목시장,270786
2014_3,유영시장,18252
2014_3,돈암제일시장,632242
2014_3,정릉아리랑시장,72802
2014_3,정릉시장,268779
2014_3,길음시장,62605
2014_3,밤나무골시장,51644
2014_3,장위전통시장,101219
2014_3,번동시장,5656
2014_3,새석관시장,37295
2014_3,석관시장,14457
2014_3,석관황금시장,270608
2014_3,동북시장,17499
2014_3,방천골목시장,220655
2014_3,숭인시장,123888
2014_3,솔샘시장,86422
2014_3,번동북부골목시장,207399
2014_3,수유전통시장,219488
2014_3,우이시장,334640
2014_3,강북종합시장,74619
2014_3,수유중앙시장,8907
2014_3,장미원골목시장,197015
2014_3,수유북부시장,9360
2014_3,창동신창시장,217611
2014_3,창동골목시장,181704
2014_3,신도봉시장,7230
2014_3,백운시장,45295
2014_3,쌍문역골목시장,53825
2014_3,방학동도깨비시장,113650
2014_3,공릉동도깨비시장,132818
2014_3,상계시장,6845
2014_3,상계중앙시장,238303
2014_3,연서시장,255600
2014_3,갈현시장,28679
2014_3,역촌중앙시장,21506
2014_3,녹번시장,25618
2014_3,신응암시장,89501
2014_3,대림골목시장,101428
2014_3,증산종합시장,5896
2014_3,수일시장,16290
2014_3,영천시장,81171
2014_3,아현가구거리상점가,17108
2014_3,인왕시장,89525
2014_3,포방터시장,87219
2014_3,모래내시장,6400
2014_3,백련시장,11434
2014_3,마포시장,56920
2014_3,아현시장,181218
2014_3,신수시장,20546
2014_3,서교시장,44136
2014_3,영진시장,18155
2014_3,합정시장,82105
2014_3,망원시장,102045
2014_3,망원월드컵시장,121968
2014_3,동진시장,41154
2014_3,목2동시장,224167
2014_3,목3동시장,215567
2014_3,목4동시장,72461
2014_3,신영시장,214394
2014_3,월정로시장,44146
2014_3,경창시장,49353
2014_3,신월3동골목시장,58594
2014_3,신곡종합시장,22558
2014_3,신월6동골목시장,57149
2014_3,신월7동골목시장,39944
2014_3,신정제일시장,38430
2014_3,신정2동골목시장,59632
2014_3,신정3동골목시장,149596
2014_3,등마루시장,5948
2014_3,신월중앙시장,34816
2014_3,화곡중앙골목시장,89962
2014_3,대원종합시장,24351
2014_3,남부골목시장,455332
2014_3,화곡본동시장,102626
2014_3,까치산시장,535830
2014_3,송화골목시장,480338
2014_3,방신전통시장,210884
2014_3,공항시장,45385
2014_3,구로시장,71288
2014_3,남구로시장,485529
2014_3,가리봉시장,48518
2014_3,고척근린시장,175931
2014_3,개봉중앙시장,37701
2014_3,오류시장,46121
2014_3,독산동 우시장,94314
2014_3,남문시장,262799
2014_3,푸른터시장,18779
2014_3,대명시장,47506
2014_3,현대시장,523030
2014_3,박미시장,11434
2014_3,은행나무시장,145463
2014_3,영등포전통시장,2725604
2014_3,영등포청과시장,63031
2014_3,도림시장,26813
2014_3,영일시장,127201
2014_3,양남시장,14766
2014_3,대신시장,143258
2014_3,사러가시장,115053
2014_3,영진시장A동,16926
2014_3,우리시장,193756
2014_3,대림중앙시장,45213
2014_3,노량진중앙시장,148612
2014_3,본동인정시장,102211
2014_3,신노량진시장,20527
2014_3,강남시장_동작,23949
2014_3,상도전통시장,97063
2014_3,영도시장,26268
2014_3,성대시장,44047
2014_3,상도4동도깨비골목시장,124036
2014_3,흑석시장,349423
2014_3,남성사계시장,305101
2014_3,남성역골목시장,218816
2014_3,사당시장,23058
2014_3,중부시장,192632
2014_3,낙성대시장,22891
2014_3,봉천제일종합시장,13144
2014_3,봉일시장,89995
2014_3,봉천현대시장,41125
2014_3,봉천중앙시장,40800
2014_3,인헌시장,191988
2014_3,신원시장,556119
2014_3,관악신사시장,198461
2014_3,신림종합시장,12275
2014_3,강남골목시장,63870
2014_3,신림중앙시장,19788
2014_3,삼성동시장,97292
2014_3,신신림시장,9965
2014_3,미성동도깨비시장,163887
2014_3,우림시장,34836
2014_3,남부종합시장,6646
2014_3,양재시장,45089
2014_3,강남시장_강남,22865
2014_3,영동전통시장,133164
2014_3,논현종합시장,40275
2014_3,청담삼익시장,8680
2014_3,도곡시장,74211
2014_3,강남개포시장,20088
2014_3,풍납시장,142882
2014_3,마천시장,106560
2014_3,방이시장,311418
2014_3,석촌시장,163515
2014_3,새마을시장,215812
2014_3,명일골목시장,197615
2014_3,고덕전통시장,25450
2014_3,암사종합시장,350249
2014_3,양지골목시장,23386
2014_3,고분다리골목시장,38930
2014_3,동서울시장,27405
2014_3,천호시장,62266
2014_3,성내골목시장,68588
2014_3,둔촌역전통시장,257365
2014_3,길동복조리시장,240454
2014_3,이태원 관광특구,1892140
2014_3,명동 남대문 북창동 다동 무교동 관광특구,12237446
2014_3,동대문패션타운 관광특구,3739982
2014_3,종로·청계 관광특구,8061102
2014_3,잠실 관광특구,1358482
2014_3,강남 마이스 관광특구,192032
2014_4,계동길,135676
2014_4,난계로27길,135013
2014_4,돈화문로11가길,109974
2014_4,명륜길,110176
2014_4,백석동길,29714
2014_4,북촌로11길,72872
2014_4,북촌로5길,71856
2014_4,북촌로5나길,34417
2014_4,삼청로5길,13086
2014_4,성균관로5길,110002
2014_4,숭인동길,205392
2014_4,옥인길,98071
2014_4,율곡로10길,43757
2014_4,율곡로16길,59899
2014_4,이화장길,154580
2014_4,자하문로7길,148192
2014_4,종로24길,123333
2014_4,종로58가길,435435
2014_4,종로65길,194873
2014_4,지봉로8길,354483
2014_4,창경궁로35길,348621
2014_4,창신2길,139515
2014_4,창신5길,502194
2014_4,창신길,279276
2014_4,통일로12길,92671
2014_4,평창길,7545
2014_4,필운대로1길,39047
2014_4,난계로11길,374182
2014_4,난계로21길,105990
2014_4,다산로33길,733212
2014_4,다산로36길,146107
2014_4,다산로38길,429713
2014_4,다산로39길,356364
2014_4,동호로10길,348537
2014_4,동호로11길,114067
2014_4,동호로15길,121305
2014_4,동호로20길,171713
2014_4,동호로8길,368750
2014_4,명동길,219108
2014_4,삼일대로4길,224983
2014_4,장충단로8길,253812
2014_4,청구로17길,280725
2014_4,청구로1길,376491
2014_4,퇴계로12길,72603
2014_4,퇴계로18길,51756
2014_4,퇴계로46길,318349
2014_4,퇴계로56길,254051
2014_4,퇴계로8길,145190
2014_4,퇴계로90길,271324
2014_4,녹사평대로11길,15952
2014_4,녹사평대로26길,77687
2014_4,녹사평대로32길,116442
2014_4,녹사평대로40나길,171237
2014_4,녹사평대로46길,134585
2014_4,대사관로34길,88323
2014_4,두텁바위로1길,269091
2014_4,백범로79길,525873
2014_4,백범로90길,87673
2014_4,서빙고로71길,162568
2014_4,소월로20길,385349
2014_4,신흥로20길,245432
2014_4,우사단로10길,281917
2014_4,우사단로14길,168616
2014_4,우사단로4길,275245
2014_4,원효로19길,132258
2014_4,원효로41길,145869
2014_4,원효로53길,242793
2014_4,원효로89길,219235
2014_4,이촌로22길,197893
2014_4,이태원로27길,217982
2014_4,이태원로54길,184307
2014_4,장문로45길,353609
2014_4,청파로47길,490948
2014_4,청파로47나길,126391
2014_4,청파로71길,410767
2014_4,청파로73길,227068
2014_4,한강대로104길,374066
2014_4,한강대로15길,157194
2014_4,한강대로43길,418065
2014_4,한강대로52길,281977
2014_4,한강대로62길,359274
2014_4,한강대로7길,206064
2014_4,한강대로88길,146853
2014_4,한남대로20길,123346
2014_4,회나무로13길,102990
2014_4,효창원로39길,155283
2014_4,후암로28길,220023
2014_4,고산자로6길,636631
2014_4,금호산2길,126517
2014_4,금호산길,243964
2014_4,둘레9길,159389
2014_4,뚝섬로5길,194710
2014_4,마장로27길,145033
2014_4,마장로39길,168080
2014_4,마조로16길,132398
2014_4,마조로1길,893261
2014_4,매봉길,55813
2014_4,무수막길,178401
2014_4,무학로6길,323891
2014_4,무학봉28길,192068
2014_4,무학봉길,155881
2014_4,사근동길,186333
2014_4,상원12길,182631
2014_4,상원길,350238
2014_4,서울숲2길,121885
2014_4,성덕정17길,439360
2014_4,성덕정길,159592
2014_4,성수이로18길,101862
2014_4,성수이로7길,139687
2014_4,성수일로6길,337163
2014_4,송정12라길,244567
2014_4,송정4가길,530477
2014_4,아차산로11길,108693
2014_4,아차산로15길,148432
2014_4,아차산로5길,139981
2014_4,왕십리로14길,180643
2014_4,왕십리로21길,154349
2014_4,왕십리로26길,424020
2014_4,왕십리로31길,405998
2014_4,왕십리로6길,511357
2014_4,용답29길,612265
2014_4,용답중앙길,197064
2014_4,장터길,159060
2014_4,청계천로10나길,603595
2014_4,한림말3길,301484
2014_4,한림말길,137325
2014_4,광나루로12길,350937
2014_4,광나루로24길,96225
2014_4,광나루로36길,192081
2014_4,광나루로37길,238060
2014_4,광나루로40길,163536
2014_4,광나루로52길,344827
2014_4,긴고랑로20길,318083
2014_4,긴고랑로7길,300530
2014_4,긴고랑로8길,294992
