Date,상권_코드_명,총_직장_인구_수
2017_2,한남대로20길,758
2017_2,한강대로7길,536
2017_2,한강대로62길,728
2017_2,한강대로52길,1095
2017_2,한강대로43길,5963
2017_2,한강대로15길,1745
2017_2,한강대로104길,5661
2017_2,청파로73길,1163
2017_2,청파로71길,234
2017_2,청파로47나길,173
2017_2,청파로47길,937
2017_2,장문로45길,44
2017_2,이태원로54길,2194
2017_2,이태원로27길,603
2017_2,이촌로22길,219
2017_2,원효로89길,907
2017_2,원효로53길,732
2017_2,원효로41길,1524
2017_2,원효로19길,995
2017_2,우사단로4길,180
2017_2,우사단로14길,1768
2017_2,우사단로10길,80
2017_2,신흥로20길,142
2017_2,소월로20길,127
2017_2,서빙고로71길,468
2017_2,백범로90길,284
2017_2,백범로79길,1045
2017_2,두텁바위로1길,2325
2017_2,대사관로34길,278
2017_2,녹사평대로46길,65
2017_2,녹사평대로40나길,54
2017_2,녹사평대로32길,285
2017_2,녹사평대로26길,2050
2017_2,녹사평대로11길,300
2017_2,퇴계로90길,588
2017_2,퇴계로8길,2402
2017_2,퇴계로56길,1049
2017_2,퇴계로46길,1988
2017_2,퇴계로18길,2984
2017_2,퇴계로12길,950
2017_2,청구로1길,228
2017_2,청구로17길,1671
2017_2,장충단로8길,3477
2017_2,삼일대로4길,1013
2017_2,명동길,36746
2017_2,동호로20길,805
2017_2,동호로15길,4224
2017_2,동호로11길,15
2017_2,동호로10길,1536
2017_2,다산로39길,1230
2017_2,다산로38길,1583
2017_2,다산로36길,76
2017_2,다산로33길,446
2017_2,난계로21길,240
2017_2,난계로11길,1679
2017_2,필운대로1길,5
2017_2,평창길,183
2017_2,통일로12길,244
2017_2,창신길,264
2017_2,창신5길,8
2017_2,창신2길,63
2017_2,창경궁로35길,1338
2017_2,지봉로8길,175
2017_2,종로65길,577
2017_2,자하문로7길,531
2017_2,이화장길,1887
2017_2,율곡로16길,99
2017_2,율곡로10길,2269
2017_2,옥인길,460
2017_2,숭인동길,17
2017_2,성균관로5길,138
2017_2,삼청로5길,407
2017_2,북촌로5나길,1639
2017_2,북촌로5길,61
2017_2,북촌로11길,19
2017_2,백석동길,122
2017_2,명륜길,16
2017_2,돈화문로11가길,1100
2017_2,계동길,840
2017_1,강남 마이스 관광특구,22217
2017_1,잠실 관광특구,27304
2017_1,종로·청계 관광특구,30331
2017_1,동대문패션타운 관광특구,9790
2017_1,명동 남대문 북창동 다동 무교동 관광특구,168933
2017_1,이태원 관광특구,5707
2017_1,길동복조리시장,588
2017_1,둔촌역전통시장,173
2017_1,성내골목시장,6
2017_1,천호시장,19
2017_1,암사종합시장,717
2017_1,고덕전통시장,370
2017_1,명일골목시장,453
2017_1,새마을시장,404
2017_1,석촌시장,190
2017_1,방이시장,660
2017_1,마천시장,249
2017_1,풍납시장,14
2017_1,강남개포시장,41
2017_1,도곡시장,489
2017_1,영동전통시장,3023
2017_1,미성동도깨비시장,432
2017_1,신신림시장,2
2017_1,삼성동시장,104
2017_1,신림중앙시장,12
2017_1,강남골목시장,293
2017_1,관악신사시장,293
2017_1,신원시장,365
2017_1,인헌시장,257
2017_1,봉천현대시장,9
2017_1,봉천제일종합시장,49
2017_1,낙성대시장,20
2017_1,중부시장,186
2017_1,남성역골목시장,512
2017_1,남성사계시장,1874
2017_1,흑석시장,180
2017_1,상도4동도깨비골목시장,312
2017_1,영도시장,69
2017_1,본동인정시장,116
2017_1,대림중앙시장,29
2017_1,우리시장,15
2017_1,영진시장A동,36
2017_1,사러가시장,24
2017_1,영등포청과시장,189
2017_1,영등포전통시장,4030
2017_1,은행나무시장,39
2017_1,현대시장,56
2017_1,남문시장,288
2017_1,독산동 우시장,138
2017_1,개봉중앙시장,7
2017_1,가리봉시장,18
2017_1,남구로시장,17
2017_1,구로시장,47
2017_1,방신전통시장,128
2017_1,송화골목시장,500
2017_1,까치산시장,35
2017_1,남부골목시장,200
2017_1,화곡중앙골목시장,2
2017_1,등마루시장,814
2017_1,신정3동골목시장,211
2017_1,신정2동골목시장,9
2017_1,신월6동골목시장,237
2017_1,신곡종합시장,12
2017_1,신월3동골목시장,52
2017_1,경창시장,185
2017_1,월정로시장,113
2017_1,신영시장,50
2017_1,목4동시장,235
2017_1,목3동시장,714
2017_1,목2동시장,239
2017_1,마포농수산물시장,504
2017_1,망원월드컵시장,13
2017_1,망원시장,34
2017_1,신수시장,116
2017_1,아현시장,22
2017_1,대림골목시장,300
2017_1,상계중앙시장,26
2017_1,방학동도깨비시장,150
2017_1,쌍문역골목시장,70
2017_1,신도봉시장,24
2017_1,창동신창시장,152
2017_1,수유북부시장,12
2017_1,장미원골목시장,74
2017_1,수유중앙시장,136
2017_1,강북종합시장,75
2017_1,우이시장,146
2017_1,수유전통시장,448
2017_1,번동북부골목시장,80
2017_1,솔샘시장,105
2017_1,방천골목시장,78
2017_1,석관황금시장,53
2017_1,장위전통시장,181
2017_1,정릉시장,36
2017_1,정릉아리랑시장,2
2017_1,돈암제일시장,59
2017_1,우림골목시장,214
2017_1,묵1동도깨비시장,285
2017_1,태능시장,4
2017_1,중화제일시장,24
2017_1,사가정시장,245
2017_1,동원시장,80
2017_1,동부골목시장,92
2017_1,회기시장,127
2017_1,답십리시장,29
2017_1,답십리현대시장,89
2017_1,청량리종합시장,7
2017_1,청량리농수산물시장,20
2017_1,서울약령시장,1356
2017_1,청량리수산시장,233
2017_1,구의시장,97
2017_1,조양시장,91
2017_1,영동교골목시장,14
2017_1,능동로골목시장,269
2017_1,자양골목시장,94
2017_1,중곡제일시장,140
2017_1,한아름시장,133
2017_1,성동용답상가시장,296
2017_1,뚝도시장,31
2017_1,금남시장,26
2017_1,행당시장,237
2017_1,마장축산물시장,1520
2017_1,용문전통시장,40
2017_1,후암시장,51
2017_1,합동(새벽)시장,2330
2017_1,서울중앙시장,238
2017_1,백학시장,454
2017_1,약수시장,1689
2017_1,청평화시장,2995
2017_1,제일평화시장,515
2017_1,남평화시장,198
2017_1,방산종합시장,1825
2017_1,인현시장,1175
2017_1,신중부시장,2452
2017_1,남대문시장,7087
2017_1,동묘시장,931
2017_1,창신골목시장,232
2017_1,충신시장,340
2017_1,종로신진시장,28
2017_1,동대문종합시장,344
2017_1,광장시장,199
2017_1,서울 노원구 노원역_3,789
2017_1,서울 노원구 노원역_1,954
2017_1,창동역,2418
2017_1,서울 강북구 수유역_3,64
2017_1,서울 강북구 수유역_2,4155
2017_1,서울 강북구 수유역_1,109
2017_1,서울 은평구 연신내역_3,634
2017_1,서울 은평구 연신내역_2,444
2017_1,서울 은평구 연신내역_1,89
2017_1,서울 성북구 미아삼거리역_2,522
2017_1,서울 강북구 미아삼거리역_1,526
2017_1,서울 은평구 불광역_3,55
2017_1,서울 은평구 불광역_2,72
2017_1,서울 은평구 불광역_1,253
2017_1,미아사거리_2,99
2017_1,미아사거리_1,559
2017_1,서울 성북구 성신여대입구역,4901
2017_1,경희대학교,377
2017_1,서울 성북구 안암역,98
2017_1,혜화역 대학로_3,1703
2017_1,혜화역 대학로_2,1367
2017_1,혜화역 대학로_1,1307
2017_1,디지털미디어시티,22582
2017_1,서울 동대문구 청량리역,3236
2017_1,서울 종로구 안국역_2,736
2017_1,서울 종로구 안국역_1,11654
2017_1,서울 종로구 경복궁역_1,227
2017_1,서울 종로구 종로3가역_3,3218
2017_1,서울 종로구 종로3가역_2,1846
2017_1,서울 동대문구 신설동역_2,4363
2017_1,인사동,21106
2017_1,서울 종로구 종로5가역_4,683
2017_1,서울 종로구 종로5가역_3,5230
2017_1,종로구청,15806
2017_1,서울 종로구 종로5가역_2,18935
2017_1,신설동역,753
2017_1,서울 동대문구 신설동역_1,2
2017_1,서울 종로구 광화문역_2,52781
2017_1,동묘앞역,62
2017_1,장안동사거리,535
2017_1,서울 종로구 동대문역_2,1053
2017_1,동대문시장_2,485
2017_1,서울 종로구 종로5가역_1,55
2017_1,서울 종로구 종로3가역_1,3445
2017_1,서울 종로구 광화문역_1,2295
2017_1,종각역,20605
2017_1,종각역 젊음의 거리,2111
2017_1,서대문구 서대문역_1,355
2017_1,동대문시장_1,413
2017_1,시청역_2,22170
2017_1,서울시청,23470
2017_1,서울 중구 을지로3가역_2,7984
2017_1,서울 중구 신당역_2,1365
2017_1,서대문구 서대문역_2,2006
2017_1,동대문역사문화공원역,3918
2017_1,서울 중구 을지로3가역_1,14332
2017_1,명동거리,25479
2017_1,롯데백화점,40328
2017_1,서울 중구 신당역_1,1042
2017_1,북창동,7810
2017_1,서울 중구 충무로역_2,14143
2017_1,서울 강서구 송정역,763
2017_1,장한평역_2,11959
2017_1,시청역_1,55429
2017_1,왕십리역_2,655
2017_1,서울 강서구 발산역,792
2017_1,장한평역_1,2400
2017_1,서울 중구 충무로역_1,3168
2017_1,장한평역,2188
2017_1,서울 중구 명동역,3694
2017_1,장충동 족발거리,198
2017_1,한양시장,277
2017_1,서울 서대문구 이대역,1275
2017_1,서울 서대문구 신촌역,3003
2017_1,서울 마포구 홍대입구역_3,411
2017_1,서울 마포구 홍대입구역_2,3152
2017_1,홍익대학교 주변,15066
2017_1,서울 광진구 군자역,181
2017_1,신촌역,236
2017_1,강서구청,3455
2017_1,서울 마포구 홍대입구역_1,821
2017_1,서울 강동구 고덕역,490
2017_1,서울 강동구 명일역,856
2017_1,어린이대공원역,97
2017_1,서울 마포구 공덕역_2,4124
2017_1,공덕역,7228
2017_1,서울 용산구 숙대입구역,4416
2017_1,남영역,14242
2017_1,서울 마포구 공덕역_1,4647
2017_1,서울 마포구 마포역_2,1240
2017_1,서울 광진구 건대입구역_2,2838
2017_1,서울 마포구 마포역_1,11532
2017_1,서울 강동구 천호역_2,3826
2017_1,서울 광진구 건대입구역_1,944
2017_1,건대입구역,722
2017_1,서울 광진구 구의역,865
2017_1,서울 강동구 천호역,1029
2017_1,당산역_2,5271
2017_1,서울 강동구 길동역,1208
2017_1,용산 전자상가_5,2380
2017_1,당산역_1,1102
2017_1,서울 광진구 강변역,2126
2017_1,용산 전자상가_3,2451
2017_1,서울 용산구 이태원역,642
2017_1,한남오거리,664
2017_1,용산 전자상가_2,470
2017_1,용산구청,99
2017_1,용산 전자상가_1,8011
2017_1,국회의사당역_2,40592
2017_1,서울 용산구 신용산역,458
2017_1,국회의사당역_1,5643
2017_1,압구정 로데오거리_2,15549
2017_1,서울 강남구 압구정역,10779
2017_1,서울 영등포구 영등포구청역,3655
2017_1,압구정 로데오거리_1,7361
2017_1,서울 강동구 둔촌동역,53
2017_1,오목교역,206
2017_1,신사동 가로수길,21404
2017_1,서울 영등포구 여의도역_2,48066
2017_1,청담사거리_3,1456
2017_1,영등포유통상가,2068
2017_1,청담역_2,1310
2017_1,청담역_1,187
2017_1,청담사거리_2,987
2017_1,서울 영등포구 여의도역_1,53560
2017_1,학동사거리_2,3104
2017_1,서울 영등포구 영등포시장역,328
2017_1,학동사거리_1,4086
2017_1,여의도 시범아파트앞,2243
2017_1,영등포역_3,815
2017_1,도산공원사거리_1,9677
2017_1,영등포역_2,1152
2017_1,문래동 주민센터,76
2017_1,강남구 신사역_2,8379
2017_1,서울 강남구 강남구청역_2,4618
2017_1,강남구 신사역_1,2574
2017_1,서울 동작구 노량진1동_1,31
2017_1,서울 강남구 학동역_3,9202
2017_1,서울 강남구 강남구청역_1,3057
2017_1,잠실역,5718
2017_1,강남구 논현역_4,7327
2017_1,학동역,1409
2017_1,방이동 먹자골목,4916
2017_1,서울 강남구 학동역_2,5486
2017_1,서울 동작구 노량진역,3618
2017_1,삼성역_3,8659
2017_1,코엑스,22217
2017_1,서울 강남구 학동역_1,5071
2017_1,선정릉역_2,6768
2017_1,강남구 논현역_3,1498
2017_1,포스코사거리_2,7170
2017_1,포스코사거리_1,49794
2017_1,잠실역 롯데월드,3312
2017_1,신도림역,3445
2017_1,강남구 논현역_2,8038
2017_1,선정릉역_1,1734
2017_1,신천역,6159
2017_1,강남구 논현역_1,3678
2017_1,삼성역_2,17789
2017_1,삼정역_2,2864
2017_1,삼정역_1,2888
2017_1,삼성역_1,30235
2017_1,서울 강남구 선릉역_2,7549
2017_1,고속터미널역,15664
2017_1,서울 서초구 강남역,34665
2017_1,서울 강남구 선릉역_1,19335
2017_1,선릉역_2,20206
2017_1,서울 강남구 역삼역_2,26179
2017_1,서울 송파구 석촌역_1,39
2017_1,서울 강남구 강남역_2,5718
2017_1,선릉역_1,53672
2017_1,구로역,161
2017_1,역삼역_2,4289
2017_1,대림역_2,6960
2017_1,서울 강남구 역삼역_1,26619
2017_1,신대방삼거리역,295
2017_1,서울 강남구 한티역,1079
2017_1,은마아파트입구사거리_4,88
2017_1,오류동역,1520
2017_1,서울 강남구 강남역,39329
2017_1,교대역_4,5609
2017_1,서울 강남구 강남역_1,131760
2017_1,방배동카페골목,109
2017_1,가락시장,16218
2017_1,교대역_3,4386
2017_1,역삼역_1,1750
2017_1,교대역_2,3525
2017_1,서울 송파구 가락시장역,5325
2017_1,서울 서초구 서초역,12162
2017_1,서울 강남구 대치역_2,1479
2017_1,뱅뱅사거리_2,24941
2017_1,보라매공원,14103
2017_1,교대역_1,13196
2017_1,개봉동 현대아파트 인근,155
2017_1,뱅뱅사거리,7125
2017_1,뱅뱅사거리_1,10353
2017_1,서울 관악구 신림역_4,920
2017_1,동작구 총신대입구역_1,214
2017_1,양재역_3,3515
2017_1,동작구 총신대입구역_2,841
2017_1,서울 서초구 남부터미널역_3,1526
2017_1,서울 강남구 수서역,19103
2017_1,서울 서초구 남부터미널역_2,11569
2017_1,구로디지탈1단지,65309
2017_1,양재역,119
2017_1,매봉역,538
2017_1,서울 서초구 방배역,3625
2017_1,서울 서초구 남부터미널역_1,552
2017_1,서울 관악구 신림역_2,31
2017_1,서울 관악구 신림역_1,1925
2017_1,양재역_2,8950
2017_1,양재역_1,1022
2017_1,서울 관악구 서울대입구역_2,42
2017_1,가산디지털단지역_3,31303
2017_1,구로디지털단지역,2148
2017_1,서울 관악구 서울대입구역_1,1963
2017_1,관악구 사당역_1,3907
2017_1,가산디지털단지역_2,61605
2017_1,관악구 사당역_2,345
2017_1,가산디지털단지역_1,26323
2017_1,장지역,4333
2017_1,포이사거리_1,5741
2017_1,포이사거리_2,8907
2017_1,서울 관악구 대학동_1,82
2017_1,서울 금천구 독산1동_1,3007
2017_1,양재 화물트럭터미널앞_2,178
2017_1,양재 화물트럭터미널앞_1,4379
2017_1,서울 금천구 시흥1동_4,931
2017_1,풍성로37가길,36
2017_1,천호옛길,556
2017_1,천호옛14길,594
2017_1,천호대로219길,918
2017_1,천호대로197길,17
2017_1,천호대로187길,874
2017_1,천호대로170길,416
2017_1,천호대로162길,1293
2017_1,천중로51길,436
2017_1,천중로39길,584
2017_1,진황도로47길,1359
2017_1,진황도로27길,490
2017_1,올림픽로98길,41
2017_1,올림픽로80길,2
2017_1,올림픽로77길,13
2017_1,올림픽로71길,405
2017_1,올림픽로48길,5800
2017_1,양재대로96길,1313
2017_1,양재대로95길,718
2017_1,양재대로91길,1187
2017_1,양재대로133길,309
2017_1,양재대로124길,632
2017_1,양재대로116길,218
2017_1,양재대로101길,1196
2017_1,암사길,368
2017_1,성안로3길,1614
2017_1,성내로5길,1084
2017_1,상일로5길,56
2017_1,상암로5길,625
2017_1,상암로51길,762
2017_1,상암로4길,267
2017_1,상암로14길,485
2017_1,명일로13길,121
2017_1,동남로85길,130
2017_1,동남로82길,10
2017_1,동남로65길,72
2017_1,구천면로42길,384
2017_1,구천면로41길,603
2017_1,구천면로36길,61
2017_1,고덕로25길,22
2017_1,고덕로10길,191
2017_1,강동대로53길,900
2017_1,풍성로25길,788
2017_1,오금로46길,1421
2017_1,오금로36길,1270
2017_1,오금로11길,2197
2017_1,양재대로72길,693
2017_1,양재대로71길,1292
2017_1,양재대로64길,1522
2017_1,양재대로62길,6352
2017_1,송파대로30길,1749
2017_1,송이로36길,2070
2017_1,송이로32길,773
2017_1,송이로23길,1272
2017_1,삼전로13길,1626
2017_1,백제고분로50길,3386
2017_1,백제고분로46길,1791
2017_1,백제고분로45길,498
2017_1,백제고분로42길,132
2017_1,백제고분로39길,1583
2017_1,백제고분로34길,1727
2017_1,백제고분로33길,1017
2017_1,백제고분로32길,1092
2017_1,백제고분로31길,336
2017_1,백제고분로22길,1009
2017_1,백제고분로21길,206
2017_1,마천로51길,130
2017_1,동남로20길,155
2017_1,거마로20길,486
2017_1,학동로77길,2965
2017_1,학동로6길,1919
2017_1,학동로56길,907
2017_1,학동로38길,6646
2017_1,테헤란로81길,573
2017_1,일원로9길,558
2017_1,일원로3길,227
2017_1,영동대로65길,3117
2017_1,영동대로112길,661
2017_1,언주로81길,9257
2017_1,압구정로2길,2790
2017_1,선릉로18길,426
2017_1,선릉로146길,1884
2017_1,선릉로133길,187
2017_1,선릉로132길,1019
2017_1,선릉로121길,1868
2017_1,삼성로75길,2696
2017_1,삼성로69길,316
2017_1,삼성로64길,537
2017_1,삼성로63길,151
2017_1,삼성로57길,867
2017_1,삼성로147길,970
2017_1,삼성로115길,266
2017_1,봉은사로68길,289
2017_1,봉은사로57길,742
2017_1,봉은사로43길,1035
2017_1,봉은사로29길,124
2017_1,봉은사로109길,321
2017_1,도산대로89길,2595
2017_1,도산대로81길,4539
2017_1,도산대로50길,2799
2017_1,도산대로38길,156
2017_1,도산대로30길,2931
2017_1,도산대로23길,1637
2017_1,도산대로15길,1865
2017_1,도곡로37길,3601
2017_1,논현로8길,760
2017_1,논현로63길,10880
2017_1,논현로28길,10370
2017_1,논현로26길,6682
2017_1,논현로139길,2706
2017_1,논현로123길,94
2017_1,논현로115길,2789
2017_1,논현로10길,2567
2017_1,논현로106길,2732
2017_1,남부순환로365길,185
2017_1,개포로28길,286
2017_1,개포로20길,4229
2017_1,개포로17길,2654
2017_1,강남대로140길,4339
2017_1,강남대로136길,1132
2017_1,강남대로118길,622
2017_1,서초중앙로8길,7055
2017_1,방배중앙로21길,1980
2017_1,효령로72길,224
2017_1,효령로34길,23
2017_1,효령로31길,1440
2017_1,효령로23길,713
2017_1,청두곶길,2013
2017_1,주흥길,310
2017_1,주흥15길,1626
2017_1,언남길,1806
2017_1,신반포로45길,404
2017_1,서초대로8길,310
2017_1,서초대로64길,509
2017_1,서초대로4길,611
2017_1,서초대로25길,3345
2017_1,서초대로23길,506
2017_1,서초대로15길,1442
2017_1,사평대로57길,173
2017_1,사평대로26길,15
2017_1,사평대로22길,1508
2017_1,사임당로17길,1817
2017_1,방배로42길,145
2017_1,방배로35길,2359
2017_1,방배로18길,83
2017_1,반포대로9길,684
2017_1,바우뫼로39길,2089
2017_1,마방로2길,3973
2017_1,방배천로4안길,1268
2017_1,동산로19길,1334
2017_1,동산로10길,2623
2017_1,동광로39길,48
2017_1,동광로1길,1206
2017_1,동광로12길,787
2017_1,논현로27길,3585
2017_1,논현로1길,524
2017_1,남부순환로339길,12144
2017_1,남부순환로325길,7947
2017_1,남부순환로317길,1511
2017_1,고무래로8길,6939
2017_1,강남대로8길,2718
2017_1,강남대로34길,997
2017_1,강남대로23길,6639
2017_1,소담길,22
2017_1,원신길,305
2017_1,양산길,363
2017_1,호암로24길,640
2017_1,호암로20길,43
2017_1,행운길,19
2017_1,행운1길,101
2017_1,청림3길,79
2017_1,청룡길,88
2017_1,청룡8길,34
2017_1,중앙길,280
2017_1,조원중앙로2길,1104
2017_1,조원로18길,1063
2017_1,조원로10길,273
2017_1,장군봉2길,223
2017_1,장군봉1길,91
2017_1,인헌길,82
2017_1,은천로25길,286
2017_1,양녕로6길,800
2017_1,신원로3길,33
2017_1,신사로20길,52
2017_1,신림로64길,253
2017_1,신림로48길,73
2017_1,신림로38길,61
2017_1,신림로28길,320
2017_1,신림로11길,453
2017_1,신림동길,342
2017_1,승방길,558
2017_1,서림7길,266
2017_1,봉천로33길,377
2017_1,봉천로13길,300
2017_1,복은길,174
2017_1,법원단지길,2
2017_1,법원단지9길,90
2017_1,미성5길,66
2017_1,대학길,80
2017_1,대학14길,10
2017_1,당곡길,351
2017_1,남현길,234
2017_1,남현3길,430
2017_1,남부순환로248길,252
2017_1,남부순환로234길,112
2017_1,남부순환로172길,1478
2017_1,남부순환로161길,21
2017_1,남부순환로151길,123
2017_1,남부순환로142길,76
2017_1,난향길,169
2017_1,난우길,436
2017_1,난곡로74길,144
2017_1,난곡로34길,22
2017_1,난곡로26길,121
2017_1,난곡로24길,40
2017_1,낙성대역길,736
2017_1,국회단지길,529
2017_1,구암길,84
2017_1,관천로22길,25
2017_1,관천로15길,134
2017_1,관악로30길,172
2017_1,관악로28길,148
2017_1,관악로14길,408
2017_1,관악로10길,261
2017_1,흑석로9길,194
2017_1,흑석로13길,128
2017_1,장승배기로27길,39
2017_1,장승배기로19길,9
2017_1,여의대방로46길,459
2017_1,여의대방로24길,17082
2017_1,여의대방로22카길,274
2017_1,여의대방로22나길,139
2017_1,여의대방로22길,201
2017_1,양녕로26길,126
2017_1,신대방길,107
2017_1,성대로29길,4
2017_1,성대로1길,311
2017_1,서달로8가길,228
2017_1,서달로14길,34
2017_1,서달로10길,87
2017_1,상도로62길,215
2017_1,상도로61길,39
2017_1,상도로47길,53
2017_1,상도로37길,1985
2017_1,상도로15길,306
2017_1,사당로8길,128
2017_1,사당로30길,308
2017_1,사당로2차길,152
2017_1,사당로29길,16
2017_1,사당로26길,245
2017_1,사당로23나길,167
2017_1,사당로23길,14
2017_1,사당로20길,175
2017_1,사당로16길,132
2017_1,사당로16가길,815
2017_1,만양로8길,88
2017_1,만양로14길,360
2017_1,등용로14길,624
2017_1,동작대로7길,2058
2017_1,동작대로35길,267
2017_1,동작대로33길,119
2017_1,동작대로29길,27
2017_1,동작대로17길,1359
2017_1,대방동2길,477
2017_1,대방동27길,94
2017_1,노량진로6길,113
2017_1,국사봉길,36
2017_1,국사봉2길,94
2017_1,국사봉1길,7
2017_1,영신로9길,458
2017_1,영등포로84길,344
2017_1,영등포로80길,51
2017_1,영등포로62길,2
2017_1,영등포로35길,95
2017_1,영등포로27길,362
2017_1,여의대방로43나길,2368
2017_1,여의대방로39길,8
2017_1,여의대방로35길,769
2017_1,양평로28길,605
2017_1,양평로22라길,33
2017_1,양평로19길,4256
2017_1,신길로60길,436
2017_1,신길로42길,375
2017_1,신길로42가길,96
2017_1,신길로39길,92
2017_1,신길로17길,60
2017_1,선유서로28길,587
2017_1,선유서로25길,2457
2017_1,선유서로24길,155
2017_1,선유로55길,2346
2017_1,디지털로74길,54
2017_1,디지털로57길,10
2017_1,디지털로37길,206
2017_1,도신로62길,184
2017_1,도신로60길,60
2017_1,도신로29길,82
2017_1,도신로15길,77
2017_1,도림천로21길,92
2017_1,도림로63길,32
2017_1,도림로147길,1703
2017_1,도림로112길,12
2017_1,대림로8길,1834
2017_1,대림로7길,14
2017_1,대림로44길,45
2017_1,대림로34길,187
2017_1,대림로31길,753
2017_1,대림로29길,1637
2017_1,대림로22길,343
2017_1,당산로46길,4455
2017_1,당산로38길,218
2017_1,당산로37길,4062
2017_1,당산로31길,4110
2017_1,국회대로56길,1674
2017_1,경인로90길,310
2017_1,경인로80길,1561
2017_1,경인로77길,686
2017_1,가마산로61길,164
2017_1,시흥대로94길,780
2017_1,시흥대로84길,174
2017_1,시흥대로68길,535
2017_1,시흥대로63길,2876
2017_1,시흥대로62가길,430
2017_1,시흥대로36길,365
2017_1,시흥대로22길,510
2017_1,시흥대로153길,646
2017_1,시흥대로150길,546
2017_1,시흥대로141길,657
2017_1,시흥대로138길,18
2017_1,시흥대로120길,608
2017_1,벚꽃로56길,1826
2017_1,범안로17길,129
2017_1,범안로11길,1139
2017_1,문성로5길,145
2017_1,독산로85길,85
2017_1,독산로78다길,234
2017_1,독산로70길,4
2017_1,독산로64길,158
2017_1,독산로50길,90
2017_1,독산로40길,54
2017_1,독산로108길,737
2017_1,남부순환로112길,10
2017_1,금하로24길,176
2017_1,금하로1길,66
2017_1,금하로14길,17
2017_1,가산로5길,547
2017_1,가산로3길,2414
2017_1,중앙로1길,1534
2017_1,중앙로15길,98
2017_1,우마길,34
2017_1,오류로8길,246
2017_1,신도림로13길,775
2017_1,새말로18길,1072
2017_1,부일로1길,782
2017_1,부일로15길,181
2017_1,부일로11길,22
2017_1,디지털로32길,1169
2017_1,디지털로32가길,7202
2017_1,디지털로27길,387
2017_1,도림로6길,109
2017_1,도림로12길,99
2017_1,남부순환로97길,278
2017_1,구로중앙로8길,234
2017_1,구로중앙로7길,177
2017_1,구로중앙로42길,791
2017_1,구로중앙로34길,641
2017_1,구로중앙로28길,3052
2017_1,구로중앙로19길,8
2017_1,구로동로8길,151
2017_1,구로동로7길,162
2017_1,구로동로42길,27
2017_1,구로동로41길,440
2017_1,구로동로38길,50
2017_1,구로동로28길,191
2017_1,구로동로15길,21
2017_1,공원로6가길,302
2017_1,고척로52길,230
2017_1,고척로27다길,223
2017_1,고척로27길,239
2017_1,고척로21나길,242
2017_1,경인로47길,850
2017_1,경인로35길,276
2017_1,경인로31길,48
2017_1,경인로15길,141
2017_1,개봉로3길,268
2017_1,개봉로2길,475
2017_1,개봉로23가길,865
2017_1,개봉로20길,128
2017_1,개봉로1길,49
2017_1,개봉로17다길,163
2017_1,개봉로17길,821
2017_1,개봉로11길,51
2017_1,화곡로64길,2939
2017_1,화곡로59길,516
2017_1,화곡로44나길,803
2017_1,화곡로31길,1129
2017_1,화곡로20길,555
2017_1,화곡로13길,273
2017_1,초원로16길,594
2017_1,초록마을로8길,174
2017_1,초록마을로3길,48
2017_1,월정로20길,4
2017_1,우장산로6길,318
2017_1,양천로73가길,1357
2017_1,양천로71길,194
2017_1,양천로49길,724
2017_1,양천로26길,121
2017_1,양천로24길,355
2017_1,양천로24가길,668
2017_1,양천로14길,342
2017_1,방화대로6라길,713
2017_1,방화대로21길,820
2017_1,등촌로5길,10
2017_1,등촌로55길,465
2017_1,등촌로51길,16
2017_1,등촌로39길,66
2017_1,등촌로13길,201
2017_1,남부순환로11길,403
2017_1,까치산로4길,134
2017_1,국회대로7길,400
2017_1,공항대로8길,189
2017_1,공항대로61길,228
2017_1,공항대로59다길,839
2017_1,공항대로59길,1126
2017_1,공항대로55길,1026
2017_1,공항대로42길,6
2017_1,공항대로38길,264
2017_1,곰달래로60길,596
2017_1,곰달래로53길,55
2017_1,곰달래로47길,36
2017_1,곰달래로31길,9
2017_1,곰달래로25길,613
2017_1,개화동로25길,670
2017_1,개화동로23길,115
2017_1,강서로8길,142
2017_1,강서로5라길,289
2017_1,강서로5나길,122
2017_1,강서로5가길,45
2017_1,강서로47라길,91
2017_1,강서로47길,411
2017_1,강서로45다길,802
2017_1,강서로45길,134
2017_1,강서로35길,179
2017_1,강서로29길,325
2017_1,강서로18길,27
2017_1,강서로17가길,117
2017_1,강서로15길,262
2017_1,가로공원로80길,56
2017_1,가로공원로76가길,26
2017_1,화곡로4길,253
2017_1,화곡로3길,178
2017_1,지양로7길,230
2017_1,중앙로55길,350
2017_1,중앙로51길,147
2017_1,중앙로47길,125
2017_1,중앙로45길,160
2017_1,중앙로36길,2
2017_1,중앙로32길,609
2017_1,중앙로25길,252
2017_1,은행정로7길,491
2017_1,오목로5길,302
2017_1,오목로3길,445
2017_1,오목로30길,165
2017_1,오목로23길,816
2017_1,신월로20길,205
2017_1,신월로15길,796
2017_1,신목로6길,269
2017_1,신목로5길,901
2017_1,신목로2길,115
2017_1,목동중앙서로8가길,177
2017_1,목동중앙서로7길,263
2017_1,목동중앙북로8길,363
2017_1,목동중앙북로16길,270
2017_1,목동중앙본로7길,111
2017_1,목동중앙로3길,98
2017_1,목동중앙로13나길,286
2017_1,목동중앙남로3가길,576
2017_1,목동로9길,2483
2017_1,목동로19길,999
2017_1,목동동로12길,419
2017_1,목동남로4길,10
2017_1,남부순환로88길,300
