Date,상권_코드_명,총_직장_인구_수
2019_1,강남 마이스 관광특구,22562
2019_1,잠실 관광특구,30675
2019_1,종로·청계 관광특구,31692
2019_1,동대문패션타운 관광특구,10568
2019_1,명동 남대문 북창동 다동 무교동 관광특구,158818
2019_1,이태원 관광특구,5857
2019_1,길동복조리시장,471
2019_1,둔촌역전통시장,169
2019_1,성내골목시장,6
2019_1,천호시장,9
2019_1,암사종합시장,829
2019_1,고덕전통시장,400
2019_1,명일골목시장,531
2019_1,새마을시장,385
2019_1,석촌시장,165
2019_1,방이시장,611
2019_1,마천시장,216
2019_1,풍납시장,10
2019_1,강남개포시장,36
2019_1,도곡시장,484
2019_1,영동전통시장,3036
2019_1,미성동도깨비시장,409
2019_1,신신림시장,3
2019_1,삼성동시장,94
2019_1,신림중앙시장,12
2019_1,강남골목시장,262
2019_1,관악신사시장,171
2019_1,신원시장,330
2019_1,인헌시장,204
2019_1,봉천현대시장,10
2019_1,봉천제일종합시장,62
2019_1,낙성대시장,16
2019_1,중부시장,185
2019_1,남성역골목시장,563
2019_1,남성사계시장,1983
2019_1,흑석시장,171
2019_1,상도4동도깨비골목시장,327
2019_1,영도시장,83
2019_1,본동인정시장,134
2019_1,대림중앙시장,20
2019_1,우리시장,18
2019_1,영진시장A동,47
2019_1,사러가시장,34
2019_1,영등포청과시장,218
2019_1,영등포전통시장,4063
2019_1,은행나무시장,69
2019_1,현대시장,45
2019_1,남문시장,271
2019_1,독산동 우시장,137
2019_1,개봉중앙시장,10
2019_1,가리봉시장,16
2019_1,남구로시장,13
2019_1,구로시장,60
2019_1,방신전통시장,47
2019_1,송화골목시장,563
2019_1,까치산시장,46
2019_1,남부골목시장,217
2019_1,화곡중앙골목시장,2
2019_1,등마루시장,799
2019_1,신정3동골목시장,181
2019_1,신정2동골목시장,6
2019_1,신월6동골목시장,229
2019_1,신곡종합시장,13
2019_1,신월3동골목시장,68
2019_1,경창시장,208
2019_1,월정로시장,123
2019_1,신영시장,56
2019_1,목4동시장,211
2019_1,목3동시장,768
2019_1,목2동시장,228
2019_1,마포농수산물시장,461
2019_1,망원월드컵시장,16
2019_1,망원시장,60
2019_1,신수시장,121
2019_1,아현시장,25
2019_1,대림골목시장,411
2019_1,상계중앙시장,42
2019_1,방학동도깨비시장,160
2019_1,쌍문역골목시장,71
2019_1,신도봉시장,28
2019_1,창동신창시장,141
2019_1,수유북부시장,12
2019_1,장미원골목시장,67
2019_1,수유중앙시장,127
2019_1,강북종합시장,65
2019_1,우이시장,157
2019_1,수유전통시장,411
2019_1,번동북부골목시장,84
2019_1,솔샘시장,109
2019_1,방천골목시장,77
2019_1,석관황금시장,78
2019_1,장위전통시장,190
2019_1,정릉시장,37
2019_1,정릉아리랑시장,2
2019_1,돈암제일시장,52
2019_1,우림골목시장,218
2019_1,묵1동도깨비시장,290
2019_1,태능시장,3
2019_1,중화제일시장,22
2019_1,사가정시장,245
2019_1,동원시장,72
2019_1,동부골목시장,105
2019_1,회기시장,114
2019_1,답십리시장,31
2019_1,답십리현대시장,98
2019_1,청량리종합시장,10
2019_1,청량리농수산물시장,21
2019_1,서울약령시장,1319
2019_1,청량리수산시장,227
2019_1,구의시장,132
2019_1,조양시장,91
2019_1,영동교골목시장,18
2019_1,능동로골목시장,275
2019_1,자양골목시장,97
2019_1,중곡제일시장,130
2019_1,한아름시장,174
2019_1,성동용답상가시장,312
2019_1,뚝도시장,35
2019_1,금남시장,29
2019_1,행당시장,257
2019_1,마장축산물시장,1516
2019_1,용문전통시장,41
2019_1,후암시장,48
2019_1,합동(새벽)시장,2365
2019_1,서울중앙시장,278
2019_1,백학시장,463
2019_1,약수시장,1786
2019_1,청평화시장,3360
2019_1,제일평화시장,570
2019_1,남평화시장,200
2019_1,방산종합시장,1879
2019_1,인현시장,1084
2019_1,신중부시장,2437
2019_1,남대문시장,7146
2019_1,동묘시장,903
2019_1,창신골목시장,223
2019_1,충신시장,297
2019_1,종로신진시장,39
2019_1,동대문종합시장,320
2019_1,광장시장,204
2019_1,서울 노원구 노원역_3,775
2019_1,서울 노원구 노원역_1,1068
2019_1,창동역,2477
2019_1,서울 강북구 수유역_3,64
2019_1,서울 강북구 수유역_2,4370
2019_1,서울 강북구 수유역_1,43
2019_1,서울 은평구 연신내역_3,676
2019_1,서울 은평구 연신내역_2,451
2019_1,서울 은평구 연신내역_1,74
2019_1,서울 성북구 미아삼거리역_2,507
2019_1,서울 강북구 미아삼거리역_1,542
2019_1,서울 은평구 불광역_3,54
2019_1,서울 은평구 불광역_2,69
2019_1,서울 은평구 불광역_1,284
2019_1,미아사거리_2,121
2019_1,미아사거리_1,621
2019_1,서울 성북구 성신여대입구역,5286
2019_1,경희대학교,370
2019_1,서울 성북구 안암역,112
2019_1,혜화역 대학로_3,1727
2019_1,혜화역 대학로_2,1513
2019_1,혜화역 대학로_1,1225
2019_1,디지털미디어시티,17010
2019_1,서울 동대문구 청량리역,3509
2019_1,서울 종로구 안국역_2,706
2019_1,서울 종로구 안국역_1,11483
2019_1,서울 종로구 경복궁역_1,207
2019_1,서울 종로구 종로3가역_3,3411
2019_1,서울 종로구 종로3가역_2,1922
2019_1,서울 동대문구 신설동역_2,4377
2019_1,인사동,21052
2019_1,서울 종로구 종로5가역_4,635
2019_1,서울 종로구 종로5가역_3,4960
2019_1,종로구청,18495
2019_1,서울 종로구 종로5가역_2,17391
2019_1,신설동역,738
2019_1,서울 동대문구 신설동역_1,2
2019_1,서울 종로구 광화문역_2,54371
2019_1,동묘앞역,68
2019_1,장안동사거리,503
2019_1,서울 종로구 동대문역_2,1106
2019_1,동대문시장_2,500
2019_1,서울 종로구 종로5가역_1,50
2019_1,서울 종로구 종로3가역_1,4034
2019_1,서울 종로구 광화문역_1,2103
2019_1,종각역,20751
2019_1,종각역 젊음의 거리,2712
2019_1,서대문구 서대문역_1,348
2019_1,동대문시장_1,437
2019_1,시청역_2,21859
2019_1,서울시청,23497
2019_1,서울 중구 을지로3가역_2,7863
2019_1,서울 중구 신당역_2,1354
2019_1,서대문구 서대문역_2,1449
2019_1,동대문역사문화공원역,2248
2019_1,서울 중구 을지로3가역_1,18018
2019_1,명동거리,9026
2019_1,롯데백화점,40463
2019_1,서울 중구 신당역_1,1057
2019_1,북창동,10548
2019_1,서울 중구 충무로역_2,14898
2019_1,서울 강서구 송정역,616
2019_1,장한평역_2,5325
2019_1,시청역_1,54859
2019_1,왕십리역_2,668
2019_1,서울 강서구 발산역,874
2019_1,장한평역_1,2508
2019_1,서울 중구 충무로역_1,3239
2019_1,장한평역,2303
2019_1,서울 중구 명동역,3988
2019_1,장충동 족발거리,187
2019_1,한양시장,266
2019_1,서울 서대문구 이대역,1395
2019_1,서울 서대문구 신촌역,3278
2019_1,서울 마포구 홍대입구역_3,342
2019_1,서울 마포구 홍대입구역_2,3328
2019_1,홍익대학교 주변,16818
2019_1,서울 광진구 군자역,227
2019_1,신촌역,221
2019_1,강서구청,3558
2019_1,서울 마포구 홍대입구역_1,871
2019_1,서울 강동구 고덕역,450
2019_1,서울 강동구 명일역,869
2019_1,어린이대공원역,88
2019_1,서울 마포구 공덕역_2,4328
2019_1,공덕역,7954
2019_1,서울 용산구 숙대입구역,2707
2019_1,남영역,12311
2019_1,서울 마포구 공덕역_1,4905
2019_1,서울 마포구 마포역_2,1002
2019_1,서울 광진구 건대입구역_2,2990
2019_1,서울 마포구 마포역_1,13134
2019_1,서울 강동구 천호역_2,4128
2019_1,서울 광진구 건대입구역_1,916
2019_1,건대입구역,735
2019_1,서울 광진구 구의역,906
2019_1,서울 강동구 천호역,997
2019_1,당산역_2,4707
2019_1,서울 강동구 길동역,1286
2019_1,용산 전자상가_5,2575
2019_1,당산역_1,1148
2019_1,서울 광진구 강변역,1799
2019_1,용산 전자상가_3,2469
2019_1,서울 용산구 이태원역,661
2019_1,한남오거리,574
2019_1,용산 전자상가_2,479
2019_1,용산구청,33
2019_1,용산 전자상가_1,13047
2019_1,국회의사당역_2,38083
2019_1,서울 용산구 신용산역,505
2019_1,국회의사당역_1,5707
2019_1,압구정 로데오거리_2,16443
2019_1,서울 강남구 압구정역,10265
2019_1,서울 영등포구 영등포구청역,3733
2019_1,압구정 로데오거리_1,9087
2019_1,서울 강동구 둔촌동역,71
2019_1,오목교역,198
2019_1,신사동 가로수길,22466
2019_1,서울 영등포구 여의도역_2,49729
2019_1,청담사거리_3,1143
2019_1,영등포유통상가,2109
2019_1,청담역_2,1317
2019_1,청담역_1,194
2019_1,청담사거리_2,1189
2019_1,서울 영등포구 여의도역_1,51327
2019_1,학동사거리_2,2997
2019_1,서울 영등포구 영등포시장역,334
2019_1,학동사거리_1,4479
2019_1,여의도 시범아파트앞,2395
2019_1,영등포역_3,906
2019_1,도산공원사거리_1,10355
2019_1,영등포역_2,1259
2019_1,문래동 주민센터,74
2019_1,강남구 신사역_2,7930
2019_1,서울 강남구 강남구청역_2,4663
2019_1,강남구 신사역_1,2430
2019_1,서울 동작구 노량진1동_1,19
2019_1,서울 강남구 학동역_3,9665
2019_1,서울 강남구 강남구청역_1,3642
2019_1,잠실역,5868
2019_1,강남구 논현역_4,6478
2019_1,학동역,1572
2019_1,방이동 먹자골목,5157
2019_1,서울 강남구 학동역_2,6033
2019_1,서울 동작구 노량진역,3829
2019_1,삼성역_3,10170
2019_1,코엑스,22562
2019_1,서울 강남구 학동역_1,5305
2019_1,선정릉역_2,6911
2019_1,강남구 논현역_3,1533
2019_1,포스코사거리_2,7881
2019_1,포스코사거리_1,43841
2019_1,잠실역 롯데월드,3871
2019_1,신도림역,3373
2019_1,강남구 논현역_2,10089
2019_1,선정릉역_1,1924
2019_1,신천역,5931
2019_1,강남구 논현역_1,3585
2019_1,삼성역_2,18975
2019_1,삼정역_2,2478
2019_1,삼정역_1,3329
2019_1,삼성역_1,35413
2019_1,서울 강남구 선릉역_2,7288
2019_1,고속터미널역,16485
2019_1,서울 서초구 강남역,33758
2019_1,서울 강남구 선릉역_1,19964
2019_1,선릉역_2,20789
2019_1,서울 강남구 역삼역_2,27706
2019_1,서울 송파구 석촌역_1,37
2019_1,서울 강남구 강남역_2,5638
2019_1,선릉역_1,55373
2019_1,구로역,153
2019_1,역삼역_2,4513
2019_1,대림역_2,7571
2019_1,서울 강남구 역삼역_1,24525
2019_1,신대방삼거리역,241
2019_1,서울 강남구 한티역,1139
2019_1,은마아파트입구사거리_4,105
2019_1,오류동역,1589
2019_1,서울 강남구 강남역,41280
2019_1,교대역_4,5151
2019_1,서울 강남구 강남역_1,135689
2019_1,방배동카페골목,108
2019_1,가락시장,17284
2019_1,교대역_3,4422
2019_1,역삼역_1,1540
2019_1,교대역_2,3363
2019_1,서울 송파구 가락시장역,5029
2019_1,서울 서초구 서초역,11841
2019_1,서울 강남구 대치역_2,1508
2019_1,뱅뱅사거리_2,29870
2019_1,보라매공원,14421
2019_1,교대역_1,13316
2019_1,개봉동 현대아파트 인근,145
2019_1,뱅뱅사거리,7961
2019_1,뱅뱅사거리_1,11051
2019_1,서울 관악구 신림역_4,1027
2019_1,동작구 총신대입구역_1,262
2019_1,양재역_3,3614
2019_1,동작구 총신대입구역_2,752
2019_1,서울 서초구 남부터미널역_3,1491
2019_1,서울 강남구 수서역,16052
2019_1,서울 서초구 남부터미널역_2,10724
2019_1,구로디지탈1단지,66367
2019_1,양재역,133
2019_1,매봉역,612
2019_1,서울 서초구 방배역,3380
2019_1,서울 서초구 남부터미널역_1,540
2019_1,서울 관악구 신림역_2,34
2019_1,서울 관악구 신림역_1,1979
2019_1,양재역_2,11338
2019_1,양재역_1,923
2019_1,서울 관악구 서울대입구역_2,41
2019_1,가산디지털단지역_3,45037
2019_1,구로디지털단지역,2524
2019_1,서울 관악구 서울대입구역_1,1936
2019_1,관악구 사당역_1,3503
2019_1,가산디지털단지역_2,59807
2019_1,관악구 사당역_2,494
2019_1,가산디지털단지역_1,28461
2019_1,장지역,4695
2019_1,포이사거리_1,5851
2019_1,포이사거리_2,8599
2019_1,서울 관악구 대학동_1,112
2019_1,서울 금천구 독산1동_1,3020
2019_1,양재 화물트럭터미널앞_2,148
2019_1,양재 화물트럭터미널앞_1,4525
2019_1,서울 금천구 시흥1동_4,957
2019_1,풍성로37가길,40
2019_1,천호옛길,476
2019_1,천호옛14길,703
2019_1,천호대로219길,1366
2019_1,천호대로197길,22
2019_1,천호대로187길,890
2019_1,천호대로170길,257
2019_1,천호대로162길,1306
2019_1,천중로51길,425
2019_1,천중로39길,564
2019_1,진황도로47길,1602
2019_1,진황도로27길,579
2019_1,올림픽로98길,41
2019_1,올림픽로77길,21
2019_1,올림픽로71길,353
2019_1,올림픽로48길,6417
2019_1,양재대로96길,1304
2019_1,양재대로95길,604
2019_1,양재대로91길,1119
2019_1,양재대로133길,358
2019_1,양재대로124길,581
2019_1,양재대로116길,213
2019_1,양재대로101길,1389
2019_1,암사길,395
2019_1,성안로3길,1338
2019_1,성내로5길,1078
2019_1,상일로5길,41
2019_1,상암로5길,566
2019_1,상암로51길,788
2019_1,상암로4길,204
2019_1,상암로14길,407
2019_1,명일로13길,104
2019_1,동남로85길,116
2019_1,동남로82길,10
2019_1,동남로65길,81
2019_1,구천면로42길,347
2019_1,구천면로41길,583
2019_1,구천면로36길,40
2019_1,고덕로25길,14
2019_1,고덕로10길,181
2019_1,강동대로53길,887
2019_1,풍성로25길,787
2019_1,오금로46길,1431
2019_1,오금로36길,1297
2019_1,오금로11길,2163
2019_1,양재대로72길,621
2019_1,양재대로71길,1434
2019_1,양재대로64길,1458
2019_1,양재대로62길,7052
2019_1,송파대로30길,1629
2019_1,송이로36길,1947
2019_1,송이로32길,732
2019_1,송이로23길,1442
2019_1,삼전로13길,1633
2019_1,백제고분로50길,1512
2019_1,백제고분로46길,1619
2019_1,백제고분로45길,504
2019_1,백제고분로42길,124
2019_1,백제고분로39길,1696
2019_1,백제고분로34길,1516
2019_1,백제고분로33길,1104
2019_1,백제고분로32길,1121
2019_1,백제고분로31길,347
2019_1,백제고분로22길,1205
2019_1,백제고분로21길,205
2019_1,마천로51길,157
2019_1,동남로20길,155
2019_1,거마로20길,527
2019_1,학동로77길,2922
2019_1,학동로6길,1698
2019_1,학동로56길,893
2019_1,학동로38길,6922
2019_1,테헤란로81길,524
2019_1,일원로9길,489
2019_1,일원로3길,234
2019_1,영동대로65길,3214
2019_1,영동대로112길,628
2019_1,언주로81길,9998
2019_1,압구정로2길,2822
2019_1,선릉로18길,348
2019_1,선릉로146길,1923
2019_1,선릉로133길,270
2019_1,선릉로132길,1089
2019_1,선릉로121길,1565
2019_1,삼성로75길,2635
2019_1,삼성로69길,357
2019_1,삼성로64길,522
2019_1,삼성로63길,245
2019_1,삼성로57길,846
2019_1,삼성로147길,874
2019_1,삼성로115길,256
2019_1,봉은사로68길,204
2019_1,봉은사로57길,1141
2019_1,봉은사로43길,1058
2019_1,봉은사로29길,138
2019_1,봉은사로109길,329
2019_1,도산대로89길,2258
2019_1,도산대로81길,4192
2019_1,도산대로50길,2731
2019_1,도산대로38길,163
2019_1,도산대로30길,3304
2019_1,도산대로23길,1448
2019_1,도산대로15길,1632
2019_1,도곡로37길,4197
2019_1,논현로8길,783
2019_1,논현로63길,3203
2019_1,논현로28길,10510
2019_1,논현로26길,7670
2019_1,논현로139길,2712
2019_1,논현로123길,100
2019_1,논현로115길,2806
2019_1,논현로10길,2570
2019_1,논현로106길,2765
2019_1,남부순환로365길,171
2019_1,개포로28길,296
2019_1,개포로20길,4215
2019_1,개포로17길,2622
2019_1,강남대로140길,4005
2019_1,강남대로136길,1294
2019_1,강남대로118길,588
2019_1,서초중앙로8길,7653
2019_1,방배중앙로21길,1297
2019_1,효령로72길,204
2019_1,효령로34길,37
2019_1,효령로31길,1329
2019_1,효령로23길,732
2019_1,청두곶길,2220
2019_1,주흥길,333
2019_1,주흥15길,1480
2019_1,언남길,1642
2019_1,신반포로45길,451
2019_1,서초대로8길,248
2019_1,서초대로64길,623
2019_1,서초대로4길,652
2019_1,서초대로25길,3904
2019_1,서초대로23길,556
2019_1,서초대로15길,1535
2019_1,사평대로57길,177
2019_1,사평대로26길,13
2019_1,사평대로22길,1484
2019_1,사임당로17길,1851
2019_1,방배로42길,126
2019_1,방배로35길,2371
2019_1,방배로18길,77
2019_1,반포대로9길,658
2019_1,바우뫼로39길,2652
2019_1,마방로2길,3850
2019_1,방배천로4안길,1298
2019_1,동산로19길,1298
2019_1,동산로10길,2806
2019_1,동광로39길,54
2019_1,동광로1길,966
2019_1,동광로12길,794
2019_1,논현로27길,3588
2019_1,논현로1길,550
2019_1,남부순환로339길,13336
2019_1,남부순환로325길,8261
2019_1,남부순환로317길,1663
2019_1,고무래로8길,6501
2019_1,강남대로8길,2603
2019_1,강남대로34길,1069
2019_1,강남대로23길,7309
2019_1,소담길,34
2019_1,원신길,297
2019_1,양산길,356
2019_1,호암로24길,788
2019_1,호암로20길,55
2019_1,행운길,21
2019_1,행운1길,105
2019_1,청림3길,74
2019_1,청룡길,89
2019_1,청룡8길,10
2019_1,중앙길,260
2019_1,조원중앙로2길,1189
2019_1,조원로18길,1045
2019_1,조원로10길,275
2019_1,장군봉2길,400
2019_1,장군봉1길,83
2019_1,인헌길,82
2019_1,은천로25길,284
2019_1,양녕로6길,822
2019_1,신원로3길,25
2019_1,신사로20길,44
2019_1,신림로64길,242
2019_1,신림로48길,69
2019_1,신림로38길,60
2019_1,신림로28길,328
2019_1,신림로11길,470
2019_1,신림동길,354
2019_1,승방길,571
2019_1,서림7길,289
2019_1,봉천로33길,308
2019_1,봉천로13길,318
2019_1,복은길,155
2019_1,법원단지길,2
2019_1,법원단지9길,87
2019_1,미성5길,77
2019_1,대학길,75
2019_1,대학14길,13
2019_1,당곡길,386
2019_1,남현길,224
2019_1,남현3길,270
2019_1,남부순환로248길,251
2019_1,남부순환로234길,173
2019_1,남부순환로172길,1264
2019_1,남부순환로161길,31
2019_1,남부순환로151길,200
2019_1,남부순환로142길,93
2019_1,난향길,177
2019_1,난우길,426
2019_1,난곡로74길,117
2019_1,난곡로34길,25
2019_1,난곡로26길,141
2019_1,난곡로24길,26
2019_1,낙성대역길,698
2019_1,국회단지길,572
2019_1,구암길,88
2019_1,관천로22길,19
2019_1,관천로15길,150
2019_1,관악로30길,187
2019_1,관악로28길,151
2019_1,관악로14길,464
2019_1,관악로10길,223
2019_1,흑석로9길,171
2019_1,흑석로13길,149
2019_1,장승배기로27길,46
2019_1,장승배기로19길,8
2019_1,여의대방로46길,465
2019_1,여의대방로24길,18249
2019_1,여의대방로22카길,306
2019_1,여의대방로22나길,129
2019_1,여의대방로22길,248
2019_1,양녕로26길,135
2019_1,신대방길,99
2019_1,성대로29길,3
2019_1,성대로1길,343
2019_1,서달로8가길,247
2019_1,서달로14길,42
2019_1,서달로10길,66
2019_1,상도로62길,185
2019_1,상도로61길,46
2019_1,상도로47길,46
2019_1,상도로37길,1920
2019_1,상도로15길,359
2019_1,사당로8길,121
2019_1,사당로30길,298
2019_1,사당로2차길,113
2019_1,사당로29길,26
2019_1,사당로26길,260
2019_1,사당로23나길,141
2019_1,사당로23길,16
2019_1,사당로20길,194
2019_1,사당로16길,135
2019_1,사당로16가길,772
2019_1,만양로8길,95
2019_1,만양로14길,347
2019_1,등용로14길,670
2019_1,동작대로7길,1829
2019_1,동작대로35길,945
2019_1,동작대로33길,106
2019_1,동작대로29길,38
2019_1,동작대로17길,1402
2019_1,대방동2길,462
2019_1,대방동27길,125
2019_1,노량진로6길,100
2019_1,국사봉길,48
2019_1,국사봉2길,50
2019_1,국사봉1길,9
2019_1,영신로9길,344
2019_1,영등포로84길,378
2019_1,영등포로80길,55
2019_1,영등포로62길,7
2019_1,영등포로35길,89
2019_1,영등포로27길,301
2019_1,여의대방로43나길,957
2019_1,여의대방로39길,7
2019_1,여의대방로35길,876
2019_1,양평로28길,624
2019_1,양평로22라길,29
2019_1,양평로19길,4563
2019_1,신길로60길,497
2019_1,신길로42길,376
2019_1,신길로42가길,99
2019_1,신길로39길,129
2019_1,신길로17길,52
2019_1,선유서로28길,389
2019_1,선유서로25길,2563
2019_1,선유서로24길,365
2019_1,선유로55길,2479
2019_1,디지털로74길,46
2019_1,디지털로57길,10
2019_1,디지털로37길,215
2019_1,도신로62길,189
2019_1,도신로60길,64
2019_1,도신로29길,81
2019_1,도신로15길,85
2019_1,도림천로21길,88
2019_1,도림로63길,30
2019_1,도림로147길,1783
2019_1,도림로112길,27
2019_1,대림로8길,1910
2019_1,대림로7길,10
2019_1,대림로44길,29
2019_1,대림로34길,192
2019_1,대림로31길,1055
2019_1,대림로29길,1809
2019_1,대림로22길,377
2019_1,당산로46길,4383
2019_1,당산로38길,164
2019_1,당산로37길,4244
2019_1,당산로31길,4394
2019_1,국회대로56길,1741
2019_1,경인로90길,314
2019_1,경인로80길,1576
2019_1,경인로77길,709
2019_1,가마산로61길,204
2019_1,시흥대로94길,689
2019_1,시흥대로84길,185
2019_1,시흥대로68길,960
2019_1,시흥대로63길,2949
2019_1,시흥대로62가길,443
2019_1,시흥대로36길,409
2019_1,시흥대로22길,511
2019_1,시흥대로153길,640
2019_1,시흥대로150길,537
2019_1,시흥대로141길,653
2019_1,시흥대로138길,18
2019_1,시흥대로120길,470
2019_1,벚꽃로56길,1863
2019_1,범안로17길,136
2019_1,범안로11길,1073
2019_1,문성로5길,166
2019_1,독산로85길,99
2019_1,독산로78다길,223
2019_1,독산로70길,2
2019_1,독산로64길,115
2019_1,독산로50길,91
2019_1,독산로40길,54
2019_1,독산로108길,731
2019_1,남부순환로112길,14
2019_1,금하로24길,206
2019_1,금하로1길,73
2019_1,금하로14길,26
2019_1,가산로5길,583
2019_1,가산로3길,2320
2019_1,중앙로1길,1572
2019_1,중앙로15길,96
2019_1,우마길,41
2019_1,오류로8길,224
2019_1,신도림로13길,828
2019_1,새말로18길,443
2019_1,부일로1길,779
2019_1,부일로15길,181
2019_1,부일로11길,25
2019_1,디지털로32길,1053
2019_1,디지털로32가길,7192
2019_1,디지털로27길,389
2019_1,도림로6길,131
2019_1,도림로12길,108
2019_1,남부순환로97길,285
2019_1,구로중앙로8길,199
2019_1,구로중앙로7길,197
2019_1,구로중앙로42길,803
2019_1,구로중앙로34길,602
2019_1,구로중앙로28길,3213
2019_1,구로중앙로19길,10
2019_1,구로동로8길,152
2019_1,구로동로7길,171
2019_1,구로동로42길,26
2019_1,구로동로41길,433
2019_1,구로동로38길,36
2019_1,구로동로28길,169
2019_1,구로동로15길,31
2019_1,공원로6가길,288
2019_1,고척로52길,218
2019_1,고척로27다길,206
2019_1,고척로27길,243
2019_1,고척로21나길,217
2019_1,경인로47길,919
2019_1,경인로35길,289
2019_1,경인로31길,58
2019_1,경인로15길,143
2019_1,개봉로3길,225
2019_1,개봉로2길,480
2019_1,개봉로23가길,868
2019_1,개봉로20길,119
2019_1,개봉로1길,52
2019_1,개봉로17다길,194
2019_1,개봉로17길,862
2019_1,개봉로11길,61
2019_1,화곡로64길,1601
2019_1,화곡로59길,480
2019_1,화곡로44나길,757
2019_1,화곡로31길,1208
2019_1,화곡로20길,535
2019_1,화곡로13길,258
2019_1,초원로16길,761
2019_1,초록마을로8길,184
2019_1,초록마을로3길,42
2019_1,월정로20길,4
2019_1,우장산로6길,311
2019_1,양천로73가길,1260
2019_1,양천로71길,216
2019_1,양천로49길,760
2019_1,양천로26길,174
2019_1,양천로24길,385
2019_1,양천로24가길,766
2019_1,양천로14길,241
2019_1,방화대로6라길,806
2019_1,방화대로21길,854
2019_1,등촌로5길,13
2019_1,등촌로55길,540
2019_1,등촌로51길,17
2019_1,등촌로39길,70
2019_1,등촌로13길,188
2019_1,남부순환로11길,378
2019_1,까치산로4길,152
2019_1,국회대로7길,412
2019_1,공항대로8길,226
2019_1,공항대로61길,185
2019_1,공항대로59다길,885
2019_1,공항대로59길,1087
2019_1,공항대로55길,1095
2019_1,공항대로42길,9
2019_1,공항대로38길,273
2019_1,곰달래로60길,587
2019_1,곰달래로53길,53
2019_1,곰달래로47길,38
2019_1,곰달래로31길,11
2019_1,곰달래로25길,796
2019_1,개화동로25길,658
2019_1,개화동로23길,115
2019_1,강서로8길,159
2019_1,강서로5라길,314
2019_1,강서로5나길,95
2019_1,강서로5가길,51
2019_1,강서로47라길,122
2019_1,강서로47길,370
2019_1,강서로45다길,554
2019_1,강서로45길,153
2019_1,강서로35길,164
2019_1,강서로29길,410
2019_1,강서로18길,30
2019_1,강서로17가길,132
2019_1,강서로15길,305
2019_1,가로공원로80길,60
2019_1,가로공원로76가길,28
2019_1,화곡로4길,212
2019_1,화곡로3길,160
2019_1,지양로7길,234
2019_1,중앙로55길,349
2019_1,중앙로51길,128
2019_1,중앙로47길,118
2019_1,중앙로45길,166
2019_1,중앙로36길,2
2019_1,중앙로32길,594
2019_1,중앙로25길,244
2019_1,은행정로7길,521
2019_1,오목로5길,334
2019_1,오목로3길,430
2019_1,오목로30길,145
2019_1,오목로23길,820
2019_1,신월로20길,212
2019_1,신월로15길,771
2019_1,신목로6길,252
2019_1,신목로5길,925
2019_1,신목로2길,94
2019_1,목동중앙서로8가길,178
2019_1,목동중앙서로7길,264
2019_1,목동중앙북로8길,355
2019_1,목동중앙북로16길,257
2019_1,목동중앙본로7길,117
2019_1,목동중앙로3길,111
2019_1,목동중앙로13나길,293
2019_1,목동중앙남로3가길,546
2019_1,목동로9길,2360
2019_1,목동로19길,1014
2019_1,목동동로12길,385
2019_1,목동남로4길,13
2019_1,남부순환로88길,272
2019_1,남부순환로79길,339
2019_1,남부순환로70길,519
2019_1,남부순환로58길,198
2019_1,남부순환로40길,18
2019_1,남부순환로33길,1247
2019_1,곰달래로5길,76
2019_1,곰달래로3길,403
2019_1,곰달래로2길,297
2019_1,곰달래로10길,339
2019_1,가로공원로58길,76
2019_1,효창원로93길,86
2019_1,토정로37길,118
2019_1,월드컵로8길,1704
2019_1,월드컵로7길,4
2019_1,월드컵로36길,151
2019_1,월드컵로25길,285
2019_1,월드컵로19길,544
2019_1,월드컵로16길,3917
2019_1,월드컵로11길,253
2019_1,월드컵로10길,1552
2019_1,와우산로3길,180
2019_1,와우산로29길,171
2019_1,와우산로29가길,28
2019_1,양화진길,439
2019_1,양화로1길,4169
2019_1,양화로11길,395
2019_1,신촌로30길,26
2019_1,신촌로28가길,105
2019_1,신촌로12길,1598
2019_1,숭문길,5291
2019_1,숭문8길,110
2019_1,성지3길,479
2019_1,성산로4길,1732
2019_1,성미산로32길,522
2019_1,성미산로1길,635
2019_1,성미산로11길,1103
2019_1,백범로16길,709
2019_1,방울내로9안길,354
2019_1,모래내로7길,253
2019_1,매봉산로2길,4355
2019_1,망원로2길,200
2019_1,망원로11길,1076
2019_1,만리재옛길,1471
2019_1,마포대로4길,181
2019_1,마포대로20길,1015
2019_1,마포대로12길,68
2019_1,동교로38길,193
2019_1,동교로27길,3631
2019_1,동교로25길,562
2019_1,동교로19길,4045
2019_1,동교로17길,690
2019_1,독막로8길,359
2019_1,독막로32길,494
2019_1,독막로22길,97
2019_1,도화길,992
2019_1,도화4길,405
2019_1,대흥로28길,49
2019_1,대흥로21길,438
2019_1,광성로6길,179
2019_1,홍제내길,103
2019_1,홍연길,82
2019_1,통일로39길,5
2019_1,통일로37길,355
2019_1,통일로11길,9
2019_1,충정로6길,13115
2019_1,충정로4길,3082
2019_1,증가로6길,209
2019_1,증가로23나길,477
2019_1,증가로20가길,258
2019_1,증가로10길,165
2019_1,응암로1길,389
2019_1,연희로10길,162
2019_1,신촌로37길,104
2019_1,수색로8길,2241
2019_1,세무서길,336
2019_1,세검정로1길,276
2019_1,북아현로4길,432
2019_1,모래내로15길,126
2019_1,명지대길,401
2019_1,독립문로8길,781
2019_1,가재울로6길,26
