"Date","상권","행정동_코드","상권_코드_명","총_유동인구_수","총_상주인구_수","총_직장_인구_수","운영_영업_개월_평균","폐업_영업_개월_평균","당월_매출_금액","점포수","공실률","임대료"
"2018_1","테헤란로",11680580,"봉은사로109길",50070,2221,332,87,50,808240725,19,13,46.6
"2018_1","테헤란로",11680580,"포스코사거리_2",858963,708,7496,94,52,37913873797,298,13,46.6
"2018_1","테헤란로",11680580,"삼성역_3",160621,52,8944,97,58,13135448685,158,13,46.6
"2018_1","테헤란로",11680580,"테헤란로81길",168556,423,570,88,48,28747169543,205,13,46.6
"2018_1","테헤란로",11680580,"강남 마이스 관광특구",45386,21,22435,85,60,139683688810,887,13,46.6
"2018_1","테헤란로",11680590,"봉은사로57길",270573,1557,1063,86,40,3078035959,47,13,46.6
"2018_1","테헤란로",11680590,"서울 강남구 선릉역_1",325194,695,20105,86,48,24791476613,334,13,46.6
"2018_1","테헤란로",11680590,"봉은사로68길",53646,1476,214,89,42,3615515995,66,13,46.6
"2018_1","테헤란로",11680590,"선정릉역_2",334190,3034,6606,84,44,11787062464,185,13,46.6
"2018_1","테헤란로",11680590,"학동로56길",333119,1023,921,96,48,16610165099,211,13,46.6
"2018_1","테헤란로",11680590,"포스코사거리_1",675067,2102,44391,82,46,31391205403,512,13,46.6
"2018_1","테헤란로",11680590,"삼성로115길",138502,2842,264,84,49,5280910431,151,13,46.6
"2018_1","테헤란로",11680590,"선정릉역_1",53691,634,1893,69,43,4713536520,60,13,46.6
"2018_1","테헤란로",11680610,"삼성역_1",591058,1327,34086,83,47,36895757009,462,13,46.6
"2018_1","테헤란로",11680610,"삼성역_2",163917,9,18112,90,57,12163628376,100,13,46.6
"2018_1","테헤란로",11680610,"영동대로65길",139601,2521,3282,95,45,8034017137,129,13,46.6
"2018_1","테헤란로",11680610,"은마아파트입구사거리_4",125899,362,102,84,43,14213135471,100,13,46.6
"2018_1","테헤란로",11680610,"삼성로64길",236556,3264,488,94,44,8853618247,123,13,46.6
"2018_1","테헤란로",11680630,"삼성로69길",282197,3343,328,78,45,14542252011,271,13,46.6
"2018_1","테헤란로",11680630,"선릉역_2",2319990,4081,21074,77,45,82468858881,1165,13,46.6
"2018_1","테헤란로",11680630,"서울 강남구 한티역",365275,2153,1106,83,49,40369547026,667,13,46.6
"2018_1","테헤란로",11680630,"삼성로75길",343378,2528,2726,81,40,8301670790,103,13,46.6
"2018_1","테헤란로",11680630,"삼성로63길",441815,4151,225,81,43,12200189878,256,13,46.6
"2018_1","테헤란로",11680640,"논현로63길",195451,2679,12527,91,48,9103535655,163,13,46.6
"2018_1","테헤란로",11680640,"서울 강남구 선릉역_2",709930,2105,7247,86,42,60733819844,845,13,46.6
"2018_1","테헤란로",11680640,"뱅뱅사거리_2",521459,1770,25312,83,43,24114691276,544,13,46.6
"2018_1","테헤란로",11680640,"서울 강남구 강남역",1751086,2424,39619,68,44,113083265208,1116,13,46.6
"2018_1","테헤란로",11680640,"역삼역_1",375448,2799,1666,90,44,13745078267,267,13,46.6
"2018_1","테헤란로",11680640,"논현로106길",218183,1985,2682,93,42,7650234077,137,13,46.6
"2018_1","테헤란로",11680640,"삼정역_1",296234,90,3181,101,46,7241713561,60,13,46.6
"2018_1","테헤란로",11680640,"서울 서초구 강남역",4373373,2971,32833,83,45,205332798344,2134,13,46.6
"2018_1","테헤란로",11680640,"서울 강남구 역삼역_1",821488,5343,25570,80,43,71073314269,1100,13,46.6
"2018_1","테헤란로",11680640,"서울 강남구 역삼역_2",732746,965,26755,86,46,44464071476,506,13,46.6
"2018_1","테헤란로",11680650,"도곡시장",52608,220,492,119,54,7856152608,74,13,46.6
"2018_1","테헤란로",11680650,"언주로81길",587641,3419,8479,80,44,16078706526,302,13,46.6
"2018_1","테헤란로",11680650,"역삼역_2",410543,620,4606,96,54,14358195599,116,13,46.6
"2018_1","테헤란로",11680650,"선릉역_1",815920,1236,55040,76,40,22747594225,436,13,46.6
"2018_1","테헤란로",11680650,"도곡로37길",354045,5633,4042,89,44,16562780919,280,13,46.6
"2018_1","혜화동",11110650,"성균관로5길",220842,948,146,103,45,3591274425,133,9.6,73.4
"2018_1","혜화동",11110650,"혜화역 대학로_3",1207843,635,1654,94,54,35353161339,501,9.6,73.4
"2018_1","혜화동",11110650,"혜화역 대학로_2",440228,792,1498,104,49,5402002918,127,9.6,73.4
"2018_1","혜화동",11110650,"명륜길",333306,1471,20,83,55,4370993419,92,9.6,73.4
"2018_1","혜화동",11110650,"창경궁로35길",114064,942,1277,91,64,3557050186,49,9.6,73.4
"2018_1","홍대합정",11440660,"동교로19길",275614,1867,4191,93,48,9923897341,169,8.3,68.7
"2018_1","홍대합정",11440660,"월드컵로10길",339146,4164,1716,64,42,6110655944,132,8.3,68.7
"2018_1","홍대합정",11440660,"양화로11길",186503,732,440,71,50,6335264488,95,8.3,68.7
"2018_1","홍대합정",11440660,"와우산로29길",137725,818,178,57,41,6057558416,137,8.3,68.7
"2018_1","홍대합정",11440660,"와우산로29가길",247972,511,18,50,46,10669106303,167,8.3,68.7
"2018_1","홍대합정",11440660,"서울 마포구 홍대입구역_2",337986,522,3456,79,49,10388776570,143,8.3,68.7
"2018_1","홍대합정",11440660,"동교로17길",170783,1854,732,80,44,2773098339,83,8.3,68.7
"2018_1","홍대합정",11440660,"월드컵로8길",314458,1636,1788,87,46,11863216546,99,8.3,68.7
"2018_1","홍대합정",11440660,"신촌로12길",284460,1921,1467,79,47,7359309767,219,8.3,68.7
"2018_1","홍대합정",11440660,"월드컵로16길",223882,2529,4043,89,47,7668854136,133,8.3,68.7
"2018_1","홍대합정",11440660,"홍익대학교 주변",6759561,4995,16348,68,45,305998720693,3759,8.3,68.7
"2018_1","홍대합정",11440660,"서울 마포구 홍대입구역_3",816487,184,331,73,49,11578646793,239,8.3,68.7
"2018_1","홍대합정",11440660,"서울 마포구 홍대입구역_1",542835,690,860,88,46,14963494266,154,8.3,68.7
"2018_1","화곡",11500540,"강서로5가길",589327,1832,48,99,50,15603131815,208,8.4,26.9
"2018_1","화곡",11500540,"월정로20길",204631,2201,4,114,48,3878605639,114,8.4,26.9
"2018_1","화곡",11500540,"강서로5나길",266577,2975,100,89,46,5824629200,133,8.4,26.9
"2018_1","화곡",11500540,"가로공원로80길",76986,3079,48,92,47,2080456086,63,8.4,26.9
"2018_1","화곡",11500540,"화곡로20길",264527,3416,503,95,46,5744539267,135,8.4,26.9
"2018_1","화곡",11500540,"강서로17가길",30575,3258,120,107,48,1300932377,37,8.4,26.9
"2018_1","화곡",11500540,"강서로15길",232779,5623,303,105,43,4717688408,137,8.4,26.9
"2018_1","화곡",11500540,"가로공원로76가길",121266,3223,24,96,47,2159030716,83,8.4,26.9
"2018_1","화곡",11500540,"강서로29길",168978,3275,386,78,45,4339951773,94,8.4,26.9
"2018_1","화곡",11500540,"화곡중앙골목시장",93968,1079,2,133,54,7008260202,143,8.4,26.9
"2018_1","화곡",11500550,"강서로5라길",352613,2909,303,104,46,1850290582,85,8.4,26.9
"2018_1","화곡",11500550,"국회대로7길",118207,2356,396,104,43,1594221003,37,8.4,26.9
"2018_1","화곡",11500550,"곰달래로47길",144743,4238,40,84,43,1229909115,49,8.4,26.9
"2018_1","화곡",11500550,"곰달래로31길",117083,3447,9,85,47,1729759796,74,8.4,26.9
"2018_1","화곡",11500560,"강서로45길",155307,1009,141,77,48,10866669489,217,8.4,26.9
"2018_1","화곡",11500560,"강서로35길",210223,3847,173,88,49,1278966653,78,8.4,26.9
"2018_1","화곡",11500560,"강서로45다길",228241,2783,539,82,44,4290038915,99,8.4,26.9
"2018_1","화곡",11500570,"등촌로5길",73709,1534,10,101,46,11445233066,155,8.4,26.9
"2018_1","화곡",11500570,"등촌로13길",61604,3962,195,67,45,3289846043,48,8.4,26.9
"2018_1","화곡",11500570,"곰달래로53길",77604,3764,60,99,52,949189694,44,8.4,26.9
"2018_1","화곡",11500570,"남부골목시장",95569,2044,216,104,50,13330071130,271,8.4,26.9
"2018_1","화곡",11500570,"곰달래로60길",157836,2063,554,92,46,9885745595,180,8.4,26.9
"2018_1","화곡",11500590,"초록마을로3길",181998,2519,45,113,54,6427549610,146,8.4,26.9
"2018_1","화곡",11500590,"초록마을로8길",137276,4951,177,107,54,1126415784,52,8.4,26.9
"2018_1","화곡",11500590,"까치산로4길",204169,4517,149,101,46,5241769072,122,8.4,26.9
"2018_1","화곡",11500591,"화곡로59길",364978,2333,478,77,52,7463607506,90,8.4,26.9
"2018_1","화곡",11500591,"강서구청",705064,2840,3403,84,44,31998209323,564,8.4,26.9
"2018_1","화곡",11500591,"화곡로44나길",476948,3186,804,90,45,8399976618,178,8.4,26.9
"2018_1","화곡",11500593,"곰달래로25길",164375,3027,778,86,43,3734694528,99,8.4,26.9
"2018_1","화곡",11500593,"강서로18길",179418,6906,28,87,46,5294867536,159,8.4,26.9
"2018_1","화곡",11500593,"까치산시장",357975,1100,43,96,53,20034003714,259,8.4,26.9
"2018_1","화곡",11500593,"강서로8길",686914,3350,150,87,44,6193372474,140,8.4,26.9
"2018_1","화곡",11500615,"공항대로38길",144372,444,271,90,50,3873312893,54,8.4,26.9
"2018_1","화곡",11500615,"우장산로6길",314051,5841,315,82,51,4569314632,110,8.4,26.9
"2018_1","화곡",11500615,"공항대로42길",35733,1114,9,86,47,2989576847,91,8.4,26.9
"2018_1","화곡",11500615,"화곡로31길",222609,4002,1174,96,48,6005984329,224,8.4,26.9
"2018_2","건대입구",11215710,"동일로24길",424445,2959,16,82,43,1263648656,55,4.5,64.9
"2018_2","건대입구",11215710,"능동로13길",480119,3630,332,92,44,7715088914,159,4.5,64.9
"2018_2","건대입구",11215710,"서울 광진구 건대입구역_2",2320373,1999,2990,76,51,80289033685,682,4.5,64.9
"2018_2","건대입구",11215710,"광나루로24길",284609,1256,83,89,56,6845658505,119,4.5,64.9
"2018_2","건대입구",11215710,"광나루로12길",386352,2710,1047,128,46,8228353386,144,4.5,64.9
"2018_2","건대입구",11215710,"한아름시장",59709,12,174,118,49,2134028506,17,4.5,64.9
"2018_2","건대입구",11215710,"능동로19길",337612,2325,324,85,46,5561640020,103,4.5,64.9
"2018_2","건대입구",11215820,"자양로15길",227847,1887,331,110,49,8758414287,122,4.5,64.9
"2018_2","건대입구",11215820,"자양로11길",642814,3902,1347,103,45,8409103330,224,4.5,64.9
"2018_2","건대입구",11215840,"능동로4길",145391,3043,236,79,43,2543253586,69,4.5,64.9
"2018_2","건대입구",11215840,"뚝섬로23길",226159,1882,110,97,48,2875718054,84,4.5,64.9
"2018_2","건대입구",11215840,"건대입구역",98378,544,735,59,42,10471022047,94,4.5,64.9
"2018_2","건대입구",11215840,"능동로골목시장",86564,363,275,115,49,1010396691,41,4.5,64.9
"2018_2","건대입구",11215840,"자양번영로3길",265910,3749,87,100,64,2784062314,90,4.5,64.9
"2018_2","건대입구",11215820,"아차산로40길",149041,3059,536,107,55,1788241728,68,4.5,64.9
"2018_2","건대입구",11215820,"자양골목시장",185405,2017,97,117,48,6472789687,147,4.5,64.9
"2018_2","경희대",11230710,"회기시장",161937,1205,114,112,52,6765921673,132,5.4,43.9
"2018_2","경희대",11230710,"경희대학교",922518,368,370,90,47,23223732990,277,5.4,43.9
"2018_2","경희대",11230710,"경희대로3길",136347,581,289,81,47,6964884562,81,5.4,43.9
"2018_2","경희대",11230740,"휘경로23길",175484,2537,19,138,76,365555771,26,5.4,43.9
"2018_2","경희대",11230740,"휘경로2길",581004,1298,9,103,52,13657571632,249,5.4,43.9
"2018_2","경희대",11230740,"휘경로3길",775753,3365,232,111,55,9057287479,174,5.4,43.9
"2018_2","경희대",11230740,"천장산로7길",350479,1377,1481,99,61,5666027784,59,5.4,43.9
"2018_2","공덕역",11440565,"효창원로93길",553358,3035,86,115,61,1307602269,59,5.3,41.6
"2018_2","공덕역",11440565,"서울 마포구 공덕역_1",382248,604,4905,76,44,16606191880,124,5.3,41.6
"2018_2","공덕역",11440565,"마포대로20길",341759,2124,1015,112,57,5372193490,90,5.3,41.6
"2018_2","공덕역",11440565,"만리재옛길",415972,2738,1471,116,54,4860684387,121,5.3,41.6
"2018_2","광화문",11110530,"서울 종로구 경복궁역_1",414779,615,207,101,57,17671561448,202,1.1,69.7
"2018_2","광화문",11110530,"서울 종로구 광화문역_1",805813,13,2103,134,69,16066659540,152,1.1,69.7
"2018_2","광화문",11110530,"자하문로7길",184218,701,624,96,58,9379503667,160,1.1,69.7
"2018_2","광화문",11110530,"서울 종로구 광화문역_2",749964,2557,54371,124,55,54190366098,906,1.1,69.7
"2018_2","광화문",11110530,"필운대로1길",63517,710,4,80,53,4366036799,46,1.1,69.7
"2018_2","군자",11215750,"천호대로123길",122092,3034,294,108,53,9318992493,140,7.3,29.9
"2018_2","군자",11215780,"능동로34길",173388,5130,911,78,54,7417904245,132,7.3,29.9
"2018_2","군자",11215750,"용마산로21길",607607,5416,171,91,49,8223083328,169,7.3,29.9
"2018_2","군자",11215750,"천호대로109길",749481,3593,1212,80,44,15174047549,373,7.3,29.9
"2018_2","군자",11215730,"어린이대공원역",343297,563,88,90,52,9006418213,165,7.3,29.9
"2018_2","군자",11215730,"서울 광진구 군자역",337521,1757,227,94,52,30284478840,330,7.3,29.9
"2018_2","군자",11215740,"중곡제일시장",136631,818,130,115,51,12438595179,206,7.3,29.9
"2018_2","군자",11215740,"긴고랑로7길",161884,4618,497,99,54,12084567752,193,7.3,29.9
"2018_2","군자",11215740,"긴고랑로8길",177897,4141,224,108,43,1849795254,80,7.3,29.9
"2018_2","군자",11215750,"긴고랑로20길",154525,4183,587,111,52,6778816918,116,7.3,29.9
"2018_2","군자",11215750,"용마산로3길",167698,3931,1005,79,51,2080289888,81,7.3,29.9
"2018_2","논현역",11650560,"주흥길",228694,3998,333,93,50,2026652862,75,18.4,38.9
"2018_2","논현역",11650560,"주흥15길",368877,2622,1480,92,43,4539149170,103,18.4,38.9
"2018_2","논현역",11650560,"사평대로57길",473540,1264,177,107,39,1722286370,49,18.4,38.9
"2018_2","논현역",11650560,"강남구 논현역_1",921727,1946,3585,92,43,50658837905,668,18.4,38.9
"2018_2","논현역",11680521,"논현로123길",68432,2087,100,82,42,2728144814,58,18.4,38.9
"2018_2","논현역",11680521,"강남대로140길",116053,1873,4005,104,46,937467124,24,18.4,38.9
"2018_2","논현역",11680521,"강남구 논현역_2",1543866,3907,10089,88,44,79834862083,1263,18.4,38.9
"2018_2","논현역",11680521,"영동전통시장",290966,1192,3036,97,49,19635519452,196,18.4,38.9
"2018_2","논현역",11680521,"강남구 논현역_3",163058,66,1533,88,52,12173525701,80,18.4,38.9
"2018_2","논현역",11680521,"강남구 신사역_2",688624,1000,7930,95,46,46107145520,427,18.4,38.9
"2018_2","논현역",11680521,"학동로6길",97114,1579,1698,79,46,3656713075,93,18.4,38.9
"2018_2","논현역",11680521,"논현로139길",182481,1328,2712,80,53,5989032572,105,18.4,38.9
"2018_2","논현역",11680521,"서울 강남구 학동역_1",102407,894,5305,121,57,9380733149,90,18.4,38.9
"2018_2","논현역",11680521,"학동역",115351,494,1572,100,50,9960426900,81,18.4,38.9
"2018_2","논현역",11680521,"강남대로118길",157636,1495,588,80,40,3535816806,95,18.4,38.9
"2018_2","논현역",11680521,"논현로115길",603932,3211,2806,82,49,12685582136,195,18.4,38.9
"2018_2","논현역",11680521,"강남대로136길",178881,1237,1294,91,55,13012442240,68,18.4,38.9
"2018_2","동대문",11110670,"서울 종로구 동대문역_2",387964,577,1106,97,50,17499308512,463,13.9,36.4
"2018_2","동대문",11110670,"동묘앞역",76739,867,68,126,50,12321284304,112,13.9,36.4
"2018_2","명동",11140550,"퇴계로18길",65106,712,3099,93,53,4220261702,69,6.4,271.7
"2018_2","명동",11140550,"명동거리",1717937,144,9026,148,54,171912833892,2126,6.4,271.7
"2018_2","명동",11140550,"명동길",161705,532,36306,163,60,12210550313,137,6.4,271.7
"2018_2","명동",11140550,"서울시청",525998,80,23497,122,63,42420604091,377,6.4,271.7
"2018_2","명동",11140550,"서울 중구 명동역",235271,1247,3988,107,49,14541673361,299,6.4,271.7
"2018_2","목동",11470510,"목동동로12길",185909,2276,385,88,48,17083993323,264,6.4,34
"2018_2","목동",11470510,"오목교역",237456,871,198,82,51,14380508774,94,6.4,34
"2018_2","목동",11470520,"목2동시장",88768,1173,228,117,54,10553843169,162,6.4,34
"2018_2","목동",11470520,"목동중앙북로16길",100782,3509,257,74,53,1408236237,47,6.4,34
"2018_2","목동",11470520,"목동중앙로13나길",36414,1078,293,102,52,378427136,12,6.4,34
"2018_2","목동",11470530,"목3동시장",191167,1170,768,106,50,18103374738,272,6.4,34
"2018_2","목동",11470530,"목동중앙북로8길",93785,2134,355,87,46,1226162433,66,6.4,34
"2018_2","목동",11470540,"목4동시장",41374,1160,211,91,49,2172937455,95,6.4,34
"2018_2","목동",11470540,"목동중앙본로7길",94732,2931,117,91,53,5375789952,117,6.4,34
"2018_2","목동",11470540,"목동중앙서로7길",277197,3752,264,94,44,4787560637,150,6.4,34
"2018_2","목동",11470540,"목동중앙서로8가길",172834,1379,178,101,44,5572252068,83,6.4,34
"2018_2","목동",11470540,"목동중앙로3길",80647,2436,111,93,43,1927269526,54,6.4,34
"2018_2","목동",11470540,"목동중앙남로3가길",221811,2692,546,100,44,3854610687,138,6.4,34
"2018_2","불광역",11380510,"은평로13길",104358,3208,364,98,48,7749953542,138,3.8,37.1
"2018_2","불광역",11380510,"진흥로12길",300351,5798,509,93,61,4542389230,98,3.8,37.1
"2018_2","불광역",11380520,"서울 은평구 불광역_2",595597,657,69,126,61,11548629284,145,3.8,37.1
"2018_2","불광역",11380570,"서오릉로8길",61881,2686,14,88,51,2893600467,79,3.8,37.1
"2018_2","불광역",11380570,"서울 은평구 연신내역_1",1581454,221,74,113,68,9246824082,108,3.8,37.1
"2018_2","불광역",11380570,"서울 은평구 불광역_3",591774,768,54,93,46,12282054153,224,3.8,37.1
"2018_2","불광역",11380570,"역말로9길",234233,5655,20,90,52,2378883557,76,3.8,37.1
"2018_2","불광역",11380570,"서울 은평구 불광역_1",633889,557,284,91,46,25643313329,574,3.8,37.1
"2018_2","불광역",11380570,"연서로28길",524903,3677,732,90,48,6745687312,149,3.8,37.1
"2018_2","사당",11590620,"사당로26길",194541,2885,260,78,43,1544214387,56,1.3,59.8
"2018_2","사당",11590620,"사당로20길",90339,2665,194,115,49,1207936676,42,1.3,59.8
"2018_2","사당",11590620,"사당로30길",560035,1036,298,81,44,4726375317,132,1.3,59.8
"2018_2","사당",11590620,"관악구 사당역_2",607838,944,494,98,51,27284847298,323,1.3,59.8
"2018_2","사당",11590620,"동작대로7길",510060,3409,1829,93,51,11923333320,256,1.3,59.8
"2018_2","사당",11590620,"동작대로17길",262764,2385,1402,107,47,9270411778,104,1.3,59.8
"2018_2","사당",11620630,"승방길",131729,3137,571,91,47,3287603646,42,1.3,59.8
"2018_2","사당",11620630,"남현3길",506394,1600,270,112,56,8067853538,82,1.3,59.8
"2018_2","사당",11620630,"남현길",144479,1961,224,93,50,3831667294,71,1.3,59.8
"2018_2","사당",11650610,"청두곶길",173566,3966,2220,79,47,3216020220,114,1.3,59.8
"2018_2","사당",11650610,"관악구 사당역_1",778411,937,3503,93,52,32002380003,357,1.3,59.8
"2018_2","사당",11650610,"방배천로4안길",116112,1197,1298,89,51,6512780493,139,1.3,59.8
"2018_2","사당",11650610,"서초대로8길",183034,3259,248,143,62,172757209,20,1.3,59.8
"2018_2","사당",11650610,"서초대로4길",327706,3437,652,89,50,5839683144,123,1.3,59.8
"2018_2","서초",11650510,"서초대로64길",186265,1735,623,110,50,3412806853,41,2.9,27.8
"2018_2","서초",11650510,"교대역_2",1014913,1640,3363,93,50,33171464103,346,2.9,27.8
"2018_2","서초",11650510,"서울 서초구 남부터미널역_1",212206,1234,540,129,55,44714951246,506,2.9,27.8
"2018_2","서초",11650510,"서초중앙로8길",179633,2615,7653,112,45,5300949109,90,2.9,27.8
"2018_2","서초",11650520,"뱅뱅사거리",357638,1679,7961,92,47,21800871568,457,2.9,27.8
"2018_2","서초",11650520,"효령로72길",200633,2076,204,95,43,5011525849,87,2.9,27.8
"2018_2","서초",11650520,"서울 강남구 강남역_1",1118876,2684,135689,84,45,57162065407,619,2.9,27.8
"2018_2","서초",11650520,"양재역_3",635040,1857,3614,95,47,24169124785,407,2.9,27.8
"2018_2","서초",11650510,"사임당로17길",249453,1067,1851,102,46,6016428046,86,2.9,27.8
"2018_2","서초",11650510,"서울 서초구 남부터미널역_3",296134,465,1491,92,50,10362548420,138,2.9,27.8
"2018_2","서초",11650510,"남부순환로339길",147161,1580,13336,109,46,6199972512,100,2.9,27.8
"2018_2","서초",11650530,"교대역_3",264776,19,4422,107,46,9896716828,146,2.9,27.8
"2018_2","서초",11650530,"서울 서초구 서초역",135096,55,11841,99,56,6020522571,59,2.9,27.8
"2018_2","서초",11650531,"교대역_4",415761,444,5151,99,55,34264849265,370,2.9,27.8
"2018_2","서초",11650531,"서울 강남구 강남역_2",2589541,2534,5638,93,46,139135420104,1129,2.9,27.8
"2018_2","서초",11650530,"반포대로9길",131721,1649,658,114,43,5709742915,107,2.9,27.8
"2018_2","서초",11650530,"남부순환로317길",224673,1704,1663,116,52,9893457485,106,2.9,27.8
"2018_2","서초",11650530,"남부순환로325길",401219,2492,8261,108,47,13818458548,138,2.9,27.8
"2018_2","서초",11650530,"서울 서초구 남부터미널역_2",660185,1694,10724,105,48,27089460549,501,2.9,27.8
"2018_2","서초",11650530,"교대역_1",1791808,2575,13316,94,48,62843717457,1010,2.9,27.8
"2018_2","성신여대",11290575,"보문로32길",892744,1284,1017,76,43,5630940952,125,8.4,44.4
"2018_2","성신여대",11290575,"서울 성북구 성신여대입구역",1138186,1078,5286,97,49,55273701078,695,8.4,44.4
"2018_2","성신여대",11290575,"동소문로15길",154358,1078,128,88,53,4182056640,69,8.4,44.4
"2018_2","성신여대",11290575,"동소문로13길",357856,2933,435,85,56,3899557775,86,8.4,44.4
"2018_2","성신여대",11290575,"아리랑로4길",330513,3122,558,91,52,7369556871,179,8.4,44.4
"2018_2","성신여대",11290575,"동소문로26가길",510144,2304,230,96,46,5290840123,127,8.4,44.4
"2018_2","성신여대",11290600,"인촌로5길",228554,1491,26,88,52,1640538448,47,8.4,44.4
"2018_2","성신여대",11290600,"인촌로17가길",267871,1628,3323,107,59,2657718086,41,8.4,44.4
"2018_2","성신여대",11290600,"개운사길",363949,994,3713,86,50,12944769871,129,8.4,44.4
"2018_2","성신여대",11290600,"서울 성북구 안암역",729298,365,112,92,48,13472332988,127,8.4,44.4
"2018_2","성신여대",11290600,"안암로5길",206464,2238,612,102,54,2485014111,39,8.4,44.4
"2018_2","성신여대",11290600,"인촌로24길",651439,705,236,95,56,17978039898,247,8.4,44.4
"2018_2","수유",11305610,"수유로12길",337509,3320,236,98,42,4763425204,138,9.6,54.7
"2018_2","수유",11305610,"삼양로77길",95684,3107,419,88,54,1407685728,56,9.6,54.7
"2018_2","수유",11305610,"수유전통시장",107027,633,411,129,61,19183620584,310,9.6,54.7
"2018_2","수유",11305620,"우이시장",87336,1685,157,94,54,4901386617,113,9.6,54.7
"2018_2","수유",11305620,"노해로33길",135977,2631,32,99,52,632319639,38,9.6,54.7
"2018_2","수유",11305630,"강북종합시장",114729,727,65,110,53,5927315540,92,9.6,54.7
"2018_2","수유",11305630,"삼각산로28길",82139,3903,833,90,40,2682328887,89,9.6,54.7
"2018_2","수유",11305630,"도봉로99길",214897,2328,217,74,45,1526785421,46,9.6,54.7
"2018_2","수유",11305630,"한천로140길",311258,1744,111,86,44,3342753916,123,9.6,54.7
"2018_2","수유",11305630,"서울 강북구 수유역_2",1970718,2100,4370,93,49,48586399204,569,9.6,54.7
"2018_2","수유",11305630,"노해로17길",144101,2605,252,104,43,3328729118,150,9.6,54.7
"2018_2","수유",11305630,"한천로139가길",222065,1554,50,84,37,2513922405,65,9.6,54.7
"2018_2","수유",11305630,"수유중앙시장",2654,49,127,104,45,289940404,19,9.6,54.7
"2018_2","수유",11305630,"서울 강북구 수유역_3",202513,721,64,112,50,12462067104,244,9.6,54.7
"2018_2","신림역",11620645,"서울 관악구 신림역_1",846809,687,1979,103,57,45376185252,490,3.7,74
"2018_2","신림역",11620645,"신림로48길",131257,2582,69,161,58,3445115095,57,3.7,74
"2018_2","신림역",11620645,"서울 관악구 신림역_2",168586,1667,34,83,47,24136763819,314,3.7,74
"2018_2","신림역",11620655,"신원시장",507338,421,330,104,55,9566719226,203,3.7,74
"2018_2","신림역",11620655,"신원로3길",225318,2808,25,92,50,5255802347,155,3.7,74
"2018_2","신촌",11410585,"서울 서대문구 이대역",1071917,1603,1395,109,47,42308992784,1050,6.8,57.8
"2018_2","신촌",11410585,"서울 서대문구 신촌역",5969491,2694,3278,110,51,125735311260,1718,6.8,57.8
"2018_2","압구정",11680510,"압구정로2길",226050,1028,2822,86,36,6592318532,110,10.7,56.2
"2018_2","압구정",11680510,"신사동 가로수길",2564122,3844,22466,89,47,242750905677,2539,10.7,56.2
"2018_2","압구정",11680510,"도산대로15길",72112,692,1632,68,43,6752619551,90,10.7,56.2
"2018_2","압구정",11680510,"도산대로23길",307667,1529,1448,78,47,2901653509,76,10.7,56.2
"2018_2","압구정",11680545,"압구정 로데오거리_2",1785171,1306,16443,96,45,158663158644,1740,10.7,56.2
"2018_2","압구정",11680545,"서울 강남구 압구정역",736312,1878,10265,96,50,74286383911,925,10.7,56.2
"2018_2","압구정",11680545,"도산공원사거리_1",199884,272,10355,104,44,21796223973,188,10.7,56.2
"2018_2","영등포",11560515,"영등포로62길",146756,1639,7,99,54,1094085726,18,11.2,39.2
"2018_2","영등포",11560515,"영신로9길",270844,2614,344,94,54,6563465740,97,11.2,39.2
"2018_2","영등포",11560515,"신길로60길",306916,3034,497,113,44,4123586502,79,11.2,39.2
"2018_2","영등포",11560535,"영등포역_3",800652,486,906,123,49,5344669042,97,11.2,39.2
"2018_2","영등포",11560535,"영등포전통시장",2015950,2304,4063,105,55,148321585128,2009,11.2,39.2
"2018_2","영등포",11560535,"국회대로56길",197911,2583,1741,150,57,5278374471,168,11.2,39.2
"2018_2","영등포",11560535,"서울 영등포구 영등포시장역",312489,1435,334,149,57,7600809608,171,11.2,39.2
"2018_2","영등포",11560535,"영등포로35길",141452,1194,89,119,48,7452664334,172,11.2,39.2
"2018_2","영등포",11560535,"영등포역_2",975082,751,1259,117,59,30927864460,530,11.2,39.2
"2018_2","오류동역",11530770,"경인로15길",169691,3456,143,105,55,2658577144,68,2.8,46.9
"2018_2","오류동역",11530770,"오류동역",457337,3768,1589,109,58,35047760063,370,2.8,46.9
"2018_2","오류동역",11530780,"오류로8길",230692,2092,224,105,49,8080281813,190,2.8,46.9
"2018_2","왕십리",11200520,"무학봉길",72181,2281,5,97,63,1450635570,42,9.3,39
"2018_2","왕십리",11200520,"왕십리로31길",489508,2900,81,98,58,3461462864,77,9.3,39
"2018_2","왕십리",11200520,"무학봉28길",101776,1010,134,93,50,6336863916,143,9.3,39
"2018_2","왕십리",11200535,"왕십리로26길",443462,2849,4069,110,54,8961051737,208,9.3,39
"2018_2","왕십리",11200535,"무학로6길",459311,1776,387,107,57,11024360610,146,9.3,39
"2018_2","왕십리",11200535,"왕십리역_2",103765,532,668,108,53,10871512597,118,9.3,39
"2018_2","용산",11170520,"소월로20길",194049,2247,136,74,52,1678187002,85,10.5,25.1
"2018_2","용산",11170520,"서울 용산구 숙대입구역",157155,474,2707,116,59,13550895549,215,10.5,25.1
"2018_2","용산",11170530,"한강대로104길",303709,2565,11313,108,60,10743138924,175,10.5,25.1
"2018_2","용산",11170530,"남영역",154703,242,12311,122,55,18191832988,224,10.5,25.1
