"Date","상권","행정동_코드","상권_코드_명","총_유동인구_수","총_상주인구_수","총_직장_인구_수","운영_영업_개월_평균","폐업_영업_개월_평균","당월_매출_금액","점포수","공실률","임대료"
"2015_3","장안동",11230660,"한천로40길",139179,2293,287,106,47,3186657010,80,4.8,26.1
"2015_3","장안동",11230660,"한천로46길",206070,2156,381,84,43,6130579091,76,4.8,26.1
"2015_3","장안동",11230660,"답십리로63길",67053,2343,110,108,47,1532340457,42,4.8,26.1
"2015_3","장안동",11230660,"답십리로69길",177131,1577,814,87,43,11815624020,148,4.8,26.1
"2015_3","장안동",11230660,"장한로27가길",102981,1850,379,107,41,4602177334,73,4.8,26.1
"2015_3","종로",11110615,"종로·청계 관광특구",5784481,3814,30389,135,59,180334029365,4043,9.8,90.3
"2015_3","종로",11110615,"광장시장",226603,3,216,185,76,12433000958,534,9.8,90.3
"2015_3","종로",11110615,"서울 종로구 종로5가역_4",96741,592,668,135,59,7528080883,214,9.8,90.3
"2015_3","종로",11110615,"서울 종로구 종로3가역_3",608168,587,3053,117,50,10111247037,329,9.8,90.3
"2015_3","종로",11110615,"종로구청",508851,348,14980,108,58,60806721922,801,9.8,90.3
"2015_3","종로",11110615,"율곡로10길",28219,540,2287,115,48,2060847963,58,9.8,90.3
"2015_3","종로",11110615,"돈화문로11가길",71745,1321,1020,103,47,8930381866,164,9.8,90.3
"2015_3","종로",11110615,"종각역 젊음의 거리",695555,6,1963,101,52,70009503291,617,9.8,90.3
"2015_3","종로",11110615,"서울 종로구 종로3가역_1",552328,236,3353,113,52,23000066591,370,9.8,90.3
"2015_3","종로",11110615,"인사동",356557,592,22122,133,58,73750765398,1296,9.8,90.3
"2015_3","종로",11110615,"서울 종로구 종로3가역_2",1774587,1924,1725,110,54,36114341332,831,9.8,90.3
"2015_3","종로",11110630,"종로신진시장",222912,169,30,135,61,11057353103,291,9.8,90.3
"2015_3","종로",11110630,"율곡로16길",126961,439,60,148,53,936651464,32,9.8,90.3
"2015_3","종로",11110630,"서울 종로구 종로5가역_2",1052920,1243,14311,98,54,29255192847,571,9.8,90.3
"2015_3","종로",11110630,"서울 종로구 종로5가역_1",627915,8,51,136,66,3146817901,70,9.8,90.3
"2015_3","종로",11110630,"서울 종로구 종로5가역_3",904372,393,5271,123,51,19984784460,452,9.8,90.3
"2015_3","종로",11110630,"충신시장",45404,88,320,146,67,241412434,17,9.8,90.3
"2015_3","종로",11110630,"동대문시장_2",381118,8,504,136,64,9020331399,144,9.8,90.3
"2015_3","천호",11740600,"양재대로133길",206025,5182,276,88,46,3066596060,111,3.8,38.6
"2015_3","천호",11740600,"천중로39길",297958,5750,594,78,50,3104634011,107,3.8,38.6
"2015_3","천호",11740600,"구천면로36길",95931,3490,53,86,46,2460391475,101,3.8,38.6
"2015_3","천호",11740600,"구천면로42길",187263,4832,360,108,51,2836185201,104,3.8,38.6
"2015_3","천호",11740610,"상암로14길",110423,2923,432,87,42,6985476874,144,3.8,38.6
"2015_3","천호",11740610,"구천면로41길",662145,5190,576,82,41,4296260365,169,3.8,38.6
"2015_3","천호",11740610,"서울 강동구 천호역_2",955917,2112,3625,85,46,74061990343,1546,3.8,38.6
"2015_3","천호",11740610,"올림픽로71길",104599,4027,346,84,42,2962605662,63,3.8,38.6
"2015_3","천호",11740610,"상암로4길",169865,4926,213,80,43,7268890022,176,3.8,38.6
"2015_3","천호",11740610,"올림픽로77길",306466,3241,8,104,48,1641117760,78,3.8,38.6
"2015_3","천호",11740610,"천호시장",76971,69,13,133,55,5252170379,135,3.8,38.6
"2015_3","천호",11740620,"진황도로27길",253437,8355,449,78,49,5105127077,136,3.8,38.6
"2015_3","청담",11680565,"선릉로146길",334814,3316,1722,73,39,12058725801,170,11,69.6
"2015_3","청담",11680565,"도산대로81길",50602,797,4620,85,44,10166348616,108,11,69.6
"2015_3","청담",11680565,"청담역_1",105499,167,191,77,44,11255694413,103,11,69.6
"2015_3","청담",11680565,"선릉로132길",508915,2161,947,89,48,8211690688,164,11,69.6
"2015_3","청담",11680565,"학동로77길",137700,1904,2926,86,49,19446603836,133,11,69.6
"2015_3","청담",11680565,"삼성로147길",79897,1609,803,86,46,3151136179,72,11,69.6
"2015_3","청담",11680565,"도산대로89길",27337,884,2450,66,45,6097267568,130,11,69.6
"2015_3","청담",11680565,"압구정 로데오거리_1",410802,827,7733,84,43,81492243641,745,11,69.6
"2015_3","청담",11680565,"학동사거리_2",144216,457,2788,86,40,9882265703,88,11,69.6
"2015_3","청담",11680565,"청담사거리_3",171214,245,1312,84,46,23028898687,205,11,69.6
"2015_3","청담",11680565,"청담사거리_2",99739,307,1025,87,52,12514584786,129,11,69.6
"2015_3","청담",11680565,"청담역_2",64415,441,1409,91,47,12139604764,143,11,69.6
"2015_3","청량리",11230705,"제기로21길",290068,5226,217,116,60,1101556437,40,9.5,43.4
"2015_3","청량리",11230705,"왕산로43길",586351,3013,967,101,44,4461937802,136,9.5,43.4
"2015_3","충무로",11140570,"서울 중구 충무로역_2",975680,623,16372,136,54,29801995086,790,3.3,29
"2015_3","충무로",11140570,"서울 중구 충무로역_1",561947,630,3078,111,54,24732972996,432,3.3,29
"2015_3","테헤란로",11680580,"봉은사로109길",92178,2327,294,86,46,986972716,28,7.4,46.4
"2015_3","테헤란로",11680580,"영동대로112길",394561,2718,705,106,48,13071649008,118,7.4,46.4
"2015_3","테헤란로",11680580,"포스코사거리_2",399131,807,7635,89,50,38134203681,343,7.4,46.4
"2015_3","테헤란로",11680580,"테헤란로81길",141629,1031,621,89,43,23654951324,209,7.4,46.4
"2015_3","테헤란로",11680580,"삼성역_3",202131,3,9386,102,54,15313750759,132,7.4,46.4
"2015_3","테헤란로",11680590,"봉은사로68길",207395,2187,199,82,40,4606058422,70,7.4,46.4
"2015_3","테헤란로",11680590,"봉은사로57길",78090,538,571,78,41,1854365284,50,7.4,46.4
"2015_3","테헤란로",11680590,"학동로56길",233218,412,979,83,44,14722923409,238,7.4,46.4
"2015_3","테헤란로",11680590,"포스코사거리_1",653813,3641,49500,81,43,33375574700,475,7.4,46.4
"2015_3","테헤란로",11680590,"선정릉역_1",113206,738,1536,78,43,4384158839,57,7.4,46.4
"2015_3","테헤란로",11680590,"삼성로115길",263103,2980,320,86,45,4996835229,139,7.4,46.4
"2015_3","테헤란로",11680590,"선정릉역_2",200659,1925,6144,83,41,10676111737,187,7.4,46.4
"2015_3","테헤란로",11680590,"서울 강남구 선릉역_1",443493,1693,20499,86,44,24486805972,276,7.4,46.4
"2015_3","테헤란로",11680610,"은마아파트입구사거리_4",152803,549,65,73,41,15311197947,102,7.4,46.4
"2015_3","테헤란로",11680610,"삼성역_1",905947,4554,27937,88,44,35985897870,512,7.4,46.4
"2015_3","테헤란로",11680610,"영동대로65길",210239,2355,3096,96,43,6880774950,111,7.4,46.4
"2015_3","테헤란로",11680610,"삼성로64길",160433,2917,626,85,40,9826007077,135,7.4,46.4
"2015_3","테헤란로",11680610,"삼성역_2",169330,493,18338,98,51,10175207796,92,7.4,46.4
"2015_3","테헤란로",11680630,"삼성로69길",384978,3341,259,79,41,14159614990,263,7.4,46.4
"2015_3","테헤란로",11680630,"선릉역_2",1773125,5143,20180,75,42,82999398380,1161,7.4,46.4
"2015_3","테헤란로",11680630,"삼성로75길",302107,2664,2634,73,38,9012800344,106,7.4,46.4
"2015_3","테헤란로",11680630,"서울 강남구 한티역",287989,1984,1292,73,47,39860953817,663,7.4,46.4
"2015_3","테헤란로",11680630,"삼성로63길",470762,4488,154,74,41,11428238869,209,7.4,46.4
"2015_3","테헤란로",11680640,"역삼역_1",122198,2597,1743,87,41,14375411896,341,7.4,46.4
"2015_3","테헤란로",11680640,"서울 강남구 선릉역_2",878393,2250,7008,80,40,61027014002,908,7.4,46.4
"2015_3","테헤란로",11680640,"서울 강남구 역삼역_2",561355,958,27354,80,44,41008361995,531,7.4,46.4
"2015_3","테헤란로",11680640,"삼정역_1",121369,68,2982,100,41,7860678844,69,7.4,46.4
"2015_3","테헤란로",11680640,"서울 강남구 역삼역_1",956316,3423,26140,78,40,72674102222,1040,7.4,46.4
"2015_3","테헤란로",11680640,"서울 강남구 강남역",951570,860,38850,74,41,90566299497,952,7.4,46.4
"2015_3","테헤란로",11680640,"서울 서초구 강남역",2121323,3321,32768,78,42,189103666515,2217,7.4,46.4
"2015_3","테헤란로",11680640,"논현로63길",191120,1987,9579,92,44,8074005063,165,7.4,46.4
"2015_3","테헤란로",11680640,"논현로106길",271339,2389,2821,87,38,8073762784,139,7.4,46.4
"2015_3","테헤란로",11680640,"뱅뱅사거리_2",391950,1191,23561,76,41,21292602891,516,7.4,46.4
"2015_3","테헤란로",11680650,"역삼역_2",388148,367,3883,105,49,10376003007,110,7.4,46.4
"2015_3","테헤란로",11680650,"언주로81길",645117,5906,8354,74,41,16922588408,266,7.4,46.4
"2015_3","테헤란로",11680650,"도곡로37길",444366,7409,3335,82,40,16727080782,310,7.4,46.4
"2015_3","테헤란로",11680650,"도곡시장",61562,315,498,113,51,12236963058,69,7.4,46.4
"2015_3","테헤란로",11680650,"선릉역_1",514123,1435,56948,67,39,20376583793,420,7.4,46.4
"2015_3","혜화동",11110650,"창경궁로35길",293075,721,1405,91,61,3962658989,62,4.7,70.2
"2015_3","혜화동",11110650,"성균관로5길",77457,1182,114,99,40,3370719792,139,4.7,70.2
"2015_3","혜화동",11110650,"혜화역 대학로_3",605622,968,10394,90,52,39874662416,526,4.7,70.2
"2015_3","혜화동",11110650,"혜화역 대학로_2",171721,910,1381,93,46,5543864612,138,4.7,70.2
"2015_3","혜화동",11110650,"명륜길",96510,1377,10,82,56,4275869454,83,4.7,70.2
"2015_3","홍대합정",11440660,"서울 마포구 홍대입구역_2",176371,712,2597,78,46,9952507892,134,8.2,46.4
"2015_3","홍대합정",11440660,"홍익대학교 주변",3481112,8286,15744,66,43,309678622630,3760,8.2,46.4
"2015_3","홍대합정",11440660,"월드컵로8길",126525,1988,1537,78,48,4765191719,77,8.2,46.4
"2015_3","홍대합정",11440660,"와우산로29가길",92057,783,16,47,44,12030939022,167,8.2,46.4
"2015_3","홍대합정",11440660,"와우산로29길",94111,1085,126,54,41,6890479782,119,8.2,46.4
"2015_3","홍대합정",11440660,"서울 마포구 홍대입구역_3",884395,62,940,71,48,11804353902,225,8.2,46.4
"2015_3","홍대합정",11440660,"서울 마포구 홍대입구역_1",362701,704,746,85,44,11567238469,162,8.2,46.4
"2015_3","홍대합정",11440660,"월드컵로10길",235102,1858,1711,65,40,4863415590,94,8.2,46.4
"2015_3","홍대합정",11440660,"양화로11길",86945,818,386,70,44,4761287671,85,8.2,46.4
"2015_3","홍대합정",11440660,"월드컵로16길",294132,2516,2333,78,47,6919095000,122,8.2,46.4
"2015_3","홍대합정",11440660,"동교로17길",90415,1826,785,76,42,3159946755,81,8.2,46.4
"2015_3","홍대합정",11440660,"동교로19길",110587,1979,4203,87,46,10191375132,173,8.2,46.4
"2015_3","홍대합정",11440660,"신촌로12길",258426,1877,1181,79,44,8066219316,199,8.2,46.4
"2015_3","화곡",11500540,"강서로15길",346074,4750,253,95,40,6505722572,151,19.8,22.7
"2015_3","화곡",11500540,"가로공원로76가길",120973,3794,20,98,43,2217177817,77,19.8,22.7
"2015_3","화곡",11500540,"가로공원로80길",182019,3078,84,85,48,1707087238,60,19.8,22.7
"2015_3","화곡",11500540,"강서로29길",331932,2340,277,76,39,3318297184,103,19.8,22.7
"2015_3","화곡",11500540,"화곡로20길",188162,2540,494,90,44,7329793314,157,19.8,22.7
"2015_3","화곡",11500540,"월정로20길",80831,1810,4,105,42,4700662710,127,19.8,22.7
"2015_3","화곡",11500540,"강서로17가길",168856,3255,106,95,43,1551606664,39,19.8,22.7
"2015_3","화곡",11500540,"강서로5나길",224729,1838,112,86,43,6954504423,141,19.8,22.7
"2015_3","화곡",11500540,"화곡중앙골목시장",68324,1439,2,121,50,6427118008,156,19.8,22.7
"2015_3","화곡",11500540,"강서로5가길",272808,1425,36,93,47,15247752754,215,19.8,22.7
"2015_3","화곡",11500550,"강서로5라길",244967,3497,253,107,40,2191973579,81,19.8,22.7
"2015_3","화곡",11500550,"곰달래로47길",159672,3853,30,77,38,811105068,50,19.8,22.7
"2015_3","화곡",11500550,"곰달래로31길",197986,3117,10,85,45,1442757788,75,19.8,22.7
"2015_3","화곡",11500550,"국회대로7길",145891,2663,331,90,38,2116326562,44,19.8,22.7
"2015_3","화곡",11500560,"강서로35길",209975,6271,155,88,46,1141085145,81,19.8,22.7
"2015_3","화곡",11500560,"강서로45다길",117895,3415,706,71,45,4096464800,110,19.8,22.7
"2015_3","화곡",11500560,"강서로45길",152443,861,112,77,46,12002313883,188,19.8,22.7
"2015_3","화곡",11500570,"등촌로5길",191418,1566,10,92,44,9831965487,170,19.8,22.7
"2015_3","화곡",11500570,"등촌로13길",160655,3952,216,71,40,3323040283,58,19.8,22.7
"2015_3","화곡",11500570,"곰달래로60길",228124,2080,538,86,44,12379765738,198,19.8,22.7
"2015_3","화곡",11500570,"곰달래로53길",216010,3749,59,92,48,509156926,49,19.8,22.7
"2015_3","화곡",11500570,"남부골목시장",192035,2208,153,96,47,11519829524,276,19.8,22.7
"2015_3","화곡",11500590,"초록마을로8길",121070,4953,174,97,55,1176915406,54,19.8,22.7
"2015_3","화곡",11500590,"까치산로4길",175601,4113,125,92,44,5274081982,122,19.8,22.7
"2015_3","화곡",11500590,"초록마을로3길",308167,2874,44,110,49,6906311222,162,19.8,22.7
"2015_3","화곡",11500591,"화곡로59길",164241,2204,505,76,48,7769487076,112,19.8,22.7
"2015_3","화곡",11500591,"강서구청",702616,3563,3681,74,43,35423958780,634,19.8,22.7
"2015_3","화곡",11500591,"화곡로44나길",288195,3140,871,83,42,7691835434,178,19.8,22.7
"2015_3","화곡",11500593,"강서로18길",347694,7289,25,80,43,4442306714,162,19.8,22.7
"2015_3","화곡",11500593,"까치산시장",387076,1573,32,94,49,17949425192,237,19.8,22.7
"2015_3","화곡",11500593,"곰달래로25길",236219,2790,521,76,41,3970138057,94,19.8,22.7
"2015_3","화곡",11500593,"강서로8길",265525,3575,108,81,44,7364864563,207,19.8,22.7
"2015_3","화곡",11500615,"우장산로6길",418037,4982,321,78,48,5611764436,115,19.8,22.7
"2015_3","화곡",11500615,"공항대로38길",110079,246,236,93,43,3850684294,46,19.8,22.7
"2015_3","화곡",11500615,"공항대로42길",116852,1003,10,80,43,3435081910,101,19.8,22.7
"2015_3","화곡",11500615,"화곡로31길",203922,4584,1303,93,44,4060171467,235,19.8,22.7
"2015_4","건대입구",11215710,"한아름시장",14761,95,114,100,50,1980970257,21,3.8,52.1
"2015_4","건대입구",11215710,"능동로19길",141860,2314,347,81,44,5078902203,112,3.8,52.1
"2015_4","건대입구",11215710,"동일로24길",227160,1925,8,82,39,1993573072,54,3.8,52.1
"2015_4","건대입구",11215710,"광나루로24길",71355,1196,69,89,52,6042909669,107,3.8,52.1
"2015_4","건대입구",11215710,"광나루로12길",284240,1952,914,114,43,8131310634,161,3.8,52.1
"2015_4","건대입구",11215710,"능동로13길",208102,2748,316,88,40,6598906909,159,3.8,52.1
"2015_4","건대입구",11215710,"서울 광진구 건대입구역_2",751794,2698,2725,71,50,81014913662,705,3.8,52.1
"2015_4","건대입구",11215820,"자양로11길",453576,4172,1328,93,41,8662350880,243,3.8,52.1
"2015_4","건대입구",11215820,"자양로15길",125252,2085,435,105,46,7949063805,121,3.8,52.1
"2015_4","건대입구",11215840,"능동로4길",104251,2494,239,67,41,2268460285,68,3.8,52.1
"2015_4","건대입구",11215840,"자양번영로3길",285966,3848,94,108,57,2442116774,84,3.8,52.1
"2015_4","건대입구",11215840,"능동로골목시장",86097,517,292,99,50,911589718,40,3.8,52.1
"2015_4","건대입구",11215840,"뚝섬로23길",292002,3156,100,94,44,3007908229,84,3.8,52.1
"2015_4","건대입구",11215820,"자양골목시장",190058,2239,93,109,47,5059259531,140,3.8,52.1
"2015_4","건대입구",11215820,"아차산로40길",109082,2931,497,101,53,2185772843,60,3.8,52.1
"2015_4","경희대",11230710,"경희대로3길",66139,886,268,83,44,7373868354,96,1.3,49.5
"2015_4","경희대",11230710,"회기시장",218926,1113,120,102,52,5573014484,143,1.3,49.5
"2015_4","경희대",11230710,"경희대학교",348403,627,351,87,45,22997372063,272,1.3,49.5
"2015_4","경희대",11230740,"휘경로2길",213373,1697,7,96,49,12283738296,275,1.3,49.5
"2015_4","경희대",11230740,"휘경로3길",920071,4245,226,101,54,9632871210,186,1.3,49.5
"2015_4","경희대",11230740,"천장산로7길",112659,1342,1427,89,62,5360851206,60,1.3,49.5
"2015_4","경희대",11230740,"휘경로23길",369218,2335,15,122,72,253994140,28,1.3,49.5
"2015_4","공덕역",11440565,"만리재옛길",385940,3118,1413,114,48,5501160491,122,10.9,39.9
"2015_4","공덕역",11440565,"효창원로93길",192249,3742,114,110,55,1324858065,63,10.9,39.9
"2015_4","공덕역",11440565,"마포대로20길",203601,1324,1113,112,51,5829022367,107,10.9,39.9
"2015_4","광화문",11110530,"서울 종로구 경복궁역_1",238869,516,231,97,56,17065904363,189,1.3,70.2
"2015_4","광화문",11110530,"자하문로7길",128498,609,488,92,52,9699026895,167,1.3,70.2
"2015_4","광화문",11110530,"서울 종로구 광화문역_2",836967,1637,53651,119,52,55481099357,928,1.3,70.2
"2015_4","군자",11215750,"긴고랑로20길",263908,4086,522,104,47,6503069083,136,6,38.4
"2015_4","군자",11215750,"용마산로21길",223743,5183,149,92,44,7395844952,171,6,38.4
"2015_4","군자",11215780,"능동로34길",106632,4828,906,79,52,5910161029,118,6,38.4
"2015_4","군자",11215750,"천호대로123길",149382,3047,369,106,50,11729642103,137,6,38.4
"2015_4","군자",11215750,"용마산로3길",144920,3249,806,93,45,2052319449,68,6,38.4
"2015_4","군자",11215730,"서울 광진구 군자역",466921,1867,163,93,49,27214692967,336,6,38.4
"2015_4","군자",11215730,"어린이대공원역",174575,633,139,83,49,10121231719,188,6,38.4
"2015_4","군자",11215740,"중곡제일시장",115097,1027,140,104,49,11864992451,211,6,38.4
"2015_4","군자",11215740,"긴고랑로7길",184666,4456,516,101,50,8789771239,201,6,38.4
"2015_4","군자",11215740,"긴고랑로8길",230898,4316,232,103,40,1507491064,71,6,38.4
"2015_4","군자",11215750,"천호대로109길",295741,3719,1236,78,42,15893488569,368,6,38.4
"2015_4","동대문",11110670,"동묘앞역",123098,643,69,115,44,11481243932,129,12.9,34.8
"2015_4","동대문",11110670,"서울 종로구 동대문역_2",768584,977,1054,99,46,14169558330,366,12.9,34.8
"2015_4","명동",11140550,"서울시청",425739,46,26181,117,59,45351420898,397,10.4,270.1
"2015_4","명동",11140550,"서울 중구 명동역",303602,625,3485,101,47,14525062561,296,10.4,270.1
"2015_4","명동",11140550,"명동거리",2162820,56,26062,135,51,254328749853,2298,10.4,270.1
"2015_4","명동",11140550,"명동길",138880,117,35442,160,57,9943905040,151,10.4,270.1
"2015_4","명동",11140550,"퇴계로18길",35468,1324,2852,102,46,3393383212,72,10.4,270.1
"2015_4","목동",11470510,"오목교역",139178,1059,211,80,47,9530546745,100,2,30.4
"2015_4","목동",11470510,"목동동로12길",354325,2936,414,86,43,18507054396,298,2,30.4
"2015_4","목동",11470520,"목동중앙북로16길",103549,4074,268,74,52,817864929,48,2,30.4
"2015_4","목동",11470520,"목동중앙로13나길",20549,1243,258,102,38,549282148,8,2,30.4
"2015_4","목동",11470520,"목2동시장",139312,810,198,109,50,10872917235,180,2,30.4
"2015_4","목동",11470530,"목3동시장",304484,974,700,102,46,18588924637,280,2,30.4
"2015_4","목동",11470530,"목동중앙북로8길",112031,2357,394,81,42,1349388320,72,2,30.4
"2015_4","목동",11470540,"목동중앙남로3가길",64481,2283,570,90,43,3700495906,138,2,30.4
"2015_4","목동",11470540,"목동중앙본로7길",148621,2429,97,86,51,5561371143,132,2,30.4
"2015_4","목동",11470540,"목4동시장",49855,1256,250,101,43,1767079994,85,2,30.4
"2015_4","목동",11470540,"목동중앙로3길",173104,2245,104,78,41,1687507788,51,2,30.4
"2015_4","목동",11470540,"목동중앙서로7길",176388,4376,243,85,41,5228132871,182,2,30.4
"2015_4","목동",11470540,"목동중앙서로8가길",155858,1818,172,92,43,4662091195,87,2,30.4
"2015_4","사당",11590620,"사당로20길",63420,3023,160,105,47,889631561,44,0.7,53.8
"2015_4","사당",11590620,"사당로26길",141298,3229,233,83,39,1473730461,58,0.7,53.8
"2015_4","사당",11590620,"동작대로17길",316398,2162,1322,97,43,11803579036,111,0.7,53.8
"2015_4","사당",11590620,"동작대로7길",295759,3711,1799,90,47,13015000779,268,0.7,53.8
"2015_4","사당",11590620,"사당로30길",212574,1326,309,70,43,5064074628,136,0.7,53.8
"2015_4","사당",11590620,"관악구 사당역_2",291257,1013,390,98,46,27059016975,322,0.7,53.8
"2015_4","사당",11620630,"승방길",54538,3665,514,84,47,3569403732,46,0.7,53.8
"2015_4","사당",11620630,"남현3길",245072,1511,520,105,52,7362431165,82,0.7,53.8
"2015_4","사당",11620630,"남현길",112091,1857,237,90,46,3401571240,66,0.7,53.8
"2015_4","사당",11650610,"서초대로4길",250708,3296,601,85,50,6169355483,109,0.7,53.8
"2015_4","사당",11650610,"방배천로4안길",68670,1057,1650,89,48,7065060773,136,0.7,53.8
"2015_4","사당",11650610,"청두곶길",284241,3021,2013,73,46,2979670453,95,0.7,53.8
"2015_4","사당",11650610,"관악구 사당역_1",396601,656,3870,89,47,36725188259,392,0.7,53.8
"2015_4","사당",11650610,"서초대로8길",72986,5161,287,130,58,923296364,22,0.7,53.8
"2015_4","서초",11650510,"서초대로64길",77873,1072,468,98,47,3096631222,42,3.4,30.7
"2015_4","서초",11650510,"서울 서초구 남부터미널역_3",316928,859,1707,91,44,10968086295,171,3.4,30.7
"2015_4","서초",11650510,"교대역_2",824410,1796,3563,86,47,30336653120,412,3.4,30.7
"2015_4","서초",11650510,"서울 서초구 남부터미널역_1",273880,1025,740,119,51,40698291948,526,3.4,30.7
"2015_4","서초",11650510,"남부순환로339길",157102,1156,11713,100,41,5426322742,108,3.4,30.7
"2015_4","서초",11650510,"서초중앙로8길",262559,2678,5867,105,43,5975595926,73,3.4,30.7
"2015_4","서초",11650510,"사임당로17길",153133,1103,1594,87,45,5515844965,108,3.4,30.7
"2015_4","서초",11650530,"교대역_1",1098216,2571,13110,90,45,69394924472,988,3.4,30.7
"2015_4","서초",11650530,"남부순환로325길",499076,2186,8052,106,45,13673874214,147,3.4,30.7
"2015_4","서초",11650530,"반포대로9길",159589,1428,667,101,42,4722277261,99,3.4,30.7
"2015_4","서초",11650530,"교대역_3",354205,193,4466,94,43,11165410224,160,3.4,30.7
"2015_4","서초",11650530,"서울 서초구 서초역",103536,218,11731,90,53,7250581964,71,3.4,30.7
"2015_4","서초",11650530,"서울 서초구 남부터미널역_2",522172,3484,11583,94,45,28503405557,523,3.4,30.7
"2015_4","서초",11650531,"교대역_4",763985,1943,4898,92,51,36508730179,390,3.4,30.7
"2015_4","서초",11650531,"서울 강남구 강남역_2",1868695,2679,6537,91,43,126933490661,1115,3.4,30.7
"2015_4","서초",11650520,"서울 강남구 강남역_1",881956,1889,136304,79,43,54871305487,652,3.4,30.7
"2015_4","서초",11650520,"뱅뱅사거리",440831,2399,10129,91,43,21858336135,378,3.4,30.7
"2015_4","서초",11650520,"효령로72길",265290,1668,197,91,40,6243447532,96,3.4,30.7
"2015_4","서초",11650520,"양재역_3",870623,2268,3312,86,45,30234338915,487,3.4,30.7
"2015_4","서초",11650530,"남부순환로317길",249183,1529,1506,112,47,9301562903,105,3.4,30.7
"2015_4","성신여대",11290575,"아리랑로4길",273281,3109,628,84,51,7390325547,173,7.5,41.3
"2015_4","성신여대",11290575,"동소문로26가길",208525,2009,241,97,42,4902192359,125,7.5,41.3
"2015_4","성신여대",11290575,"보문로32길",136256,1537,948,74,41,5474255655,120,7.5,41.3
"2015_4","성신여대",11290575,"서울 성북구 성신여대입구역",949965,905,4909,95,46,48894973669,704,7.5,41.3
"2015_4","성신여대",11290575,"동소문로15길",276208,1050,61,94,48,3686174866,68,7.5,41.3
"2015_4","성신여대",11290575,"동소문로13길",158902,1931,841,82,54,4248912569,80,7.5,41.3
"2015_4","성신여대",11290600,"인촌로24길",470771,706,171,89,53,19922825727,270,7.5,41.3
"2015_4","성신여대",11290600,"개운사길",324489,1055,3066,83,47,10953809923,131,7.5,41.3
"2015_4","성신여대",11290600,"인촌로5길",132155,1776,25,75,54,1683582284,52,7.5,41.3
"2015_4","성신여대",11290600,"서울 성북구 안암역",461844,469,83,84,46,13145401565,123,7.5,41.3
"2015_4","성신여대",11290600,"인촌로17가길",185449,1902,3124,100,57,2391950840,47,7.5,41.3
"2015_4","성신여대",11290600,"안암로5길",111259,2141,568,94,51,2152661664,38,7.5,41.3
"2015_4","수유",11305610,"수유로12길",159523,2482,260,89,39,4160620382,142,18.7,54.9
"2015_4","수유",11305610,"삼양로77길",140494,3291,401,86,52,1337162859,49,18.7,54.9
"2015_4","수유",11305610,"수유전통시장",275290,526,451,124,56,17493572892,299,18.7,54.9
"2015_4","수유",11305620,"노해로33길",90744,2826,32,110,45,352170971,41,18.7,54.9
"2015_4","수유",11305620,"우이시장",109585,1788,148,89,52,3428111774,111,18.7,54.9
"2015_4","수유",11305630,"한천로140길",181880,1801,93,85,40,2978419656,141,18.7,54.9
"2015_4","수유",11305630,"수유중앙시장",5521,25,130,97,45,291641137,18,18.7,54.9
"2015_4","수유",11305630,"강북종합시장",50154,809,60,100,52,4996872823,97,18.7,54.9
"2015_4","수유",11305630,"서울 강북구 수유역_2",1301734,1430,4168,85,47,52378680120,621,18.7,54.9
"2015_4","수유",11305630,"삼각산로28길",111407,3645,669,83,37,2143161297,92,18.7,54.9
"2015_4","수유",11305630,"도봉로99길",108195,2412,162,75,43,1301728763,49,18.7,54.9
"2015_4","수유",11305630,"한천로139가길",133900,1525,54,81,35,2201742090,57,18.7,54.9
"2015_4","수유",11305630,"서울 강북구 수유역_3",251789,549,58,107,48,12680045813,268,18.7,54.9
"2015_4","수유",11305630,"노해로17길",129786,2561,268,99,40,3943141619,148,18.7,54.9
"2015_4","신촌",11410585,"서울 서대문구 신촌역",2657007,1452,2563,96,49,130674562038,1861,6.4,60.4
"2015_4","신촌",11410585,"서울 서대문구 이대역",551364,889,1171,102,44,50762949026,1136,6.4,60.4
"2015_4","영등포",11560515,"영등포로62길",324256,1870,5,86,48,1349847428,22,8.7,33.6
"2015_4","영등포",11560515,"영신로9길",200172,3518,387,92,51,6185607297,98,8.7,33.6
"2015_4","영등포",11560515,"신길로60길",220309,4231,419,97,41,3065801073,87,8.7,33.6
"2015_4","영등포",11560535,"영등포로35길",452088,1506,53,112,43,6561930288,175,8.7,33.6
"2015_4","영등포",11560535,"서울 영등포구 영등포시장역",262587,1112,349,134,53,8732818639,186,8.7,33.6
"2015_4","영등포",11560535,"국회대로56길",294285,2588,1578,128,52,4791358821,194,8.7,33.6
"2015_4","영등포",11560535,"영등포전통시장",1896586,1987,4051,95,53,147759296860,2013,8.7,33.6
"2015_4","영등포",11560535,"영등포역_2",959081,889,1076,108,55,35595325547,572,8.7,33.6
"2015_4","영등포",11560535,"영등포역_3",258908,602,851,115,46,5328533342,101,8.7,33.6
"2015_4","용산",11170520,"서울 용산구 숙대입구역",130610,888,4350,120,57,14971385620,200,6.2,23.7
"2015_4","용산",11170520,"소월로20길",105612,2431,130,79,48,1013117886,73,6.2,23.7
"2015_4","용산",11170530,"두텁바위로1길",156185,2569,2451,116,54,4620059985,83,6.2,23.7
"2015_4","용산",11170530,"한강대로104길",197913,1668,4166,107,56,9622131318,166,6.2,23.7
