Date,상권,임대료,임대료_예측_머신러닝,임대료_예측_딥러닝,임대료_차이_머신,임대료_차이_딥
2018_2,불광역,37.1,33.301 ,37.626 ,3.799 ,0.526 
2018_2,사당,59.8,50.595 ,52.513 ,9.205 ,7.287 
2018_2,서초,27.8,25.554 ,31.063 ,2.246 ,3.263 
2018_2,성신여대,44.4,40.117 ,46.745 ,4.283 ,2.345 
2018_2,수유,54.7,49.307 ,54.979 ,5.393 ,0.279 
2018_2,신림역,74,64.524 ,73.509 ,9.476 ,0.491 
2018_2,신촌,57.8,49.258 ,108.618 ,8.543 ,50.818 
2018_2,압구정,56.2,44.141 ,68.043 ,12.059 ,11.843 
2018_2,영등포,39.2,38.146 ,43.999 ,1.054 ,4.799 
2018_2,오류동역,46.9,48.386 ,37.288 ,1.486 ,9.612 
2018_2,왕십리,39,36.776 ,37.144 ,2.225 ,1.856 
2018_2,용산,25.1,23.619 ,31.751 ,1.481 ,6.651 
2018_2,이태원,47.5,39.973 ,61.228 ,7.527 ,13.728 
2018_2,잠실,43.3,38.823 ,37.587 ,4.477 ,5.713 
2018_2,장안동,21,23.412 ,25.890 ,2.412 ,4.890 
2018_2,종로,83.7,70.656 ,90.561 ,13.044 ,6.861 
2018_2,천호,35.9,34.768 ,31.817 ,1.132 ,4.083 
2018_2,청담,67.6,51.031 ,68.797 ,16.569 ,1.197 
2018_2,청량리,46.6,41.883 ,39.246 ,4.718 ,7.354 
2018_2,테헤란로,46.9,38.093 ,51.159 ,8.807 ,4.259 
2018_2,혜화동,72.3,59.776 ,72.355 ,12.524 ,0.055 
2018_2,홍대합정,68.5,50.071 ,83.240 ,18.429 ,14.740 
2018_2,화곡,27,25.820 ,29.957 ,1.180 ,2.957 
2018_3,건대입구,65,57.101 ,62.083 ,7.899 ,2.917 
2018_3,경희대,44.1,42.149 ,45.253 ,1.951 ,1.153 
2018_3,공덕역,41.6,35.852 ,39.512 ,5.748 ,2.088 
2018_3,광화문,70,57.696 ,79.991 ,12.304 ,9.991 
2018_3,군자,29.9,29.439 ,28.224 ,0.461 ,1.676 
2018_3,논현역,39.2,33.852 ,40.116 ,5.349 ,0.916 
2018_3,동대문,36.4,34.861 ,48.682 ,1.539 ,12.282 
2018_3,명동,269.7,233.449 ,296.560 ,36.251 ,26.860 
2018_3,목동,34.6,32.158 ,37.847 ,2.442 ,3.247 
2018_3,불광역,37.2,34.362 ,39.882 ,2.838 ,2.682 
2018_3,사당,58.9,51.427 ,52.640 ,7.473 ,6.260 
2018_3,서초,27.7,25.273 ,31.417 ,2.427 ,3.717 
2018_3,성신여대,44.5,40.551 ,45.739 ,3.949 ,1.239 
2018_3,수유,56.1,50.407 ,53.462 ,5.693 ,2.638 
2018_3,신림역,73.5,63.354 ,71.182 ,10.146 ,2.318 
2018_3,신촌,57.8,50.330 ,109.094 ,7.470 ,51.294 
2018_3,압구정,56.2,44.810 ,66.553 ,11.390 ,10.353 
2018_3,영등포,39.2,37.172 ,44.258 ,2.028 ,5.058 
2018_3,오류동역,46.9,48.973 ,36.269 ,2.073 ,10.631 
2018_3,왕십리,39,37.564 ,36.838 ,1.436 ,2.162 
2018_3,용산,25.1,23.430 ,32.024 ,1.670 ,6.924 
2018_3,이태원,47.5,40.714 ,61.297 ,6.786 ,13.797 
2018_3,잠실,43.5,37.954 ,37.527 ,5.547 ,5.973 
2018_3,장안동,20.9,23.207 ,25.560 ,2.307 ,4.660 
2018_3,종로,84.6,70.825 ,89.634 ,13.775 ,5.034 
2018_3,천호,35.4,35.131 ,31.519 ,0.269 ,3.881 
2018_3,청담,67.5,50.901 ,68.963 ,16.599 ,1.463 
2018_3,청량리,46.6,42.127 ,38.162 ,4.473 ,8.438 
2018_3,테헤란로,46.9,38.058 ,51.654 ,8.842 ,4.754 
2018_3,혜화동,72.3,60.610 ,78.008 ,11.690 ,5.708 
2018_3,홍대합정,68.4,49.994 ,85.276 ,18.406 ,16.876 
2018_3,화곡,27,26.017 ,28.996 ,0.983 ,1.996 
2018_4,건대입구,65.1,58.258 ,61.843 ,6.842 ,3.257 
2018_4,경희대,44.1,42.586 ,45.735 ,1.514 ,1.635 
2018_4,공덕역,42.1,35.734 ,38.226 ,6.366 ,3.874 
2018_4,광화문,70.1,57.417 ,81.901 ,12.683 ,11.801 
2018_4,군자,29.9,29.378 ,29.224 ,0.522 ,0.676 
2018_4,논현역,39.2,34.111 ,40.128 ,5.089 ,0.928 
2018_4,동대문,36.4,32.635 ,48.558 ,3.765 ,12.158 
2018_4,명동,257.6,228.142 ,290.924 ,29.458 ,33.324 
2018_4,목동,34.3,31.630 ,37.596 ,2.670 ,3.296 
2018_4,불광역,37.4,34.882 ,41.452 ,2.518 ,4.052 
2018_4,사당,58.7,51.898 ,53.193 ,6.802 ,5.507 
2018_4,서초,27.8,25.754 ,31.049 ,2.046 ,3.249 
2018_4,성신여대,43.9,42.091 ,45.584 ,1.809 ,1.684 
2018_4,수유,56.1,49.405 ,54.781 ,6.695 ,1.319 
2018_4,신림역,72.3,64.624 ,71.024 ,7.676 ,1.276 
2018_4,신촌,57.7,50.834 ,98.026 ,6.866 ,40.326 
2018_4,압구정,56.1,44.395 ,69.935 ,11.705 ,13.835 
2018_4,영등포,39.2,37.445 ,45.846 ,1.755 ,6.646 
2018_4,오류동역,46.9,45.696 ,36.832 ,1.204 ,10.068 
2018_4,왕십리,39.1,37.484 ,37.300 ,1.616 ,1.800 
2018_4,용산,25.1,23.237 ,29.914 ,1.863 ,4.814 
2018_4,이태원,47.5,39.900 ,62.537 ,7.600 ,15.037 
2018_4,잠실,43.5,38.033 ,37.378 ,5.468 ,6.122 
2018_4,장안동,20.9,23.223 ,26.623 ,2.323 ,5.723 
2018_4,종로,84.9,70.413 ,90.614 ,14.488 ,5.714 
2018_4,천호,35.4,35.117 ,31.515 ,0.283 ,3.885 
2018_4,청담,66.4,49.706 ,65.773 ,16.694 ,0.627 
2018_4,청량리,46.6,43.777 ,38.093 ,2.824 ,8.507 
2018_4,테헤란로,46.9,38.729 ,51.423 ,8.171 ,4.523 
2018_4,혜화동,69.3,58.257 ,76.834 ,11.043 ,7.534 
2018_4,홍대합정,68.4,49.842 ,87.633 ,18.558 ,19.233 
2018_4,화곡,27,26.116 ,29.455 ,0.884 ,2.455 
2019_1,건대입구,64.2,57.370 ,60.040 ,6.830 ,4.160 
2019_1,경희대,46.1,44.740 ,45.995 ,1.360 ,0.105 
2019_1,공덕역,44.7,36.645 ,39.962 ,8.055 ,4.738 
2019_1,광화문,87.2,56.209 ,84.180 ,30.991 ,3.020 
2019_1,군자,31.1,29.717 ,28.956 ,1.383 ,2.144 
2019_1,논현역,38.7,34.728 ,39.845 ,3.972 ,1.145 
2019_1,동대문,36.6,33.805 ,46.937 ,2.796 ,10.337 
2019_1,명동,295.1,234.883 ,300.573 ,60.217 ,5.473 
2019_1,목동,34.5,33.016 ,37.118 ,1.484 ,2.618 
2019_1,불광역,38.5,35.282 ,39.888 ,3.218 ,1.388 
2019_1,사당,55.5,51.384 ,49.137 ,4.116 ,6.363 
2019_1,서초,27.4,25.703 ,30.673 ,1.697 ,3.273 
2019_1,성신여대,44.3,42.314 ,44.378 ,1.986 ,0.078 
2019_1,수유,58,50.776 ,54.523 ,7.224 ,3.477 
2019_1,신림역,65.2,65.309 ,67.433 ,0.109 ,2.233 
2019_1,신촌,56.7,50.040 ,87.197 ,6.660 ,30.497 
2019_1,압구정,55.8,45.161 ,64.685 ,10.639 ,8.885 
2019_1,영등포,39.3,37.128 ,41.855 ,2.172 ,2.555 
2019_1,오류동역,36.7,44.473 ,35.129 ,7.773 ,1.571 
2019_1,왕십리,39.3,37.522 ,36.645 ,1.778 ,2.655 
2019_1,용산,25,24.985 ,30.580 ,0.015 ,5.580 
2019_1,이태원,49.8,42.763 ,58.154 ,7.037 ,8.354 
2019_1,잠실,43.5,38.239 ,38.566 ,5.261 ,4.934 
2019_1,장안동,26.3,24.421 ,27.661 ,1.879 ,1.361 
2019_1,종로,79.7,71.044 ,86.690 ,8.656 ,6.990 
2019_1,천호,34.9,34.600 ,31.819 ,0.300 ,3.081 
2019_1,청담,55.9,49.258 ,65.440 ,6.642 ,9.540 
2019_1,청량리,46.7,42.339 ,37.066 ,4.362 ,9.634 
2019_1,테헤란로,47.7,38.689 ,51.888 ,9.011 ,4.188 
2019_1,혜화동,67.6,64.041 ,72.993 ,3.559 ,5.393 
2019_1,홍대합정,67.7,50.922 ,79.340 ,16.778 ,11.640 
2019_1,화곡,27.6,26.738 ,29.378 ,0.862 ,1.778 
