Date,상권,공실률,공실률_예측_머신러닝,공실률_예측_딥러닝,공실률_차이_머신,공실률_차이_딥
2018_2,명동,6.4,6.994 ,7.458 ,0.594 ,1.058 
2018_2,목동,6.4,7.987 ,6.620 ,1.587 ,0.220 
2018_2,불광역,3.8,4.830 ,3.377 ,1.030 ,0.423 
2018_2,사당,1.3,5.304 ,1.599 ,4.004 ,0.299 
2018_2,서초,2.9,6.843 ,5.065 ,3.943 ,2.165 
2018_2,성신여대,8.4,7.589 ,7.870 ,0.811 ,0.530 
2018_2,수유,9.6,6.077 ,6.251 ,3.523 ,3.349 
2018_2,신림역,3.7,5.400 ,3.171 ,1.700 ,0.529 
2018_2,신촌,6.8,7.174 ,11.178 ,0.374 ,4.378 
2018_2,압구정,10.7,5.891 ,12.726 ,4.809 ,2.026 
2018_2,영등포,11.2,10.175 ,10.027 ,1.025 ,1.173 
2018_2,오류동역,2.8,3.041 ,2.549 ,0.241 ,0.251 
2018_2,왕십리,9.3,9.400 ,6.943 ,0.100 ,2.357 
2018_2,용산,10.5,10.731 ,9.828 ,0.231 ,0.672 
2018_2,이태원,21.6,13.167 ,16.014 ,8.433 ,5.586 
2018_2,잠실,11.2,10.638 ,8.795 ,0.562 ,2.405 
2018_2,장안동,5.9,7.299 ,5.938 ,1.399 ,0.038 
2018_2,종로,2.8,5.696 ,3.405 ,2.896 ,0.605 
2018_2,천호,5.1,7.406 ,4.569 ,2.306 ,0.531 
2018_2,청담,2.5,5.971 ,3.070 ,3.471 ,0.570 
2018_2,청량리,7.4,6.668 ,5.764 ,0.732 ,1.636 
2018_2,테헤란로,11.9,9.598 ,12.133 ,2.302 ,0.233 
2018_2,혜화동,14.2,8.972 ,8.863 ,5.228 ,5.337 
2018_2,홍대합정,6.5,6.560 ,6.577 ,0.060 ,0.077 
2018_2,화곡,7.3,8.252 ,7.816 ,0.952 ,0.516 
2018_3,건대입구,4.5,5.731 ,3.765 ,1.231 ,0.735 
2018_3,경희대,6.4,4.821 ,5.726 ,1.579 ,0.674 
2018_3,공덕역,5.3,5.832 ,5.418 ,0.532 ,0.118 
2018_3,광화문,2,2.663 ,1.729 ,0.663 ,0.271 
2018_3,군자,5,7.817 ,5.666 ,2.817 ,0.666 
2018_3,논현역,18.5,12.892 ,15.038 ,5.608 ,3.462 
2018_3,동대문,14.6,15.293 ,12.647 ,0.693 ,1.953 
2018_3,명동,6.4,6.989 ,10.237 ,0.589 ,3.837 
2018_3,목동,6.4,7.238 ,7.042 ,0.838 ,0.642 
2018_3,불광역,3.8,4.928 ,3.272 ,1.128 ,0.528 
2018_3,사당,2.1,6.498 ,1.881 ,4.398 ,0.219 
2018_3,서초,2.9,6.919 ,5.044 ,4.019 ,2.144 
2018_3,성신여대,7.6,9.254 ,7.911 ,1.654 ,0.311 
2018_3,수유,5.2,6.037 ,4.511 ,0.837 ,0.689 
2018_3,신림역,3.7,6.321 ,3.447 ,2.621 ,0.253 
2018_3,신촌,6.6,8.972 ,12.643 ,2.372 ,6.043 
2018_3,압구정,6.9,6.263 ,11.618 ,0.637 ,4.718 
2018_3,영등포,8.6,10.657 ,9.543 ,2.057 ,0.943 
2018_3,오류동역,2.8,2.668 ,2.630 ,0.132 ,0.170 
2018_3,왕십리,5.8,8.883 ,6.000 ,3.083 ,0.200 
2018_3,용산,9.7,9.068 ,9.979 ,0.632 ,0.279 
2018_3,이태원,21.6,10.334 ,18.958 ,11.266 ,2.642 
2018_3,잠실,11.1,10.240 ,9.179 ,0.860 ,1.921 
2018_3,장안동,5.9,7.260 ,5.728 ,1.360 ,0.172 
2018_3,종로,5.3,5.278 ,3.975 ,0.022 ,1.325 
2018_3,천호,6.2,7.522 ,5.028 ,1.322 ,1.172 
2018_3,청담,2.5,5.693 ,3.624 ,3.193 ,1.124 
2018_3,청량리,6.6,6.739 ,5.534 ,0.139 ,1.066 
2018_3,테헤란로,11.9,9.367 ,12.761 ,2.533 ,0.861 
2018_3,혜화동,14.2,10.496 ,9.226 ,3.704 ,4.974 
2018_3,홍대합정,5.8,7.104 ,6.805 ,1.304 ,1.005 
2018_3,화곡,6.9,8.449 ,7.134 ,1.549 ,0.234 
2018_4,건대입구,3.7,4.959 ,3.717 ,1.259 ,0.017 
2018_4,경희대,5.2,5.084 ,5.637 ,0.116 ,0.437 
2018_4,공덕역,5.3,5.653 ,5.258 ,0.353 ,0.042 
2018_4,광화문,2,2.961 ,2.560 ,0.961 ,0.560 
2018_4,군자,5,7.361 ,5.719 ,2.361 ,0.719 
2018_4,논현역,18.9,11.780 ,17.264 ,7.120 ,1.636 
2018_4,동대문,14.6,15.419 ,12.452 ,0.819 ,2.148 
2018_4,명동,7.7,6.925 ,10.460 ,0.775 ,2.760 
2018_4,목동,7.5,7.451 ,7.337 ,0.049 ,0.163 
2018_4,불광역,3.8,5.259 ,3.583 ,1.459 ,0.217 
2018_4,사당,1.6,4.756 ,2.260 ,3.156 ,0.660 
2018_4,서초,5.6,7.989 ,5.087 ,2.389 ,0.513 
2018_4,성신여대,9.4,9.609 ,7.934 ,0.209 ,1.466 
2018_4,수유,1.8,4.855 ,3.268 ,3.055 ,1.468 
2018_4,신림역,3.1,4.950 ,3.439 ,1.850 ,0.339 
2018_4,신촌,10.8,10.525 ,16.530 ,0.275 ,5.730 
2018_4,압구정,6.5,7.115 ,10.454 ,0.615 ,3.954 
2018_4,영등포,7.5,10.058 ,8.604 ,2.558 ,1.104 
2018_4,오류동역,7,4.231 ,3.050 ,2.769 ,3.950 
2018_4,왕십리,5.8,8.632 ,5.438 ,2.832 ,0.362 
2018_4,용산,9.7,9.757 ,10.048 ,0.057 ,0.348 
2018_4,이태원,21.6,11.869 ,20.797 ,9.731 ,0.803 
2018_4,잠실,8.9,11.069 ,9.121 ,2.169 ,0.221 
2018_4,장안동,5.9,7.666 ,5.504 ,1.766 ,0.396 
2018_4,종로,5.5,5.409 ,4.452 ,0.091 ,1.048 
2018_4,천호,6.6,7.445 ,5.186 ,0.845 ,1.414 
2018_4,청담,11.2,7.524 ,5.937 ,3.676 ,5.263 
2018_4,청량리,6.6,6.192 ,4.610 ,0.408 ,1.990 
2018_4,테헤란로,11.8,8.528 ,13.306 ,3.272 ,1.506 
2018_4,혜화동,9.6,10.823 ,8.739 ,1.223 ,0.861 
2018_4,홍대합정,4.6,6.058 ,6.236 ,1.458 ,1.636 
2018_4,화곡,6.9,8.630 ,6.930 ,1.730 ,0.030 
2019_1,건대입구,6.1,5.013 ,4.721 ,1.087 ,1.379 
2019_1,경희대,3.9,4.880 ,6.637 ,0.980 ,2.737 
2019_1,공덕역,6.7,6.507 ,6.380 ,0.193 ,0.320 
2019_1,광화문,10,3.585 ,4.260 ,6.415 ,5.740 
2019_1,군자,4.7,7.343 ,5.975 ,2.643 ,1.275 
2019_1,논현역,13.5,12.606 ,20.069 ,0.894 ,6.569 
2019_1,동대문,10.6,11.116 ,11.771 ,0.516 ,1.171 
2019_1,명동,8.8,7.108 ,13.038 ,1.692 ,4.238 
2019_1,목동,6.4,7.476 ,8.077 ,1.076 ,1.677 
2019_1,불광역,2.8,5.718 ,4.164 ,2.918 ,1.364 
2019_1,사당,3.3,6.294 ,3.326 ,2.994 ,0.026 
2019_1,서초,4.9,7.850 ,6.430 ,2.950 ,1.530 
2019_1,성신여대,7,7.881 ,8.664 ,0.881 ,1.664 
2019_1,수유,2.1,5.623 ,3.298 ,3.523 ,1.198 
2019_1,신림역,2.6,4.474 ,3.825 ,1.874 ,1.225 
2019_1,신촌,7.6,7.643 ,10.313 ,0.043 ,2.713 
2019_1,압구정,10,6.469 ,10.981 ,3.531 ,0.981 
2019_1,영등포,8,9.944 ,6.902 ,1.944 ,1.098 
2019_1,오류동역,14.6,3.949 ,4.231 ,10.651 ,10.369 
2019_1,왕십리,6,9.743 ,5.798 ,3.743 ,0.202 
2019_1,용산,9.5,9.483 ,10.323 ,0.017 ,0.823 
2019_1,이태원,24.3,10.379 ,17.850 ,13.921 ,6.450 
2019_1,잠실,10.9,9.815 ,11.895 ,1.085 ,0.995 
2019_1,장안동,7.9,7.738 ,6.151 ,0.162 ,1.749 
2019_1,종로,3.4,5.647 ,5.327 ,2.247 ,1.927 
2019_1,천호,6.2,7.011 ,5.785 ,0.811 ,0.415 
2019_1,청담,16.1,7.241 ,9.762 ,8.859 ,6.338 
2019_1,청량리,5.5,6.813 ,4.066 ,1.313 ,1.434 
2019_1,테헤란로,15.1,8.706 ,14.705 ,6.394 ,0.395 
2019_1,혜화동,9,9.337 ,7.809 ,0.337 ,1.191 
2019_1,홍대합정,4.6,6.707 ,7.665 ,2.107 ,3.065 
2019_1,화곡,13.8,8.029 ,7.226 ,5.771 ,6.574 
