Date,상권,상권_코드_명,임대료,공실률,임대료_예측_딥러닝,공실률_예측_딥러닝
2017_1,NA,대림로34길,NA,NA,31.958,8.742
2017_1,NA,대림로44길,NA,NA,26.393,6.453
2017_1,NA,만양로14길,NA,NA,72.435,1.459
2017_1,NA,만양로8길,NA,NA,40.334,7.815
2017_1,NA,서울 동작구 노량진역,NA,NA,68.461,4.01
2017_1,NA,노량진로6길,NA,NA,40.136,3.313
2017_1,NA,상도로62길,NA,NA,37.498,5.5
2017_1,NA,상도로15길,NA,NA,35.64,1.254
2017_1,NA,국사봉길,NA,NA,33.113,4.807
2017_1,NA,신대방삼거리역,NA,NA,34.173,2.025
2017_1,NA,양녕로26길,NA,NA,36.674,10.774
2017_1,NA,성대로29길,NA,NA,38.516,9.874
2017_1,NA,상도4동도깨비골목시장,NA,NA,29.719,5.674
2017_1,NA,성대로1길,NA,NA,58.098,6.74
2017_1,NA,서달로8가길,NA,NA,44.272,4.363
2017_1,NA,서달로14길,NA,NA,74.757,5.108
2017_1,NA,흑석로9길,NA,NA,65.626,3.848
2017_1,NA,흑석로13길,NA,NA,47.533,4.718
2017_1,NA,흑석시장,NA,NA,62.484,2.927
2017_1,NA,동작구 총신대입구역_1,NA,NA,34.695,6.704
2017_1,NA,사당로29길,NA,NA,52.663,3.27
2017_1,NA,남성역골목시장,NA,NA,63.97,6.233
2017_1,NA,사당로2차길,NA,NA,33.352,9.952
2017_1,NA,사당로8길,NA,NA,50.364,7.123
2017_1,NA,대방동27길,NA,NA,27.967,6.716
2017_1,NA,대방동2길,NA,NA,48.78,3.274
2017_1,NA,행운길,NA,NA,69.926,1.786
2017_1,NA,관악로10길,NA,NA,38.163,2.284
2017_1,NA,관악로14길,NA,NA,57.484,4.047
2017_1,NA,양녕로6길,NA,NA,38.981,1.319
2017_1,NA,중앙길,NA,NA,49.023,5.083
2017_1,NA,낙성대역길,NA,NA,58.077,2.331
2017_1,NA,남부순환로248길,NA,NA,43.942,1.479
2017_1,NA,인헌길,NA,NA,53.53,5.609
2017_1,NA,인헌시장,NA,NA,42.301,3.184
2017_1,NA,관악신사시장,NA,NA,49.344,8.642
2017_1,NA,관천로15길,NA,NA,33.096,2.392
2017_1,NA,서울 관악구 신림역_4,NA,NA,49.062,3.42
2017_1,NA,난향길,NA,NA,49.985,7.352
2017_1,NA,신림중앙시장,NA,NA,63.517,3.192
2017_1,NA,조원로18길,NA,NA,41.505,1.857
2017_1,NA,조원로10길,NA,NA,44.495,7.1
2017_1,NA,조원중앙로2길,NA,NA,30.729,2.589
2017_1,NA,서울 관악구 대학동_1,NA,NA,80.397,2.689
2017_1,NA,대학길,NA,NA,61.019,2.34
2017_1,NA,호암로20길,NA,NA,47.234,6.555
2017_1,NA,호암로24길,NA,NA,55.138,3.526
2017_1,NA,양산길,NA,NA,37.251,6.977
2017_1,NA,삼성동시장,NA,NA,48.033,5.382
2017_1,NA,남부순환로172길,NA,NA,42.632,8.027
2017_1,NA,미성5길,NA,NA,31.739,1.429
2017_1,NA,미성동도깨비시장,NA,NA,82.257,7.185
2017_1,NA,난곡로24길,NA,NA,27.148,7.816
2017_1,NA,난곡로26길,NA,NA,35.896,8.682
2017_1,NA,난곡로34길,NA,NA,25.662,4.357
2017_1,NA,법원단지길,NA,NA,32.904,6.864
2017_1,NA,방배로35길,NA,NA,28.816,3.706
2017_1,NA,방배로18길,NA,NA,46.598,6.641
2017_1,NA,서울 서초구 방배역,NA,NA,29.836,7.227
2017_1,NA,효령로31길,NA,NA,42.892,4.466
2017_1,NA,서초대로23길,NA,NA,39.636,4.895
2017_1,NA,강남대로23길,NA,NA,37.667,5.165
2017_1,NA,강남대로34길,NA,NA,42.944,2.395
2017_1,NA,논현로27길,NA,NA,35.753,4.314
2017_1,NA,포이사거리_2,NA,NA,29.639,5.69
2017_1,NA,논현로28길,NA,NA,47.906,12.411
2017_1,NA,매봉역,NA,NA,58.338,10.613
2017_1,NA,강남개포시장,NA,NA,53.104,13.688
2017_1,NA,선릉로18길,NA,NA,39.804,5.083
2017_1,NA,마천시장,NA,NA,41.945,5.148
2017_1,NA,양재대로71길,NA,NA,38.477,5.358
2017_1,NA,오금로11길,NA,NA,28.31,2.696
2017_1,NA,방이동 먹자골목,NA,NA,38.946,4.71
2017_1,NA,방이시장,NA,NA,21.058,6.563
2017_1,NA,백제고분로50길,NA,NA,45.434,9.895
2017_1,NA,잠실 관광특구,NA,NA,121.506,17.908
2017_1,NA,양재대로72길,NA,NA,36.668,10.266
2017_1,NA,백제고분로45길,NA,NA,35.493,4.652
2017_1,NA,백제고분로46길,NA,NA,34.28,4.778
2017_1,NA,서울 송파구 석촌역_1,NA,NA,55.332,9.958
2017_1,NA,백제고분로34길,NA,NA,35.772,13.109
2017_1,NA,백제고분로39길,NA,NA,40.526,1.84
2017_1,NA,석촌시장,NA,NA,44.41,9.006
2017_1,NA,백제고분로33길,NA,NA,45.572,7.021
2017_1,NA,백제고분로21길,NA,NA,27.452,6.48
2017_1,NA,백제고분로22길,NA,NA,35.898,10.378
2017_1,NA,백제고분로31길,NA,NA,32.128,8.391
2017_1,NA,백제고분로32길,NA,NA,28.969,7.812
2017_1,NA,양재대로62길,NA,NA,112.73,15.684
2017_1,NA,송이로36길,NA,NA,29.16,8.668
2017_1,NA,서울 강동구 명일역,NA,NA,23.979,7.546
2017_1,NA,천중로51길,NA,NA,26.684,7.433
2017_1,NA,동남로65길,NA,NA,30.279,4.447
2017_1,NA,서울 강동구 고덕역,NA,NA,36.304,8.766
2017_1,NA,동남로85길,NA,NA,42.377,7.416
2017_1,NA,고덕전통시장,NA,NA,51.242,8.164
2017_1,NA,동남로82길,NA,NA,30.412,6.859
2017_1,NA,고덕로10길,NA,NA,34.524,11.424
2017_1,NA,올림픽로98길,NA,NA,33.013,8.629
2017_1,NA,암사길,NA,NA,26.307,4.516
2017_1,NA,암사종합시장,NA,NA,40.437,4.07
2017_1,NA,상암로5길,NA,NA,30.393,9.823
2017_1,NA,고덕로25길,NA,NA,26.313,9.144
2017_1,NA,올림픽로48길,NA,NA,29.807,7.105
2017_1,NA,다산로38길,NA,NA,39.823,4.448
2017_1,NA,다산로36길,NA,NA,63.393,3.848
2017_1,NA,난계로11길,NA,NA,34.611,4.198
2017_1,NA,성덕정길,NA,NA,29.867,6.876
2017_1,NA,상원길,NA,NA,38.516,4.02
2017_1,NA,왕십리로14길,NA,NA,36.922,4.129
2017_1,NA,무학로16길,NA,NA,43.934,6.758
2017_1,NA,청량리수산시장,NA,NA,51.328,8.848
2017_1,NA,무학로45길,NA,NA,46.154,5.878
2017_1,NA,왕산로33길,NA,NA,31.029,8.559
2017_1,NA,약령시로17길,NA,NA,47.217,10.477
2017_1,NA,서울약령시장,NA,NA,49.812,7.999
2017_1,NA,청량리종합시장,NA,NA,75.196,5.333
2017_1,NA,솔샘로65길,NA,NA,34.396,6.093
2017_1,NA,서울 동작구 노량진1동_1,NA,NA,97.232,14.118
2017_1,NA,영도시장,NA,NA,84.04,10.54
2017_1,NA,국사봉1길,NA,NA,66.112,2.008
2017_1,NA,중부시장,NA,NA,47.861,6.7
2017_1,NA,사평대로22길,NA,NA,48.662,8.877
2017_1,NA,사평대로26길,NA,NA,43.693,10.016
2017_1,NA,옥인길,NA,NA,46.897,6.561
2017_1,NA,삼청로5길,NA,NA,46.822,12.034
2017_1,NA,서울 종로구 안국역_2,NA,NA,63.887,3.015
2017_1,NA,백석동길,NA,NA,62.488,14.252
2017_1,NA,평창길,NA,NA,59.309,3.964
2017_1,NA,북촌로11길,NA,NA,60.698,4.229
2017_1,NA,서울 종로구 안국역_1,NA,NA,52.958,8.092
2017_1,NA,학동로38길,NA,NA,35.265,7.688
2017_1,NA,동호로10길,NA,NA,52.955,4.167
2017_1,NA,청구로1길,NA,NA,56.213,6.845
2017_1,NA,백학시장,NA,NA,30.402,4.008
2017_1,NA,퇴계로90길,NA,NA,36.737,6.266
2017_1,NA,서울 중구 신당역_1,NA,NA,56.855,6.327
2017_1,NA,개포로17길,NA,NA,23.22,7.371
2017_1,NA,개포로20길,NA,NA,29.709,6.969
2017_1,NA,개포로28길,NA,NA,25.875,10.152
2017_1,NA,난계로21길,NA,NA,38.336,6.94
2017_1,NA,서울중앙시장,NA,NA,51.484,6.863
2017_1,NA,합동(새벽)시장,NA,NA,49.108,8.722
2017_1,NA,신흥로20길,NA,NA,31.815,6.661
2017_1,NA,후암시장,NA,NA,98.111,6.12
2017_1,NA,후암로28길,NA,NA,28.961,4.512
2017_1,NA,청파로73길,NA,NA,28.761,8.636
2017_1,NA,청파로71길,NA,NA,31.907,7.2
2017_1,NA,청파로47나길,NA,NA,41.92,3.2
2017_1,NA,청파로47길,NA,NA,39.049,5.761
2017_1,NA,백범로90길,NA,NA,39.126,6.934
2017_1,NA,용산 전자상가_5,NA,NA,31.016,5.577
2017_1,NA,원효로89길,NA,NA,39.793,3.453
2017_1,NA,용산 전자상가_3,NA,NA,52.973,9.712
2017_1,NA,원효로19길,NA,NA,31.583,11.062
2017_1,NA,원효로41길,NA,NA,45.587,4.666
2017_1,NA,백범로79길,NA,NA,29.187,5.03
2017_1,NA,원효로53길,NA,NA,32.516,7.429
2017_1,NA,용문전통시장,NA,NA,36.501,6.949
2017_1,NA,효창원로39길,NA,NA,32.874,12.897
2017_1,NA,송이로32길,NA,NA,27.721,5.519
2017_1,NA,통일로87길,NA,NA,30.786,5.744
2017_1,NA,연서로11길,NA,NA,23.105,10.857
2017_1,NA,사근동길,NA,NA,58.248,0.677
2017_1,NA,한양시장,NA,NA,63.761,3.277
2017_1,NA,천호대로162길,NA,NA,39.677,6.63
2017_1,NA,서울숲2길,NA,NA,43.563,3.466
2017_1,NA,왕십리로6길,NA,NA,39.587,4.085
2017_1,NA,뚝도시장,NA,NA,37.505,9.315
2017_1,NA,성덕정17길,NA,NA,29.317,4.12
2017_1,NA,아차산로11길,NA,NA,28.046,3.012
2017_1,NA,성수이로7길,NA,NA,34.696,3.512
2017_1,NA,성수일로6길,NA,NA,51.264,5.118
2017_1,NA,아차산로15길,NA,NA,32.625,7.282
2017_1,NA,아차산로5길,NA,NA,32.616,2.96
2017_1,NA,성수이로18길,NA,NA,43.021,11.933
2017_1,NA,송정4가길,NA,NA,33.856,9.922
2017_1,NA,송정12라길,NA,NA,27.174,6.968
2017_1,NA,성동용답상가시장,NA,NA,51.693,6.168
2017_1,NA,용답29길,NA,NA,30.779,5.597
2017_1,NA,용답중앙길,NA,NA,30.915,8.507
2017_1,NA,장한평역,NA,NA,40.83,5.879
2017_1,NA,긴고랑로9길,NA,NA,34.422,10.059
2017_1,NA,면목로17길,NA,NA,27.328,1.983
2017_1,NA,자양로45길,NA,NA,26.421,7.778
2017_1,NA,서울 광진구 건대입구역_1,NA,NA,50.794,4.817
2017_1,NA,광나루로36길,NA,NA,43.597,6.695
2017_1,NA,광나루로52길,NA,NA,29.773,4.882
2017_1,NA,서울 광진구 강변역,NA,NA,56.535,11.087
2017_1,NA,아차산로65길,NA,NA,27.897,9.453
2017_1,NA,난계로30길,NA,NA,57.642,10.451
2017_1,NA,서울 동대문구 신설동역_2,NA,NA,27.664,6.484
2017_1,NA,왕산로32길,NA,NA,60.807,4.636
2017_1,NA,제기로5길,NA,NA,63.581,1.704
2017_1,NA,답십리로23길,NA,NA,40.884,8.448
2017_1,NA,전농로3길,NA,NA,55.478,5.752
2017_1,NA,답십리로56길,NA,NA,36.169,1.464
2017_1,NA,답십리로60길,NA,NA,36.529,5.159
2017_1,NA,답십리시장,NA,NA,74.757,11.332
2017_1,NA,답십리현대시장,NA,NA,46.484,4.369
2017_1,NA,전농로4길,NA,NA,49.274,7.261
2017_1,NA,이문로42길,NA,NA,41.747,7.499
2017_1,NA,동일로101길,NA,NA,27.917,5.545
2017_1,NA,동일로100길,NA,NA,21.182,5.744
2017_1,NA,중랑천로10길,NA,NA,39.571,7.175
2017_1,NA,면목로21길,NA,NA,34.787,7.109
2017_1,NA,면목로33길,NA,NA,35.578,11.257
2017_1,NA,답십리로75길,NA,NA,34.103,7.545
2017_1,NA,겸재로29길,NA,NA,34.324,6.534
2017_1,NA,겸재로36길,NA,NA,40.383,4.224
2017_1,NA,겸재로54길,NA,NA,27.062,2.404
2017_1,NA,면목로55길,NA,NA,32.492,5.752
2017_1,NA,면목로56길,NA,NA,39.316,9.826
2017_1,NA,용마산로94길,NA,NA,34.039,11.568
2017_1,NA,동일로157길,NA,NA,26.481,4.495
2017_1,NA,동일로163길,NA,NA,27.374,10.293
2017_1,NA,중화제일시장,NA,NA,45.004,6.362
2017_1,NA,망우로73길,NA,NA,43.196,6.653
2017_1,NA,망우로68길,NA,NA,41.182,7.743
2017_1,NA,우림골목시장,NA,NA,30.733,4.767
2017_1,NA,용마산로118길,NA,NA,44.098,8.111
2017_1,NA,용마산로112길,NA,NA,33.466,8.206
2017_1,NA,용마산로100길,NA,NA,37.114,6.883
2017_1,NA,봉화산로56길,NA,NA,28.868,5.56
2017_1,NA,성북로8길,NA,NA,57.645,2.888
2017_1,NA,창경궁로43길,NA,NA,52.144,2.931
2017_1,NA,돈암제일시장,NA,NA,58.193,4.766
2017_1,NA,삼선교로16가길,NA,NA,38.547,10.702
2017_1,NA,보문로31길,NA,NA,50.68,6.377
2017_1,NA,삼선교로10길,NA,NA,45.865,8.269
2017_1,NA,보문로13길,NA,NA,39.948,6.877
2017_1,NA,인촌로1길,NA,NA,63.901,2.384
2017_1,NA,인촌로6길,NA,NA,40.727,3.259
2017_1,NA,지봉로20길,NA,NA,42.21,7.644
2017_1,NA,정릉아리랑시장,NA,NA,45.422,8.757
2017_1,NA,정릉로27길,NA,NA,32.626,2.283
2017_1,NA,솔샘로6길,NA,NA,32.276,11.281
2017_1,NA,정릉로8길,NA,NA,35.987,6.018
2017_1,NA,정릉시장,NA,NA,41.472,4.337
2017_1,NA,보국문로16길,NA,NA,30.157,7.406
2017_1,NA,길음로7길,NA,NA,34.505,7.37
2017_1,NA,미아사거리_2,NA,NA,55.978,11.831
2017_1,NA,삼양로8길,NA,NA,39.466,8.924
2017_1,NA,종암로21길,NA,NA,40.148,5.472
2017_1,NA,종암로24가길,NA,NA,21.298,7.146
2017_1,NA,종암로5길,NA,NA,47.782,0.892
2017_1,NA,종암로19길,NA,NA,49.1,6.66
2017_1,NA,한천로132길,NA,NA,47.945,6.994
2017_1,NA,오패산로67길,NA,NA,55.462,4.399
2017_1,NA,덕릉로40길,NA,NA,82.666,5.998
2017_1,NA,한천로109길,NA,NA,31.262,9.088
2017_1,NA,장미원골목시장,NA,NA,30.576,7.553
2017_1,NA,삼양로93길,NA,NA,43.527,10.827
2017_1,NA,인수봉로56길,NA,NA,48.255,6.213
2017_1,NA,인수봉로72길,NA,NA,41.668,4.62
2017_1,NA,인수봉로79길,NA,NA,34.397,5.648
2017_1,NA,도봉로114길,NA,NA,25.459,3.039
2017_1,NA,창동신창시장,NA,NA,27.246,6.046
2017_1,NA,덕릉로60길,NA,NA,52.102,7.976
2017_1,NA,우이천로4다길,NA,NA,47.99,5.39
2017_1,NA,창동역,NA,NA,50.512,4.616
2017_1,NA,노해로63다길,NA,NA,46.59,6.273
2017_1,NA,해등로16길,NA,NA,51.815,9.193
2017_1,NA,도봉로169나길,NA,NA,34.267,9.085
2017_1,NA,도봉로181길,NA,NA,35.166,3.547
2017_1,NA,시루봉로23길,NA,NA,33.554,6.085
2017_1,NA,한글비석로44길,NA,NA,39.325,4.094
2017_1,NA,한글비석로24길,NA,NA,46.533,11.479
2017_1,NA,통일로92길,NA,NA,32.508,1.58
2017_1,NA,서울 은평구 연신내역_3,NA,NA,89.724,8.546
2017_1,NA,연서로34길,NA,NA,37.055,4.56
2017_1,NA,연서로41길,NA,NA,36.482,3.069
2017_1,NA,연서로33길,NA,NA,37.878,11.512
2017_1,NA,통일로78길,NA,NA,54.327,14.214
2017_1,NA,갈현로41길,NA,NA,32.124,5.575
2017_1,NA,서울 은평구 연신내역_2,NA,NA,51.331,5.654
2017_1,NA,연서로29길,NA,NA,35.679,4.49
2017_1,NA,문래동 주민센터,NA,NA,63.844,4.125
2017_1,NA,양평로19길,NA,NA,23.53,4.19
2017_1,NA,은평로10길,NA,NA,25.961,5.858
2017_1,NA,은평로20길,NA,NA,31.399,7.96
2017_1,NA,응암로34길,NA,NA,22.967,9.136
2017_1,NA,은평로8길,NA,NA,35.317,7.271
2017_1,NA,가좌로7길,NA,NA,37.49,14.213
2017_1,NA,대림골목시장,NA,NA,38.73,10.104
2017_1,NA,불광천길,NA,NA,25.566,5.117
2017_1,NA,응암로12길,NA,NA,54.386,7.541
2017_1,NA,응암로13길,NA,NA,39.556,4.435
2017_1,NA,응암로14길,NA,NA,35.6,6.292
2017_1,NA,응암로22길,NA,NA,64.1,9.325
2017_1,NA,갈현로7길,NA,NA,35.805,12.522
2017_1,NA,연서로16길,NA,NA,28.023,4.762
2017_1,NA,연서로3길,NA,NA,28.933,14.905
2017_1,NA,은평로3길,NA,NA,39.794,5.249
2017_1,NA,진흥로1길,NA,NA,31.013,5.777
2017_1,NA,수색로18길,NA,NA,23.543,5.975
2017_1,NA,독립문로8길,NA,NA,30.694,8.421
2017_1,NA,통일로11길,NA,NA,61.305,6.641
2017_1,NA,신촌로37길,NA,NA,50.695,6.278
2017_1,NA,북아현로4길,NA,NA,33.772,2.096
2017_1,NA,서대문구 서대문역_2,NA,NA,36.211,1.07
2017_1,NA,충정로6길,NA,NA,44.283,4.118
2017_1,NA,대흥로28길,NA,NA,37.513,2.97
2017_1,NA,숭문길,NA,NA,21.07,10.198
2017_1,NA,월드컵로19길,NA,NA,51.361,7.921
2017_1,NA,월드컵로11길,NA,NA,55.334,7.254
2017_1,NA,망원로11길,NA,NA,50.161,8.356
2017_1,NA,망원월드컵시장,NA,NA,42.273,5.079
2017_1,NA,곰달래로10길,NA,NA,27.385,6.612
2017_1,NA,곰달래로2길,NA,NA,28.234,5.908
2017_1,NA,곰달래로3길,NA,NA,25.816,4.492
2017_1,NA,곰달래로5길,NA,NA,26.498,4.122
2017_1,NA,월정로시장,NA,NA,46.711,5.519
2017_1,NA,신영시장,NA,NA,35.254,5.533
2017_1,NA,경창시장,NA,NA,48.232,12.102
2017_1,NA,중앙로55길,NA,NA,29.864,5.908
2017_1,NA,중앙로51길,NA,NA,22.856,11.465
2017_1,NA,가로공원로58길,NA,NA,27.632,6.033
2017_1,NA,남부순환로40길,NA,NA,23.252,5.233
2017_1,NA,남부순환로58길,NA,NA,37.635,4.968
2017_1,NA,신월3동골목시장,NA,NA,46.468,7.057
2017_1,NA,신월로15길,NA,NA,25.969,7.128
2017_1,NA,오목로3길,NA,NA,27.75,8.432
2017_1,NA,오목로5길,NA,NA,28.249,7.472
2017_1,NA,남부순환로33길,NA,NA,42.441,5.545
2017_1,NA,화곡로4길,NA,NA,35.815,7.365
2017_1,NA,화곡로3길,NA,NA,26.441,8.671
2017_1,NA,화곡로13길,NA,NA,32.117,9.55
2017_1,NA,남부순환로79길,NA,NA,28.544,8.931
2017_1,NA,신월로20길,NA,NA,20.343,5.238
2017_1,NA,신월6동골목시장,NA,NA,45.732,9.12
2017_1,NA,중앙로45길,NA,NA,25.943,7.178
2017_1,NA,중앙로47길,NA,NA,23.292,5.565
2017_1,NA,목동로19길,NA,NA,26.919,8.963
2017_1,NA,목동로9길,NA,NA,32.014,11.086
2017_1,NA,오목로23길,NA,NA,25.212,4.773
2017_1,NA,은행정로7길,NA,NA,25.659,13.294
2017_1,NA,오목로30길,NA,NA,41.127,2.127
2017_1,NA,목동남로4길,NA,NA,43.375,13.88
2017_1,NA,공항대로59다길,NA,NA,36.164,5.942
2017_1,NA,공항대로61길,NA,NA,44.492,5.424
2017_1,NA,양천로73가길,NA,NA,26.556,9.77
2017_1,NA,양천로71길,NA,NA,26.166,13.053
2017_1,NA,공항대로55길,NA,NA,47.743,6.429
2017_1,NA,공항대로59길,NA,NA,39.963,2.311
2017_1,NA,서울 강서구 송정역,NA,NA,35.678,4.257
2017_1,NA,방화대로6라길,NA,NA,44.81,3.691
2017_1,NA,방신전통시장,NA,NA,58.727,10.212
2017_1,NA,초원로16길,NA,NA,43.826,4.852
2017_1,NA,양천로26길,NA,NA,41.894,7.241
2017_1,NA,구로중앙로8길,NA,NA,30.261,7.982
2017_1,NA,남구로시장,NA,NA,63.621,8.657
2017_1,NA,구로동로7길,NA,NA,29.49,8.493
2017_1,NA,구로디지털단지역,NA,NA,88.629,9.869
2017_1,NA,디지털로27길,NA,NA,24.285,3.23
2017_1,NA,도림로6길,NA,NA,54.279,6.182
2017_1,NA,부일로11길,NA,NA,45.285,5.958
2017_1,NA,부일로1길,NA,NA,23.439,6.765
2017_1,NA,부일로15길,NA,NA,36.124,7.007
2017_1,NA,가산디지털단지역_1,NA,NA,56.533,14.078
2017_1,NA,가산디지털단지역_2,NA,NA,1083.481,66.293
2017_1,NA,가산디지털단지역_3,NA,NA,47.777,11.935
2017_1,NA,가산로5길,NA,NA,36.32,4.084
2017_1,NA,남부순환로112길,NA,NA,46.286,2.808
2017_1,NA,시흥대로153길,NA,NA,45.468,7.263
2017_1,NA,벚꽃로56길,NA,NA,32.289,4.787
2017_1,NA,경인로90길,NA,NA,55.388,13.417
2017_1,NA,도림로147길,NA,NA,56.597,4.97
2017_1,NA,선유서로24길,NA,NA,29.643,9.097
2017_1,NA,선유서로25길,NA,NA,32.662,6.313
2017_1,NA,선유로55길,NA,NA,28.743,5.66
2017_1,NA,본동인정시장,NA,NA,82.767,5.501
2017_1,NA,사당로16가길,NA,NA,44.438,8.141
2017_1,NA,사당로16길,NA,NA,40.608,9.17
2017_1,NA,등용로14길,NA,NA,72.179,4.75
2017_1,NA,여의대방로24길,NA,NA,39.623,6.786
2017_1,NA,여의대방로46길,NA,NA,34.163,4.785
2017_1,NA,신대방길,NA,NA,35.931,2.741
2017_1,NA,국사봉2길,NA,NA,45.857,1.452
2017_1,NA,여의대방로22길,NA,NA,41.26,5.67
2017_1,NA,보라매공원,NA,NA,16.515,5.412
2017_1,NA,여의대방로22나길,NA,NA,44.98,8.174
2017_1,NA,여의대방로22카길,NA,NA,56.981,6.418
2017_1,NA,당곡길,NA,NA,42.439,6.947
2017_1,NA,봉천로13길,NA,NA,36.38,12.373
2017_1,NA,관악로30길,NA,NA,42.998,9.317
2017_1,NA,청림3길,NA,NA,31.619,2.928
2017_1,NA,구암길,NA,NA,21.244,17.1
2017_1,NA,은천로25길,NA,NA,25.17,9.54
2017_1,NA,관악로28길,NA,NA,45.275,10.013
2017_1,NA,서울 관악구 서울대입구역_2,NA,NA,58.318,4.09
2017_1,NA,행운1길,NA,NA,49.368,5.819
2017_1,NA,낙성대시장,NA,NA,43.824,4.942
2017_1,NA,남부순환로234길,NA,NA,51.64,4.387
2017_1,NA,봉천제일종합시장,NA,NA,53.23,4.462
2017_1,NA,서울 관악구 서울대입구역_1,NA,NA,63.461,2.649
2017_1,NA,소담길,NA,NA,57.452,7.939
2017_1,NA,장군봉2길,NA,NA,41.436,3.263
2017_1,NA,청룡8길,NA,NA,49.986,6.082
2017_1,NA,장군봉1길,NA,NA,65.37,8.177
2017_1,NA,청룡길,NA,NA,46.218,6.058
2017_1,NA,국회단지길,NA,NA,21.098,5.51
2017_1,NA,봉천로33길,NA,NA,30.816,10.455
2017_1,NA,법원단지9길,NA,NA,27.45,6.532
2017_1,NA,강남구 논현역_4,NA,NA,29.819,5.875
2017_1,NA,강남구 신사역_1,NA,NA,53.906,7.726
2017_1,NA,고무래로8길,NA,NA,25.589,5.239
2017_1,NA,동광로39길,NA,NA,58.87,7.473
2017_1,NA,방배로42길,NA,NA,52.894,11.063
2017_1,NA,방배중앙로21길,NA,NA,38.532,4.92
2017_1,NA,동광로1길,NA,NA,37.552,6.365
2017_1,NA,방배동카페골목,NA,NA,28.797,8.396
2017_1,NA,효령로34길,NA,NA,25.476,8.657
2017_1,NA,동광로12길,NA,NA,26.359,8.576
2017_1,NA,동작구 총신대입구역_2,NA,NA,17.305,3.813
2017_1,NA,서초대로25길,NA,NA,30.053,5.82
2017_1,NA,서초대로15길,NA,NA,36.031,6.64
2017_1,NA,양재 화물트럭터미널앞_2,NA,NA,32.307,7.502
2017_1,NA,도산대로38길,NA,NA,56.989,3.514
2017_1,NA,도산대로50길,NA,NA,42.582,6.185
2017_1,NA,서울 강남구 강남구청역_1,NA,NA,42.916,3.194
2017_1,NA,서울 강남구 강남구청역_2,NA,NA,44.41,6.739
2017_1,NA,도산대로30길,NA,NA,61.057,4.173
2017_1,NA,삼정역_2,NA,NA,67.015,6.092
2017_1,NA,서울 강남구 학동역_2,NA,NA,46.239,9.213
2017_1,NA,서울 강남구 학동역_3,NA,NA,70.851,10.18
2017_1,NA,봉은사로29길,NA,NA,46.438,7.237
2017_1,NA,봉은사로43길,NA,NA,44.167,7.255
2017_1,NA,선릉로121길,NA,NA,52.42,6.132
2017_1,NA,선릉로133길,NA,NA,63.204,4.828
2017_1,NA,학동사거리_1,NA,NA,57.892,4.604
2017_1,NA,삼성로57길,NA,NA,40.209,4.647
2017_1,NA,서울 강남구 대치역_2,NA,NA,44.355,9.098
2017_1,NA,남부순환로365길,NA,NA,38.653,6.569
2017_1,NA,뱅뱅사거리_1,NA,NA,27.55,6.166
2017_1,NA,양재역,NA,NA,24.123,8.186
2017_1,NA,논현로26길,NA,NA,34.152,7.988
2017_1,NA,논현로8길,NA,NA,22.511,6.393
2017_1,NA,논현로10길,NA,NA,46.239,4.479
2017_1,NA,포이사거리_1,NA,NA,73.872,11.128
2017_1,NA,일원로9길,NA,NA,47.029,6.431
2017_1,NA,일원로3길,NA,NA,34.813,5.539
2017_1,NA,서울 강남구 수서역,NA,NA,21.647,3.441
2017_1,NA,서울 강동구 천호역,NA,NA,66.812,5.329
2017_1,NA,풍납시장,NA,NA,32.936,11.945
2017_1,NA,풍성로25길,NA,NA,42.038,6.826
2017_1,NA,거마로20길,NA,NA,31.073,2.812
2017_1,NA,마천로51길,NA,NA,31.535,3.874
2017_1,NA,양재대로64길,NA,NA,25.643,5.444
2017_1,NA,서울 송파구 가락시장역,NA,NA,33.181,5.518
2017_1,NA,송파대로30길,NA,NA,40.625,4.868
2017_1,NA,오금로36길,NA,NA,30.57,7.195
2017_1,NA,동남로20길,NA,NA,28.657,6.349
2017_1,NA,송이로23길,NA,NA,31.762,5.128
2017_1,NA,오금로46길,NA,NA,25.441,3.876
2017_1,NA,성내로5길,NA,NA,23.285,2.34
2017_1,NA,성안로3길,NA,NA,27.037,4.49
2017_1,NA,천호옛길,NA,NA,36.512,2.898
2017_1,NA,풍성로37가길,NA,NA,35.647,15.026
2017_1,NA,천호대로170길,NA,NA,28.501,4.304
2017_1,NA,천호옛14길,NA,NA,36.737,8.148
2017_1,NA,강동대로53길,NA,NA,30.77,4.342
2017_1,NA,둔촌역전통시장,NA,NA,34.56,7.416
2017_1,NA,서울 강동구 둔촌동역,NA,NA,47.231,4.785
2017_1,NA,양재대로101길,NA,NA,29.919,3.646
2017_1,NA,양재대로91길,NA,NA,36.512,4.477
2017_1,NA,양재대로95길,NA,NA,39.719,7.268
2017_1,NA,길동복조리시장,NA,NA,32.909,11.868
2017_1,NA,서울 강동구 길동역,NA,NA,29.122,2.877
2017_1,NA,천호대로187길,NA,NA,29.13,7.764
2017_1,NA,양재대로116길,NA,NA,48.227,4.289
2017_1,NA,양재대로124길,NA,NA,31.377,4.165
2017_1,NA,천호대로197길,NA,NA,25.94,4.936
2017_1,NA,진황도로47길,NA,NA,41.149,4.108
2017_1,NA,명일로13길,NA,NA,29.15,12.441
2017_1,NA,양재대로96길,NA,NA,25.151,9.807
2017_2,건대입구,자양번영로3길,62.7,2.4,46.757,0.893
