Date,상권,상권_코드_명,임대료,공실률,임대료_예측_딥러닝,공실률_예측_딥러닝
2015_1,건대입구,능동로19길,50.2,7.2,53.38,6.618
2015_1,건대입구,아차산로40길,50.2,7.2,48.02,8.046
2015_1,건대입구,자양로11길,50.2,7.2,46.335,7.115
2015_1,건대입구,서울 광진구 건대입구역_2,50.2,7.2,63.459,7.071
2015_1,건대입구,광나루로24길,50.2,7.2,46.453,6.409
2015_1,건대입구,뚝섬로23길,50.2,7.2,41.738,7.791
2015_1,건대입구,능동로골목시장,50.2,7.2,43.745,5.958
2015_1,건대입구,자양골목시장,50.2,7.2,44.1,6.188
2015_1,건대입구,한아름시장,50.2,7.2,48.972,7.838
2015_1,건대입구,능동로13길,50.2,7.2,56.937,8.525
2015_1,건대입구,광나루로12길,50.2,7.2,55.169,6.221
2015_1,건대입구,자양번영로3길,50.2,7.2,41.298,7.125
2015_1,건대입구,동일로24길,50.2,7.2,60.05,6.917
2015_1,건대입구,능동로4길,50.2,7.2,49.601,8.133
2015_1,건대입구,자양로15길,50.2,7.2,46.363,5.322
2015_1,경희대,천장산로7길,49.6,3.1,43.275,4.52
2015_1,경희대,경희대학교,49.6,3.1,65.302,3.379
2015_1,경희대,회기시장,49.6,3.1,41.469,4.621
2015_1,경희대,휘경로2길,49.6,3.1,48.752,1.545
2015_1,경희대,휘경로23길,49.6,3.1,41.266,5.138
2015_1,경희대,휘경로3길,49.6,3.1,42.479,3.661
2015_1,경희대,경희대로3길,49.6,3.1,58.305,4.589
2015_1,공덕역,효창원로93길,37.2,4.8,36.441,5.481
2015_1,공덕역,마포대로20길,37.2,4.8,31.109,5.381
2015_1,공덕역,만리재옛길,37.2,4.8,36.337,5.342
2015_1,광화문,서울 종로구 경복궁역_1,69.8,1.3,83.746,2.408
2015_1,광화문,자하문로7길,69.8,1.3,67.62,1.695
2015_1,광화문,서울 종로구 광화문역_2,69.8,1.3,83.408,2.264
2015_1,군자,서울 광진구 군자역,38.5,8.9,44.761,8.052
2015_1,군자,긴고랑로7길,38.5,8.9,36.588,7.089
2015_1,군자,능동로34길,38.5,8.9,88.925,1.297
2015_1,군자,어린이대공원역,38.5,8.9,41.884,6.95
2015_1,군자,용마산로21길,38.5,8.9,42.573,9.412
2015_1,군자,긴고랑로8길,38.5,8.9,30.772,8.701
2015_1,군자,중곡제일시장,38.5,8.9,32.112,2.591
2015_1,군자,긴고랑로20길,38.5,8.9,44.494,4.369
2015_1,군자,천호대로109길,38.5,8.9,37.119,7.305
2015_1,군자,천호대로123길,38.5,8.9,32.403,5.783
2015_1,동대문,서울 종로구 동대문역_2,34.8,13.1,46.986,11.96
2015_1,동대문,동묘앞역,34.8,13.1,52.53,6.956
2015_1,명동,명동길,273.7,5.7,323.301,7.659
2015_1,명동,서울시청,273.7,5.7,285.632,7.56
2015_1,명동,퇴계로18길,273.7,5.7,258.985,5.261
2015_1,명동,명동거리,273.7,5.7,418.24,10.303
2015_1,명동,서울 중구 명동역,273.7,5.7,173.825,7.702
2015_1,목동,오목교역,30.5,3.2,33.15,8.702
2015_1,목동,목동동로12길,30.5,3.2,28.662,4.376
2015_1,목동,목동중앙서로7길,30.5,3.2,33.403,3.789
2015_1,목동,목동중앙본로7길,30.5,3.2,30.989,6.718
2015_1,목동,목3동시장,30.5,3.2,37.299,2.812
2015_1,목동,목동중앙로13나길,30.5,3.2,53.625,2.987
2015_1,목동,목동중앙서로8가길,30.5,3.2,28.874,3.756
2015_1,목동,목동중앙북로8길,30.5,3.2,34.677,4.241
2015_1,목동,목동중앙남로3가길,30.5,3.2,29.787,4.609
2015_1,목동,목동중앙북로16길,30.5,3.2,31.424,4.395
2015_1,목동,목동중앙로3길,30.5,3.2,30.348,5.312
2015_1,목동,목2동시장,30.5,3.2,44.884,2.055
2015_1,사당,남현3길,53.6,0.8,50.99,3.082
2015_1,사당,방배천로4안길,53.6,0.8,49.729,2.941
2015_1,사당,동작대로17길,53.6,0.8,56.607,1.302
2015_1,사당,관악구 사당역_2,53.6,0.8,69.962,1.737
2015_1,사당,동작대로7길,53.6,0.8,57.946,0.818
2015_1,사당,서초대로4길,53.6,0.8,50.374,0.78
2015_1,사당,서초대로8길,53.6,0.8,93.36,5.634
2015_1,사당,청두곶길,53.6,0.8,52.585,0.961
2015_1,사당,남현길,53.6,0.8,43.873,1.215
2015_1,사당,관악구 사당역_1,53.6,0.8,60.229,2.122
2015_1,사당,사당로26길,53.6,0.8,57.111,0.823
2015_1,사당,사당로20길,53.6,0.8,46.68,0.762
2015_1,사당,사당로30길,53.6,0.8,60.772,2.345
2015_1,서초,남부순환로339길,30.6,10.5,31.122,11.659
2015_1,서초,서초대로64길,30.6,10.5,36.983,9.936
2015_1,서초,서울 강남구 강남역_1,30.6,10.5,56.391,23.303
2015_1,서초,서울 서초구 남부터미널역_1,30.6,10.5,49.04,9.853
2015_1,서초,교대역_1,30.6,10.5,35.991,9.696
2015_1,서초,반포대로9길,30.6,10.5,43.764,10.485
2015_1,서초,남부순환로325길,30.6,10.5,28.51,9.848
2015_1,서초,효령로72길,30.6,10.5,39.376,5.296
2015_1,서초,서울 강남구 강남역_2,30.6,10.5,33.232,6.122
2015_1,서초,서울 서초구 남부터미널역_2,30.6,10.5,26.449,6.951
2015_1,서초,서울 서초구 남부터미널역_3,30.6,10.5,36.128,8.914
2015_1,서초,사임당로17길,30.6,10.5,36.242,11.137
2015_1,서초,서초중앙로8길,30.6,10.5,29.35,11.026
2015_1,서초,교대역_3,30.6,10.5,40.29,10.11
2015_1,서초,서울 서초구 서초역,30.6,10.5,37.409,14.041
2015_1,서초,교대역_4,30.6,10.5,39.949,13.478
2015_1,서초,양재역_3,30.6,10.5,28.707,9.464
2015_1,서초,남부순환로317길,30.6,10.5,31.941,7.985
2015_1,서초,교대역_2,30.6,10.5,26.762,9.194
2015_1,서초,뱅뱅사거리,30.6,10.5,24.162,11.796
2015_1,성신여대,인촌로5길,41.1,8.6,38.484,4.879
2015_1,성신여대,안암로5길,41.1,8.6,41.264,2.799
2015_1,성신여대,인촌로24길,41.1,8.6,57.434,6.503
2015_1,성신여대,동소문로15길,41.1,8.6,35.417,8.412
2015_1,성신여대,개운사길,41.1,8.6,44.102,7.447
2015_1,성신여대,서울 성북구 안암역,41.1,8.6,59.251,8.408
2015_1,성신여대,보문로32길,41.1,8.6,40.385,8.352
2015_1,성신여대,동소문로13길,41.1,8.6,38.227,8.244
2015_1,성신여대,서울 성북구 성신여대입구역,41.1,8.6,50.733,12.361
2015_1,성신여대,아리랑로4길,41.1,8.6,40.586,6.487
2015_1,성신여대,동소문로26가길,41.1,8.6,44.164,7.912
2015_1,성신여대,인촌로17가길,41.1,8.6,34.668,5.311
2015_1,수유,수유로12길,56.8,6.6,67.228,8.437
2015_1,수유,한천로140길,56.8,6.6,60.012,6.322
2015_1,수유,우이시장,56.8,6.6,42.633,7.01
2015_1,수유,삼각산로28길,56.8,6.6,50.886,3.438
2015_1,수유,한천로139가길,56.8,6.6,70.171,7.093
2015_1,수유,삼양로77길,56.8,6.6,55.362,5.453
2015_1,수유,수유전통시장,56.8,6.6,58.668,3.351
2015_1,수유,노해로17길,56.8,6.6,39.216,4.262
2015_1,수유,서울 강북구 수유역_3,56.8,6.6,61.953,4.614
2015_1,수유,수유중앙시장,56.8,6.6,82.563,8.255
2015_1,수유,강북종합시장,56.8,6.6,36.32,4.668
2015_1,수유,서울 강북구 수유역_2,56.8,6.6,54.996,18.905
2015_1,신촌,서울 서대문구 이대역,60.2,8.2,48.726,10.976
2015_1,신촌,서울 서대문구 신촌역,60.2,8.2,103.602,21.946
2015_1,영등포,영등포역_2,33.6,10.2,56.943,10.759
2015_1,영등포,영등포전통시장,33.6,10.2,95.296,22.397
2015_1,영등포,영등포로35길,33.6,10.2,35.034,8.293
2015_1,영등포,서울 영등포구 영등포시장역,33.6,10.2,40.286,8.901
2015_1,영등포,신길로60길,33.6,10.2,35.886,9.021
2015_1,영등포,영등포역_3,33.6,10.2,49.837,9.758
2015_1,영등포,국회대로56길,33.6,10.2,32.194,8.98
2015_1,영등포,영등포로62길,33.6,10.2,27.105,6.771
2015_1,영등포,영신로9길,33.6,10.2,27.956,2.655
2015_1,용산,서빙고로71길,23.7,6.9,24.413,6.563
2015_1,용산,서울 용산구 신용산역,23.7,6.9,35.641,8.478
2015_1,용산,녹사평대로11길,23.7,6.9,43.67,9.435
2015_1,용산,남영역,23.7,6.9,24.972,6.19
2015_1,용산,한강대로52길,23.7,6.9,30.977,8.438
2015_1,용산,두텁바위로1길,23.7,6.9,54.481,8.337
2015_1,용산,서울 용산구 숙대입구역,23.7,6.9,30.221,7.961
2015_1,용산,한강대로62길,23.7,6.9,36.513,5.967
2015_1,용산,한강대로7길,23.7,6.9,27.981,5.43
2015_1,용산,용산 전자상가_1,23.7,6.9,58.606,16.551
2015_1,용산,용산 전자상가_2,23.7,6.9,35.868,8.595
2015_1,용산,한강대로104길,23.7,6.9,24.565,7.711
2015_1,용산,한강대로15길,23.7,6.9,33.025,7.893
2015_1,용산,한강대로43길,23.7,6.9,25.772,7.019
2015_1,용산,소월로20길,23.7,6.9,28.915,6.798
2015_1,이태원,녹사평대로46길,45.3,8.9,52.561,5.851
2015_1,이태원,서울 용산구 이태원역,45.3,8.9,102.878,12.938
2015_1,이태원,회나무로13길,45.3,8.9,68.99,9.982
2015_1,이태원,녹사평대로40나길,45.3,8.9,43.707,7.904
2015_1,이태원,용산구청,45.3,8.9,50.981,8.467
2015_1,이태원,이태원로27길,45.3,8.9,56.449,6.69
2015_1,이태원,이태원 관광특구,45.3,8.9,68.144,13.058
2015_1,이태원,녹사평대로32길,45.3,8.9,45.162,8.757
2015_1,이태원,녹사평대로26길,45.3,8.9,45.372,9.242
2015_1,잠실,삼전로13길,40.5,6.8,43.523,5.994
2015_1,잠실,새마을시장,40.5,6.8,42.51,6.075
2015_1,잠실,신천역,40.5,6.8,49.373,6.667
2015_1,잠실,잠실역 롯데월드,40.5,6.8,45.874,6.836
2015_1,잠실,잠실역,40.5,6.8,31.839,4.758
2015_1,장안동,장한로25길,26.1,3.9,36.97,4.083
2015_1,장안동,천호대로77길,26.1,3.9,26.086,3.955
2015_1,장안동,답십리로68길,26.1,3.9,39.72,5.098
2015_1,장안동,답십리로72길,26.1,3.9,29.974,7.776
2015_1,장안동,답십리로69길,26.1,3.9,29.819,6.438
2015_1,장안동,사가정로23가길,26.1,3.9,25.163,8.273
2015_1,장안동,한천로14길,26.1,3.9,31.309,5.787
2015_1,장안동,장한평역_2,26.1,3.9,25.989,4.706
2015_1,장안동,장한평역_1,26.1,3.9,29.087,4.196
2015_1,장안동,답십리로64길,26.1,3.9,27.512,3.781
2015_1,장안동,장한로14길,26.1,3.9,28.57,5.479
2015_1,장안동,장한로27가길,26.1,3.9,21.617,4.104
2015_1,장안동,장한로8길,26.1,3.9,25.297,3.848
2015_1,장안동,한천로46길,26.1,3.9,26.924,7.955
2015_1,장안동,장한로26가길,26.1,3.9,32.039,5.045
2015_1,장안동,천호대로97길,26.1,3.9,28.813,4.54
2015_1,장안동,장한로5길,26.1,3.9,27.413,3.908
2015_1,장안동,장한로27길,26.1,3.9,25.581,5.376
2015_1,장안동,한천로40길,26.1,3.9,29.443,3.966
2015_1,장안동,장안동사거리,26.1,3.9,29.664,4.469
2015_1,장안동,장한로26길,26.1,3.9,25.038,7.578
2015_1,종로,광장시장,90.9,10.7,100.384,12.958
2015_1,종로,종로신진시장,90.9,10.7,84.146,11.891
2015_1,종로,서울 종로구 종로5가역_3,90.9,10.7,86.006,12.776
2015_1,종로,동대문시장_2,90.9,10.7,87.361,12.185
2015_1,종로,서울 종로구 종로3가역_3,90.9,10.7,90.74,11.287
2015_1,종로,율곡로10길,90.9,10.7,79.234,13.838
2015_1,종로,율곡로16길,90.9,10.7,79.586,14.909
2015_1,종로,서울 종로구 종로5가역_2,90.9,10.7,76.58,15.795
2015_1,종로,인사동,90.9,10.7,135.583,15.443
2015_1,종로,돈화문로11가길,90.9,10.7,143.202,10.561
2015_1,종로,서울 종로구 종로5가역_4,90.9,10.7,89.53,13.094
2015_1,종로,충신시장,90.9,10.7,88.229,16.902
2015_1,종로,서울 종로구 종로5가역_1,90.9,10.7,84.507,11.717
2015_1,종로,종로·청계 관광특구,90.9,10.7,198.358,23.413
2015_1,종로,서울 종로구 종로3가역_2,90.9,10.7,105.2,12.53
2015_1,종로,종로구청,90.9,10.7,91.808,8.107
2015_1,종로,서울 종로구 종로3가역_1,90.9,10.7,96.314,13.138
2015_1,종로,종각역 젊음의 거리,90.9,10.7,158.834,12.635
2015_1,천호,올림픽로77길,38.6,4.9,39.675,5.242
2015_1,천호,서울 강동구 천호역_2,38.6,4.9,46.485,6.282
2015_1,천호,상암로4길,38.6,4.9,35.279,5.452
2015_1,천호,상암로14길,38.6,4.9,43.982,6.097
2015_1,천호,천호시장,38.6,4.9,41.969,5.072
2015_1,천호,천중로39길,38.6,4.9,37.711,4.833
2015_1,천호,구천면로41길,38.6,4.9,47.454,4.425
2015_1,천호,구천면로42길,38.6,4.9,46.915,4.904
2015_1,천호,구천면로36길,38.6,4.9,42.013,5.492
2015_1,천호,양재대로133길,38.6,4.9,37.466,5.259
2015_1,천호,진황도로27길,38.6,4.9,64.193,5.715
2015_1,청담,학동사거리_2,69,6.9,82.37,9.939
2015_1,청담,청담사거리_2,69,6.9,60.643,3.639
2015_1,청담,선릉로132길,69,6.9,50.293,6.264
2015_1,청담,청담역_2,69,6.9,67.252,8.151
2015_1,청담,청담사거리_3,69,6.9,84.46,7.477
2015_1,청담,청담역_1,69,6.9,87.473,8.037
2015_1,청담,압구정 로데오거리_1,69,6.9,86.908,12.539
2015_1,청담,학동로77길,69,6.9,56.155,5.078
2015_1,청담,삼성로147길,69,6.9,58.443,8.924
2015_1,청담,도산대로81길,69,6.9,66.046,8.543
2015_1,청담,선릉로146길,69,6.9,69.39,7.539
2015_1,청량리,왕산로43길,43.4,8.1,46.341,6.854
2015_1,충무로,서울 중구 충무로역_2,29,3.3,34.792,5.314
2015_1,충무로,서울 중구 충무로역_1,29,3.3,39.842,7.188
2015_1,테헤란로,삼성로75길,46.4,9.9,42.648,12.211
2015_1,테헤란로,삼성역_2,46.4,9.9,48.343,9.821
2015_1,테헤란로,뱅뱅사거리_2,46.4,9.9,50.142,9.728
2015_1,테헤란로,서울 강남구 선릉역_1,46.4,9.9,47.497,12.235
2015_1,테헤란로,테헤란로81길,46.4,9.9,55.421,8.972
2015_1,테헤란로,봉은사로109길,46.4,9.9,48.25,8.674
2015_1,테헤란로,선정릉역_2,46.4,9.9,42.182,10.344
2015_1,테헤란로,삼성역_1,46.4,9.9,45.778,14.201
2015_1,테헤란로,서울 강남구 역삼역_2,46.4,9.9,41.119,14.141
2015_1,테헤란로,학동로56길,46.4,9.9,55.176,8.932
2015_1,테헤란로,삼성역_3,46.4,9.9,55.79,10.924
2015_1,테헤란로,삼성로63길,46.4,9.9,45.991,15.289
2015_1,테헤란로,봉은사로68길,46.4,9.9,50.029,12.187
2015_1,테헤란로,포스코사거리_1,46.4,9.9,35.383,11.832
2015_1,테헤란로,논현로63길,46.4,9.9,46.23,8.767
2015_1,테헤란로,서울 강남구 선릉역_2,46.4,9.9,34.902,9.094
2015_1,테헤란로,선정릉역_1,46.4,9.9,59.448,12.255
2015_1,테헤란로,포스코사거리_2,46.4,9.9,42.673,11.097
2015_1,테헤란로,삼성로69길,46.4,9.9,49.623,12.103
2015_1,테헤란로,영동대로112길,46.4,9.9,52.406,7.889
2015_1,테헤란로,서울 서초구 강남역,46.4,9.9,69.923,10.916
2015_1,테헤란로,역삼역_1,46.4,9.9,43.958,8.922
2015_1,테헤란로,삼성로115길,46.4,9.9,46.146,10.665
2015_1,테헤란로,도곡시장,46.4,9.9,48.355,5.021
2015_1,테헤란로,서울 강남구 한티역,46.4,9.9,45.196,12.83
2015_1,테헤란로,영동대로65길,46.4,9.9,37.53,11.209
2015_1,테헤란로,삼정역_1,46.4,9.9,63.859,8.762
2015_1,테헤란로,서울 강남구 강남역,46.4,9.9,57.931,17.11
2015_1,테헤란로,선릉역_1,46.4,9.9,48.855,19.08
2015_1,테헤란로,언주로81길,46.4,9.9,46.832,10.076
2015_1,테헤란로,역삼역_2,46.4,9.9,53.771,13.145
2015_1,테헤란로,도곡로37길,46.4,9.9,44.177,11.389
2015_1,테헤란로,봉은사로57길,46.4,9.9,65.575,10.78
2015_1,테헤란로,논현로106길,46.4,9.9,53.014,8.384
2015_1,테헤란로,은마아파트입구사거리_4,46.4,9.9,61.013,10.71
2015_1,테헤란로,서울 강남구 역삼역_1,46.4,9.9,30.661,9.007
2015_1,테헤란로,선릉역_2,46.4,9.9,43.899,9.884
2015_1,혜화동,혜화역 대학로_2,70.2,2,68.272,6.384
2015_1,혜화동,혜화역 대학로_3,70.2,2,88.124,3.397
2015_1,혜화동,성균관로5길,70.2,2,67.778,6.236
2015_1,혜화동,창경궁로35길,70.2,2,56.719,2.944
2015_1,혜화동,명륜길,70.2,2,51.067,3.546
2015_1,홍대합정,월드컵로10길,46.4,7,51.065,8.114
2015_1,홍대합정,홍익대학교 주변,46.4,7,109.586,11.353
2015_1,홍대합정,서울 마포구 홍대입구역_2,46.4,7,52.259,9.234
2015_1,홍대합정,양화로11길,46.4,7,54.03,6.793
2015_1,홍대합정,동교로17길,46.4,7,47.207,5.821
2015_1,홍대합정,서울 마포구 홍대입구역_1,46.4,7,55.676,7.422
2015_1,홍대합정,신촌로12길,46.4,7,45.297,6.562
2015_1,홍대합정,동교로19길,46.4,7,38.658,8.649
2015_1,홍대합정,와우산로29가길,46.4,7,57.186,8.173
2015_1,홍대합정,와우산로29길,46.4,7,57.053,7.622
2015_1,홍대합정,서울 마포구 홍대입구역_3,46.4,7,60.342,9.464
2015_1,홍대합정,월드컵로16길,46.4,7,44.091,7.465
2015_1,홍대합정,월드컵로8길,46.4,7,42.331,8.189
2015_1,화곡,국회대로7길,22.7,11.7,32.71,5.951
2015_1,화곡,가로공원로80길,22.7,11.7,26.841,12.06
2015_1,화곡,초록마을로3길,22.7,11.7,23.752,9.917
2015_1,화곡,곰달래로31길,22.7,11.7,26.989,13.27
2015_1,화곡,화곡로20길,22.7,11.7,25.693,11.483
2015_1,화곡,화곡로59길,22.7,11.7,26.941,12.532
2015_1,화곡,화곡중앙골목시장,22.7,11.7,27.592,3.993
2015_1,화곡,가로공원로76가길,22.7,11.7,22.844,11.55
2015_1,화곡,화곡로44나길,22.7,11.7,24.532,12.667
2015_1,화곡,강서로29길,22.7,11.7,25.738,9.084
2015_1,화곡,까치산시장,22.7,11.7,24.859,12.729
2015_1,화곡,곰달래로60길,22.7,11.7,25.259,11.265
2015_1,화곡,화곡로31길,22.7,11.7,37.387,11.366
2015_1,화곡,강서로18길,22.7,11.7,27.513,7.865
2015_1,화곡,강서로5가길,22.7,11.7,35.043,6.504
2015_1,화곡,공항대로38길,22.7,11.7,44.468,11.695
2015_1,화곡,강서로17가길,22.7,11.7,25.13,13.037
2015_1,화곡,강서로5나길,22.7,11.7,42.441,13.983
2015_1,화곡,강서로45길,22.7,11.7,32.159,16.399
2015_1,화곡,남부골목시장,22.7,11.7,25.559,9.931
2015_1,화곡,강서로5라길,22.7,11.7,22.185,8.252
2015_1,화곡,월정로20길,22.7,11.7,32.36,6.555
2015_1,화곡,곰달래로25길,22.7,11.7,32.776,10.223
2015_1,화곡,곰달래로53길,22.7,11.7,22.586,4.744
2015_1,화곡,등촌로13길,22.7,11.7,25.524,8.971
2015_1,화곡,강서로15길,22.7,11.7,26.212,9.782
2015_1,화곡,강서로45다길,22.7,11.7,32.441,6.307
2015_1,화곡,등촌로5길,22.7,11.7,22.221,12.182
2015_1,화곡,곰달래로47길,22.7,11.7,25.036,14.612
2015_1,화곡,강서로35길,22.7,11.7,21.156,6.869
2015_1,화곡,우장산로6길,22.7,11.7,22.829,17.976
2015_1,화곡,까치산로4길,22.7,11.7,25.026,11.276
2015_1,화곡,강서로8길,22.7,11.7,32.494,11.93
2015_1,화곡,초록마을로8길,22.7,11.7,22.405,11.326
2015_1,화곡,강서구청,22.7,11.7,25.805,12.965
2015_1,화곡,공항대로42길,22.7,11.7,25.861,21.737
2015_1,NA,옥인길,NA,NA,55.89,5.969
2015_1,NA,북촌로5길,NA,NA,71.16,3.844
2015_1,NA,북촌로5나길,NA,NA,87.45,9.182
2015_1,NA,삼청로5길,NA,NA,79.301,4.508
2015_1,NA,서울 종로구 안국역_2,NA,NA,53.756,4.558
2015_1,NA,백석동길,NA,NA,63.65,10.764
2015_1,NA,평창길,NA,NA,95.112,8.346
2015_1,NA,서대문구 서대문역_1,NA,NA,66.404,13.722
2015_1,NA,통일로12길,NA,NA,51.812,6.068
2015_1,NA,계동길,NA,NA,91.291,3.388
2015_1,NA,북촌로11길,NA,NA,67.058,5.281
2015_1,NA,서울 종로구 안국역_1,NA,NA,55.636,8.799
2015_1,NA,혜화역 대학로_1,NA,NA,75.033,9.145
2015_1,NA,이화장길,NA,NA,40.009,3.64
2015_1,NA,창신길,NA,NA,35.793,4.757
2015_1,NA,창신골목시장,NA,NA,52.77,6.449
2015_1,NA,창신2길,NA,NA,63.595,7.751
2015_1,NA,창신5길,NA,NA,50.752,5.945
2015_1,NA,지봉로8길,NA,NA,42.601,5.855
2015_1,NA,동묘시장,NA,NA,40.463,9.323
2015_1,NA,숭인동길,NA,NA,38.913,5.099
2015_1,NA,종로65길,NA,NA,41.111,6.417
2015_1,NA,신설동역,NA,NA,70.142,6.204
2015_1,NA,롯데백화점,NA,NA,508.246,3.102
2015_1,NA,명동 남대문 북창동 다동 무교동 관광특구,NA,NA,1302732.2,4502.049
2015_1,NA,북창동,NA,NA,78.404,14.931
2015_1,NA,시청역_1,NA,NA,228.399,7.892
2015_1,NA,시청역_2,NA,NA,127.36,6.621
2015_1,NA,남대문시장,NA,NA,129.53,16.789
2015_1,NA,퇴계로12길,NA,NA,42.569,9.424
2015_1,NA,퇴계로8길,NA,NA,71.39,7.791
2015_1,NA,동호로20길,NA,NA,41.741,2.649
2015_1,NA,장충단로8길,NA,NA,23.955,6.64
2015_1,NA,장충동 족발거리,NA,NA,53.448,8.452
2015_1,NA,퇴계로46길,NA,NA,56.887,7.811
2015_1,NA,퇴계로56길,NA,NA,47.73,7.435
2015_1,NA,동대문시장_1,NA,NA,104.412,13.348
2015_1,NA,동대문역사문화공원역,NA,NA,68.108,7.979
2015_1,NA,동대문패션타운 관광특구,NA,NA,534.23,52.611
2015_1,NA,신중부시장,NA,NA,85.506,11.957
2015_1,NA,인현시장,NA,NA,70.592,7.025
2015_1,NA,방산종합시장,NA,NA,95.954,15.353
2015_1,NA,삼일대로4길,NA,NA,71.874,13.156
2015_1,NA,서울 중구 을지로3가역_1,NA,NA,43.403,13.895
2015_1,NA,서울 중구 을지로3가역_2,NA,NA,51.02,6.883
2015_1,NA,다산로39길,NA,NA,34.003,7.274
2015_1,NA,다산로33길,NA,NA,52.707,9.394
2015_1,NA,서울 중구 신당역_2,NA,NA,63.056,13.291
2015_1,NA,동호로11길,NA,NA,45.073,9.218
2015_1,NA,동호로15길,NA,NA,46.409,4.826
2015_1,NA,청구로17길,NA,NA,29.627,5.118
2015_1,NA,약수시장,NA,NA,40.316,4.151
2015_1,NA,동호로10길,NA,NA,28.975,8.757
2015_1,NA,백학시장,NA,NA,44.397,3.628
2015_1,NA,서울 중구 신당역_1,NA,NA,46.518,7.73
2015_1,NA,퇴계로90길,NA,NA,42.224,4.493
2015_1,NA,다산로38길,NA,NA,47.032,8.538
2015_1,NA,다산로36길,NA,NA,47.694,9.576
2015_1,NA,난계로11길,NA,NA,32.207,6.551
2015_1,NA,서울중앙시장,NA,NA,46.408,6.637
2015_1,NA,합동(새벽)시장,NA,NA,48.77,8.913
2015_1,NA,신흥로20길,NA,NA,41.004,2.984
2015_1,NA,후암로28길,NA,NA,30.243,4.272
2015_1,NA,후암시장,NA,NA,91.77,9.143
2015_1,NA,청파로47길,NA,NA,32.406,8.858
2015_1,NA,청파로71길,NA,NA,32.389,7.071
2015_1,NA,청파로73길,NA,NA,39.355,10.281
2015_1,NA,청파로47나길,NA,NA,43.966,4.66
2015_1,NA,백범로90길,NA,NA,47.443,10.864
2015_1,NA,원효로89길,NA,NA,32.342,5.574
2015_1,NA,용산 전자상가_5,NA,NA,47.309,8.607
2015_1,NA,용산 전자상가_3,NA,NA,49.799,7.628
2015_1,NA,원효로19길,NA,NA,47.23,7.443
2015_1,NA,백범로79길,NA,NA,40.035,4.383
2015_1,NA,용문전통시장,NA,NA,40.753,6.436
2015_1,NA,원효로53길,NA,NA,25.023,4.624
2015_1,NA,효창원로39길,NA,NA,28.076,11.305
2015_1,NA,이촌로22길,NA,NA,23.951,5.389
2015_1,NA,대사관로34길,NA,NA,84.726,8.709
2015_1,NA,우사단로14길,NA,NA,70.423,9.885
2015_1,NA,이태원로54길,NA,NA,47.348,10.64
2015_1,NA,한남대로20길,NA,NA,59.239,8.136
2015_1,NA,한남오거리,NA,NA,74.854,3.683
2015_1,NA,우사단로10길,NA,NA,29.279,5.656
2015_1,NA,장문로45길,NA,NA,32.406,6.55
2015_1,NA,우사단로4길,NA,NA,38.849,4.847
2015_1,NA,무학봉길,NA,NA,44.729,3.382
2015_1,NA,무학봉28길,NA,NA,47.818,4.594
2015_1,NA,왕십리로31길,NA,NA,39.17,3.209
2015_1,NA,무학로6길,NA,NA,40.07,7.484
2015_1,NA,왕십리로26길,NA,NA,34.866,5.875
2015_1,NA,왕십리역_2,NA,NA,63.649,4.297
2015_1,NA,마장축산물시장,NA,NA,46.89,7.652
2015_1,NA,마조로16길,NA,NA,38.486,7.367
2015_1,NA,마장로27길,NA,NA,41.042,4.364
2015_1,NA,마장로39길,NA,NA,41.631,4.169
2015_1,NA,청계천로10나길,NA,NA,38.942,4.223
2015_1,NA,사근동길,NA,NA,61.319,2.24
2015_1,NA,한양시장,NA,NA,66.693,3.309
2015_1,NA,고산자로6길,NA,NA,35.208,9.509
2015_1,NA,행당시장,NA,NA,36.152,4.073
2015_1,NA,왕십리로21길,NA,NA,22.618,8.247
2015_1,NA,금남시장,NA,NA,50.526,4.868
2015_1,NA,금호산2길,NA,NA,37.634,7.143
2015_1,NA,금호산길,NA,NA,29.803,4.588
2015_1,NA,무수막길,NA,NA,34.525,3.787
2015_1,NA,장터길,NA,NA,26.861,12.668
2015_1,NA,한림말길,NA,NA,46.837,8.937
2015_1,NA,둘레9길,NA,NA,42.709,7.67
2015_1,NA,성덕정길,NA,NA,31.101,7.679
2015_1,NA,상원길,NA,NA,34.555,5.336
2015_1,NA,왕십리로14길,NA,NA,34.769,10.268
2015_1,NA,서울숲2길,NA,NA,40.055,4.387
2015_1,NA,왕십리로6길,NA,NA,35.138,3.603
2015_1,NA,뚝도시장,NA,NA,41.563,5.561
2015_1,NA,성덕정17길,NA,NA,50.443,7.78
2015_1,NA,아차산로11길,NA,NA,30.301,9.474
2015_1,NA,성수이로18길,NA,NA,42.438,11.427
2015_1,NA,성수이로7길,NA,NA,41.23,3.522
2015_1,NA,성수일로6길,NA,NA,52.413,5.385
2015_1,NA,아차산로15길,NA,NA,45.293,11.548
2015_1,NA,아차산로5길,NA,NA,35.759,5.697
2015_1,NA,송정4가길,NA,NA,26.974,8.729
2015_1,NA,송정12라길,NA,NA,27.382,9.279
2015_1,NA,성동용답상가시장,NA,NA,32.309,5.401
2015_1,NA,용답29길,NA,NA,44.632,4.96
2015_1,NA,용답중앙길,NA,NA,45.266,4.774
2015_1,NA,장한평역,NA,NA,44.851,7.872
2015_1,NA,긴고랑로9길,NA,NA,26.462,5.359
2015_1,NA,면목로17길,NA,NA,33.18,5.671
