Y_pred,Y_real,Mean,,,
17.273798,22.4,5.126202011,,,
8.521234,3.4,5.121233559,,,
6.8192973,1.7,5.119297314,,,
7.782224,12.9,5.117775822,,,
6.388893,11.5,5.111106873,,,
9.081702,4,5.081702232,,,
8.723447,13.8,5.076553154,,,
4.732281,9.8,5.067718792,,,
7.6519637,12.7,5.048036289,,,
9.847075,4.8,5.047075462,,,
9.057305,14.1,5.042694664,,,
7.384015,12.4,5.015984917,,,
6.5920415,11.6,5.007958508,,,
4.3921046,9.4,5.007895374,,,
11.903407,6.9,5.003407097,,,
6.2108817,11.2,4.98911829,,,
13.920904,18.9,4.97909584,,,
7.47367,2.5,4.973670006,,,
9.771362,4.8,4.971362305,,,
10.262317,5.3,4.962316704,,,
6.5353556,1.6,4.935355568,,,
7.47129,12.4,4.928709888,,,
3.9965808,8.9,4.903419161,,,
0.7049616,5.6,4.895038402,,,
11.808875,16.7,4.891124916,,,
7.5674963,2.7,4.8674963,,,
7.444979,2.6,4.844979191,,,
7.336788,2.5,4.836788177,,,
7.7357225,2.9,4.835722542,,,
16.632671,11.8,4.832671356,,,
8.931405,4.1,4.831405067,,,
7.5189266,2.7,4.81892662,,,
9.392933,4.6,4.792932892,,,
6.280139,1.5,4.780138969,,,
9.326914,14.1,4.773086166,,,
6.0706716,1.3,4.770671558,,,
8.764609,4,4.764609337,,,
13.547244,8.8,4.747244072,,,
8.056616,12.8,4.743384171,,,
12.04185,7.3,4.74185009,,,
3.7594407,8.5,4.74055934,,,
9.538341,4.8,4.738340569,,,
16.86291,21.6,4.737090683,,,
12.203991,7.5,4.703990936,,,
5.9008636,10.6,4.699136353,,,
6.696542,2,4.696541786,,,
6.3937716,1.7,4.693771648,,,
14.207943,18.9,4.692057037,,,
8.586284,3.9,4.686283684,,,
7.221686,11.9,4.678314114,,,
9.972689,5.3,4.672688675,,,
13.232733,17.9,4.667267227,,,
8.7487335,4.1,4.648733521,,,
4.951401,9.6,4.648598766,,,
9.155555,13.8,4.644445229,,,
3.584113,8.2,4.615887117,,,
0.3843034,5,4.615696609,,,
9.49956,14.1,4.600439644,,,
5.7026987,10.3,4.597301292,,,
6.6912208,2.1,4.59122076,,,
7.8184204,12.4,4.58157959,,,
2.422477,7,4.577522993,,,
7.824166,12.4,4.575834179,,,
9.527523,14.1,4.572476959,,,
8.46661,3.9,4.566609955,,,
9.663585,5.1,4.563584709,,,
-0.7614624,3.8,4.56146239,,,
5.4386306,0.9,4.538630581,,,
11.579475,16.1,4.520524597,,,
7.8809156,12.4,4.519084358,,,
5.31431,0.8,4.514310074,,,
9.0005865,4.5,4.50058651,,,
11.9999075,7.5,4.499907494,,,
15.305741,19.8,4.49425869,,,
5.478193,1,4.478192806,,,
11.971169,7.5,4.471169472,,,
8.530311,13,4.469689369,,,
3.5307825,8,4.469217539,,,
7.260182,2.8,4.460181904,,,
6.041527,10.5,4.458473206,,,
1.6421292,6.1,4.457870817,,,
9.057065,4.6,4.45706501,,,
6.354382,1.9,4.454382038,,,
14.463385,18.9,4.436615372,,,
13.333952,8.9,4.43395195,,,
8.833467,4.4,4.43346653,,,
9.027807,4.6,4.427807236,,,
6.895871,11.3,4.404128838,,,
6.403168,2,4.403168201,,,
8.200613,3.8,4.400613022,,,
6.474594,2.1,4.374594116,,,
4.2353578,8.6,4.364642239,,,
7.6407022,12,4.359297752,,,
1.4480121,5.8,4.351987886,,,
10.745044,6.4,4.345043755,,,
10.455265,14.8,4.344734955,,,
5.5756397,9.9,4.324360275,,,
11.7996025,7.5,4.299602509,,,
6.296215,2,4.296215057,,,
8.51408,12.8,4.285919952,,,
8.71667,13,4.283329964,,,
7.9365096,3.7,4.236509609,,,
19.995804,15.8,4.195803833,,,
7.8123393,12,4.187660694,,,
8.666169,4.5,4.166169167,,,
6.1659956,2,4.165995598,,,
7.2631516,3.1,4.163151646,,,
6.051491,1.9,4.151490784,,,
8.255924,12.4,4.144075775,,,
5.6588073,9.8,4.141192722,,,
6.8837113,11,4.116288662,,,
11.684532,15.8,4.115467834,,,
11.70071,7.6,4.100710297,,,
3.514417,7.6,4.085583067,,,
4.2144666,8.3,4.085533428,,,
19.877949,15.8,4.077948761,,,
7.4395804,11.5,4.060419559,,,
8.350418,12.4,4.049581909,,,
8.753209,12.8,4.046790886,,,
10.945924,6.9,4.045923805,,,
6.543892,2.5,4.043891907,,,
18.643847,14.6,4.043846512,,,
6.157456,10.2,4.042544079,,,
13.231912,9.2,4.031911659,,,
10.4308195,6.4,4.030819511,,,
4.7250233,0.7,4.02502327,,,
7.380356,11.4,4.019644165,,,
7.714624,3.7,4.014623928,,,
7.8873835,11.9,4.012616539,,,
12.206596,8.2,4.006596375,,,
12.898947,8.9,3.998946762,,,
7.392438,3.4,3.992437935,,,
6.0789394,2.1,3.978939438,,,
6.5252295,10.5,3.974770546,,,
6.673569,2.7,3.973569202,,,
6.470641,2.5,3.970641136,,,
9.769624,5.8,3.969623756,,,
9.033049,13,3.96695137,,,
14.266411,10.3,3.966410828,,,
4.9409065,8.9,3.959093475,,,
9.457338,5.5,3.957338333,,,
9.853036,5.9,3.953035927,,,
9.449772,13.4,3.950228119,,,
8.455266,12.4,3.944734001,,,
10.437924,6.5,3.937924385,,,
9.837857,5.9,3.937857246,,,
9.131513,5.2,3.931512642,,,
8.999,5.1,3.898999596,,,
9.790115,5.9,3.890115356,,,
4.078153,0.2,3.878153133,,,
10.77648,6.9,3.876479721,,,
10.224448,14.1,3.875551796,,,
8.428823,12.3,3.871176529,,,
5.6321406,9.5,3.867859364,,,
5.461557,1.6,3.861556911,,,
9.761393,5.9,3.861392593,,,
6.0505137,9.9,3.849486256,,,
7.350944,11.2,3.849055958,,,
5.354962,9.2,3.845038128,,,
6.7440643,2.9,3.844064331,,,
15.962162,19.8,3.837837982,,,
9.527648,5.7,3.827647972,,,
11.983261,15.8,3.816738892,,,
7.2082067,3.4,3.808206654,,,
14.204537,10.4,3.804537392,,,
9.002476,12.8,3.797524261,,,
7.4032288,11.2,3.79677124,,,
10.40544,14.2,3.794559669,,,
6.6914797,2.9,3.791479683,,,
11.009067,14.8,3.790933418,,,
11.6842985,7.9,3.784298515,,,
5.416924,9.2,3.783076,,,
7.722548,11.5,3.777451992,,,
8.573971,4.8,3.773970795,,,
1.5282428,5.3,3.771757174,,,
6.2637043,2.5,3.7637043,,,
6.262518,2.5,3.762517929,,,
5.458305,1.7,3.758304882,,,
5.8570557,2.1,3.757055664,,,
5.252281,1.5,3.752281189,,,
0.65421325,4.4,3.74578675,,,
10.243185,6.5,3.743185043,,,
9.263561,13,3.736438751,,,
7.525754,3.8,3.725753975,,,
10.212043,6.5,3.712042809,,,
6.590309,10.3,3.709690857,,,
7.3955317,3.7,3.695531654,,,
11.113115,14.8,3.686884689,,,
9.574148,5.9,3.674148178,,,
7.466787,3.8,3.666786861,,,
8.764609,5.1,3.664609337,,,
6.261186,2.6,3.661186123,,,
9.558582,5.9,3.658582306,,,
13.248533,9.6,3.648533249,,,
11.153,14.8,3.647000122,,,
7.355737,11,3.644262791,,,
4.363372,8,3.636628151,,,
6.4360094,2.8,3.636009407,,,
6.333195,2.7,3.63319521,,,
5.500849,1.9,3.60084877,,,
15.297657,11.7,3.597657013,,,
9.106228,12.7,3.593772125,,,
4.88924,1.3,3.589239788,,,
4.877223,1.3,3.577223015,,,
9.126253,12.7,3.573746872,,,
4.4704638,0.9,3.570463753,,,
4.8663015,1.3,3.566301537,,,
5.633722,9.2,3.566278172,,,
13.354264,9.8,3.554264259,,,
8.834089,5.3,3.534089279,,,
6.823811,3.3,3.523811054,,,
5.6780252,9.2,3.521974754,,,
7.5159497,4,3.515949726,,,
5.1018434,8.6,3.498156643,,,
5.397715,1.9,3.497715092,,,
5.8046517,9.3,3.495348263,,,
6.08175,2.6,3.481749916,,,
6.5773153,3.1,3.477315331,,,
9.329641,12.8,3.470358658,,,
15.431961,18.9,3.46803894,,,
5.9644055,2.5,3.464405537,,,
6.463607,3,3.463606834,,,
7.4596934,4,3.459693432,,,
7.1418843,10.6,3.458115673,,,
8.052881,4.6,3.452881241,,,
6.0511646,2.6,3.451164627,,,
14.45409,17.9,3.445909882,,,
9.256032,12.7,3.44396801,,,
15.458045,18.9,3.441954994,,,
4.1597757,7.6,3.440224266,,,
7.063274,10.5,3.436726093,,,
9.264073,12.7,3.435926628,,,
5.235163,1.8,3.435163212,,,
1.3667471,4.8,3.433252859,,,
8.730567,5.3,3.430566978,,,
9.375455,12.8,3.424545097,,,
9.320627,5.9,3.420627213,,,
11.379834,14.8,3.420165825,,,
15.4912815,18.9,3.408718491,,,
8.993651,12.4,3.40634861,,,
10.4942465,13.9,3.405753517,,,
12.300276,8.9,3.400275803,,,
8.495647,5.1,3.39564743,,,
4.894802,1.5,3.394802094,,,
7.6940813,4.3,3.394081306,,,
10.293506,6.9,3.393505669,,,
15.510898,18.9,3.389102364,,,
10.177753,6.8,3.377753448,,,
6.173815,2.8,3.373814774,,,
7.1732006,3.8,3.373200607,,,
6.071841,2.7,3.371840763,,,
6.067287,2.7,3.367286968,,,
4.066237,0.7,3.366236973,,,
3.5637772,0.2,3.363777208,,,
10.9578285,7.6,3.357828522,,,
9.253711,5.9,3.353710747,,,
6.0465045,9.4,3.353495502,,,
1.3522251,4.7,3.347774935,,,
6.9457526,3.6,3.345752621,,,
3.0556,6.4,3.344400072,,,
9.659359,13,3.340641022,,,
10.924917,7.6,3.324917221,,,
6.7792125,10.1,3.320787525,,,
9.186398,5.9,3.286397552,,,
8.581948,5.3,3.28194828,,,
8.581919,5.3,3.281918716,,,
13.421158,16.7,3.278842163,,,
6.0284843,9.3,3.271515656,,,
12.3683,9.1,3.268300438,,,
8.631934,11.9,3.268065834,,,
6.3363543,9.6,3.263645744,,,
6.136951,9.4,3.26304903,,,
7.742274,11,3.257726192,,,
7.942704,11.2,3.257295799,,,
6.3526754,3.1,3.252675438,,,
8.537891,5.3,3.237891388,,,
8.036297,4.8,3.236296844,,,
10.134043,6.9,3.23404274,,,
9.917331,6.7,3.217330742,,,
4.3140507,1.1,3.214050674,,,
6.01249,2.8,3.212489796,,,
6.094677,2.9,3.194676971,,,
5.5105,8.7,3.189500046,,,
6.2869267,3.1,3.186926746,,,
9.824217,13,3.175783157,,,
7.4314337,10.6,3.168566322,,,
8.564472,5.4,3.164472198,,,
9.564017,6.4,3.164017296,,,
7.15647,4,3.156469822,,,
6.256154,3.1,3.15615406,,,
10.743927,7.6,3.143927002,,,
5.741867,2.6,3.141867065,,,
9.036846,5.9,3.136846161,,,
9.135651,6,3.135650635,,,
4.4744616,7.6,3.125538445,,,
5.575853,8.7,3.124147129,,,
7.918775,4.8,3.118775082,,,
12.9184265,9.8,3.118426514,,,
8.913244,5.8,3.113244247,,,
7.709652,4.6,3.109651947,,,
8.408638,5.3,3.108638,,,
3.9084156,0.8,3.108415556,,,
7.392443,10.5,3.10755682,,,
6.399827,3.3,3.099827003,,,
21.494848,18.4,3.094848251,,,
6.5892787,3.5,3.089278698,,,
8.011835,11.1,3.088164902,,,
5.7166343,8.8,3.083365726,,,
9.717113,12.8,3.082887459,,,
7.1819367,4.1,3.081936741,,,
6.1673656,3.1,3.067365551,,,
6.257655,3.2,3.057655144,,,
11.255732,8.2,3.055731583,,,
8.353304,5.3,3.053303909,,,
6.3517447,3.3,3.051744652,,,
2.2620199,5.3,3.037980127,,,
6.8639464,9.9,3.036053562,,,
3.826156,0.8,3.026155901,,,
4.57993,7.6,3.020070171,,,
6.81706,3.8,3.017059994,,,
0.98310596,4,3.016894042,,,
8.811241,5.8,3.01124115,,,
9.410768,6.4,3.010767555,,,
9.804935,12.8,2.995064545,,,
7.2059917,10.2,2.994008255,,,
5.093816,2.1,2.993815804,,,
7.692978,4.7,2.992977905,,,
5.8927755,2.9,2.992775536,,,
1.5080707,4.5,2.991929293,,,
6.889504,3.9,2.989503956,,,
7.785448,4.8,2.985448074,,,
8.083578,5.1,2.98357811,,,
8.879274,5.9,2.979274368,,,
6.3773947,3.4,2.977394676,,,
8.925348,11.9,2.974651718,,,
10.571072,7.6,2.971071625,,,
9.868152,6.9,2.968151665,,,
8.535613,11.5,2.96438694,,,
5.0443416,8,2.955658436,,,
6.7502284,9.7,2.949771595,,,
7.247586,4.3,2.947585773,,,
8.960773,11.9,2.939226532,,,
7.032935,4.1,2.932935143,,,
6.723637,3.8,2.923637104,,,
5.0224423,2.1,2.922442341,,,
8.977647,11.9,2.922353172,,,
5.415598,2.5,2.915597916,,,
8.211391,5.3,2.911391449,,,
8.909603,6,2.909603119,,,
9.9015255,7,2.901525497,,,
7.29932,10.2,2.900679779,,,
4.9046316,7.8,2.895368385,,,
5.4058075,8.3,2.894192505,,,
6.7079363,9.6,2.892063713,,,
7.9915624,5.1,2.891562366,,,
7.6898656,4.8,2.889865589,,,
6.585558,3.7,2.885557938,,,
6.8170223,9.7,2.882977676,,,
9.282327,6.4,2.882326698,,,
4.0188427,6.9,2.881157303,,,
6.9221516,9.8,2.877848434,,,
12.624575,15.5,2.875425339,,,
8.873611,6,2.87361145,,,
8.771876,5.9,2.871876335,,,
5.13202,8,2.867980003,,,
16.932323,19.8,2.867676544,,,
7.3665714,4.5,2.866571426,,,
7.361209,4.5,2.861208916,,,
9.251696,6.4,2.851695633,,,
7.8511233,5,2.851123333,,,
4.8512974,7.7,2.848702621,,,
7.3578925,10.2,2.842107487,,,
1.7655556,4.6,2.83444438,,,
6.865945,9.7,2.834055138,,,
6.629539,3.8,2.829539013,,,
11.728104,8.9,2.828103638,,,
8.727999,5.9,2.827998734,,,
9.62583,6.8,2.825829697,,,
10.423263,7.6,2.823262596,,,
8.7168045,5.9,2.816804504,,,
8.31215,5.5,2.812150002,,,
7.6112804,4.8,2.811280441,,,
10.988945,13.8,2.811054993,,,
5.590718,8.4,2.809282207,,,
6.8940935,9.7,2.805906487,,,
12.995568,15.8,2.804431725,,,
10.006888,12.8,2.79311161,,,
8.393103,5.6,2.793102646,,,
16.111692,18.9,2.788307571,,,
5.4169216,8.2,2.783078384,,,
9.922663,12.7,2.777337265,,,
5.523655,8.3,2.776345062,,,
5.4319882,8.2,2.768011761,,,
7.6568785,4.9,2.756878471,,,
5.6456747,2.9,2.745674706,,,
6.555578,9.3,2.744421768,,,
6.6596165,9.4,2.74038353,,,
6.3362675,3.6,2.736267471,,,
10.034494,7.3,2.7344944,,,
9.669868,12.4,2.730131531,,,
4.7295465,2,2.729546547,,,
8.9289465,6.2,2.728946495,,,
7.1711855,9.9,2.728814507,,,
6.4728355,9.2,2.727164459,,,
8.019573,5.3,2.719573212,,,
10.318428,7.6,2.71842804,,,
7.9151883,5.2,2.715188313,,,
8.013634,5.3,2.713633728,,,
5.403543,2.7,2.703542995,,,
4.197209,6.9,2.702791119,,,
1.0040424,3.7,2.695957613,,,
8.30796,11,2.692040443,,,
5.7905517,3.1,2.690551662,,,
7.5100255,10.2,2.689974499,,,
8.388138,5.7,2.688137817,,,
4.281027,1.6,2.68102684,,,
7.3804784,4.7,2.680478382,,,
4.1774893,1.5,2.677489281,,,
11.072436,8.4,2.672436333,,,
8.027929,10.7,2.672070694,,,
4.6716347,2,2.671634674,,,
11.459083,8.8,2.659082603,,,
5.4539003,2.8,2.653900337,,,
5.1461663,7.8,2.653833675,,,
3.0466812,5.7,2.653318834,,,
7.2479625,9.9,2.652037525,,,
5.552366,8.2,2.64763422,,,
5.74483,3.1,2.644830132,,,
10.365237,13,2.634762764,,,
10.166005,12.8,2.633994865,,,
3.9322722,1.3,2.632272196,,,
6.231626,3.6,2.631626034,,,
6.8713393,9.5,2.628660679,,,
4.226147,1.6,2.626147175,,,
5.209638,2.6,2.609638119,,,
5.1091514,2.5,2.609151363,,,
6.1939,8.8,2.606099892,,,
8.29437,10.9,2.605630302,,,
12.40252,9.8,2.60252018,,,
9.297512,11.9,2.602487946,,,
8.499638,11.1,2.600362396,,,
4.404008,7,2.595992088,,,
6.0056124,8.6,2.594387627,,,
6.685961,4.1,2.58596077,,,
9.179498,6.6,2.579497719,,,
3.020573,5.6,2.579427099,,,
17.229082,19.8,2.570917892,,,
6.6703763,4.1,2.570376301,,,
7.8697166,5.3,2.569716644,,,
8.468631,5.9,2.568630791,,,
7.86347,5.3,2.563470078,,,
12.860478,10.3,2.560478401,,,
15.356636,12.8,2.556636047,,,
9.15523,6.6,2.555229568,,,
5.3534164,2.8,2.553416443,,,
6.3512864,3.8,2.551286411,,,
5.44657,2.9,2.54656992,,,
5.6549816,8.2,2.545018387,,,
3.439687,0.9,2.539687014,,,
6.7619915,9.3,2.538008499,,,
7.536295,5,2.536294937,,,
7.067701,9.6,2.532299137,,,
5.1293793,2.6,2.529379272,,,
10.128841,7.6,2.5288414,,,
4.9258437,2.4,2.525843716,,,
3.575446,6.1,2.52455411,,,
20.420942,17.9,2.520942307,,,
9.818602,7.3,2.518601608,,,
5.7830315,8.3,2.516968536,,,
2.7849367,5.3,2.515063334,,,
8.8114195,6.3,2.511419487,,,
7.8039303,5.3,2.503930283,,,
6.5023518,4,2.502351761,,,
9.802341,7.3,2.502341461,,,
6.3003283,8.8,2.499671745,,,
13.497261,11,2.497261047,,,
5.1961308,2.7,2.496130753,,,
6.2880564,3.8,2.488056374,,,
4.7833347,2.3,2.483334732,,,
12.481818,10,2.481818199,,,
10.52769,13,2.472310066,,,
7.631203,10.1,2.468796825,,,
3.1335528,5.6,2.46644721,,,
11.06591,8.6,2.465910339,,,
3.464832,1,2.464832067,,,
10.3354645,12.8,2.464535522,,,
5.2606406,2.8,2.460640621,,,
9.354429,6.9,2.454429245,,,
6.2488093,3.8,2.448809338,,,
9.348558,6.9,2.448558426,,,
6.247458,3.8,2.447457981,,,
7.1406665,4.7,2.440666485,,,
8.960569,11.4,2.439430618,,,
6.230314,3.8,2.430313778,,,
5.324835,2.9,2.424834824,,,
11.678707,14.1,2.421292877,,,
7.719788,5.3,2.419788074,,,
8.809842,6.4,2.40984211,,,
9.3094845,6.9,2.409484482,,,
5.20273,2.8,2.402730179,,,
10.402891,12.8,2.397108841,,,
4.3094263,6.7,2.390573692,,,
4.8869977,2.5,2.3869977,,,
5.0864286,2.7,2.386428642,,,
4.986046,2.6,2.386045837,,,
8.784639,6.4,2.384639359,,,
4.982648,2.6,2.382647896,,,
5.227777,7.6,2.372222996,,,
5.7624803,3.4,2.362480259,,,
3.9620664,1.6,2.362066412,,,
6.5394087,8.9,2.360591316,,,
4.6601562,2.3,2.36015625,,,
16.54131,18.9,2.358690643,,,
16.051672,18.4,2.348328018,,,
3.6415508,1.3,2.341550779,,,
3.0623538,5.4,2.337646151,,,
5.73477,3.4,2.334769821,,,
7.871851,10.2,2.328149033,,,
13.472466,15.8,2.327533531,,,
13.325623,11,2.325622559,,,
5.5227933,3.2,2.322793293,,,
5.1227627,2.8,2.32276268,,,
6.7217755,4.4,2.321775532,,,
6.9787574,9.3,2.321242619,,,
14.117756,11.8,2.31775589,,,
6.11407,3.8,2.314069939,,,
15.597489,17.9,2.302510643,,,
7.096196,4.8,2.296196175,,,
8.206099,10.5,2.293901443,,,
7.291931,5,2.291931152,,,
9.28306,7,2.283060074,,,
9.882745,7.6,2.282744789,,,
7.5824933,5.3,2.282493305,,,
5.881806,3.6,2.281805897,,,
9.32153,11.6,2.278469658,,,
4.0759115,1.8,2.275911522,,,
7.5527377,9.8,2.247262287,,,
7.2600956,9.5,2.239904404,,,
4.634581,2.4,2.234581089,,,
10.774771,13,2.225229263,,,
3.516525,1.3,2.21652503,,,
5.3885913,7.6,2.21140871,,,
16.18956,18.4,2.210440063,,,
7.4096437,5.2,2.20964365,,,
8.109153,5.9,2.209152794,,,
8.895032,11.1,2.204968071,,,
5.0921774,2.9,2.192177391,,,
5.2793694,3.1,2.179369354,,,
5.079193,2.9,2.179193115,,,
8.82081,11,2.179189682,,,
17.624979,19.8,2.175020981,,,
5.9746776,3.8,2.174677563,,,
6.271412,4.1,2.171411896,,,
9.169274,7,2.16927433,,,
1.6317022,3.8,2.168297815,,,
16.733711,18.9,2.166288757,,,
8.2613735,6.1,2.16137352,,,
6.7396517,8.9,2.16034832,,,
10.042172,12.2,2.157827568,,,
11.054147,8.9,2.154146767,,,
5.251118,3.1,2.151118183,,,
6.0496826,8.2,2.150317383,,,
4.750211,6.9,2.149789238,,,
9.646164,7.5,2.14616394,,,
4.444203,2.3,2.1442029,,,
7.256041,9.4,2.14395895,,,
10.656835,12.8,2.143165398,,,
9.758162,11.9,2.141838455,,,
7.258829,9.4,2.141170883,,,
8.736246,6.6,2.136246109,,,
5.6671314,7.8,2.132868576,,,
8.131854,6,2.131854057,,,
15.768851,17.9,2.13114872,,,
6.5699368,8.7,2.130063248,,,
10.4282255,8.3,2.128225517,,,
6.6732154,8.8,2.126784611,,,
10.276995,12.4,2.123005295,,,
6.8189073,4.7,2.118907261,,,
4.2178955,2.1,2.117895508,,,
6.2977386,8.4,2.102261448,,,
5.399112,7.5,2.100887775,,,
2.6992376,4.8,2.100762415,,,
2.500252,0.4,2.100252008,,,
11.398234,9.3,2.098234367,,,
5.605336,7.7,2.094663811,,,
11.109779,13.2,2.090220642,,,
4.3847504,2.3,2.084750366,,,
2.9165351,5,2.083464861,,,
7.6201234,9.7,2.079876614,,,
5.420341,7.5,2.079658985,,,
9.021735,11.1,2.078264809,,,
4.0246034,6.1,2.075396633,,,
6.0317073,8.1,2.068292713,,,
7.4616475,5.4,2.061647511,,,
10.746199,12.8,2.053801346,,,
4.649532,2.6,2.049531841,,,
9.446265,7.4,2.046265221,,,
13.041001,11,2.04100132,,,
7.1399174,5.1,2.039917374,,,
