Date,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수
2018_3,동대문종합시장,96925,41565,55360,2108,26621,22838,16784,16220,12355
2018_3,종로신진시장,285982,165845,120137,4031,52976,52641,51937,67228,57170
2018_3,충신시장,76531,47520,29010,4056,19938,12902,12940,14672,12022
2018_3,동문시장,24409,14192,10217,506,4380,4615,4110,5584,5214
2018_3,창신골목시장,115751,62550,53201,3450,20211,17443,22157,29018,23476
2018_3,동묘시장,327976,184150,143828,13551,62355,63782,53613,67574,67101
2018_3,신설종합시장,37005,21241,15764,2118,6496,7161,5796,7481,7952
2018_3,남대문시장,1011432,446693,564736,8628,179289,251730,203966,185095,182723
2018_3,신중부시장,310200,202335,107864,798,44456,57155,62040,78139,67607
2018_3,인현시장,37737,25652,12086,288,6437,6016,7779,10163,7054
2018_3,평화시장,56179,23663,32516,1910,16327,14121,9637,8403,5782
2018_3,방산종합시장,294244,181520,112728,1035,38534,48456,57045,74341,74833
2018_3,동평화시장,234991,110996,123995,2285,46579,63629,43357,45515,33628
2018_3,제일평화시장,20899,8378,12521,47,4295,4996,3288,4074,4199
2018_3,청평화시장,53501,25994,27506,568,15948,19025,8796,5655,3508
2018_3,약수시장,333845,171694,162151,19103,85252,68401,52943,52988,55157
2018_3,백학시장,141739,76706,65034,9836,29130,29374,25613,28676,19113
2018_3,서울중앙시장,358938,190208,168727,9430,63625,63042,62403,83638,76804
2018_3,합동(새벽)시장,23229,12737,10492,574,5277,6775,4771,3880,1952
2018_3,후암시장,25691,13792,11899,1075,6012,5761,5039,4424,3381
2018_3,신흥시장,16713,8780,7933,981,4507,3783,2571,2335,2535
2018_3,만리시장,13597,6821,6776,1234,2648,2315,2569,2986,1846
2018_3,용문전통시장,134406,77204,57202,4187,28892,30422,25965,23994,20944
2018_3,이촌종합시장,23584,10607,12978,1256,3208,5008,5893,3997,4221
2018_3,이태원시장,26789,12602,14188,658,14293,6544,2722,1694,877
2018_3,이태원제일시장,26775,12951,13823,942,9750,7808,4068,2229,1976
2018_3,보광시장,11976,6493,5483,483,3248,2879,2197,1722,1447
2018_3,마장축산물시장,129277,71611,57668,4572,23553,27714,25937,26782,20721
2018_3,행당시장,307449,141508,165941,17746,78066,67231,52369,49440,42596
2018_3,금남시장,41409,19950,21459,2353,7827,8017,7056,7576,8580
2018_3,뚝도시장,49166,27520,21646,2045,10406,11159,8677,10812,6066
2018_3,성동용답상가시장,88862,47033,41829,3769,24696,16478,16005,14970,12943
2018_3,한아름시장,68507,34302,34204,4573,41145,10837,5137,3836,2979
2018_3,화양제일골목시장,114359,57563,56796,7705,68924,18169,8281,6363,4918
2018_3,중곡제일시장,133877,64080,69796,6270,22534,23595,27267,31160,23051
2018_3,면곡골목시장,54580,30387,24192,1363,12582,11144,8774,12058,8659
2018_3,신성골목시장,18104,8471,9633,703,3784,3596,3287,3632,3101
2018_3,자양골목시장,204161,94706,109454,10035,47610,41749,32061,39986,32719
2018_3,자양종합시장,12537,6398,6139,1016,2504,2647,2345,2231,1794
2018_3,노룬산골목시장,51217,25670,25546,952,9849,10225,9128,12654,8405
2018_3,능동로골목시장,69417,35714,33703,2823,13809,13591,12370,15598,11226
2018_3,영동교골목시장,118051,62850,55201,2472,25779,21491,20883,28431,18999
2018_3,조양시장,20305,9213,11092,485,6589,3919,3472,3380,2460
2018_3,구의시장,26318,13756,12562,1339,5568,6308,4334,4960,3809
2018_3,동부청과시장,3895,2041,1854,4,362,538,643,932,1415
2018_3,용두시장,31022,16925,14097,2890,10435,5932,4133,4025,3607
2018_3,청량리수산시장,6013,2176,3836,0,186,600,791,2312,2123
2018_3,경동시장,46263,23578,22686,561,5809,5488,6563,10086,17757
2018_3,동서시장,491,0,491,0,0,0,44,301,147
2018_3,서울약령시장,441303,238648,202652,7762,75479,65894,73241,98450,120472
2018_3,청량리농수산물시장,29877,16577,13300,434,3941,3896,4490,7530,9586
2018_3,청량리전통시장,53662,29147,24515,180,5609,5976,7668,13789,20440
2018_3,청량리종합시장,5921,2545,3377,29,393,496,845,1941,2216
2018_3,전농로터리시장,36543,16918,19625,3364,20203,4132,3512,3501,1830
2018_3,답십리현대시장,49999,28714,21285,1535,9688,9965,9752,10772,8286
2018_3,동부시장,66552,34141,32412,2377,14654,13431,11236,13109,11745
2018_3,답십리시장,69919,33825,36095,4107,12557,16113,13076,12234,11833
2018_3,전곡시장,8676,4266,4410,619,1489,1586,1775,1710,1497
2018_3,청량리청과물시장,148442,75626,72816,2147,22545,18544,20183,33849,51173
2018_3,회기시장,225668,105198,120472,20279,117918,32382,22329,18202,14559
2018_3,이경시장,9492,5073,4418,118,1896,1862,1776,1977,1863
2018_3,이문제일시장,9412,4837,4575,432,2976,1305,1485,1912,1303
2018_3,동부골목시장,276632,142256,134377,18917,70468,48868,45102,52989,40282
2018_3,동원시장,203158,103363,99799,8890,40865,35249,33652,46022,38484
2018_3,면목골목시장,115128,57303,57825,5061,22174,22002,20132,24052,21706
2018_3,사가정시장,289566,155067,134500,19399,82714,52002,43532,50110,41804
2018_3,중화제일시장,69465,38664,30799,1145,14452,12514,12504,15727,13124
2018_3,태능시장,155364,83007,72357,10039,28911,25292,25833,37117,28174
2018_3,묵1동도깨비시장,64589,34120,30470,1915,12649,12196,11625,13521,12682
2018_3,우림골목시장,197625,99632,97993,8134,38770,34556,32335,46071,37758
2018_3,유영시장,8766,4300,4466,683,1384,1837,1444,1937,1481
2018_3,돈암제일시장,460044,202547,257498,31664,161056,76539,66329,65334,59124
2018_3,정릉아리랑시장,14379,6784,7594,262,2139,3945,2677,2867,2490
2018_3,정릉시장,175914,100398,75516,15717,60207,26460,25246,24947,23339
2018_3,길음시장,72740,34601,38141,5159,12029,12679,13558,13690,15626
2018_3,밤나무골시장,33989,17160,16828,4060,6334,5899,6270,5459,5967
2018_3,장위전통시장,114098,56027,58070,6217,18619,18354,21606,25181,24123
2018_3,번동시장,1653,847,806,82,275,292,344,382,278
2018_3,새석관시장,9769,5095,4674,421,1975,1658,1802,2189,1724
2018_3,석관시장,17140,8512,8628,855,3557,2383,3260,3589,3496
2018_3,석관황금시장,122258,63332,58929,3579,26920,20424,23024,26284,22030
2018_3,동북시장,61115,31951,29164,6171,11057,9191,10951,11829,11916
2018_3,방천골목시장,297847,144007,153839,25773,81767,47654,47846,49422,45378
2018_3,숭인시장,59950,29438,30512,4570,20682,10251,8620,8682,7146
2018_3,솔샘시장,113170,58656,54516,11249,20046,17441,20792,21896,21746
2018_3,번동북부골목시장,155778,76845,78933,7479,36684,27301,29215,28026,27074
2018_3,수유전통시장,120891,56666,64226,5644,22496,17389,19646,27824,27893
2018_3,우이시장,108968,51410,57557,6072,23839,17337,20847,21283,19590
2018_3,강북종합시장,107128,53872,53255,3209,25758,18904,18702,22174,18377
2018_3,수유중앙시장,3588,1771,1817,23,1112,758,570,615,510
2018_3,장미원골목시장,96392,45183,51211,5283,19315,19647,15665,19731,16754
2018_3,수유북부시장,5819,2978,2840,88,1008,1164,1332,1083,1144
2018_3,창동신창시장,94127,49064,45060,7236,17353,16109,17045,21142,15240
2018_3,창동골목시장,2148,1066,1081,27,335,461,446,486,394
2018_3,신도봉시장,9451,4727,4724,611,2031,1582,1610,1835,1783
2018_3,백운시장,20708,9782,10926,695,5269,1560,3389,4415,5382
2018_3,쌍문역골목시장,47786,24193,23593,2730,12956,8798,7675,8364,7265
2018_3,방학동도깨비시장,197217,104283,92935,8113,34290,32056,36946,46179,39632
2018_3,공릉동도깨비시장,84464,41809,42657,2308,25359,17278,11829,14407,13283
2018_3,상계시장,21792,9923,11868,1595,3665,3464,4019,4298,4750
2018_3,상계중앙시장,302137,147719,154421,21156,62959,44844,50063,64430,58689
2018_3,연서시장,141250,67126,74124,12811,43539,23102,20665,21515,19618
2018_3,갈현시장,18242,9461,8782,1897,4933,2906,2771,3035,2700
2018_3,역촌중앙시장,18185,8489,9696,2102,3581,3233,3073,3194,3002
2018_3,대조시장,27929,13357,14572,1131,5479,5620,4789,5490,5422
2018_3,녹번시장,1909,1150,760,123,109,252,413,662,351
2018_3,신응암시장,31328,15593,15734,1938,5931,6918,6453,5559,4528
2018_3,대림골목시장,88200,43268,44935,4913,17770,17756,15101,17452,15212
2018_3,증산종합시장,6717,3427,3290,371,1382,1181,1223,1349,1211
2018_3,수일시장,10637,6828,3809,43,1976,1621,2304,2793,1901
2018_3,영천시장,84101,42072,42029,11095,13923,13972,14023,14739,16351
2018_3,아현가구거리상점가,29797,14587,15210,1243,6190,7184,6322,5148,3709
2018_3,인왕시장,86409,40976,45433,5906,19540,12866,14892,17261,15944
2018_3,포방터시장,112439,57988,54450,9709,21059,16592,20998,23242,20839
2018_3,모래내시장,44702,21186,23515,3970,9154,8875,7546,7312,7846
2018_3,백련시장,49216,26779,22437,3960,11989,7968,8888,9225,7187
2018_3,공덕시장,63162,34456,28707,1974,14664,15786,12861,10839,7039
2018_3,마포시장,52710,28672,24039,1749,12182,13224,10677,9006,5872
2018_3,아현시장,274220,127937,146281,28713,50760,47643,47680,52035,47389
2018_3,신수시장,37699,18715,18984,3142,7190,8680,7878,5674,5135
2018_3,서교시장,56341,24339,32001,8861,32323,7404,4205,2245,1303
2018_3,영진시장,28411,13547,14864,1115,8771,7977,4938,3267,2344
2018_3,합정시장,42063,20393,21670,1379,15667,11737,5786,4427,3066
2018_3,망원시장,123292,54911,68381,5022,34194,30056,21650,16730,15641
2018_3,망원월드컵시장,320422,148269,172156,17600,70724,70100,63677,50330,47991
2018_3,동진시장,65674,27293,38381,2459,32437,14822,7221,4985,3749
2018_3,마포농수산물시장,3615,1833,1781,100,637,753,684,696,745
2018_3,목2동시장,160997,84385,76613,5921,35193,37818,29494,31493,21078
2018_3,목3동시장,202314,96576,105738,11209,49841,43485,30565,35857,31357
2018_3,목4동시장,25350,12542,12809,4325,3675,3311,5600,5150,3291
2018_3,신영시장,59740,30956,28783,2593,11218,11207,10371,12572,11782
2018_3,월정로시장,56371,26576,29796,2142,8471,8492,10744,13761,12760
2018_3,경창시장,36866,18569,18297,2927,6285,7627,6991,6777,6257
2018_3,신월3동골목시장,17296,8838,8456,1031,2996,2955,3110,3757,3450
2018_3,신곡종합시장,37693,20888,16804,2227,6150,7011,7300,8351,6649
2018_3,신월6동골목시장,59748,31487,28261,3639,9133,10038,11366,13740,11831
2018_3,신월7동골목시장,22629,12565,10064,2116,5348,3768,3692,4286,3420
2018_3,신정제일시장,17808,9366,8442,1167,3184,2994,3488,3809,3166
2018_3,신정2동골목시장,37859,19658,18202,3066,8263,5428,7930,7582,5588
2018_3,신정3동골목시장,103221,55329,47891,6049,22792,17720,18744,20821,17098
2018_3,등마루시장,14006,6266,7741,1054,2547,3564,2282,2336,2223
2018_3,신월중앙시장,13559,7015,6544,760,2462,2941,2266,2598,2532
2018_3,화곡중앙골목시장,108513,51172,57341,7581,19824,23450,19217,19215,19227
2018_3,대원종합시장,22877,10859,12018,1858,5052,4574,3592,4036,3766
2018_3,남부골목시장,97056,46434,50623,5326,19528,22193,16624,16828,16562
2018_3,화곡본동시장,104264,51256,53008,6201,22591,26090,17566,15893,15923
2018_3,까치산시장,397204,187592,209612,24476,108280,88674,60014,58960,56801
2018_3,송화골목시장,88218,40358,47861,14505,15004,15041,16641,14477,12552
2018_3,방신전통시장,30326,14605,15721,1361,4600,6256,5308,6684,6118
2018_3,공항시장,51931,29175,22756,1865,15442,10730,8108,8989,6797
2018_3,구로시장,35868,19768,16099,45,6697,8625,7896,7185,5419
2018_3,남구로시장,204884,106077,98807,2052,30579,33331,42991,51992,43940
2018_3,가리봉시장,38733,24696,14039,9,7338,8805,8902,8727,4952
2018_3,고척근린시장,55556,30169,25388,4417,12618,10470,9100,10429,8521
2018_3,개봉중앙시장,9475,4302,5173,67,1760,2093,1687,1984,1884
2018_3,오류시장,10646,5645,5001,434,2845,2120,1721,1818,1708
2018_3,독산동 우시장,90361,52982,37377,3508,17789,20037,17781,19054,12193
2018_3,남문시장,67218,36777,30438,365,12410,13159,14927,15829,10531
2018_3,푸른터시장,20945,10943,10002,986,3706,4939,3681,4458,3175
2018_3,대명시장,22540,12026,10514,1090,5140,4137,3963,4624,3586
2018_3,현대시장,458572,242502,216067,24044,101100,84415,81191,94310,73513
2018_3,박미시장,1913,1596,317,1,105,430,452,607,319
2018_3,은행나무시장,36504,19174,17329,615,6818,7465,6885,7203,7517
2018_3,영등포전통시장,1887741,864851,1022889,66723,590005,382985,268041,288619,291376
2018_3,영등포청과시장,31179,17294,13886,1108,5857,6840,6073,6037,5264
2018_3,도림시장,12523,6656,5866,179,3377,2975,2214,2090,1687
2018_3,영일시장,103929,51267,52663,3295,30480,26567,17047,14737,11802
2018_3,양남시장,9183,5260,3923,4,2058,2142,1793,1706,1480
2018_3,대신시장,69164,34082,35084,4959,12238,12374,12659,14407,12527
2018_3,사러가시장,100057,50231,49825,3328,17628,17204,18125,25005,18768
2018_3,영진시장A동,31840,15536,16305,1303,5718,8438,5627,5416,5339
2018_3,우리시장,15680,7551,8128,21,1951,1752,1798,6015,4141
2018_3,대림중앙시장,46633,23706,22927,121,7379,9702,9986,11535,7909
2018_3,노량진중앙시장,212970,126305,86662,9688,143046,33326,11601,9337,5970
2018_3,본동인정시장,77925,39004,38921,1681,23333,16287,10738,12557,13328
2018_3,신노량진시장,18360,7920,10439,48,4106,5295,2523,3325,3062
2018_3,강남시장_동작,14693,6912,7782,863,4391,2626,2056,2159,2597
2018_3,상도전통시장,120409,58807,61602,7018,38863,21296,15646,17563,20023
2018_3,영도시장,46982,23798,23185,2446,11180,9340,7972,8432,7613
2018_3,성대시장,37514,18381,19133,2313,9878,7034,5805,6434,6050
2018_3,상도4동도깨비골목시장,145880,72173,73706,4241,35209,30321,22796,25926,27387
2018_3,흑석시장,561287,272121,289163,34507,190136,81745,77183,84745,92972
2018_3,남성사계시장,312331,157714,154615,22976,89062,58282,46517,48336,47160
2018_3,남성역골목시장,303447,151890,151556,20581,75133,62729,48416,46223,50364
2018_3,사당시장,52476,26284,26192,3582,13021,10886,8354,7969,8663
2018_3,중부시장,251846,122601,129246,15942,69762,50490,36854,38233,40568
2018_3,낙성대시장,94134,47406,46729,4016,40981,18869,10949,10297,9022
2018_3,봉천제일종합시장,25316,13080,12236,1315,7325,4632,3701,4182,4161
2018_3,봉일시장,40595,22014,18581,944,8840,9842,6487,6831,7651
2018_3,봉천현대시장,19615,9223,10392,2289,3955,4031,3732,2791,2818
2018_3,봉천중앙시장,34401,17132,17269,1695,10338,6509,4889,5394,5575
2018_3,인헌시장,128784,63172,65610,7259,40019,25355,18396,19948,17807
2018_3,신원시장,631200,339563,291638,26845,224024,126952,76423,94207,82752
2018_3,관악신사시장,83163,38202,44961,1533,28218,18628,11498,13048,10240
2018_3,신림종합시장,15939,7960,7979,680,4178,3312,2550,2854,2365
2018_3,강남골목시장,93056,50566,42490,2121,27444,19584,11818,17907,14182
2018_3,신림중앙시장,16941,8524,8416,842,5051,3847,2188,2640,2373
2018_3,삼성동시장,139834,79257,60577,6407,50252,28582,18482,18798,17312
2018_3,신신림시장,19477,11176,8301,856,7516,4101,2524,2416,2064
2018_3,미성동도깨비시장,42846,22635,20209,2569,10645,7716,6680,7638,7599
2018_3,우림시장,10437,5611,4826,663,2151,1862,1858,2063,1841
2018_3,남부종합시장,14465,7786,6679,1237,3180,3030,2838,2303,1878
2018_3,양재시장,34861,21049,13812,1561,8336,8326,5782,5170,5685
2018_3,강남시장_강남,75556,39132,36423,3291,30460,20916,10889,5972,4027
2018_3,영동전통시장,260525,145485,115039,6826,96839,77491,39415,22746,17206
2018_3,논현종합시장,21308,11882,9426,299,5939,6773,3874,2472,1952
2018_3,청담삼익시장,17903,9251,8652,950,3797,4736,3278,2819,2323
2018_3,도곡시장,56601,23697,32905,6331,9866,8945,14120,10877,6464
2018_3,강남개포시장,13068,6478,6590,1204,2259,1632,2624,2701,2648
2018_3,풍납시장,134024,68494,65531,8591,23651,23710,23076,27683,27316
2018_3,마천시장,61085,32332,28750,3661,9648,9746,11306,13974,12747
2018_3,방이시장,226881,117312,109572,12865,52341,50660,37729,40637,32646
2018_3,석촌시장,43944,26891,17056,1095,6264,9144,9304,10831,7306
2018_3,새마을시장,308238,162959,145277,18759,106488,66719,43876,38836,33560
2018_3,명일골목시장,67788,35326,32460,4642,11035,13051,13966,14242,10850
2018_3,고덕전통시장,9859,7728,2133,12,1080,1430,1782,3417,2139
2018_3,암사종합시장,289824,146751,143076,16573,59335,55134,52605,55933,50245
2018_3,양지골목시장,43045,21839,21205,6630,6936,8735,8182,6939,5622
2018_3,고분다리골목시장,29860,15030,14830,961,5325,5334,5691,6773,5776
2018_3,동서울시장,29989,16170,13819,1057,8071,5146,3998,6197,5520
2018_3,천호시장,101568,55431,46139,4358,27761,17688,14590,20002,17169
2018_3,성내골목시장,102273,49062,53210,3902,20026,21405,19072,19412,18456
2018_3,둔촌역전통시장,89209,43823,45387,5495,17182,17692,15726,16704,16414
2018_3,길동복조리시장,228878,112207,116670,13844,43095,41719,42147,46765,41305
2018_3,이태원 관광특구,2600044,1293925,1306120,59621,1283818,682095,288703,176146,109662
2018_3,명동 남대문 북창동 다동 무교동 관광특구,6309396,3121922,3187472,138900,1830874,1657099,1186370,858316,637844
2018_3,동대문패션타운 관광특구,2859883,1454516,1405368,90012,780990,762932,492149,427800,306003
2018_3,종로·청계 관광특구,5182163,2829975,2352186,146634,1728868,1110605,818707,731107,646243
2018_3,잠실 관광특구,2141983,1117000,1024980,79557,661316,526060,352190,296570,226282
2018_3,강남 마이스 관광특구,52633,25996,26637,1361,15139,14713,10174,6648,4598
2018_4,계동길,201111,102013,99098,14494,36232,45108,41694,36959,26620
2018_4,난계로27길,249407,146838,102568,10793,47133,46862,41310,49150,54161
2018_4,돈화문로11가길,143080,79388,63694,2984,37481,30638,25532,25058,21389
2018_4,명륜길,371765,183354,188409,45624,224983,33754,26404,21668,19332
2018_4,백석동길,27523,12331,15190,776,8186,5453,5018,5059,3030
2018_4,북촌로11길,69403,33432,35971,3765,13953,15128,14174,11823,10560
2018_4,북촌로5길,63587,25982,37603,3092,17923,15088,11914,10099,5473
2018_4,북촌로5나길,28738,13827,14911,296,8139,7883,5256,5035,2131
2018_4,삼청로5길,26684,13117,13568,682,7289,7228,5060,4786,1635
2018_4,성균관로5길,275147,145775,129371,26998,137876,36005,29520,25749,18997
2018_4,숭인동길,79302,42353,36950,3644,15205,14180,14474,18540,13258
2018_4,옥인길,140848,49574,91274,18826,42066,25815,24208,17686,12245
2018_4,율곡로10길,72142,37562,34582,1185,22380,16003,12942,11294,8341
2018_4,율곡로16길,98507,60920,37588,4027,27350,18180,16840,16413,15697
2018_4,이화장길,197568,97766,99801,12613,61490,40784,30956,27698,24022
2018_4,자하문로7길,200159,88553,111606,17295,54589,41166,36318,29827,20962
2018_4,종로24길,102818,63058,39759,2449,23483,16971,16190,19089,24635
2018_4,종로58가길,269764,133713,136051,4354,58052,63284,54123,46335,43616
2018_4,종로65길,257776,132855,124922,4963,54462,47419,46578,55099,49263
2018_4,지봉로8길,326493,167668,158828,17509,61265,61013,59856,66758,60093
2018_4,창경궁로35길,116250,53975,62273,9987,33669,17848,18010,19154,17579
2018_4,창신2길,78231,39121,39110,4076,12815,11975,14344,20431,14593
2018_4,창신5길,183899,96041,87859,6948,30297,27199,38220,45157,36081
2018_4,창신길,190941,92856,98083,8803,40965,30793,33828,41722,34827
2018_4,통일로12길,130835,61109,69724,11551,21590,21812,26440,24173,25271
2018_4,평창길,1231,563,669,16,1204,1,1,3,2
2018_4,필운대로1길,44947,19434,25514,4121,10621,8834,9079,6910,5383
2018_4,난계로11길,390374,196777,193596,11493,86743,89830,63471,72869,65963
2018_4,난계로21길,134293,65558,68734,1856,29135,39499,23855,21974,17973
2018_4,다산로33길,346209,177089,169123,7420,78338,76988,64258,70845,48358
2018_4,다산로36길,156824,79801,77024,7952,26782,34540,29642,30105,27803
2018_4,다산로38길,438163,232716,205447,16047,106103,102578,82571,79072,51791
2018_4,다산로39길,443032,242490,200547,38634,109700,100154,70844,74340,49369
2018_4,동호로10길,427313,206980,220334,31812,91978,93623,73345,68745,67812
2018_4,동호로11길,168702,82871,85828,13399,34354,34586,27871,27284,31206
2018_4,동호로15길,161866,83332,78536,8855,50833,36669,24479,21997,19034
2018_4,동호로20길,150001,78370,71634,3491,38132,33287,27463,25363,22267
2018_4,동호로8길,88999,44779,44221,3809,22407,19086,14160,14244,15293
2018_4,명동길,128246,61206,67040,2969,30659,28745,24653,20778,20443
2018_4,삼일대로4길,186072,101798,84274,5382,40616,43779,41392,31003,23901
2018_4,장충단로8길,116223,63919,52302,1900,30704,26073,20746,20401,16394
2018_4,청구로17길,203648,102755,100892,12323,50804,43449,37129,33917,26029
2018_4,청구로1길,124439,58605,65832,8190,24932,26623,21846,21671,21178
2018_4,퇴계로12길,82141,41498,40643,3791,15952,17714,15777,15265,13641
2018_4,퇴계로18길,55545,22329,33215,5725,17151,11261,8932,7290,5184
2018_4,퇴계로46길,244650,130683,113966,14811,93223,49885,37813,28228,20692
2018_4,퇴계로56길,236568,115756,120812,2679,54777,54314,48190,40219,36395
2018_4,퇴계로8길,162295,80000,82295,2927,26931,38110,32485,33028,28814
2018_4,퇴계로90길,252829,132162,120663,17355,49364,56919,43093,47006,39098
2018_4,녹사평대로11길,9668,5353,4316,140,2223,2667,2333,1199,1106
2018_4,녹사평대로26길,158822,76083,82740,3202,73504,39345,17553,14089,11129
2018_4,녹사평대로32길,229534,108847,120688,5316,115750,55569,23390,16867,12640
2018_4,녹사평대로40나길,145446,68622,76825,3088,72800,36350,16123,10255,6830
2018_4,녹사평대로46길,114332,55297,59033,3762,36560,32795,19782,10551,10881
2018_4,대사관로34길,138383,67628,70757,1342,36806,37653,25259,19345,17980
2018_4,두텁바위로1길,145422,84104,61318,9216,40474,27704,24413,22341,21276
2018_4,백범로79길,324793,160273,164519,26733,82359,65221,54441,50013,46035
2018_4,백범로90길,265286,130092,135191,5912,61609,85956,48096,36614,27099
2018_4,서빙고로71길,91896,50847,41050,3351,18088,21840,21141,15214,12259
2018_4,소월로20길,207777,101397,106383,18513,62969,54539,28937,20803,22017
2018_4,신흥로20길,131161,67218,63943,7795,34319,28071,22073,18013,20896
2018_4,우사단로10길,218027,115865,102163,604,69749,69583,37950,23791,16354
2018_4,우사단로14길,340764,185369,155399,5157,127468,97262,54141,35148,21585
2018_4,우사단로4길,259641,150269,109375,6176,115072,75387,29352,18176,15486
2018_4,원효로19길,155882,90533,65351,6545,28558,37277,34587,25996,22919
2018_4,원효로41길,110598,66423,44179,2312,23465,24981,24018,19861,15965
2018_4,원효로53길,415802,258186,157614,13375,87606,109966,85924,67300,51626
2018_4,원효로89길,318552,178029,140526,24243,97328,79060,53276,36100,28545
2018_4,이촌로22길,88551,45416,43135,2118,9632,24623,15429,16752,20004
2018_4,이태원로27길,315847,155093,160756,7120,173629,79612,27736,17753,9996
2018_4,이태원로54길,314979,148875,166104,3946,107343,90870,52635,39230,20953
2018_4,장문로45길,154170,83704,70466,4232,40803,35674,27359,21968,24136
2018_4,청파로47길,1038160,307541,730618,123421,562858,134101,86670,73678,57432
2018_4,청파로47나길,135317,52846,82474,7101,52739,32896,15708,13972,12900
2018_4,청파로71길,386972,196236,190735,23438,91425,75331,71687,72672,52422
2018_4,청파로73길,145057,82054,63005,4850,33298,33599,27776,26715,18818
2018_4,한강대로104길,232625,126096,106526,5166,60234,52697,43231,39407,31892
2018_4,한강대로15길,51585,33306,18279,2851,12116,11651,9372,9690,5903
2018_4,한강대로43길,332728,185478,147251,4712,88025,102659,65037,43170,29127
2018_4,한강대로52길,254701,139463,115239,1882,70887,89064,48856,28163,15852
2018_4,한강대로62길,144231,87842,56390,2078,32876,36125,28330,25715,19107
2018_4,한강대로7길,80438,46669,33765,2290,14461,19591,16076,15062,12964
2018_4,한강대로88길,50640,30151,20487,3156,16165,8992,7733,7830,6763
2018_4,한남대로20길,203456,91832,111624,1907,50121,64922,38955,27169,20379
2018_4,회나무로13길,169771,81070,88700,3369,53569,51743,27826,16652,16617
2018_4,효창원로39길,200321,101280,99041,9420,37796,43110,36458,36814,36727
2018_4,후암로28길,272193,142488,129706,15245,64090,62597,48503,42119,39643
2018_4,고산자로6길,507449,257746,249706,38936,152130,101024,73201,74967,67189
2018_4,금호산2길,106273,50474,55802,7600,18606,23409,18781,18181,19695
2018_4,금호산길,299524,143354,156171,18359,52048,65331,55436,51930,56422
2018_4,둘레9길,118530,68372,50159,3216,25972,21199,21210,29601,17333
2018_4,뚝섬로5길,91643,51172,40471,4797,22676,24074,16611,12953,10528
2018_4,마장로27길,77928,38568,39364,1266,16217,16500,15113,17607,11229
2018_4,마장로39길,130760,69014,61745,5055,36931,28979,19701,19535,20560
2018_4,마조로16길,162489,90949,71538,6722,39194,27978,26775,29713,32107
2018_4,마조로1길,493547,238012,255535,41418,235017,86522,54348,46902,29342
2018_4,매봉길,68002,31080,36921,3025,12280,17605,12453,10457,12181
2018_4,무수막길,372804,180354,192448,28042,66713,83211,65829,64273,64737
2018_4,무학로6길,439948,227085,212863,19816,111117,81567,74668,91949,60825
2018_4,무학봉28길,133834,66881,66952,8009,37863,23092,21501,23728,19641
2018_4,무학봉길,129326,60625,68702,9070,27215,28712,22739,21726,19869
2018_4,사근동길,236245,114836,121406,25284,114818,27123,23636,24958,20426
2018_4,상원12길,105843,57269,48575,2848,26706,27672,17078,17968,13567
2018_4,상원길,269712,156399,113312,9171,67134,75641,53157,37015,27594
2018_4,서울숲2길,325481,167554,157926,9218,90355,80092,57633,50292,37893
2018_4,성덕정17길,233388,131890,101497,4965,47402,54234,41108,52746,32937
2018_4,성덕정길,100549,59379,41169,7519,20053,19207,18017,21715,14035
2018_4,성수이로18길,130428,77348,53080,2542,35531,31666,23961,23839,12887
2018_4,성수이로7길,280833,163881,116953,4836,79517,76896,51747,43236,24605
2018_4,성수일로6길,246183,144163,102017,5417,67973,64134,46107,38365,24187
2018_4,송정12라길,130041,71411,58629,731,48589,29130,20554,17149,13890
2018_4,송정4가길,287137,165265,121880,3841,88385,67947,50544,44610,31812
2018_4,아차산로11길,170451,98054,72397,1602,40219,43892,33422,31129,20189
2018_4,아차산로15길,133333,81705,51628,1568,34716,37833,27343,21000,10872
2018_4,아차산로5길,76472,47597,28877,251,18853,21353,15183,13112,7720
2018_4,왕십리로14길,149433,85323,64110,3063,34510,37146,28269,26297,20148
2018_4,왕십리로21길,183370,88703,94671,15594,43434,36829,31648,30200,25667
2018_4,왕십리로26길,446358,230281,216080,21815,140003,83618,69409,77065,54448
2018_4,왕십리로31길,302746,139025,163722,12421,77749,76019,46652,47942,41967
2018_4,왕십리로6길,393528,216634,176892,10614,99455,102146,76590,61351,43368
2018_4,용답29길,181388,101804,79589,6594,47240,37120,29926,30781,29723
2018_4,용답중앙길,96106,49663,46445,1677,22937,18251,16197,19405,17641
2018_4,장터길,146371,74226,72144,8005,29565,26736,25467,27175,29422
2018_4,청계천로10나길,120588,74422,46163,1459,20533,29481,27767,24639,16708
2018_4,한림말3길,173537,80404,93135,8310,33943,41446,32968,27393,29479
2018_4,한림말길,222156,101704,120453,13851,35420,51132,45552,36625,39575
2018_4,광나루로12길,271234,142420,128813,9563,145596,47021,29068,26297,13692
2018_4,광나루로24길,272869,145201,127666,24064,150068,41961,22138,21802,12835
2018_4,광나루로36길,80528,39906,40621,6019,20651,17449,13977,13465,8966
2018_4,광나루로37길,218295,106169,112127,14594,40826,48486,40106,40525,33760
