Date,상권_코드_명,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수
2015_1,계동길,107573,64734,42835,2003,15359,32361,30315,21387,6148
2015_1,난계로27길,151355,92716,58639,1456,18019,35058,36753,36690,23379
2015_1,돈화문로11가길,103288,63994,39294,572,12625,25734,27179,22812,14366
2015_1,명륜길,103836,54747,49090,7241,39300,19219,18074,14365,5638
2015_1,백석동길,12427,7151,5277,661,3690,867,4627,2479,102
2015_1,북촌로11길,56133,33124,23010,1048,8145,16072,15393,11321,4153
2015_1,북촌로5길,56488,33660,22828,889,10082,18301,15315,9171,2729
2015_1,북촌로5나길,27273,16663,10609,413,3386,8608,8169,5564,1136
2015_1,삼청로5길,12528,7282,5246,177,1858,4159,3829,2206,300
2015_1,성균관로5길,95005,49723,45283,5956,29818,18370,17613,14471,8775
2015_1,숭인동길,208083,116856,91228,4731,27189,47630,50625,48614,29298
2015_1,옥인길,78240,40937,37300,3092,10779,20823,21927,16457,5160
2015_1,율곡로10길,46259,29510,16749,37,5137,11587,12636,10983,5879
2015_1,율곡로16길,66336,37956,28380,1433,13726,17109,15855,12383,5827
2015_1,이화장길,138623,73637,64988,4171,32542,37138,31619,23175,9978
2015_1,자하문로7길,147162,78548,68613,8986,21172,35668,38055,28493,14785
2015_1,종로24길,125223,78377,46846,1515,18543,25909,30513,28868,19874
2015_1,종로58가길,401038,206874,194166,14389,80839,95370,81669,74320,54451
2015_1,종로65길,200546,112347,88201,2921,25068,43998,49064,50270,29229
2015_1,지봉로8길,343729,177582,166148,11484,46564,77174,88730,79678,40098
2015_1,창경궁로35길,266999,131124,135874,9541,70628,66820,55475,42209,22325
2015_1,창신2길,105981,60244,45737,989,15537,27100,27488,23970,10896
2015_1,창신5길,377288,206233,171055,8155,61438,102170,92043,76020,37466
2015_1,창신길,215002,113842,101156,4882,30383,49928,61308,49804,18696
2015_1,통일로12길,72602,36403,36199,1499,5430,15412,22589,19563,8107
2015_1,평창길,9619,6066,3553,61,442,1641,3238,3268,968
2015_1,필운대로1길,36812,20387,16425,1427,5413,9504,10355,7377,2739
2015_1,난계로11길,344679,196232,148450,2715,41070,85664,86067,83874,45288
2015_1,난계로21길,99190,57224,41968,353,10740,26916,25434,24105,11640
2015_1,다산로33길,521757,290701,231052,6662,82243,144026,136973,107254,44600
2015_1,다산로36길,132994,70196,62798,3234,16653,32864,37351,30512,12379
2015_1,다산로38길,371131,201555,169576,10126,49266,92384,101165,80702,37487
2015_1,다산로39길,310072,172653,137423,5086,42110,82404,83585,67954,28933
2015_1,동호로10길,307325,155110,152211,13062,41701,75137,75144,62765,39513
2015_1,동호로11길,113257,56847,56409,3869,16918,29736,27639,22172,12922
2015_1,동호로15길,125544,64604,60940,3459,18861,33515,31425,24866,13415
2015_1,동호로20길,123027,68342,54686,1978,22162,34387,31150,23559,9793
2015_1,동호로8길,349040,173045,175996,16756,63960,84276,75247,62149,46654
2015_1,명동길,203568,121449,82120,3091,32188,57013,54216,36790,20270
2015_1,삼일대로4길,193472,122041,71434,2250,26842,50761,55111,38656,19851
2015_1,장충단로8길,244534,142047,102485,3150,47440,65289,61042,45388,22225
2015_1,청구로17길,235530,122768,112766,9601,31463,55673,59128,49797,29870
2015_1,청구로1길,346484,180280,166203,14996,46252,81910,89222,73339,40758
2015_1,퇴계로12길,57154,32641,24513,365,7607,17432,16526,10411,4814
2015_1,퇴계로18길,46589,27336,19252,634,7000,12926,13257,9074,3696
2015_1,퇴계로46길,278356,177321,101036,3804,43986,76804,73040,54096,26627
2015_1,퇴계로56길,226150,135031,91119,3065,44197,61150,56826,40995,19917
2015_1,퇴계로8길,140888,79051,61838,834,16738,40132,42254,27761,13166
2015_1,퇴계로90길,251651,138507,113144,5575,35103,59510,61733,57252,32487
2015_1,녹사평대로11길,9835,6630,3205,22,299,2898,3863,2288,464
2015_1,녹사평대로26길,72796,41511,31285,293,14231,19616,17288,14510,6857
2015_1,녹사평대로32길,102083,59191,42893,458,21721,27069,22183,18785,11869
2015_1,녹사평대로40나길,131524,74097,57429,785,30090,35488,28574,23140,13450
2015_1,녹사평대로46길,107595,59541,48055,547,24022,30039,24124,19395,9467
2015_1,대사관로34길,71390,38596,32795,153,10009,21654,18576,14199,6794
2015_1,두텁바위로1길,231297,128282,103014,8414,41100,59960,57949,42648,21231
2015_1,백범로79길,459072,244587,214484,16669,75418,125929,114852,81542,44660
2015_1,백범로90길,82018,52999,29020,728,11520,26141,23102,14769,5759
2015_1,서빙고로71길,122334,72411,49920,3190,11080,33612,39708,26240,8507
2015_1,소월로20길,315586,166137,149450,5200,52976,86367,76865,61754,32422
2015_1,신흥로20길,186578,99431,87147,6955,31161,47753,45573,36640,18498
2015_1,우사단로10길,260064,132153,127910,5340,47254,73489,61998,48689,23292
2015_1,우사단로14길,163267,87685,75581,1119,33513,48215,37623,29778,13020
2015_1,우사단로4길,223234,109583,113651,6167,38362,58866,54328,45511,20004
2015_1,원효로19길,129119,81536,47583,2253,9908,39234,41412,26750,9568
2015_1,원효로41길,135800,79395,56405,2454,14086,39114,39393,26714,14039
2015_1,원효로53길,229124,132304,96820,4387,26184,67557,63988,44654,22353
2015_1,원효로89길,202696,117106,85589,4897,33577,54275,51307,38447,20198
2015_1,이촌로22길,137536,89065,48470,926,9716,43354,44913,29123,9500
2015_1,이태원로27길,193894,112524,81370,640,44154,55102,42214,33115,18668
2015_1,이태원로54길,181886,102566,79319,91,32671,57639,44328,32158,14998
2015_1,장문로45길,305771,154685,151085,14207,42484,72772,77648,63016,35638
2015_1,청파로47길,436679,207011,229671,23027,123591,99769,88304,67236,34752
2015_1,청파로47나길,128192,66270,61921,5238,30635,32355,29056,21320,9584
2015_1,청파로71길,355805,197186,158620,17029,58443,85966,88487,66930,38955
2015_1,청파로73길,164443,91132,73312,4256,26371,37376,46371,36050,14020
2015_1,한강대로104길,325704,176564,149141,16616,45732,83606,83856,61046,34846
2015_1,한강대로15길,157747,92441,65307,2022,25125,44774,40824,30345,14657
2015_1,한강대로43길,378003,224107,153895,8637,65273,104968,91541,66546,41036
2015_1,한강대로52길,221131,131599,89529,4159,36392,62600,55581,40628,21772
2015_1,한강대로62길,318033,175410,142623,11126,62039,82580,73317,55167,33801
2015_1,한강대로7길,192868,113371,79499,2130,26922,53910,51808,38433,19667
2015_1,한강대로88길,150218,81665,68554,5433,33158,36608,33362,25787,15869
2015_1,한남대로20길,92827,50469,42359,138,13707,26882,23580,18383,10137
2015_1,회나무로13길,97131,50847,46283,1581,15017,29664,24035,18579,8256
2015_1,효창원로39길,139739,73467,66267,1739,9000,44346,43967,30764,9920
2015_1,후암로28길,179727,91008,88721,11197,26356,44119,45494,34115,18447
2015_1,고산자로6길,675554,333726,341827,47389,144764,149571,140881,118770,74177
2015_1,금호산2길,126876,58260,68617,5447,14244,32153,30181,27131,17719
2015_1,금호산길,237338,113280,124058,9535,26340,57114,61192,56304,26850
2015_1,둘레9길,160625,93864,66761,5115,17463,37712,43082,42004,15253
2015_1,뚝섬로5길,190529,118361,72169,3768,25710,52773,52048,39866,16368
2015_1,마장로27길,137235,77872,59360,2440,19594,31580,35562,32859,15198
2015_1,마장로39길,142247,82923,59325,2840,15240,27133,32628,36463,27944
2015_1,마조로16길,133078,80252,52828,2668,10672,25322,33130,36023,25266
2015_1,마조로1길,959131,479441,479689,59740,226256,206221,191904,164413,110595
2015_1,매봉길,46849,22910,23938,580,4889,12598,11985,10777,6020
2015_1,무수막길,151516,71437,80081,5342,15239,36919,41403,38060,14554
2015_1,무학로6길,338398,180192,158203,10185,53381,78974,85475,75864,34523
2015_1,무학봉28길,195461,98397,97062,7408,32153,43689,47772,42285,22155
2015_1,무학봉길,140498,66682,73815,8732,20172,32217,35734,28703,14938
2015_1,사근동길,170399,100734,69667,8844,54560,35391,34613,27068,9920
2015_1,상원12길,145663,85626,60036,4122,22411,39443,36869,29971,12847
2015_1,상원길,222172,137334,84838,3898,31556,60318,58628,48748,19017
2015_1,서울숲2길,113880,66616,47259,2293,16867,31923,29688,24210,8897
2015_1,성덕정17길,355320,208647,146673,10557,42477,84891,87230,87761,42405
2015_1,성덕정길,153622,89934,63689,3417,16076,38915,44340,38816,12061
2015_1,성수이로18길,104036,67423,36612,496,16364,30207,27785,22159,7028
2015_1,성수이로7길,123818,80805,43012,689,18660,35786,33564,26051,9070
2015_1,성수일로6길,326600,206640,119962,5226,46908,91213,86661,67694,28895
2015_1,송정12라길,213494,118061,95434,4806,45709,53445,48670,43060,17804
2015_1,송정4가길,421505,242623,178883,6691,82455,110067,102387,86183,33720
2015_1,아차산로11길,109657,72030,37628,505,14885,31968,30842,23162,8294
2015_1,아차산로15길,142005,92132,49872,444,21602,42803,40352,27925,8878
2015_1,아차산로5길,120591,77259,43333,979,15995,33094,32856,26957,10709
2015_1,왕십리로14길,186292,110730,75561,4970,28959,50925,47342,38191,15906
2015_1,왕십리로21길,148968,68390,80578,11490,24612,32695,35987,28137,16050
2015_1,왕십리로26길,416633,216389,200246,14649,63039,95085,103275,91989,48598
2015_1,왕십리로31길,390398,197633,192767,13313,69692,89293,89061,80742,48298
2015_1,왕십리로6길,499856,299315,200541,15668,70697,131805,126763,105592,49337
2015_1,용답29길,525747,296014,229735,18859,67081,115544,131361,121487,71416
2015_1,용답중앙길,171526,96436,75091,5276,23076,40516,45283,39928,17447
2015_1,장터길,142882,68985,73895,3945,16362,34527,33068,31364,23613
2015_1,청계천로10나길,510938,298571,212367,12306,63756,120300,129401,119284,65894
2015_1,한림말3길,234069,118423,115646,3783,30992,63575,58605,47885,29230
2015_1,한림말길,133490,66407,67085,1904,15925,36553,34756,28182,16173
2015_1,광나루로12길,381295,223109,158185,8583,77033,100744,91333,71406,32198
2015_1,광나루로24길,79702,48450,31256,3792,32157,16778,13658,10164,3155
2015_1,광나루로36길,179141,89680,89460,11681,24443,45110,43746,36996,17165
2015_1,광나루로37길,242064,125250,116813,15883,33131,62354,59411,46633,24648
2015_1,광나루로40길,157633,75227,82405,10222,20458,40264,40964,34229,11501
2015_1,광나루로52길,255603,118538,137064,25250,42969,55085,65573,46895,19826
2015_1,긴고랑로20길,313373,154566,158803,19514,38360,67429,76237,77125,34710
2015_1,긴고랑로7길,242972,121531,121440,11327,29841,53158,62017,59943,26684
2015_1,긴고랑로8길,266870,143154,123717,8834,32415,67886,68058,63760,25913
2015_1,긴고랑로9길,317537,156271,161268,20004,40571,66948,77106,76314,36596
2015_1,능동로13길,335201,175040,160162,12087,114949,77450,55264,50952,24502
2015_1,능동로19길,173660,96866,76793,6356,52613,39480,32053,28652,14507
2015_1,능동로34길,184053,90089,93961,6710,29828,48717,43115,37997,17688
2015_1,능동로3길,204902,102752,102147,7730,35034,49193,46720,45908,20319
2015_1,능동로4길,140674,68961,71716,5920,21804,35680,34555,31124,11595
2015_1,동일로18길,250158,138503,111657,7357,54189,61282,53646,50024,23660
2015_1,동일로24길,325601,182857,142744,10242,87783,81585,65761,55946,24282
2015_1,뚝섬로23길,271996,141906,130094,10267,56152,65115,58322,54940,27208
2015_1,뚝섬로24길,51475,28876,22600,1262,6935,12636,12489,12670,5482
2015_1,뚝섬로48길,274088,133951,140136,17050,37982,66341,67499,59425,25793
2015_1,뚝섬로54길,198413,97711,100706,11457,26338,49956,50756,43346,16557
2015_1,뚝섬로58길,271071,135930,135142,18844,49050,63965,61424,51877,25918
2015_1,뚝섬로64길,249905,139891,110012,10325,31671,55158,59445,59730,33567
2015_1,면목로17길,279460,141455,138006,8742,33619,67285,73068,69518,27226
2015_1,아차산로40길,209238,107003,102237,11228,45589,47885,44694,40624,19212
2015_1,아차산로51길,258312,128295,130017,12944,43799,60815,58454,52955,29344
2015_1,아차산로55길,156629,77500,79131,8766,25870,36082,37618,32146,16145
2015_1,아차산로65길,107301,48841,58459,10979,13555,23772,29578,21223,8192
2015_1,아차산로78길,59211,31920,27289,1024,6421,15010,18149,14291,4317
2015_1,용마산로21길,209504,101892,107611,10133,20375,46526,55961,57392,19123
2015_1,용마산로3길,198986,94399,104590,9109,27149,48210,47600,46099,20821
2015_1,자양로11길,478882,243693,235189,24111,83630,112851,109472,97958,50859
2015_1,자양로15길,126384,64663,61719,3847,22749,30591,29352,27197,12649
2015_1,자양로26길,248041,120216,127823,15336,36193,59215,60647,52880,23767
2015_1,자양로45길,118194,57948,60248,5573,13846,26844,29527,28308,14095
2015_1,자양로50길,194858,93967,100897,10446,23501,44226,47957,45123,23607
2015_1,자양로53길,155937,72869,83069,9880,19968,33814,36905,36089,19282
2015_1,자양번영로3길,381437,184754,196676,24104,65732,90314,88437,77787,35068
2015_1,천호대로109길,389427,200340,189085,11465,59690,94664,91388,87502,44715
2015_1,천호대로123길,212041,102022,110018,12817,26290,44937,49674,50670,27652
2015_1,천호대로129길,265703,129479,136223,18096,35185,59692,62798,56825,33103
2015_1,경희대로3길,55053,28910,26141,2391,15013,12174,10192,9089,6196
2015_1,경희대로4길,241552,121807,119744,12767,62924,51625,44819,40120,29297
2015_1,난계로30길,94416,58683,35734,657,11107,22704,24254,22625,13069
2015_1,답십리로23길,187949,91498,96448,13764,30730,39589,41548,37071,25241
2015_1,답십리로56길,236261,106636,129625,9633,24770,54076,62867,58822,26098
2015_1,답십리로60길,80764,43247,37518,1965,9043,18522,20647,19765,10821
2015_1,답십리로63길,87751,45225,42526,4434,9383,20996,23030,20556,9351
2015_1,답십리로64길,365053,195594,169461,12161,44264,90648,91382,82947,43649
2015_1,답십리로68길,156662,82665,73995,4372,18298,42444,39990,35645,15912
2015_1,답십리로69길,203042,102889,100151,13120,24169,47747,50689,43973,23348
2015_1,답십리로72길,267784,141719,126064,10603,34094,70181,65435,57620,29853
2015_1,망우로18가길,125117,65638,59480,5662,27089,24947,25476,25303,16637
2015_1,망우로18길,160939,83753,77186,6834,32725,33492,34159,32854,20878
2015_1,망우로21길,54732,28310,26423,2458,11452,11634,11540,10733,6914
2015_1,무학로16길,110604,68327,42276,607,9854,28920,33560,28207,9460
2015_1,무학로45길,168446,101676,66770,2887,37061,41845,40281,33884,12490
2015_1,사가정로13길,425146,196199,228951,37842,58049,93127,98747,83144,54239
2015_1,사가정로23가길,178193,92029,86164,10624,18814,40709,46579,42070,19398
2015_1,사가정로2길,162259,88526,73732,3340,20117,40131,42413,38973,17282
2015_1,서울시립대로16길,62212,30404,31806,4371,12308,13810,14324,11858,5542
2015_1,서울시립대로29길,368336,196059,172278,18460,90132,74486,73800,69194,42269
2015_1,서울시립대로4길,154218,79833,74382,3807,21454,37474,38815,35676,16994
2015_1,약령시로17길,413235,210138,203094,10562,48116,84605,91024,97915,81019
2015_1,왕산로32길,112255,62690,49564,2380,15436,25244,26571,26423,16201
2015_1,왕산로33길,206723,106461,100259,4906,26313,43814,46211,48969,36510
2015_1,왕산로43길,585733,291168,294567,31369,98191,113310,124513,123369,94977
2015_1,이문로42길,222280,106619,115663,12487,36642,47510,53360,46145,26137
2015_1,장한로14길,154479,86883,67595,3002,18000,42571,39047,35086,16768
2015_1,장한로25길,97382,49953,47430,4051,11595,24549,25186,21900,10100
2015_1,장한로26가길,79299,42162,37138,2551,10192,21518,19552,17235,8250
2015_1,장한로26길,484587,249754,234835,25520,60152,123231,118250,102086,55349
2015_1,장한로27가길,114014,57713,56299,6238,13560,27693,29186,25564,11770
2015_1,장한로27길,138344,70242,68104,6281,15558,34375,36357,31562,14213
2015_1,장한로5길,295533,178569,116964,5798,31644,70250,77395,73111,37334
2015_1,장한로8길,162533,102386,60145,1964,17285,38123,42348,41863,20951
2015_1,전농로29길,223554,109780,113780,17066,44770,47514,48942,41934,23332
2015_1,전농로3길,169503,83183,86323,6810,18538,41326,43868,40953,18011
2015_1,전농로4길,167900,96765,71136,3925,17711,38774,43704,42014,21769
2015_1,제기로21길,298544,157032,141514,6039,37378,68483,70001,71536,45107
2015_1,제기로5길,385904,219770,166128,15626,112020,79726,71937,65706,40889
2015_1,천장산로7길,109280,56532,52747,6009,46242,20906,18120,13620,4381
2015_1,천호대로12길,81331,52561,28770,138,8808,21805,23515,19616,7449
2015_1,천호대로17길,277959,165351,112606,1200,36664,72411,71872,66351,29457
2015_1,천호대로45길,295216,157971,137246,9291,40251,63976,68893,68134,44670
2015_1,천호대로77길,179466,112852,66615,1174,19479,43982,47453,45296,22084
2015_1,천호대로97길,170903,107833,63069,1812,17428,44768,45841,41912,19143
2015_1,한천로14길,380412,212305,168106,8221,42087,91514,96710,92485,49396
2015_1,한천로33길,129676,65714,63962,8534,13729,30087,33299,29329,14699
2015_1,한천로40길,243119,124910,118208,13257,27062,56993,62551,56588,26671
2015_1,한천로46길,280040,140487,139556,21352,27264,63432,73216,64727,30050
2015_1,휘경로14길,133439,64597,68840,5778,29941,28827,29226,24973,14695
2015_1,휘경로23길,307270,155497,151772,9339,49818,69729,74247,68428,35707
2015_1,휘경로2길,263813,136577,127237,20890,99237,48287,42877,33141,19384
2015_1,휘경로3길,681577,338287,343294,46813,203674,140929,126565,102931,60670
2015_1,겸재로29길,338739,173004,165734,12405,50423,70312,78356,81642,45609
2015_1,겸재로36길,387847,194400,193443,16435,52919,79357,91446,95962,51724
2015_1,겸재로54길,295952,144263,151686,19835,41422,57540,69813,71505,35833
2015_1,공릉로12가길,92137,44726,47409,3894,12065,20466,23889,23121,8701
2015_1,공릉로2길,413343,203198,210143,14696,62393,94853,92780,92977,55645
2015_1,답십리로75길,180105,94020,86085,7785,18894,39672,46067,45094,22595
2015_1,동일로100길,303147,155840,147310,9531,39301,70781,76923,76491,30125
2015_1,동일로101길,257773,128711,129060,11932,30183,60294,66007,65533,23820
2015_1,동일로112길,481279,241761,239512,14896,80806,113611,111521,109238,51214
2015_1,동일로123길,357826,179916,177911,19528,49622,74637,82153,86836,45054
2015_1,동일로130길,273904,131397,142513,15994,38727,63117,62350,63893,29828
2015_1,동일로139가길,409299,203391,205911,24653,54332,88180,91778,95433,54930
2015_1,동일로139길,274588,137807,136783,14928,34756,60343,64697,66850,33016
2015_1,동일로140길,125574,61880,63691,7287,19199,26299,27650,29068,16074
2015_1,동일로149길,100450,48807,51644,4528,12038,23767,23875,24596,11643
2015_1,동일로157길,529557,256767,272791,23014,88444,118558,113772,114327,71443
2015_1,동일로163길,234332,113930,120406,9250,31387,56776,55155,53441,28326
2015_1,망우로68길,230641,114158,116484,9984,27094,47000,56498,61908,28157
2015_1,망우로73길,148688,74573,74117,6666,15262,30631,35571,40332,20225
2015_1,면목로21길,143728,70383,73344,5337,15201,34203,38108,36520,14357
2015_1,면목로33길,345592,172929,172663,20082,41542,70759,83139,81811,48267
2015_1,면목로45길,334523,167885,166638,18020,44921,64645,75711,81850,49374
2015_1,면목로48길,185997,92407,93591,9835,27641,35982,41399,45137,26002
2015_1,면목로49길,325267,159478,165786,18970,46311,65763,75180,77368,41676
2015_1,면목로55길,249229,122580,126648,14230,35030,51506,58923,59127,30419
2015_1,면목로56길,361432,172504,188924,25280,55819,73635,83441,82699,40560
2015_1,면목로78길,323577,161911,161667,9943,41159,70291,76096,82572,43516
2015_1,봉우재로33길,456712,224069,232641,17871,75272,105896,101824,101547,54302
2015_1,봉화산로30길,146382,70757,75624,5143,20972,36211,34638,35296,14117
2015_1,봉화산로4길,216731,109207,107524,8847,28746,47004,51420,53743,26966
2015_1,봉화산로56길,640677,301845,338831,52279,80727,134178,149070,145680,78736
2015_1,사가정로42길,371723,190015,181710,17164,44936,71493,86545,93571,58010
2015_1,사가정로54길,439615,215359,224256,25070,59721,84263,98103,104838,67617
2015_1,신내로7가길,104369,49369,55001,8355,13041,22130,24833,23616,12394
2015_1,용마산로100길,205538,99727,105811,12593,28750,39569,51578,51700,21353
2015_1,용마산로112길,144891,71301,73589,6364,15298,31079,35616,39719,16813
2015_1,용마산로118길,225937,112549,113388,10668,20725,47414,55506,62998,28626
2015_1,용마산로94길,187530,92562,94969,9377,25969,38550,49478,48844,15306
2015_1,중랑천로10길,164208,82801,81406,5237,19250,37090,43864,42630,16141
2015_1,길음로7길,200981,90068,110912,13461,25668,47066,50749,40055,23983
2015_1,돌곶이로14길,98240,48453,49785,3795,11523,21104,27100,24289,10427
2015_1,돌곶이로22길,172224,88744,83482,6909,18936,35233,44135,42522,24492
2015_1,돌곶이로27길,261756,132276,129477,12409,28229,55266,72335,63685,29826
2015_1,돌곶이로28길,229815,123066,106750,9353,24395,46499,58017,56217,35337
2015_1,돌곶이로41길,121787,56059,65727,7315,12952,23782,33201,30831,13709
2015_1,돌곶이로8길,93185,45084,48102,2486,11330,19399,26573,23956,9442
2015_1,동소문로13길,258969,120703,138263,19511,47689,54508,60863,49154,27243
2015_1,동소문로15길,276421,124021,152404,24103,57615,57793,61222,47135,28555
2015_1,동소문로26가길,242658,106069,136592,20177,72016,52328,46911,35858,15368
2015_1,동소문로2길,122495,59674,62822,8051,22555,25321,29815,24038,12720
2015_1,동소문로6길,250980,118057,132923,17601,58463,50638,53237,43671,27369
2015_1,보국문로16길,170245,82228,88017,12586,23951,35018,40605,36084,21998
2015_1,보문로13길,261274,145352,115922,7436,45110,63920,63582,54018,27208
2015_1,보문로26길,98912,48044,50867,4909,19891,22924,23345,19894,7949
2015_1,보문로31길,160636,78060,82575,6521,28106,38370,40263,34010,13369
2015_1,보문로32길,301055,136499,164557,23985,80702,64663,60648,47729,23330
2015_1,삼선교로10길,280140,136315,143823,19691,54453,58317,66230,53087,28365
2015_1,삼선교로10다길,48341,22227,26109,3291,9988,10350,13873,8666,2179
2015_1,삼선교로16가길,113854,54752,59098,7408,24935,23199,29143,21749,7418
2015_1,삼양로8길,226237,104125,122115,16163,30270,51607,56202,44351,27646
2015_1,성북로8길,71283,35079,36205,3337,12618,15825,18384,15273,5845
2015_1,솔샘로6길,84812,44954,39862,4582,11810,16624,23082,20523,8194
2015_1,아리랑로4길,271277,120653,150629,23130,57397,59027,62005,45922,23795
2015_1,안암로5길,90643,52916,37728,1346,17136,22766,23345,19206,6840
2015_1,오패산로19길,319379,152162,167217,21618,39830,70855,76778,66795,43506
2015_1,오패산로3길,550634,265894,284738,34678,71749,120382,136463,115617,71740
2015_1,오패산로4길,309126,148038,161093,15893,46998,69132,78503,64777,33822
2015_1,인촌로17가길,194995,103096,91899,8968,42344,42305,42887,37076,21414
2015_1,인촌로1길,239319,118465,120855,13709,48964,53304,55113,45490,22743
2015_1,개운사길,204290,115574,88713,9328,70229,39057,34397,31513,19768
2015_1,인촌로24길,372901,223612,149290,14413,114156,76127,67711,61402,39088
2015_1,인촌로5길,150064,69953,80115,6850,30901,34292,35602,30350,12072
2015_1,인촌로6길,124933,69430,55502,4213,24582,29479,30509,25205,10946
2015_1,장월로1길,198424,99381,99043,7893,35565,47480,49721,38954,18807
2015_1,장위로50길,138598,75194,63404,3478,16073,29657,38367,36961,14057
2015_1,정릉로26길,171350,80587,90764,14563,22247,35500,40906,33523,24612
2015_1,정릉로27길,91324,41340,49983,7444,10441,20558,23413,17825,11643
2015_1,정릉로8길,16904,9641,7264,1041,5878,2566,3652,3037,727
2015_1,종암로16길,181594,90034,91565,7929,25210,42247,47559,39138,19511
2015_1,종암로19길,158857,72712,86146,8328,19666,38629,43162,34082,14991
2015_1,종암로21길,81802,40270,41530,3241,9426,19256,21542,18116,10222
2015_1,종암로24가길,191048,95341,95704,10534,25333,42937,47547,39854,24843
2015_1,종암로5길,153168,82838,70332,8239,39068,33348,32070,25623,14818
2015_1,지봉로20길,308687,163385,145307,15247,65141,71840,72286,56865,27309
2015_1,창경궁로43길,96347,48003,48344,4103,21803,22628,23013,18209,6592
2015_1,한천로101가길,170032,81331,88697,7337,13847,31837,50035,48529,18446
2015_1,한천로76길,173644,89444,84201,7803,22265,40170,42973,39585,20844
2015_1,화랑로13길,79487,37322,42167,4165,14264,18129,19487,15619,7826
2015_1,화랑로14길,104942,53997,50942,1631,11864,29098,30568,25309,6469
2015_1,화랑로19길,325816,166858,158956,13322,33314,65428,84452,80641,48660
2015_1,화랑로1길,220563,109661,110900,9396,26283,48845,59228,50373,26437
2015_1,화랑로32길,145536,68795,76740,4681,18239,30532,39943,35756,16383
2015_1,화랑로40길,151589,82191,69397,6176,19140,34440,38995,35684,17156
2015_1,노해로17길,137895,67609,70286,5607,14689,30581,32931,33932,20154
2015_1,노해로23길,147448,70613,76833,5665,22994,31364,34717,33877,18828
2015_1,노해로33길,181479,83474,98004,8629,24668,38823,44186,41947,23224
2015_1,덕릉로40길,138557,68926,69627,4884,9901,29862,41341,38348,14219
2015_1,덕릉로41길,299503,146280,153224,13186,60960,66258,64670,60975,33454
2015_1,도봉로13길,184692,86148,98545,9695,27288,40814,43503,40061,23327
2015_1,도봉로18길,186598,87364,99237,9728,23722,44586,46832,41367,20369
2015_1,도봉로45길,386479,180628,205854,21428,56006,84718,93024,87100,44208
2015_1,도봉로67길,110592,52647,57947,3521,14501,21904,27392,28931,14343
2015_1,도봉로76길,190584,93247,97337,5268,29555,40691,44578,45759,24732
2015_1,도봉로8길,85145,41044,44102,4901,11991,19027,19799,17773,11651
2015_1,도봉로99길,115655,57268,58384,3116,20688,26099,27855,26886,11013
2015_1,삼각산로28길,107464,52929,54535,3458,15486,23946,25038,25319,14212
2015_1,삼양로20길,165153,77166,87988,9221,16631,36360,41764,38045,23127
2015_1,삼양로24길,294480,140036,154442,13589,21441,65025,75304,73067,46050
2015_1,삼양로27길,102615,45852,56766,8307,11048,21278,24910,21187,15882
2015_1,삼양로41길,344896,160492,184403,18823,29535,74007,87580,82202,52748
2015_1,삼양로54길,234462,108140,126326,12486,31158,53803,57666,55645,23701
2015_1,삼양로77길,181057,86328,94728,5641,19665,40036,47088,47920,20714
2015_1,삼양로93길,159552,76616,82938,6427,19274,35510,37442,37172,23726
2015_1,솔매로41길,147405,68496,78911,6950,19503,33247,36537,34635,16531
2015_1,솔매로45길,224111,105540,118571,11452,33417,45828,51921,51492,30000
2015_1,솔매로50길,509399,238544,270855,28430,81549,110063,117332,109374,62651
2015_1,솔샘로65길,458928,215758,243170,27269,63442,98624,106900,103712,58985
2015_1,수유로12길,176405,88514,87891,3058,26910,37027,41908,43466,24041
2015_1,오패산로30길,119089,54336,64750,8204,14261,27538,29868,24940,14280
2015_1,오패산로52길,178370,82676,95698,9200,24605,40382,43494,40084,20607
2015_1,오패산로67길,561376,275419,285960,24584,98733,119292,122842,120361,75572
2015_1,인수봉로56길,251169,117880,133285,17601,29565,50616,53523,55906,43959
2015_1,인수봉로72길,168386,75576,92814,11125,21824,35262,40096,36823,23251
2015_1,인수봉로79길,134774,59166,75612,7531,18943,28211,32534,30622,16929
2015_1,한천로109길,250394,118093,132303,18141,21828,56198,66098,53066,35066
2015_1,한천로124나길,333154,161908,171243,14836,64813,73959,74676,69471,35408
2015_1,한천로130길,172797,83826,88974,5424,28392,39097,42202,40909,16766
2015_1,한천로132길,388183,187637,200548,13532,68309,83807,89653,86415,46463
2015_1,한천로139가길,201390,100600,100788,7498,32142,43821,46131,45877,25918
2015_1,한천로140길,247833,123058,124775,7728,37171,52699,58466,61616,30152
2015_1,노해로60길,471130,219142,251986,28786,82924,94984,98762,95706,69966
2015_1,노해로63다길,218031,98859,119172,19291,30583,42001,50713,47748,27700
2015_1,덕릉로60길,136004,63641,72362,8485,16696,30445,35435,31183,13758
2015_1,도당로13가길,77596,38579,39017,4464,7034,15847,20522,20920,8809
2015_1,도당로13바길,172889,85753,87136,9846,15664,35040,46294,46749,19297
2015_1,도당로19길,256490,129396,127098,11277,29228,51307,64804,65479,34399
2015_1,도당로29길,153400,76766,76633,7239,18905,30378,37711,37662,21508
