Date,상권_코드_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,상권_변화_지표
2017_1,회기시장,110,52,97,49,HH
2017_1,청량리청과물시장,111,54,97,49,HH
2017_1,전곡시장,122,51,97,49,HH
2017_1,답십리시장,85,45,97,49,LL
2017_1,동부시장,134,77,97,49,HH
2017_1,답십리현대시장,124,52,97,49,HH
2017_1,전농로터리시장,140,56,97,49,HH
2017_1,청량리종합시장,150,61,97,49,HH
2017_1,청량리전통시장,149,64,97,49,HH
2017_1,청량리농수산물시장,137,74,97,49,HH
2017_1,서울약령시장,128,60,97,49,HH
2017_1,동서시장,139,105,97,49,HH
2017_1,경동시장,172,90,97,49,HH
2017_1,청량리수산시장,110,69,97,49,HH
2017_1,용두시장,109,35,97,49,HL
2017_1,동부청과시장,236,129,97,49,HH
2017_1,구의시장,324,87,97,49,HH
2017_1,조양시장,115,60,97,49,HH
2017_1,영동교골목시장,87,49,97,49,LL
2017_1,능동로골목시장,99,50,97,49,HH
2017_1,노룬산골목시장,119,46,97,49,HL
2017_1,자양종합시장,224,28,97,49,HL
2017_1,자양골목시장,114,46,97,49,HL
2017_1,신성골목시장,147,62,97,49,HH
2017_1,면곡골목시장,106,47,97,49,HL
2017_1,중곡제일시장,106,50,97,49,HH
2017_1,화양제일골목시장,83,48,97,49,LL
2017_1,한아름시장,111,53,97,49,HH
2017_1,성동용답상가시장,105,48,97,49,HL
2017_1,뚝도시장,112,57,97,49,HH
2017_1,금남시장,124,65,97,49,HH
2017_1,행당시장,97,54,97,49,HH
2017_1,마장축산물시장,125,51,97,49,HH
2017_1,보광시장,121,73,97,49,HH
2017_1,이태원제일시장,79,58,97,49,LH
2017_1,이태원시장,140,74,97,49,HH
2017_1,이촌종합시장,123,54,97,49,HH
2017_1,용문전통시장,117,52,97,49,HH
2017_1,만리시장,125,70,97,49,HH
2017_1,신흥시장,107,71,97,49,HH
2017_1,후암시장,92,79,97,49,LH
2017_1,합동(새벽)시장,94,61,97,49,LH
2017_1,서울중앙시장,124,72,97,49,HH
2017_1,백학시장,104,53,97,49,HH
2017_1,약수시장,110,59,97,49,HH
2017_1,청평화시장,90,63,97,49,LH
2017_1,제일평화시장,99,51,97,49,HH
2017_1,동평화시장,110,50,97,49,HH
2017_1,남평화시장,134,52,97,49,HH
2017_1,방산종합시장,154,67,97,49,HH
2017_1,평화시장,114,50,97,49,HH
2017_1,인현시장,125,53,97,49,HH
2017_1,신중부시장,141,64,97,49,HH
2017_1,남대문시장,134,57,97,49,HH
2017_1,신설종합시장,170,40,97,49,HL
2017_1,동묘시장,112,45,97,49,HL
2017_1,창신골목시장,129,58,97,49,HH
2017_1,동문시장,75,56,97,49,LH
2017_1,충신시장,172,73,97,49,HH
2017_1,종로신진시장,139,65,97,49,HH
2017_1,동대문종합시장,141,62,97,49,HH
2017_1,광장시장,199,81,97,49,HH
2017_1,통인시장,108,58,97,49,HH
2017_1,서울 노원구 노원역_3,77,46,97,49,LL
2017_1,서울 노원구 노원역_2,99,43,97,49,HL
2017_1,서울 노원구 노원역_1,95,46,97,49,LL
2017_1,창동역,95,47,97,49,LL
2017_1,서울 강북구 수유역_3,109,49,97,49,HL
2017_1,등나무근린공원 주변,70,48,97,49,LL
2017_1,서울 강북구 수유역_2,89,48,97,49,LL
2017_1,서울 강북구 수유역_1,97,46,97,49,HL
2017_1,서울 은평구 연신내역_3,78,39,97,49,LL
2017_1,서울 은평구 연신내역_2,81,48,97,49,LL
2017_1,서울 은평구 연신내역_1,112,65,97,49,HH
2017_1,서울 성북구 미아삼거리역_2,108,54,97,49,HH
2017_1,서울 강북구 미아삼거리역_1,84,48,97,49,LL
2017_1,서울 은평구 불광역_3,91,46,97,49,LL
2017_1,서울 은평구 불광역_2,119,58,97,49,HH
2017_1,서울 은평구 불광역_1,86,44,97,49,LL
2017_1,미아사거리_2,69,50,97,49,LH
2017_1,미아사거리_1,101,52,97,49,HH
2017_1,서울 성북구 성신여대입구역,94,48,97,49,LL
2017_1,경희대학교,88,46,97,49,LL
2017_1,서울 성북구 안암역,86,48,97,49,LL
2017_1,혜화역 대학로_3,92,53,97,49,LH
2017_1,혜화역 대학로_2,97,49,97,49,HL
2017_1,혜화역 대학로_1,86,50,97,49,LH
2017_1,디지털미디어시티,46,34,97,49,LL
2017_1,서울 동대문구 청량리역,149,60,97,49,HH
2017_1,서울 종로구 경복궁역_2,108,52,97,49,HH
2017_1,서울 종로구 안국역_2,91,55,97,49,LH
2017_1,서울 종로구 안국역_1,120,54,97,49,HH
2017_1,서울 종로구 경복궁역_1,98,56,97,49,HH
2017_1,서울 종로구 종로3가역_3,122,52,97,49,HH
2017_1,서울 종로구 종로3가역_2,108,55,97,49,HH
2017_1,서울 동대문구 신설동역_2,116,43,97,49,HL
2017_1,인사동,137,61,97,49,HH
2017_1,서울 종로구 종로5가역_4,139,62,97,49,HH
2017_1,서울 종로구 종로5가역_3,130,53,97,49,HH
2017_1,종로구청,105,59,97,49,HH
2017_1,서울 종로구 종로5가역_2,96,56,97,49,LH
2017_1,신설동역,113,35,97,49,HL
2017_1,서울 동대문구 신설동역_1,93,45,97,49,LL
2017_1,서울 종로구 광화문역_2,120,54,97,49,HH
2017_1,동묘앞역,117,47,97,49,HL
2017_1,장안동사거리,83,45,97,49,LL
2017_1,서울 종로구 동대문역_2,99,49,97,49,HL
2017_1,서울 종로구 동대문역_1,113,58,97,49,HH
2017_1,동대문시장_2,136,66,97,49,HH
2017_1,서울 종로구 종로5가역_1,132,70,97,49,HH
2017_1,서울 종로구 종로3가역_1,120,54,97,49,HH
2017_1,서울 종로구 광화문역_1,128,68,97,49,HH
2017_1,종각역,149,53,97,49,HH
2017_1,종각역 젊음의 거리,101,54,97,49,HH
2017_1,서대문구 서대문역_1,153,60,97,49,HH
2017_1,동대문시장_1,116,47,97,49,HL
2017_1,시청역_2,112,56,97,49,HH
2017_1,서울시청,118,61,97,49,HH
2017_1,서울 중구 을지로3가역_2,138,60,97,49,HH
2017_1,서울 중구 신당역_2,147,52,97,49,HH
2017_1,서대문구 서대문역_2,115,57,97,49,HH
2017_1,동대문역사문화공원역,130,58,97,49,HH
2017_1,서울 중구 을지로3가역_1,157,56,97,49,HH
2017_1,명동거리,140,53,97,49,HH
2017_1,롯데백화점,94,70,97,49,LH
2017_1,서울 중구 신당역_1,108,54,97,49,HH
2017_1,북창동,148,57,97,49,HH
2017_1,서울 중구 충무로역_2,146,55,97,49,HH
2017_1,서울 강서구 송정역,108,52,97,49,HH
2017_1,장한평역_2,105,48,97,49,HL
2017_1,시청역_1,127,66,97,49,HH
2017_1,왕십리역_2,106,50,97,49,HH
2017_1,서울 강서구 발산역,58,45,97,49,LL
2017_1,장한평역_1,102,45,97,49,HL
2017_1,서울 중구 충무로역_1,120,56,97,49,HH
2017_1,왕십리역_1,99,66,97,49,HH
2017_1,장한평역,105,49,97,49,HL
2017_1,서울 중구 명동역,105,48,97,49,HL
2017_1,장충동 족발거리,129,64,97,49,HH
2017_1,한양시장,85,52,97,49,LH
2017_1,서울 서대문구 이대역,104,46,97,49,HL
2017_1,서울 서대문구 신촌역,100,51,97,49,HH
2017_1,서울 마포구 홍대입구역_3,74,49,97,49,LL
2017_1,서울 마포구 홍대입구역_2,78,48,97,49,LL
2017_1,홍익대학교 주변,66,44,97,49,LL
2017_1,서울 광진구 군자역,93,50,97,49,LH
2017_1,신촌역,115,55,97,49,HH
2017_1,강서구청,81,44,97,49,LL
2017_1,서울 마포구 홍대입구역_1,86,46,97,49,LL
2017_1,서울 중구 약수역_2,93,54,97,49,LH
2017_1,서울 중구 약수역_1,121,63,97,49,HH
2017_1,서울 강동구 고덕역,96,53,97,49,LH
2017_1,등촌역,93,48,97,49,LL
2017_1,서울 강동구 명일역,110,48,97,49,HL
2017_1,어린이대공원역,85,49,97,49,LH
2017_1,서울 마포구 공덕역_2,124,63,97,49,HH
2017_1,공덕역,86,43,97,49,LL
2017_1,서울 용산구 숙대입구역,118,58,97,49,HH
2017_1,남영역,123,52,97,49,HH
2017_1,서울 마포구 공덕역_1,70,44,97,49,LL
2017_1,서울 마포구 마포역_2,90,49,97,49,LL
2017_1,서울 광진구 건대입구역_2,73,50,97,49,LH
2017_1,서울 마포구 마포역_1,108,52,97,49,HH
2017_1,서울 강동구 천호역_2,86,48,97,49,LL
2017_1,서울 광진구 건대입구역_1,86,54,97,49,LH
2017_1,건대입구역,48,40,97,49,LL
2017_1,서울 광진구 구의역,94,48,97,49,LL
2017_1,서울 강동구 천호역,100,53,97,49,HH
2017_1,당산역_2,80,49,97,49,LL
2017_1,서울 강동구 천호역_1,95,48,97,49,LL
2017_1,서울 강동구 길동역,91,45,97,49,LL
2017_1,용산 전자상가_5,125,48,97,49,HL
2017_1,용산 전자상가_4,115,47,97,49,HL
2017_1,당산역_1,81,48,97,49,LL
2017_1,서울 광진구 강변역,114,54,97,49,HH
2017_1,용산 전자상가_3,124,45,97,49,HL
2017_1,서울 용산구 이태원역,120,59,97,49,HH
2017_1,한남오거리,110,54,97,49,HH
2017_1,목동사거리,87,51,97,49,LH
2017_1,용산 전자상가_2,130,45,97,49,HL
2017_1,용산구청,64,52,97,49,LH
2017_1,용산 전자상가_1,117,56,97,49,HH
2017_1,국회의사당역_2,98,46,97,49,HL
2017_1,서울 용산구 신용산역,114,52,97,49,HH
2017_1,국회의사당역_1,122,63,97,49,HH
2017_1,압구정 로데오거리_2,93,44,97,49,LL
2017_1,서울 강남구 압구정역,94,48,97,49,LL
2017_1,서울 영등포구 영등포구청역,95,45,97,49,LL
2017_1,압구정 로데오거리_1,90,44,97,49,LL
2017_1,서울 강동구 둔촌동역,100,51,97,49,HH
2017_1,오목교역,81,48,97,49,LL
2017_1,신사동 가로수길,85,46,97,49,LL
2017_1,서울 영등포구 여의도역_2,98,54,97,49,HH
2017_1,청담사거리_3,83,49,97,49,LL
2017_1,영등포유통상가,104,49,97,49,HL
2017_1,청담역_2,90,49,97,49,LH
2017_1,청담역_1,82,45,97,49,LL
2017_1,청담사거리_2,92,53,97,49,LH
2017_1,청담사거리_1,94,44,97,49,LL
2017_1,서울 영등포구 여의도역_1,106,46,97,49,HL
2017_1,서울 양천구 신정네거리역_2,126,52,97,49,HH
2017_1,학동사거리_2,80,44,97,49,LL
2017_1,서울 영등포구 영등포시장역,140,55,97,49,HH
2017_1,학동사거리_1,101,46,97,49,HL
2017_1,여의도 시범아파트앞,93,46,97,49,LL
2017_1,영등포역_3,121,47,97,49,HL
2017_1,도산공원사거리_1,103,42,97,49,HL
2017_1,영등포역_2,112,57,97,49,HH
2017_1,문래동 주민센터,53,34,97,49,LL
2017_1,강남구 신사역_2,91,44,97,49,LL
2017_1,영등포역_1,99,51,97,49,HH
2017_1,서울 강남구 강남구청역_2,89,45,97,49,LL
2017_1,강남구 신사역_1,92,46,97,49,LL
2017_1,서울 동작구 노량진1동_1,123,73,97,49,HH
2017_1,서울 강남구 학동역_3,103,43,97,49,HL
2017_1,서울 강남구 강남구청역_1,91,46,97,49,LL
2017_1,잠실역,85,48,97,49,LL
2017_1,강남구 논현역_4,93,46,97,49,LL
2017_1,학동역,98,50,97,49,HH
2017_1,방이동 먹자골목,84,45,97,49,LL
2017_1,서울 강남구 학동역_2,84,45,97,49,LL
2017_1,서울 동작구 노량진역,88,51,97,49,LH
2017_1,삼성역_3,98,56,97,49,HH
2017_1,코엑스,79,61,97,49,LH
2017_1,서울 강남구 학동역_1,121,54,97,49,HH
2017_1,선정릉역_2,79,43,97,49,LL
2017_1,강남구 논현역_3,77,53,97,49,LH
2017_1,포스코사거리_2,90,52,97,49,LH
2017_1,포스코사거리_1,82,44,97,49,LL
2017_1,잠실역 롯데월드,85,70,97,49,LH
2017_1,신도림역,59,40,97,49,LL
2017_1,강남구 논현역_2,85,43,97,49,LL
2017_1,선정릉역_1,67,43,97,49,LL
2017_1,신천역,95,47,97,49,LL
2017_1,강남구 논현역_1,87,42,97,49,LL
2017_1,삼성역_2,90,55,97,49,LH
2017_1,삼정역_2,80,42,97,49,LL
2017_1,삼정역_1,100,44,97,49,HL
2017_1,삼성역_1,87,46,97,49,LL
2017_1,서울 강남구 선릉역_2,81,42,97,49,LL
2017_1,고속터미널역,107,71,97,49,HH
2017_1,서울 서초구 강남역,80,44,97,49,LL
2017_1,서울 강남구 선릉역_1,84,48,97,49,LL
2017_1,서울 송파구 석촌역_2,115,46,97,49,HL
2017_1,선릉역_2,75,44,97,49,LL
2017_1,서울 강남구 역삼역_2,83,45,97,49,LL
2017_1,서울 송파구 석촌역_1,115,42,97,49,HL
2017_1,석촌역,151,46,97,49,HL
2017_1,서울 강남구 강남역_2,91,45,97,49,LL
2017_1,선릉역_1,71,40,97,49,LL
2017_1,구로역,71,55,97,49,LH
2017_1,역삼역_2,96,51,97,49,LH
2017_1,대림역_2,89,40,97,49,LL
2017_1,서울 강남구 역삼역_1,78,43,97,49,LL
2017_1,신대방삼거리역,89,51,97,49,LH
2017_1,서울 강남구 한티역,77,48,97,49,LL
2017_1,은마아파트입구사거리_4,77,43,97,49,LL
2017_1,은마아파트입구사거리_3,68,48,97,49,LL
2017_1,은마아파트입구사거리_2,88,48,97,49,LL
2017_1,오류동역,103,57,97,49,HH
2017_1,서울 강남구 강남역,68,43,97,49,LL
2017_1,은마아파트입구사거리_1,97,51,97,49,HH
2017_1,대림역_1,73,47,97,49,LL
2017_1,교대역_4,94,53,97,49,LH
2017_1,서울 강남구 강남역_1,80,43,97,49,LL
2017_1,방배동카페골목,110,45,97,49,HL
2017_1,가락시장,78,57,97,49,LH
2017_1,교대역_3,95,45,97,49,LL
2017_1,역삼역_1,85,44,97,49,LL
2017_1,교대역_2,87,48,97,49,LL
2017_1,서울 송파구 가락시장역,86,43,97,49,LL
2017_1,서울 서초구 서초역,92,56,97,49,LH
2017_1,서울 강남구 대치역_2,92,54,97,49,LH
2017_1,서울 강남구 대치역_1,81,47,97,49,LL
2017_1,뱅뱅사거리_2,77,43,97,49,LL
2017_1,보라매공원,84,53,97,49,LH
2017_1,교대역_1,92,47,97,49,LL
2017_1,개봉동 현대아파트 인근,121,53,97,49,HH
2017_1,뱅뱅사거리,89,45,97,49,LL
2017_1,뱅뱅사거리_1,99,43,97,49,HL
2017_1,서울 관악구 신림역_4,96,42,97,49,LL
2017_1,동작구 총신대입구역_1,93,49,97,49,LL
2017_1,양재역_3,91,46,97,49,LL
2017_1,동작구 총신대입구역_2,109,53,97,49,HH
2017_1,서울 서초구 남부터미널역_3,93,48,97,49,LL
2017_1,서울 강남구 수서역,94,48,97,49,LL
2017_1,서울 관악구 신림역_3,110,57,97,49,HH
2017_1,서울 서초구 남부터미널역_2,97,47,97,49,HL
2017_1,구로디지탈1단지,62,41,97,49,LL
2017_1,양재역,97,51,97,49,HH
2017_1,문정역,73,41,97,49,LL
2017_1,매봉역,89,46,97,49,LL
2017_1,서울 서초구 방배역,99,50,97,49,HH
2017_1,서울 서초구 남부터미널역_1,120,53,97,49,HH
2017_1,서울 관악구 신림역_2,78,46,97,49,LL
2017_1,서울 관악구 신림역_1,100,55,97,49,HH
2017_1,양재역_2,102,49,97,49,HL
2017_1,양재역_1,147,52,97,49,HH
2017_1,서울 관악구 서울대입구역_2,107,56,97,49,HH
2017_1,가산디지털단지역_3,64,44,97,49,LL
2017_1,구로디지털단지역,109,46,97,49,HL
2017_1,서울 관악구 서울대입구역_1,84,47,97,49,LL
2017_1,관악구 사당역_1,90,49,97,49,LH
2017_1,가산디지털단지역_2,65,46,97,49,LL
2017_1,관악구 사당역_2,97,48,97,49,HL
2017_1,가산디지털단지역_1,66,42,97,49,LL
2017_1,장지역,49,36,97,49,LL
2017_1,포이사거리_1,117,49,97,49,HL
2017_1,포이사거리_2,88,39,97,49,LL
2017_1,관악구 사당역_3,105,51,97,49,HH
2017_1,서울 관악구 대학동_1,97,46,97,49,HL
2017_1,서울 금천구 독산1동_1,64,45,97,49,LL
2017_1,양재동 꽃시장,201,70,97,49,HH
2017_1,양재 화물트럭터미널앞_2,81,44,97,49,LL
2017_1,양재 화물트럭터미널앞_1,82,44,97,49,LL
2017_1,서울 금천구 시흥1동_4,100,52,97,49,HH
2017_1,풍성로37가길,85,40,97,49,LL
2017_1,천호옛길,99,52,97,49,HH
2017_1,천호옛14길,88,52,97,49,LH
2017_1,천호대로219길,89,52,97,49,LH
2017_1,천호대로197길,85,49,97,49,LH
2017_1,천호대로187길,110,44,97,49,HL
2017_1,천호대로170길,86,42,97,49,LL
2017_1,천호대로162길,81,42,97,49,LL
2017_1,천중로51길,90,41,97,49,LL
2017_1,천중로39길,83,51,97,49,LH
2017_1,진황도로47길,84,42,97,49,LL
2017_1,진황도로27길,80,49,97,49,LL
2017_1,올림픽로98길,90,44,97,49,LL
2017_1,올림픽로80길,105,50,97,49,HH
2017_1,올림픽로78길,115,48,97,49,HL
2017_1,올림픽로77길,112,49,97,49,HL
2017_1,올림픽로71길,83,46,97,49,LL
2017_1,올림픽로48길,87,47,97,49,LL
2017_1,양재대로96길,101,47,97,49,HL
2017_1,양재대로95길,102,43,97,49,HL
2017_1,양재대로91길,94,43,97,49,LL
2017_1,양재대로133길,91,48,97,49,LL
2017_1,양재대로124길,76,41,97,49,LL
2017_1,양재대로116길,70,41,97,49,LL
2017_1,양재대로101길,98,39,97,49,HL
2017_1,암사길,83,46,97,49,LL
2017_1,성안로3길,98,48,97,49,HL
2017_1,성내로5길,98,46,97,49,HL
2017_1,상일로5길,88,45,97,49,LL
2017_1,상암로5길,106,49,97,49,HL
2017_1,상암로51길,83,45,97,49,LL
2017_1,상암로4길,85,44,97,49,LL
2017_1,상암로14길,88,44,97,49,LL
2017_1,명일로13길,89,50,97,49,LH
2017_1,동남로85길,86,51,97,49,LH
2017_1,동남로82길,110,52,97,49,HH
2017_1,동남로65길,97,44,97,49,HL
2017_1,구천면로42길,112,55,97,49,HH
2017_1,구천면로41길,83,44,97,49,LL
2017_1,구천면로36길,87,48,97,49,LL
2017_1,고덕로61길,95,46,97,49,LL
2017_1,고덕로25길,123,54,97,49,HH
2017_1,고덕로10길,90,49,97,49,LL
2017_1,강동대로53길,91,45,97,49,LL
2017_1,풍성로25길,111,51,97,49,HH
2017_1,오금로46길,100,47,97,49,HL
2017_1,오금로36길,89,41,97,49,LL
2017_1,오금로11길,89,49,97,49,LH
2017_1,양재대로72길,93,48,97,49,LL
2017_1,양재대로71길,84,48,97,49,LL
2017_1,양재대로64길,99,43,97,49,HL
2017_1,양재대로62길,85,43,97,49,LL
2017_1,송파대로30길,79,42,97,49,LL
2017_1,송이로36길,84,44,97,49,LL
2017_1,송이로32길,85,45,97,49,LL
2017_1,송이로23길,89,44,97,49,LL
2017_1,삼전로13길,89,44,97,49,LL
2017_1,백제고분로50길,96,48,97,49,LL
2017_1,백제고분로46길,100,48,97,49,HL
2017_1,백제고분로45길,92,44,97,49,LL
2017_1,백제고분로42길,90,42,97,49,LL
2017_1,백제고분로39길,92,48,97,49,LL
2017_1,백제고분로34길,97,46,97,49,HL
2017_1,백제고분로33길,79,44,97,49,LL
2017_1,백제고분로32길,93,46,97,49,LL
2017_1,백제고분로31길,91,45,97,49,LL
2017_1,백제고분로22길,88,46,97,49,LL
2017_1,백제고분로21길,87,40,97,49,LL
2017_1,마천로51길,104,49,97,49,HH
2017_1,동남로20길,91,46,97,49,LL
2017_1,거마로20길,104,53,97,49,HH
2017_1,학동로77길,84,51,97,49,LH
2017_1,학동로6길,71,47,97,49,LL
2017_1,학동로56길,89,48,97,49,LL
2017_1,학동로38길,75,46,97,49,LL
2017_1,테헤란로81길,84,47,97,49,LL
2017_1,일원로9길,90,48,97,49,LL
2017_1,일원로3길,101,51,97,49,HH
2017_1,영동대로65길,92,45,97,49,LL
2017_1,영동대로112길,109,53,97,49,HH
2017_1,언주로81길,75,43,97,49,LL
2017_1,압구정로2길,85,35,97,49,LL
2017_1,선릉로18길,105,54,97,49,HH
2017_1,선릉로146길,77,40,97,49,LL
2017_1,선릉로133길,73,46,97,49,LL
2017_1,선릉로132길,87,52,97,49,LH
2017_1,선릉로121길,91,41,97,49,LL
2017_1,삼성로75길,77,40,97,49,LL
2017_1,삼성로69길,77,44,97,49,LL
2017_1,삼성로64길,94,42,97,49,LL
2017_1,삼성로63길,78,42,97,49,LL
2017_1,삼성로57길,82,47,97,49,LL
2017_1,삼성로147길,93,47,97,49,LL
2017_1,삼성로115길,81,49,97,49,LL
2017_1,봉은사로68길,82,42,97,49,LL
2017_1,봉은사로57길,81,40,97,49,LL
2017_1,봉은사로43길,84,47,97,49,LL
2017_1,봉은사로29길,81,44,97,49,LL
2017_1,봉은사로109길,88,48,97,49,LL
2017_1,도산대로89길,73,44,97,49,LL
2017_1,도산대로81길,86,45,97,49,LL
2017_1,도산대로50길,81,49,97,49,LL
2017_1,도산대로38길,74,42,97,49,LL
2017_1,도산대로30길,82,47,97,49,LL
2017_1,도산대로23길,70,46,97,49,LL
2017_1,도산대로15길,62,45,97,49,LL
2017_1,도곡로37길,83,43,97,49,LL
2017_1,논현로8길,103,45,97,49,HL
2017_1,논현로63길,91,47,97,49,LL
2017_1,논현로28길,87,46,97,49,LL
2017_1,논현로26길,99,46,97,49,HL
2017_1,논현로159길,78,46,97,49,LL
2017_1,논현로139길,76,51,97,49,LH
2017_1,논현로123길,85,38,97,49,LL
2017_1,논현로115길,80,46,97,49,LL
2017_1,논현로10길,90,44,97,49,LL
2017_1,논현로106길,86,39,97,49,LL
2017_1,남부순환로365길,89,47,97,49,LL
2017_1,개포로82길,108,48,97,49,HL
2017_1,개포로28길,103,46,97,49,HL
2017_1,개포로20길,108,44,97,49,HL
2017_1,개포로17길,98,44,97,49,HL
2017_1,강남대로140길,99,48,97,49,HL
2017_1,강남대로136길,93,56,97,49,LH
2017_1,강남대로118길,73,41,97,49,LL
2017_1,서초중앙로8길,100,45,97,49,HL
2017_1,방배중앙로21길,101,45,97,49,HL
2017_1,효령로72길,90,42,97,49,LL
2017_1,효령로34길,103,52,97,49,HH
2017_1,효령로31길,75,44,97,49,LL
2017_1,효령로23길,84,48,97,49,LL
2017_1,청두곶길,78,45,97,49,LL
2017_1,주흥길,93,48,97,49,LL
2017_1,주흥15길,89,42,97,49,LL
2017_1,언남길,94,46,97,49,LL
2017_1,신반포로45길,99,46,97,49,HL
2017_1,서초대로8길,140,58,97,49,HH
2017_1,서초대로64길,102,48,97,49,HL
2017_1,서초대로4길,84,50,97,49,LH
2017_1,서초대로25길,99,53,97,49,HH
2017_1,서초대로23길,100,48,97,49,HL
2017_1,서초대로15길,110,47,97,49,HL
2017_1,사평대로57길,102,37,97,49,HL
2017_1,사평대로26길,116,53,97,49,HH
2017_1,사평대로22길,90,49,97,49,LL
2017_1,사임당로17길,92,46,97,49,LL
2017_1,방배로42길,83,51,97,49,LH
2017_1,방배로35길,99,46,97,49,HL
2017_1,방배로18길,88,53,97,49,LH
2017_1,반포대로9길,103,42,97,49,HL
2017_1,바우뫼로39길,94,40,97,49,LL
2017_1,마방로2길,84,51,97,49,LH
2017_1,방배천로4안길,90,49,97,49,LL
2017_1,동산로19길,85,46,97,49,LL
2017_1,동산로10길,105,47,97,49,HL
2017_1,동광로39길,70,45,97,49,LL
2017_1,동광로1길,106,52,97,49,HH
2017_1,동광로12길,108,48,97,49,HL
2017_1,논현로27길,89,47,97,49,LL
2017_1,논현로1길,97,47,97,49,HL
2017_1,남부순환로339길,103,44,97,49,HL
2017_1,남부순환로325길,106,46,97,49,HL
2017_1,남부순환로317길,117,50,97,49,HH
2017_1,고무래로8길,91,43,97,49,LL
2017_1,강남대로8길,87,50,97,49,LH
2017_1,강남대로34길,96,46,97,49,LL
2017_1,강남대로23길,107,49,97,49,HL
2017_1,소담길,152,70,97,49,HH
2017_1,원신길,122,60,97,49,HH
2017_1,양지길,107,70,97,49,HH
2017_1,양산길,143,48,97,49,HL
2017_1,호암로24길,82,46,97,49,LL
2017_1,호암로20길,85,54,97,49,LH
2017_1,행운길,89,46,97,49,LL
2017_1,행운1길,99,50,97,49,HH
2017_1,청림3길,105,55,97,49,HH
2017_1,청룡길,105,49,97,49,HL
2017_1,청룡8길,97,47,97,49,HL
2017_1,중앙길,97,51,97,49,LH
2017_1,조원중앙로2길,103,48,97,49,HL
2017_1,조원로18길,105,47,97,49,HL
2017_1,조원로10길,101,50,97,49,HH
2017_1,장군봉2길,70,45,97,49,LL
2017_1,장군봉1길,101,44,97,49,HL
2017_1,인헌길,104,49,97,49,HL
2017_1,은천로25길,92,44,97,49,LL
2017_1,양녕로6길,100,54,97,49,HH
2017_1,신원로3길,90,48,97,49,LL
2017_1,신사로20길,90,51,97,49,LH
2017_1,신림로65길,87,45,97,49,LL
2017_1,신림로64길,72,43,97,49,LL
2017_1,신림로48길,150,56,97,49,HH
2017_1,신림로38길,98,50,97,49,HH
2017_1,신림로28길,105,49,97,49,HH
2017_1,신림로11길,82,51,97,49,LH
2017_1,신림동길,90,50,97,49,LH
2017_1,승방길,82,48,97,49,LL
2017_1,서림7길,74,63,97,49,LH
2017_1,봉천로33길,86,47,97,49,LL
2017_1,봉천로13길,107,40,97,49,HL
2017_1,복은길,70,53,97,49,LH
2017_1,법원단지길,100,49,97,49,HL
2017_1,법원단지9길,100,54,97,49,HH
2017_1,미성5길,90,55,97,49,LH
2017_1,대학길,69,46,97,49,LL
2017_1,대학14길,105,91,97,49,HH
2017_1,당곡길,101,56,97,49,HH
2017_1,남현길,84,50,97,49,LH
2017_1,남현3길,108,52,97,49,HH
2017_1,남현2길,101,53,97,49,HH
2017_1,남부순환로248길,102,51,97,49,HH
2017_1,남부순환로234길,79,49,97,49,LL
2017_1,남부순환로172길,100,50,97,49,HH
2017_1,남부순환로161길,91,46,97,49,LL
2017_1,남부순환로151길,95,47,97,49,LL
2017_1,남부순환로142길,111,51,97,49,HH
2017_1,난향길,94,53,97,49,LH
2017_1,난우길,94,50,97,49,LH
2017_1,난곡로74길,82,37,97,49,LL
2017_1,난곡로34길,117,59,97,49,HH
2017_1,난곡로26길,112,50,97,49,HH
2017_1,난곡로24길,107,56,97,49,HH
2017_1,낙성대역길,82,52,97,49,LH
2017_1,국회단지길,116,54,97,49,HH
2017_1,구암길,99,46,97,49,HL
2017_1,관천로22길,82,52,97,49,LH
2017_1,관천로15길,85,61,97,49,LH
2017_1,관악로30길,84,49,97,49,LL
2017_1,관악로28길,91,48,97,49,LL
2017_1,관악로14길,78,47,97,49,LL
2017_1,관악로10길,76,56,97,49,LH
2017_1,흑석로9길,84,47,97,49,LL
2017_1,흑석로13길,121,61,97,49,HH
2017_1,장승배기로27길,92,56,97,49,LH
2017_1,장승배기로19길,129,61,97,49,HH
2017_1,장승배기로10길,129,63,97,49,HH
2017_1,여의대방로46길,95,55,97,49,LH
2017_1,여의대방로24길,108,48,97,49,HL
2017_1,여의대방로22카길,92,45,97,49,LL
2017_1,여의대방로22나길,80,47,97,49,LL
2017_1,여의대방로22길,103,47,97,49,HL
2017_1,양녕로26길,78,48,97,49,LL
2017_1,신대방길,115,49,97,49,HL
2017_1,성대로29길,91,57,97,49,LH
2017_1,성대로1길,113,48,97,49,HL
2017_1,서달로8가길,123,54,97,49,HH
2017_1,서달로15길,113,55,97,49,HH
2017_1,서달로14길,92,68,97,49,LH
2017_1,서달로10길,160,76,97,49,HH
2017_1,상도로62길,72,52,97,49,LH
2017_1,상도로61길,84,55,97,49,LH
2017_1,상도로47길,89,47,97,49,LL
2017_1,상도로37길,120,51,97,49,HH
2017_1,상도로15길,103,51,97,49,HH
2017_1,사당로8길,102,49,97,49,HL
2017_1,사당로30길,74,43,97,49,LL
2017_1,사당로2차길,98,47,97,49,HL
