Date,상권_코드_명,집객시설_수,상권_구분
2017_2,강서로17가길,3,A
2017_1,강서로17가길,3,A
2017_4,강서로15길,7,A
2017_3,강서로15길,7,A
2017_2,강서로15길,7,A
2017_1,강서로15길,7,A
2017_4,가로공원로80길,3,A
2017_3,가로공원로80길,3,A
2017_2,가로공원로80길,3,A
2017_1,가로공원로80길,3,A
2017_4,가로공원로76가길,8,A
2017_3,가로공원로76가길,8,A
2017_2,가로공원로76가길,8,A
2017_1,가로공원로76가길,8,A
2017_4,화곡로4길,11,A
2017_3,화곡로4길,11,A
2017_2,화곡로4길,11,A
2017_1,화곡로4길,11,A
2017_4,화곡로3길,5,A
2017_3,화곡로3길,5,A
2017_2,화곡로3길,5,A
2017_1,화곡로3길,5,A
2017_4,지양로7길,13,A
2017_3,지양로7길,13,A
2017_2,지양로7길,13,A
2017_1,지양로7길,13,A
2017_4,중앙로55길,2,A
2017_3,중앙로55길,2,A
2017_2,중앙로55길,2,A
2017_1,중앙로55길,2,A
2017_4,중앙로51길,5,A
2017_3,중앙로51길,5,A
2017_2,중앙로51길,5,A
2017_1,중앙로51길,5,A
2017_4,중앙로47길,1,A
2017_3,중앙로47길,1,A
2017_2,중앙로47길,1,A
2017_1,중앙로47길,1,A
2017_4,중앙로45길,18,A
2017_3,중앙로45길,18,A
2017_2,중앙로45길,18,A
2017_1,중앙로45길,18,A
2017_4,중앙로36길,11,A
2017_3,중앙로36길,11,A
2017_2,중앙로36길,11,A
2017_1,중앙로36길,11,A
2017_4,중앙로32길,12,A
2017_3,중앙로32길,12,A
2017_2,중앙로32길,12,A
2017_1,중앙로32길,12,A
2017_4,중앙로25길,6,A
2017_3,중앙로25길,6,A
2017_2,중앙로25길,6,A
2017_1,중앙로25길,6,A
2017_4,은행정로7길,7,A
2017_3,은행정로7길,7,A
2017_2,은행정로7길,7,A
2017_1,은행정로7길,7,A
2017_4,은행정로5길,11,A
2017_3,은행정로5길,11,A
2017_2,은행정로5길,11,A
2017_1,은행정로5길,11,A
2017_4,오목로5길,14,A
2017_3,오목로5길,14,A
2017_2,오목로5길,14,A
2017_1,오목로5길,14,A
2017_4,오목로3길,3,A
2017_3,오목로3길,3,A
2017_2,오목로3길,3,A
2017_1,오목로3길,3,A
2017_4,오목로30길,3,A
2017_3,오목로30길,3,A
2017_2,오목로30길,3,A
2017_1,오목로30길,3,A
2017_4,오목로23길,3,A
2017_3,오목로23길,3,A
2017_2,오목로23길,3,A
2017_1,오목로23길,3,A
2017_4,신월로20길,5,A
2017_3,신월로20길,5,A
2017_2,신월로20길,5,A
2017_1,신월로20길,5,A
2017_4,신월로15길,9,A
2017_3,신월로15길,9,A
2017_2,신월로15길,9,A
2017_1,신월로15길,9,A
2017_4,신목로6길,25,A
2017_3,신목로6길,25,A
2017_2,신목로6길,25,A
2017_1,신목로6길,25,A
2017_4,신목로5길,3,A
2017_3,신목로5길,3,A
2017_2,신목로5길,3,A
2017_1,신목로5길,3,A
2017_4,신목로2길,2,A
2017_3,신목로2길,2,A
2017_2,신목로2길,2,A
2017_1,신목로2길,2,A
2017_4,목동중앙서로8가길,3,A
2017_3,목동중앙서로8가길,3,A
2017_2,목동중앙서로8가길,3,A
2017_1,목동중앙서로8가길,3,A
2017_4,목동중앙서로7길,4,A
2017_3,목동중앙서로7길,4,A
2017_2,목동중앙서로7길,4,A
2017_1,목동중앙서로7길,4,A
2017_4,목동중앙북로8길,1,A
2017_3,목동중앙북로8길,1,A
2017_2,목동중앙북로8길,1,A
2017_1,목동중앙북로8길,1,A
2017_4,목동중앙본로7길,9,A
2017_3,목동중앙본로7길,9,A
2017_2,목동중앙본로7길,9,A
2017_1,목동중앙본로7길,9,A
2017_4,목동중앙로3길,4,A
2017_3,목동중앙로3길,4,A
2017_2,목동중앙로3길,4,A
2017_1,목동중앙로3길,4,A
2017_4,목동중앙로13나길,2,A
2017_3,목동중앙로13나길,2,A
2017_2,목동중앙로13나길,2,A
2017_1,목동중앙로13나길,2,A
2017_4,목동중앙남로3가길,8,A
2017_3,목동중앙남로3가길,8,A
2017_2,목동중앙남로3가길,8,A
2017_1,목동중앙남로3가길,8,A
2017_4,목동로9길,6,A
2017_3,목동로9길,6,A
2017_2,목동로9길,6,A
2017_1,목동로9길,6,A
2017_4,목동로19길,14,A
2017_3,목동로19길,14,A
2017_2,목동로19길,14,A
2017_1,목동로19길,14,A
2017_4,목동동로8길,19,A
2017_3,목동동로8길,19,A
2017_2,목동동로8길,19,A
2017_1,목동동로8길,19,A
2017_4,목동동로12길,15,A
2017_3,목동동로12길,15,A
2017_2,목동동로12길,15,A
2017_1,목동동로12길,15,A
2017_4,목동남로4길,12,A
2017_3,목동남로4길,12,A
2017_2,목동남로4길,12,A
2017_1,목동남로4길,12,A
2017_4,남부순환로88길,9,A
2017_3,남부순환로88길,9,A
2017_2,남부순환로88길,9,A
2017_1,남부순환로88길,9,A
2017_4,남부순환로79길,10,A
2017_3,남부순환로79길,10,A
2017_2,남부순환로79길,10,A
2017_1,남부순환로79길,10,A
2017_4,남부순환로70길,7,A
2017_3,남부순환로70길,7,A
2017_2,남부순환로70길,7,A
2017_1,남부순환로70길,7,A
2017_4,남부순환로58길,1,A
2017_3,남부순환로58길,1,A
2017_2,남부순환로58길,1,A
2017_1,남부순환로58길,1,A
2017_4,남부순환로40길,12,A
2017_3,남부순환로40길,12,A
2017_2,남부순환로40길,12,A
2017_1,남부순환로40길,12,A
2017_4,남부순환로33길,2,A
2017_3,남부순환로33길,2,A
2017_2,남부순환로33길,2,A
2017_1,남부순환로33길,2,A
2017_4,곰달래로5길,8,A
2017_3,곰달래로5길,8,A
2017_2,곰달래로5길,8,A
2017_1,곰달래로5길,8,A
2017_4,곰달래로3길,7,A
2017_3,곰달래로3길,7,A
2017_2,곰달래로3길,7,A
2017_1,곰달래로3길,7,A
2017_4,곰달래로2길,3,A
2017_3,곰달래로2길,3,A
2017_2,곰달래로2길,3,A
2017_1,곰달래로2길,3,A
2017_4,곰달래로10길,4,A
2017_3,곰달래로10길,4,A
2017_2,곰달래로10길,4,A
2017_1,곰달래로10길,4,A
2017_4,가로공원로58길,2,A
2017_3,가로공원로58길,2,A
2017_2,가로공원로58길,2,A
2017_1,가로공원로58길,2,A
2017_4,효창원로93길,5,A
2017_3,효창원로93길,5,A
2017_2,효창원로93길,5,A
2017_1,효창원로93길,5,A
2017_4,토정로37길,7,A
2017_3,토정로37길,7,A
2017_2,토정로37길,7,A
2017_1,토정로37길,7,A
2017_4,월드컵로8길,15,A
2017_3,월드컵로8길,15,A
2017_2,월드컵로8길,15,A
2017_1,월드컵로8길,15,A
2017_4,월드컵로7길,8,A
2017_3,월드컵로7길,8,A
2017_2,월드컵로7길,8,A
2017_1,월드컵로7길,8,A
2017_4,월드컵로36길,8,A
2017_3,월드컵로36길,8,A
2017_2,월드컵로36길,8,A
2017_1,월드컵로36길,8,A
2017_4,월드컵로25길,10,A
2017_3,월드컵로25길,10,A
2017_2,월드컵로25길,10,A
2017_1,월드컵로25길,10,A
2017_4,월드컵로19길,19,A
2017_3,월드컵로19길,19,A
2017_2,월드컵로19길,19,A
2017_1,월드컵로19길,19,A
2017_4,월드컵로16길,23,A
2017_3,월드컵로16길,23,A
2017_2,월드컵로16길,23,A
2017_1,월드컵로16길,23,A
2017_4,월드컵로11길,18,A
2017_3,월드컵로11길,18,A
2017_2,월드컵로11길,18,A
2017_1,월드컵로11길,18,A
2017_4,월드컵로10길,13,A
2017_3,월드컵로10길,13,A
2017_2,월드컵로10길,13,A
2017_1,월드컵로10길,13,A
2017_4,와우산로3길,2,A
2017_3,와우산로3길,2,A
2017_2,와우산로3길,2,A
2017_1,와우산로3길,2,A
2017_4,와우산로29길,9,A
2017_3,와우산로29길,9,A
2017_2,와우산로29길,9,A
2017_1,와우산로29길,9,A
2017_4,와우산로29가길,14,A
2017_3,와우산로29가길,14,A
2017_2,와우산로29가길,14,A
2017_1,와우산로29가길,14,A
2017_4,양화진길,12,A
2017_3,양화진길,12,A
2017_2,양화진길,12,A
2017_1,양화진길,12,A
2017_4,양화로1길,2,A
2017_3,양화로1길,2,A
2017_2,양화로1길,2,A
2017_1,양화로1길,2,A
2017_4,양화로11길,3,A
2017_3,양화로11길,3,A
2017_2,양화로11길,3,A
2017_1,양화로11길,3,A
2017_4,신촌로30길,8,A
2017_3,신촌로30길,8,A
2017_2,신촌로30길,8,A
2017_1,신촌로30길,8,A
2017_4,신촌로28가길,1,A
2017_3,신촌로28가길,1,A
2017_2,신촌로28가길,1,A
2017_1,신촌로28가길,1,A
2017_4,신촌로12길,11,A
2017_3,신촌로12길,11,A
2017_2,신촌로12길,11,A
2017_1,신촌로12길,11,A
2017_4,숭문길,7,A
2017_3,숭문길,7,A
2017_2,숭문길,7,A
2017_1,숭문길,7,A
2017_4,성지3길,3,A
2017_3,성지3길,3,A
2017_2,성지3길,3,A
2017_1,성지3길,3,A
2017_4,성산로4길,5,A
2017_3,성산로4길,5,A
2017_2,성산로4길,5,A
2017_1,성산로4길,5,A
2017_4,성미산로32길,11,A
2017_3,성미산로32길,11,A
2017_2,성미산로32길,11,A
2017_1,성미산로32길,11,A
2017_4,성미산로1길,10,A
2017_3,성미산로1길,10,A
2017_2,성미산로1길,10,A
2017_1,성미산로1길,10,A
2017_4,성미산로11길,6,A
2017_3,성미산로11길,6,A
2017_2,성미산로11길,6,A
2017_1,성미산로11길,6,A
2017_4,백범로16길,12,A
2017_3,백범로16길,12,A
2017_2,백범로16길,12,A
2017_1,백범로16길,12,A
2017_4,방울내로9안길,9,A
2017_3,방울내로9안길,9,A
2017_2,방울내로9안길,9,A
2017_1,방울내로9안길,9,A
2017_4,모래내로7길,3,A
2017_3,모래내로7길,3,A
2017_2,모래내로7길,3,A
2017_1,모래내로7길,3,A
2017_4,매봉산로2길,11,A
2017_3,매봉산로2길,11,A
2017_2,매봉산로2길,11,A
2017_1,매봉산로2길,11,A
2017_4,망원로2길,5,A
2017_3,망원로2길,5,A
2017_2,망원로2길,5,A
2017_1,망원로2길,5,A
2017_4,망원로11길,10,A
2017_3,망원로11길,10,A
2017_2,망원로11길,10,A
2017_1,망원로11길,10,A
2017_4,만리재옛길,9,A
2017_3,만리재옛길,9,A
2017_2,만리재옛길,9,A
2017_1,만리재옛길,9,A
2017_4,마포대로4길,5,A
2017_3,마포대로4길,5,A
2017_2,마포대로4길,5,A
2017_1,마포대로4길,5,A
2017_4,마포대로20길,9,A
2017_3,마포대로20길,9,A
2017_2,마포대로20길,9,A
2017_1,마포대로20길,9,A
2017_4,마포대로12길,10,A
2017_3,마포대로12길,10,A
2017_2,마포대로12길,10,A
2017_1,마포대로12길,10,A
2017_4,동교로38길,15,A
2017_3,동교로38길,15,A
2017_2,동교로38길,15,A
2017_1,동교로38길,15,A
2017_4,동교로27길,30,A
2017_3,동교로27길,30,A
2017_2,동교로27길,30,A
2017_1,동교로27길,30,A
2017_4,동교로25길,14,A
2017_3,동교로25길,14,A
2017_2,동교로25길,14,A
2017_1,동교로25길,14,A
2017_4,동교로19길,18,A
2017_3,동교로19길,18,A
2017_2,동교로19길,18,A
2017_1,동교로19길,18,A
2017_4,동교로17길,8,A
2017_3,동교로17길,8,A
2017_2,동교로17길,8,A
2017_1,동교로17길,8,A
2017_4,독막로8길,4,A
2017_3,독막로8길,4,A
2017_2,독막로8길,4,A
2017_1,독막로8길,4,A
2017_4,독막로32길,4,A
2017_3,독막로32길,4,A
2017_2,독막로32길,4,A
2017_1,독막로32길,4,A
2017_4,독막로22길,6,A
2017_3,독막로22길,6,A
2017_2,독막로22길,6,A
2017_1,독막로22길,6,A
2017_4,도화길,14,A
2017_3,도화길,14,A
2017_2,도화길,14,A
2017_1,도화길,14,A
2017_4,도화4길,2,A
2017_3,도화4길,2,A
2017_2,도화4길,2,A
2017_1,도화4길,2,A
2017_4,대흥로28길,14,A
2017_3,대흥로28길,14,A
2017_2,대흥로28길,14,A
2017_1,대흥로28길,14,A
2017_4,대흥로21길,8,A
2017_3,대흥로21길,8,A
2017_2,대흥로21길,8,A
2017_1,대흥로21길,8,A
2017_4,광성로6길,2,A
2017_3,광성로6길,2,A
2017_2,광성로6길,2,A
2017_1,광성로6길,2,A
2017_4,홍제내길,6,A
2017_3,홍제내길,6,A
2017_2,홍제내길,6,A
2017_1,홍제내길,6,A
2017_4,홍연길,4,A
2017_3,홍연길,4,A
2017_2,홍연길,4,A
2017_1,홍연길,4,A
2017_4,통일로39길,11,A
2017_3,통일로39길,11,A
2017_2,통일로39길,11,A
2017_1,통일로39길,11,A
2017_4,통일로37길,31,A
2017_3,통일로37길,31,A
2017_2,통일로37길,31,A
2017_1,통일로37길,31,A
2017_4,통일로11길,14,A
2017_3,통일로11길,14,A
2017_2,통일로11길,14,A
2017_1,통일로11길,14,A
2017_4,충정로6길,12,A
2017_3,충정로6길,12,A
2017_2,충정로6길,12,A
2017_1,충정로6길,12,A
2017_4,충정로4길,15,A
2017_3,충정로4길,15,A
2017_2,충정로4길,15,A
2017_1,충정로4길,15,A
2017_4,증가로6길,6,A
2017_3,증가로6길,6,A
2017_2,증가로6길,6,A
2017_1,증가로6길,6,A
2017_4,증가로23나길,24,A
2017_3,증가로23나길,24,A
2017_2,증가로23나길,24,A
2017_1,증가로23나길,24,A
2017_4,증가로20가길,7,A
2017_3,증가로20가길,7,A
2017_2,증가로20가길,7,A
2017_1,증가로20가길,7,A
2017_4,증가로10길,11,A
2017_3,증가로10길,11,A
2017_2,증가로10길,11,A
2017_1,증가로10길,11,A
2017_4,응암로1길,11,A
2017_3,응암로1길,11,A
2017_2,응암로1길,11,A
2017_1,응암로1길,11,A
2017_4,연희로10길,3,A
2017_3,연희로10길,3,A
2017_2,연희로10길,3,A
2017_1,연희로10길,3,A
2017_4,신촌로37길,14,A
2017_3,신촌로37길,14,A
2017_2,신촌로37길,14,A
2017_1,신촌로37길,14,A
2017_4,수색로8길,7,A
2017_3,수색로8길,7,A
2017_2,수색로8길,7,A
2017_1,수색로8길,7,A
2017_4,세무서길,21,A
2017_3,세무서길,21,A
2017_2,세무서길,21,A
2017_1,세무서길,21,A
2017_4,세무서2길,18,A
2017_3,세무서2길,18,A
2017_2,세무서2길,18,A
2017_1,세무서2길,18,A
2017_4,세검정로1길,20,A
2017_3,세검정로1길,20,A
2017_2,세검정로1길,20,A
2017_1,세검정로1길,20,A
2017_4,북아현로4길,6,A
2017_3,북아현로4길,6,A
2017_2,북아현로4길,6,A
2017_1,북아현로4길,6,A
2017_4,모래내로15길,20,A
2017_3,모래내로15길,20,A
2017_2,모래내로15길,20,A
2017_1,모래내로15길,20,A
2017_4,명지대길,7,A
2017_3,명지대길,7,A
2017_2,명지대길,7,A
2017_1,명지대길,7,A
2017_4,독립문로8길,9,A
2017_3,독립문로8길,9,A
2017_2,독립문로8길,9,A
2017_1,독립문로8길,9,A
2017_4,가재울로6길,14,A
2017_3,가재울로6길,14,A
2017_2,가재울로6길,14,A
2017_1,가재울로6길,14,A
2017_4,통일로92길,3,A
2017_3,통일로92길,3,A
2017_2,통일로92길,3,A
2017_1,통일로92길,3,A
2017_4,통일로87길,15,A
2017_3,통일로87길,15,A
2017_2,통일로87길,15,A
2017_1,통일로87길,15,A
2017_4,통일로78길,7,A
2017_3,통일로78길,7,A
2017_2,통일로78길,7,A
2017_1,통일로78길,7,A
2017_4,통일로69길,1,A
2017_3,통일로69길,1,A
2017_2,통일로69길,1,A
2017_1,통일로69길,1,A
2017_4,진흥로1길,11,A
2017_3,진흥로1길,11,A
2017_2,진흥로1길,11,A
2017_1,진흥로1길,11,A
2017_4,진흥로12길,7,A
2017_3,진흥로12길,7,A
2017_2,진흥로12길,7,A
2017_1,진흥로12길,7,A
2017_4,증산서길,11,A
2017_3,증산서길,11,A
2017_2,증산서길,11,A
2017_1,증산서길,11,A
2017_4,증산로9길,3,A
2017_3,증산로9길,3,A
2017_2,증산로9길,3,A
2017_1,증산로9길,3,A
2017_4,증산로5길,4,A
2017_3,증산로5길,4,A
2017_2,증산로5길,4,A
2017_1,증산로5길,4,A
2017_4,증산로21길,11,A
2017_3,증산로21길,11,A
2017_2,증산로21길,11,A
2017_1,증산로21길,11,A
2017_4,증산로17길,9,A
2017_3,증산로17길,9,A
2017_2,증산로17길,9,A
2017_1,증산로17길,9,A
2017_4,증산로15길,4,A
2017_3,증산로15길,4,A
2017_2,증산로15길,4,A
2017_1,증산로15길,4,A
2017_4,증산로13길,13,A
2017_3,증산로13길,13,A
2017_2,증산로13길,13,A
2017_1,증산로13길,13,A
2017_4,응암로34길,10,A
2017_3,응암로34길,10,A
2017_2,응암로34길,10,A
2017_1,응암로34길,10,A
2017_4,응암로22길,19,A
2017_3,응암로22길,19,A
2017_2,응암로22길,19,A
2017_1,응암로22길,19,A
2017_4,응암로14길,3,A
2017_3,응암로14길,3,A
2017_2,응암로14길,3,A
2017_1,응암로14길,3,A
2017_4,응암로13길,14,A
2017_3,응암로13길,14,A
2017_2,응암로13길,14,A
2017_1,응암로13길,14,A
2017_4,응암로12길,7,A
2017_3,응암로12길,7,A
2017_2,응암로12길,7,A
2017_1,응암로12길,7,A
2017_4,은평로8길,2,A
2017_3,은평로8길,2,A
2017_2,은평로8길,2,A
2017_1,은평로8길,2,A
2017_4,은평로3길,6,A
2017_3,은평로3길,6,A
2017_2,은평로3길,6,A
2017_1,은평로3길,6,A
2017_4,은평로20길,13,A
2017_3,은평로20길,13,A
2017_2,은평로20길,13,A
2017_1,은평로20길,13,A
2017_4,은평로13길,14,A
2017_3,은평로13길,14,A
2017_2,은평로13길,14,A
2017_1,은평로13길,14,A
2017_4,은평로10길,17,A
2017_3,은평로10길,17,A
2017_2,은평로10길,17,A
2017_1,은평로10길,17,A
2017_4,연서로5길,8,A
2017_3,연서로5길,8,A
2017_2,연서로5길,8,A
2017_1,연서로5길,8,A
2017_4,연서로41길,4,A
2017_3,연서로41길,4,A
2017_2,연서로41길,4,A
2017_1,연서로41길,4,A
2017_4,연서로3길,5,A
2017_3,연서로3길,5,A
2017_2,연서로3길,5,A
2017_1,연서로3길,5,A
2017_4,연서로34길,10,A
2017_3,연서로34길,10,A
2017_2,연서로34길,10,A
2017_1,연서로34길,10,A
2017_4,연서로33길,2,A
2017_3,연서로33길,2,A
2017_2,연서로33길,2,A
2017_1,연서로33길,2,A
2017_4,연서로29길,2,A
2017_3,연서로29길,2,A
2017_2,연서로29길,2,A
2017_1,연서로29길,2,A
2017_4,연서로28길,11,A
2017_3,연서로28길,11,A
2017_2,연서로28길,11,A
2017_1,연서로28길,11,A
2017_4,연서로27길,14,A
2017_3,연서로27길,14,A
2017_2,연서로27길,14,A
2017_1,연서로27길,14,A
2017_4,연서로21길,12,A
2017_3,연서로21길,12,A
2017_2,연서로21길,12,A
2017_1,연서로21길,12,A
2017_4,연서로17길,21,A
2017_3,연서로17길,21,A
2017_2,연서로17길,21,A
2017_1,연서로17길,21,A
2017_4,연서로16길,18,A
2017_3,연서로16길,18,A
2017_2,연서로16길,18,A
2017_1,연서로16길,18,A
2017_4,연서로11길,5,A
2017_3,연서로11길,5,A
2017_2,연서로11길,5,A
2017_1,연서로11길,5,A
2017_4,역말로9길,2,A
2017_3,역말로9길,2,A
2017_2,역말로9길,2,A
2017_1,역말로9길,2,A
2017_4,수색로18길,7,A
2017_3,수색로18길,7,A
2017_2,수색로18길,7,A
2017_1,수색로18길,7,A
2017_4,서오릉로8길,1,A
2017_3,서오릉로8길,1,A
2017_2,서오릉로8길,1,A
2017_1,서오릉로8길,1,A
2017_4,서오릉로21길,8,A
2017_3,서오릉로21길,8,A
2017_2,서오릉로21길,8,A
2017_1,서오릉로21길,8,A
2017_4,불광천길,11,A
2017_3,불광천길,11,A
2017_2,불광천길,11,A
2017_1,불광천길,11,A
2017_4,갈현로7길,6,A
2017_3,갈현로7길,6,A
2017_2,갈현로7길,6,A
2017_1,갈현로7길,6,A
2017_4,갈현로41길,13,A
2017_3,갈현로41길,13,A
2017_2,갈현로41길,13,A
2017_1,갈현로41길,13,A
2017_4,갈현로33길,8,A
2017_3,갈현로33길,8,A
2017_2,갈현로33길,8,A
2017_1,갈현로33길,8,A
2017_4,갈현로1길,5,A
2017_3,갈현로1길,5,A
2017_2,갈현로1길,5,A
2017_1,갈현로1길,5,A
2017_4,가좌로7길,15,A
2017_3,가좌로7길,15,A
2017_2,가좌로7길,15,A
2017_1,가좌로7길,15,A
2017_4,한글비석로44길,5,A
2017_3,한글비석로44길,5,A
2017_2,한글비석로44길,5,A
2017_1,한글비석로44길,5,A
2017_4,한글비석로24길,10,A
2017_3,한글비석로24길,10,A
2017_2,한글비석로24길,10,A
2017_1,한글비석로24길,10,A
2017_4,한글비석로22길,19,A
2017_3,한글비석로22길,19,A
2017_2,한글비석로22길,19,A
2017_1,한글비석로22길,19,A
2017_4,석계로1길,16,A
2017_3,석계로1길,16,A
2017_2,석계로1길,16,A
2017_1,석계로1길,16,A
2017_4,상계로9가길,5,A
2017_3,상계로9가길,5,A
2017_2,상계로9가길,5,A
2017_1,상계로9가길,5,A
2017_4,상계로1길,9,A
2017_3,상계로1길,9,A
2017_2,상계로1길,9,A
2017_1,상계로1길,9,A
2017_4,상계로12길,4,A
2017_3,상계로12길,4,A
2017_2,상계로12길,4,A
2017_1,상계로12길,4,A
2017_4,동일로242길,6,A
2017_3,동일로242길,6,A
2017_2,동일로242길,6,A
2017_1,동일로242길,6,A
2017_4,동일로192길,19,A
2017_3,동일로192길,19,A
2017_2,동일로192길,19,A
2017_1,동일로192길,19,A
2017_4,동일로173가길,11,A
2017_3,동일로173가길,11,A
2017_2,동일로173가길,11,A
2017_1,동일로173가길,11,A
2017_4,공릉로58길,4,A
2017_3,공릉로58길,4,A
2017_2,공릉로58길,4,A
2017_1,공릉로58길,4,A
2017_4,해등로16길,5,A
2017_3,해등로16길,5,A
2017_2,해등로16길,5,A
2017_1,해등로16길,5,A
2017_4,우이천로4다길,8,A
2017_3,우이천로4다길,8,A
2017_2,우이천로4다길,8,A
2017_1,우이천로4다길,8,A
2017_4,우이천로32길,14,A
2017_3,우이천로32길,14,A
2017_2,우이천로32길,14,A
2017_1,우이천로32길,14,A
2017_4,시루봉로23길,9,A
2017_3,시루봉로23길,9,A
2017_2,시루봉로23길,9,A
2017_1,시루봉로23길,9,A
2017_4,삼양로144길,5,A
2017_3,삼양로144길,5,A
2017_2,삼양로144길,5,A
2017_1,삼양로144길,5,A
2017_4,방학로6가길,18,A
2017_3,방학로6가길,18,A
2017_2,방학로6가길,18,A
2017_1,방학로6가길,18,A
2017_4,방학로5길,2,A
2017_3,방학로5길,2,A
2017_2,방학로5길,2,A
2017_1,방학로5길,2,A
2017_4,방학로15길,1,A
2017_3,방학로15길,1,A
2017_2,방학로15길,1,A
2017_1,방학로15길,1,A
2017_4,방학로10길,5,A
2017_3,방학로10길,5,A
2017_2,방학로10길,5,A
2017_1,방학로10길,5,A
2017_4,도봉산길,4,A
2017_3,도봉산길,4,A
2017_2,도봉산길,4,A
2017_1,도봉산길,4,A
2017_4,도봉로181길,10,A
2017_3,도봉로181길,10,A
2017_2,도봉로181길,10,A
2017_1,도봉로181길,10,A
2017_4,도봉로169나길,16,A
2017_3,도봉로169나길,16,A
2017_2,도봉로169나길,16,A
2017_1,도봉로169나길,16,A
2017_4,도봉로156길,9,A
2017_3,도봉로156길,9,A
2017_2,도봉로156길,9,A
2017_1,도봉로156길,9,A
2017_4,도봉로152가길,4,A
2017_3,도봉로152가길,4,A
2017_2,도봉로152가길,4,A
2017_1,도봉로152가길,4,A
2017_4,도봉로147길,7,A
2017_3,도봉로147길,7,A
2017_2,도봉로147길,7,A
2017_1,도봉로147길,7,A
2017_4,도봉로143길,9,A
2017_3,도봉로143길,9,A
2017_2,도봉로143길,9,A
2017_1,도봉로143길,9,A
2017_4,도봉로114길,37,A
2017_3,도봉로114길,37,A
2017_2,도봉로114길,37,A
2017_1,도봉로114길,37,A
2017_4,도봉로109길,5,A
2017_3,도봉로109길,5,A
2017_2,도봉로109길,5,A
2017_1,도봉로109길,5,A
2017_4,도당로29길,20,A
2017_3,도당로29길,20,A
2017_2,도당로29길,20,A
2017_1,도당로29길,20,A
2017_4,도당로19길,2,A
2017_3,도당로19길,2,A
2017_2,도당로19길,2,A
2017_1,도당로19길,2,A
2017_4,도당로13바길,6,A
2017_3,도당로13바길,6,A
2017_2,도당로13바길,6,A
2017_1,도당로13바길,6,A
2017_4,도당로13가길,2,A
2017_3,도당로13가길,2,A
2017_2,도당로13가길,2,A
2017_1,도당로13가길,2,A
2017_4,덕릉로60길,5,A
2017_3,덕릉로60길,5,A
2017_2,덕릉로60길,5,A
2017_1,덕릉로60길,5,A
2017_4,노해로63다길,3,A
2017_3,노해로63다길,3,A
2017_2,노해로63다길,3,A
2017_1,노해로63다길,3,A
2017_4,노해로60길,29,A
2017_3,노해로60길,29,A
2017_2,노해로60길,29,A
2017_1,노해로60길,29,A
2017_4,한천로140길,14,A
2017_3,한천로140길,14,A
2017_2,한천로140길,14,A
2017_1,한천로140길,14,A
2017_4,한천로139가길,5,A
2017_3,한천로139가길,5,A
2017_2,한천로139가길,5,A
2017_1,한천로139가길,5,A
2017_4,한천로132길,12,A
2017_3,한천로132길,12,A
2017_2,한천로132길,12,A
2017_1,한천로132길,12,A
2017_4,한천로124나길,6,A
2017_3,한천로124나길,6,A
2017_2,한천로124나길,6,A
2017_1,한천로124나길,6,A
2017_4,한천로109길,29,A
2017_3,한천로109길,29,A
2017_2,한천로109길,29,A
2017_1,한천로109길,29,A
2017_4,인수봉로79길,4,A
2017_3,인수봉로79길,4,A
2017_2,인수봉로79길,4,A
2017_1,인수봉로79길,4,A
2017_4,인수봉로72길,2,A
2017_3,인수봉로72길,2,A
2017_2,인수봉로72길,2,A
2017_1,인수봉로72길,2,A
2017_4,인수봉로56길,4,A
2017_3,인수봉로56길,4,A
2017_2,인수봉로56길,4,A
2017_1,인수봉로56길,4,A
2017_4,오패산로67길,12,A
2017_3,오패산로67길,12,A
2017_2,오패산로67길,12,A
2017_1,오패산로67길,12,A
2017_4,오패산로52길,19,A
2017_3,오패산로52길,19,A
2017_2,오패산로52길,19,A
2017_1,오패산로52길,19,A
2017_4,오패산로30길,8,A
2017_3,오패산로30길,8,A
2017_2,오패산로30길,8,A
2017_1,오패산로30길,8,A
2017_4,수유로12길,21,A
2017_3,수유로12길,21,A
2017_2,수유로12길,21,A
2017_1,수유로12길,21,A
2017_4,솔샘로65길,5,A
2017_3,솔샘로65길,5,A
2017_2,솔샘로65길,5,A
2017_1,솔샘로65길,5,A
2017_4,솔매로50길,28,A
2017_3,솔매로50길,28,A
2017_2,솔매로50길,28,A
2017_1,솔매로50길,28,A
2017_4,솔매로45길,13,A
2017_3,솔매로45길,13,A
2017_2,솔매로45길,13,A
2017_1,솔매로45길,13,A
2017_4,솔매로41길,5,A
2017_3,솔매로41길,5,A
2017_2,솔매로41길,5,A
2017_1,솔매로41길,5,A
2017_4,삼양로93길,2,A
2017_3,삼양로93길,2,A
2017_2,삼양로93길,2,A
2017_1,삼양로93길,2,A
2017_4,삼양로77길,10,A
2017_3,삼양로77길,10,A
2017_2,삼양로77길,10,A
2017_1,삼양로77길,10,A
2017_4,삼양로54길,1,A
2017_3,삼양로54길,1,A
2017_2,삼양로54길,1,A
2017_1,삼양로54길,1,A
2017_4,삼양로41길,16,A
2017_3,삼양로41길,16,A
2017_2,삼양로41길,16,A
2017_1,삼양로41길,16,A
2017_4,삼양로27길,14,A
2017_3,삼양로27길,14,A
2017_2,삼양로27길,14,A
2017_1,삼양로27길,14,A
2017_4,삼양로24길,2,A
2017_3,삼양로24길,2,A
2017_2,삼양로24길,2,A
2017_1,삼양로24길,2,A
