Date,상권_코드_명,집객시설_수,상권_구분
2019_1,강남 마이스 관광특구,52,U
2019_1,잠실 관광특구,242,U
2019_1,종로·청계 관광특구,327,U
2019_1,동대문패션타운 관광특구,165,U
2019_1,명동 남대문 북창동 다동 무교동 관광특구,593,U
2019_1,이태원 관광특구,144,U
2019_1,길동복조리시장,17,R
2019_1,둔촌역전통시장,36,R
2019_1,성내골목시장,5,R
2019_1,천호시장,10,R
2019_1,고분다리골목시장,3,R
2019_1,양지골목시장,6,R
2019_1,암사종합시장,12,R
2019_1,고덕전통시장,12,R
2019_1,명일골목시장,3,R
2019_1,새마을시장,19,R
2019_1,석촌시장,6,R
2019_1,방이시장,42,R
2019_1,마천시장,4,R
2019_1,풍납시장,6,R
2019_1,강남개포시장,4,R
2019_1,도곡시장,7,R
2019_1,청담삼익시장,3,R
2019_1,영동전통시장,7,R
2019_1,양재시장,5,R
2019_1,남부종합시장,2,R
2019_1,우림시장,2,R
2019_1,미성동도깨비시장,12,R
2019_1,신신림시장,2,R
2019_1,삼성동시장,2,R
2019_1,신림중앙시장,3,R
2019_1,강남골목시장,1,R
2019_1,관악신사시장,13,R
2019_1,신원시장,10,R
2019_1,인헌시장,22,R
2019_1,봉천중앙시장,6,R
2019_1,봉천현대시장,2,R
2019_1,봉일시장,4,R
2019_1,봉천제일종합시장,2,R
2019_1,낙성대시장,4,R
2019_1,중부시장,14,R
2019_1,사당시장,7,R
2019_1,남성역골목시장,30,R
2019_1,남성사계시장,36,R
2019_1,흑석시장,25,R
2019_1,상도4동도깨비골목시장,16,R
2019_1,성대시장,18,R
2019_1,영도시장,6,R
2019_1,상도전통시장,19,R
2019_1,신노량진시장,4,R
2019_1,본동인정시장,19,R
2019_1,노량진중앙시장,9,R
2019_1,사러가시장,8,R
2019_1,대신시장,1,R
2019_1,영일시장,1,R
2019_1,영등포청과시장,1,R
2019_1,영등포전통시장,132,R
2019_1,은행나무시장,11,R
2019_1,박미시장,2,R
2019_1,현대시장,24,R
2019_1,남문시장,9,R
2019_1,독산동 우시장,6,R
2019_1,오류시장,15,R
2019_1,개봉중앙시장,3,R
2019_1,고척근린시장,17,R
2019_1,가리봉시장,2,R
2019_1,남구로시장,27,R
2019_1,공항시장,1,R
2019_1,방신전통시장,5,R
2019_1,송화골목시장,30,R
2019_1,까치산시장,34,R
2019_1,화곡본동시장,10,R
2019_1,남부골목시장,16,R
2019_1,화곡중앙골목시장,15,R
2019_1,신월중앙시장,1,R
2019_1,등마루시장,1,R
2019_1,신정3동골목시장,20,R
2019_1,신정제일시장,5,R
2019_1,신월7동골목시장,6,R
2019_1,신월6동골목시장,20,R
2019_1,신월3동골목시장,1,R
2019_1,경창시장,6,R
2019_1,월정로시장,4,R
2019_1,신영시장,8,R
2019_1,목4동시장,4,R
2019_1,목3동시장,37,R
2019_1,목2동시장,24,R
2019_1,마포농수산물시장,4,R
2019_1,동진시장,2,R
2019_1,망원월드컵시장,12,R
2019_1,망원시장,13,R
2019_1,서교시장,2,R
2019_1,신수시장,3,R
2019_1,아현시장,20,R
2019_1,공덕시장,10,R
2019_1,모래내시장,2,R
2019_1,포방터시장,3,R
2019_1,인왕시장,9,R
2019_1,아현가구거리상점가,9,R
2019_1,영천시장,17,R
2019_1,수일시장,6,R
2019_1,대림골목시장,11,R
2019_1,신응암시장,5,R
2019_1,녹번시장,2,R
2019_1,대조시장,6,R
2019_1,갈현시장,3,R
2019_1,연서시장,18,R
2019_1,상계중앙시장,18,R
2019_1,상계시장,1,R
2019_1,공릉동도깨비시장,20,R
2019_1,방학동도깨비시장,13,R
2019_1,쌍문역골목시장,2,R
2019_1,백운시장,4,R
2019_1,신도봉시장,1,R
2019_1,창동골목시장,13,R
2019_1,창동신창시장,14,R
2019_1,수유북부시장,1,R
2019_1,장미원골목시장,8,R
2019_1,수유중앙시장,1,R
2019_1,강북종합시장,8,R
2019_1,우이시장,5,R
2019_1,수유전통시장,19,R
2019_1,번동북부골목시장,4,R
2019_1,솔샘시장,6,R
2019_1,숭인시장,29,R
2019_1,방천골목시장,8,R
2019_1,동북시장,12,R
2019_1,석관황금시장,3,R
2019_1,석관시장,1,R
2019_1,새석관시장,1,R
2019_1,번동시장,1,R
2019_1,장위전통시장,10,R
2019_1,밤나무골시장,3,R
2019_1,길음시장,6,R
2019_1,정릉시장,20,R
2019_1,정릉아리랑시장,12,R
2019_1,돈암제일시장,23,R
2019_1,우림골목시장,43,R
2019_1,묵1동도깨비시장,1,R
2019_1,태능시장,14,R
2019_1,중화제일시장,5,R
2019_1,사가정시장,28,R
2019_1,면목골목시장,12,R
2019_1,동원시장,43,R
2019_1,동부골목시장,25,R
2019_1,이경시장,4,R
2019_1,회기시장,13,R
2019_1,청량리청과물시장,4,R
2019_1,전곡시장,5,R
2019_1,답십리시장,13,R
2019_1,동부시장,6,R
2019_1,전농로터리시장,8,R
2019_1,청량리종합시장,3,R
2019_1,서울약령시장,40,R
2019_1,동서시장,1,R
2019_1,경동시장,11,R
2019_1,청량리수산시장,14,R
2019_1,동부청과시장,1,R
2019_1,구의시장,3,R
2019_1,조양시장,2,R
2019_1,영동교골목시장,4,R
2019_1,노룬산골목시장,8,R
2019_1,자양골목시장,1,R
2019_1,신성골목시장,10,R
2019_1,면곡골목시장,5,R
2019_1,중곡제일시장,17,R
2019_1,화양제일골목시장,4,R
2019_1,한아름시장,7,R
2019_1,성동용답상가시장,10,R
2019_1,뚝도시장,12,R
2019_1,금남시장,17,R
2019_1,행당시장,38,R
2019_1,마장축산물시장,4,R
2019_1,보광시장,3,R
2019_1,이태원시장,3,R
2019_1,이촌종합시장,7,R
2019_1,용문전통시장,6,R
2019_1,만리시장,1,R
2019_1,신흥시장,2,R
2019_1,후암시장,2,R
2019_1,합동(새벽)시장,5,R
2019_1,서울중앙시장,10,R
2019_1,백학시장,7,R
2019_1,약수시장,27,R
2019_1,청평화시장,1,R
2019_1,제일평화시장,5,R
2019_1,동평화시장,5,R
2019_1,남평화시장,1,R
2019_1,방산종합시장,30,R
2019_1,평화시장,20,R
2019_1,인현시장,3,R
2019_1,신중부시장,23,R
2019_1,남대문시장,70,R
2019_1,신설종합시장,1,R
2019_1,동묘시장,17,R
2019_1,창신골목시장,14,R
2019_1,충신시장,2,R
2019_1,종로신진시장,9,R
2019_1,동대문종합시장,16,R
2019_1,광장시장,20,R
2019_1,통인시장,16,R
2019_1,서울 노원구 노원역_3,73,D
2019_1,서울 노원구 노원역_2,37,D
2019_1,서울 노원구 노원역_1,56,D
2019_1,창동역,74,D
2019_1,서울 강북구 수유역_3,16,D
2019_1,등나무근린공원 주변,12,D
2019_1,서울 강북구 수유역_2,77,D
2019_1,서울 강북구 수유역_1,69,D
2019_1,서울 은평구 연신내역_3,8,D
2019_1,서울 은평구 연신내역_2,57,D
2019_1,서울 은평구 연신내역_1,25,D
2019_1,서울 성북구 미아삼거리역_2,31,D
2019_1,서울 강북구 미아삼거리역_1,66,D
2019_1,서울 은평구 불광역_3,26,D
2019_1,서울 은평구 불광역_2,30,D
2019_1,서울 은평구 불광역_1,43,D
2019_1,미아사거리_2,12,D
2019_1,미아사거리_1,9,D
2019_1,서울 성북구 성신여대입구역,56,D
2019_1,경희대학교,11,D
2019_1,서울 성북구 안암역,15,D
2019_1,혜화역 대학로_3,47,D
2019_1,혜화역 대학로_2,21,D
2019_1,혜화역 대학로_1,49,D
2019_1,디지털미디어시티,58,D
2019_1,서울 동대문구 청량리역,107,D
2019_1,서울 종로구 경복궁역_2,22,D
2019_1,서울 종로구 안국역_2,21,D
2019_1,서울 종로구 안국역_1,23,D
2019_1,서울 종로구 경복궁역_1,29,D
2019_1,서울 종로구 종로3가역_3,24,D
2019_1,서울 종로구 종로3가역_2,113,D
2019_1,서울 동대문구 신설동역_2,30,D
2019_1,인사동,139,D
2019_1,서울 종로구 종로5가역_4,18,D
2019_1,서울 종로구 종로5가역_3,72,D
2019_1,종로구청,100,D
2019_1,서울 종로구 종로5가역_2,65,D
2019_1,신설동역,15,D
2019_1,서울 동대문구 신설동역_1,13,D
2019_1,서울 종로구 광화문역_2,120,D
2019_1,동묘앞역,39,D
2019_1,장안동사거리,68,D
2019_1,서울 종로구 동대문역_2,56,D
2019_1,서울 종로구 동대문역_1,10,D
2019_1,동대문시장_2,25,D
2019_1,서울 종로구 종로5가역_1,10,D
2019_1,서울 종로구 종로3가역_1,70,D
2019_1,서울 종로구 광화문역_1,45,D
2019_1,종각역,20,D
2019_1,종각역 젊음의 거리,53,D
2019_1,서대문구 서대문역_1,12,D
2019_1,동대문시장_1,35,D
2019_1,시청역_2,58,D
2019_1,서울시청,69,D
2019_1,서울 중구 을지로3가역_2,41,D
2019_1,서울 중구 신당역_2,16,D
2019_1,서대문구 서대문역_2,47,D
2019_1,동대문역사문화공원역,50,D
2019_1,서울 중구 을지로3가역_1,68,D
2019_1,명동거리,206,D
2019_1,롯데백화점,56,D
2019_1,서울 중구 신당역_1,27,D
2019_1,북창동,62,D
2019_1,서울 중구 충무로역_2,65,D
2019_1,서울 강서구 송정역,38,D
2019_1,장한평역_2,22,D
2019_1,시청역_1,58,D
2019_1,왕십리역_2,26,D
2019_1,서울 강서구 발산역,30,D
2019_1,장한평역_1,35,D
2019_1,서울 중구 충무로역_1,43,D
2019_1,왕십리역_1,3,D
2019_1,장한평역,31,D
2019_1,서울 중구 명동역,63,D
2019_1,장충동 족발거리,22,D
2019_1,한양시장,16,D
2019_1,서울 서대문구 이대역,63,D
2019_1,서울 서대문구 신촌역,217,D
2019_1,서울 마포구 홍대입구역_3,38,D
2019_1,서울 마포구 홍대입구역_2,14,D
2019_1,홍익대학교 주변,255,D
2019_1,서울 광진구 군자역,48,D
2019_1,신촌역,147,D
2019_1,강서구청,53,D
2019_1,서울 마포구 홍대입구역_1,27,D
2019_1,서울 중구 약수역_2,22,D
2019_1,서울 중구 약수역_1,7,D
2019_1,서울 강동구 고덕역,62,D
2019_1,등촌역,8,D
2019_1,서울 강동구 명일역,87,D
2019_1,어린이대공원역,14,D
2019_1,서울 마포구 공덕역_2,13,D
2019_1,공덕역,18,D
2019_1,서울 용산구 숙대입구역,34,D
2019_1,남영역,40,D
2019_1,서울 마포구 공덕역_1,25,D
2019_1,서울 마포구 마포역_2,41,D
2019_1,서울 광진구 건대입구역_2,57,D
2019_1,서울 마포구 마포역_1,60,D
2019_1,서울 강동구 천호역_2,128,D
2019_1,서울 광진구 건대입구역_1,26,D
2019_1,건대입구역,12,D
2019_1,서울 광진구 구의역,39,D
2019_1,서울 강동구 천호역,41,D
2019_1,당산역_2,22,D
2019_1,서울 강동구 천호역_1,23,D
2019_1,서울 강동구 길동역,94,D
2019_1,용산 전자상가_5,16,D
2019_1,용산 전자상가_4,14,D
2019_1,당산역_1,29,D
2019_1,서울 광진구 강변역,10,D
2019_1,용산 전자상가_3,18,D
2019_1,서울 용산구 이태원역,67,D
2019_1,한남오거리,28,D
2019_1,목동사거리,21,D
2019_1,용산 전자상가_2,7,D
2019_1,용산구청,7,D
2019_1,용산 전자상가_1,38,D
2019_1,국회의사당역_2,43,D
2019_1,서울 용산구 신용산역,19,D
2019_1,국회의사당역_1,11,D
2019_1,압구정 로데오거리_2,179,D
2019_1,서울 강남구 압구정역,199,D
2019_1,서울 영등포구 영등포구청역,19,D
2019_1,압구정 로데오거리_1,119,D
2019_1,서울 강동구 둔촌동역,29,D
2019_1,오목교역,9,D
2019_1,신사동 가로수길,407,D
2019_1,서울 영등포구 여의도역_2,92,D
2019_1,청담사거리_3,46,D
2019_1,영등포유통상가,10,D
2019_1,청담역_2,24,D
2019_1,청담역_1,22,D
2019_1,청담사거리_2,20,D
2019_1,청담사거리_1,3,D
2019_1,서울 영등포구 여의도역_1,106,D
2019_1,서울 양천구 신정네거리역_2,2,D
2019_1,학동사거리_2,19,D
2019_1,서울 영등포구 영등포시장역,26,D
2019_1,학동사거리_1,47,D
2019_1,여의도 시범아파트앞,28,D
2019_1,영등포역_3,18,D
2019_1,도산공원사거리_1,28,D
2019_1,영등포역_2,66,D
2019_1,문래동 주민센터,11,D
2019_1,강남구 신사역_2,139,D
2019_1,영등포역_1,11,D
2019_1,서울 강남구 강남구청역_2,41,D
2019_1,강남구 신사역_1,33,D
2019_1,서울 동작구 노량진1동_1,10,D
2019_1,서울 강남구 학동역_3,31,D
2019_1,서울 강남구 강남구청역_1,47,D
2019_1,잠실역,54,D
2019_1,강남구 논현역_4,75,D
2019_1,학동역,13,D
2019_1,방이동 먹자골목,67,D
2019_1,서울 강남구 학동역_2,14,D
2019_1,서울 동작구 노량진역,61,D
2019_1,삼성역_3,28,D
2019_1,코엑스,52,D
2019_1,서울 강남구 학동역_1,9,D
2019_1,선정릉역_2,21,D
2019_1,강남구 논현역_3,14,D
2019_1,포스코사거리_2,71,D
2019_1,포스코사거리_1,40,D
2019_1,잠실역 롯데월드,23,D
2019_1,신도림역,53,D
2019_1,강남구 논현역_2,124,D
2019_1,선정릉역_1,11,D
2019_1,신천역,130,D
2019_1,강남구 논현역_1,102,D
2019_1,삼성역_2,17,D
2019_1,삼정역_2,30,D
2019_1,삼정역_1,15,D
2019_1,삼성역_1,62,D
2019_1,서울 강남구 선릉역_2,75,D
2019_1,고속터미널역,41,D
2019_1,서울 서초구 강남역,319,D
2019_1,서울 강남구 선릉역_1,49,D
2019_1,서울 송파구 석촌역_2,10,D
2019_1,선릉역_2,94,D
2019_1,서울 강남구 역삼역_2,55,D
2019_1,서울 송파구 석촌역_1,10,D
2019_1,석촌역,6,D
2019_1,서울 강남구 강남역_2,207,D
2019_1,선릉역_1,39,D
2019_1,구로역,17,D
2019_1,역삼역_2,36,D
2019_1,대림역_2,12,D
2019_1,서울 강남구 역삼역_1,89,D
2019_1,신대방삼거리역,42,D
2019_1,서울 강남구 한티역,39,D
2019_1,은마아파트입구사거리_4,10,D
2019_1,은마아파트입구사거리_3,7,D
2019_1,은마아파트입구사거리_2,5,D
2019_1,오류동역,70,D
2019_1,서울 강남구 강남역,124,D
2019_1,은마아파트입구사거리_1,20,D
2019_1,대림역_1,11,D
2019_1,교대역_4,69,D
2019_1,서울 강남구 강남역_1,87,D
2019_1,방배동카페골목,18,D
2019_1,가락시장,32,D
2019_1,교대역_3,11,D
2019_1,역삼역_1,19,D
2019_1,교대역_2,71,D
2019_1,서울 송파구 가락시장역,21,D
2019_1,서울 서초구 서초역,12,D
2019_1,서울 강남구 대치역_2,44,D
2019_1,서울 강남구 대치역_1,25,D
2019_1,뱅뱅사거리_2,36,D
2019_1,보라매공원,46,D
2019_1,교대역_1,71,D
2019_1,개봉동 현대아파트 인근,51,D
2019_1,뱅뱅사거리,32,D
2019_1,뱅뱅사거리_1,23,D
2019_1,서울 관악구 신림역_4,76,D
2019_1,동작구 총신대입구역_1,73,D
2019_1,양재역_3,43,D
2019_1,동작구 총신대입구역_2,71,D
2019_1,서울 서초구 남부터미널역_3,29,D
2019_1,서울 강남구 수서역,42,D
2019_1,서울 관악구 신림역_3,57,D
2019_1,서울 서초구 남부터미널역_2,69,D
2019_1,구로디지탈1단지,84,D
2019_1,양재역,66,D
2019_1,문정역,6,D
2019_1,매봉역,17,D
2019_1,서울 서초구 방배역,74,D
2019_1,서울 서초구 남부터미널역_1,26,D
2019_1,서울 관악구 신림역_2,25,D
2019_1,서울 관악구 신림역_1,21,D
2019_1,양재역_2,47,D
2019_1,양재역_1,27,D
2019_1,서울 관악구 서울대입구역_2,15,D
2019_1,가산디지털단지역_3,99,D
2019_1,구로디지털단지역,8,D
2019_1,서울 관악구 서울대입구역_1,136,D
2019_1,관악구 사당역_1,32,D
2019_1,가산디지털단지역_2,63,D
2019_1,관악구 사당역_2,30,D
2019_1,가산디지털단지역_1,30,D
2019_1,장지역,12,D
2019_1,포이사거리_1,18,D
2019_1,포이사거리_2,29,D
2019_1,관악구 사당역_3,15,D
2019_1,서울 관악구 대학동_1,20,D
2019_1,서울 금천구 독산1동_1,54,D
2019_1,양재동 꽃시장,9,D
2019_1,양재 화물트럭터미널앞_2,9,D
2019_1,양재 화물트럭터미널앞_1,2,D
2019_1,서울 금천구 시흥1동_4,77,D
2019_1,풍성로37가길,10,A
2019_1,천호옛길,9,A
2019_1,천호옛14길,7,A
2019_1,천호대로219길,15,A
2019_1,천호대로197길,6,A
2019_1,천호대로187길,24,A
2019_1,천호대로170길,15,A
2019_1,천호대로162길,5,A
2019_1,천중로51길,28,A
2019_1,천중로39길,13,A
2019_1,진황도로47길,14,A
2019_1,진황도로27길,12,A
2019_1,올림픽로98길,5,A
2019_1,올림픽로80길,20,A
2019_1,올림픽로78길,6,A
2019_1,올림픽로77길,5,A
2019_1,올림픽로71길,1,A
2019_1,올림픽로48길,9,A
2019_1,양재대로96길,9,A
2019_1,양재대로95길,11,A
2019_1,양재대로91길,9,A
2019_1,양재대로133길,5,A
2019_1,양재대로124길,5,A
2019_1,양재대로116길,5,A
2019_1,양재대로101길,21,A
2019_1,암사길,13,A
2019_1,성안로3길,13,A
2019_1,성내로5길,25,A
2019_1,상일로5길,12,A
2019_1,상암로5길,47,A
2019_1,상암로51길,15,A
2019_1,상암로4길,13,A
2019_1,상암로14길,11,A
2019_1,명일로13길,15,A
2019_1,동남로85길,8,A
2019_1,동남로82길,9,A
2019_1,동남로65길,15,A
2019_1,구천면로42길,13,A
2019_1,구천면로41길,13,A
2019_1,구천면로36길,3,A
2019_1,고덕로61길,5,A
2019_1,고덕로25길,3,A
2019_1,고덕로10길,26,A
2019_1,강동대로53길,13,A
2019_1,풍성로25길,9,A
2019_1,오금로46길,24,A
2019_1,오금로36길,10,A
2019_1,오금로11길,16,A
2019_1,양재대로72길,28,A
2019_1,양재대로71길,15,A
2019_1,양재대로64길,25,A
2019_1,양재대로62길,14,A
2019_1,송파대로30길,26,A
2019_1,송이로36길,18,A
2019_1,송이로32길,12,A
2019_1,송이로23길,13,A
2019_1,삼전로13길,36,A
2019_1,백제고분로50길,14,A
2019_1,백제고분로46길,16,A
2019_1,백제고분로45길,11,A
2019_1,백제고분로42길,4,A
2019_1,백제고분로39길,9,A
2019_1,백제고분로34길,11,A
2019_1,백제고분로33길,10,A
2019_1,백제고분로32길,15,A
2019_1,백제고분로31길,27,A
2019_1,백제고분로22길,37,A
2019_1,백제고분로21길,7,A
2019_1,마천로51길,24,A
2019_1,동남로20길,34,A
2019_1,거마로20길,33,A
2019_1,학동로77길,22,A
2019_1,학동로6길,7,A
2019_1,학동로56길,17,A
2019_1,학동로38길,7,A
2019_1,테헤란로81길,12,A
2019_1,일원로9길,13,A
2019_1,일원로3길,16,A
2019_1,영동대로65길,9,A
2019_1,영동대로112길,25,A
2019_1,언주로81길,27,A
2019_1,압구정로2길,7,A
2019_1,선릉로18길,17,A
2019_1,선릉로146길,16,A
2019_1,선릉로133길,7,A
2019_1,선릉로132길,9,A
2019_1,선릉로121길,11,A
2019_1,삼성로75길,14,A
2019_1,삼성로69길,11,A
2019_1,삼성로64길,4,A
2019_1,삼성로63길,12,A
2019_1,삼성로57길,8,A
2019_1,삼성로147길,3,A
2019_1,삼성로115길,14,A
2019_1,봉은사로68길,3,A
2019_1,봉은사로57길,4,A
2019_1,봉은사로43길,28,A
2019_1,봉은사로29길,15,A
2019_1,봉은사로109길,4,A
2019_1,도산대로89길,7,A
2019_1,도산대로81길,22,A
2019_1,도산대로50길,2,A
2019_1,도산대로38길,6,A
2019_1,도산대로30길,11,A
2019_1,도산대로23길,4,A
2019_1,도산대로15길,1,A
2019_1,도곡로37길,26,A
2019_1,논현로8길,7,A
2019_1,논현로63길,9,A
2019_1,논현로28길,9,A
2019_1,논현로26길,15,A
2019_1,논현로159길,5,A
2019_1,논현로139길,3,A
2019_1,논현로123길,3,A
2019_1,논현로115길,16,A
2019_1,논현로10길,6,A
2019_1,논현로106길,12,A
2019_1,남부순환로365길,12,A
2019_1,개포로82길,11,A
2019_1,개포로28길,5,A
2019_1,개포로20길,10,A
2019_1,개포로17길,13,A
2019_1,강남대로140길,4,A
2019_1,강남대로136길,7,A
2019_1,강남대로118길,3,A
2019_1,서초중앙로8길,14,A
2019_1,방배중앙로21길,11,A
2019_1,효령로72길,22,A
2019_1,효령로34길,6,A
2019_1,효령로31길,6,A
2019_1,효령로23길,4,A
2019_1,청두곶길,8,A
2019_1,주흥길,1,A
2019_1,주흥15길,7,A
2019_1,언남길,3,A
2019_1,신반포로45길,9,A
2019_1,서초대로8길,7,A
2019_1,서초대로64길,10,A
2019_1,서초대로4길,12,A
2019_1,서초대로25길,19,A
2019_1,서초대로23길,27,A
2019_1,서초대로15길,6,A
2019_1,사평대로26길,15,A
2019_1,사평대로22길,19,A
2019_1,사임당로17길,10,A
2019_1,방배로42길,17,A
2019_1,방배로35길,30,A
2019_1,방배로18길,5,A
2019_1,반포대로9길,8,A
2019_1,바우뫼로39길,6,A
2019_1,마방로2길,18,A
2019_1,방배천로4안길,7,A
2019_1,동산로19길,2,A
2019_1,동산로10길,15,A
2019_1,동광로39길,16,A
2019_1,동광로1길,11,A
2019_1,동광로12길,9,A
2019_1,논현로27길,9,A
2019_1,논현로1길,11,A
2019_1,남부순환로339길,7,A
2019_1,남부순환로325길,17,A
2019_1,남부순환로317길,10,A
2019_1,고무래로8길,32,A
2019_1,강남대로8길,8,A
2019_1,강남대로34길,7,A
2019_1,강남대로23길,3,A
2019_1,소담길,6,A
2019_1,원신길,10,A
2019_1,양지길,2,A
2019_1,양산길,3,A
2019_1,호암로24길,47,A
2019_1,호암로20길,20,A
2019_1,행운길,13,A
2019_1,행운1길,12,A
2019_1,청림3길,13,A
2019_1,청룡길,21,A
2019_1,청룡8길,11,A
2019_1,중앙길,8,A
2019_1,조원중앙로2길,16,A
2019_1,조원로18길,9,A
2019_1,조원로10길,13,A
2019_1,장군봉2길,8,A
2019_1,장군봉1길,26,A
2019_1,인헌길,14,A
2019_1,은천로25길,7,A
2019_1,양녕로6길,6,A
2019_1,신원로3길,19,A
2019_1,신사로20길,2,A
2019_1,신림로65길,6,A
2019_1,신림로64길,26,A
2019_1,신림로48길,8,A
2019_1,신림로38길,10,A
2019_1,신림로28길,22,A
2019_1,신림로11길,6,A
2019_1,신림동길,14,A
2019_1,승방길,13,A
2019_1,서림7길,23,A
2019_1,봉천로33길,7,A
2019_1,봉천로13길,6,A
2019_1,복은길,13,A
2019_1,법원단지길,11,A
2019_1,법원단지9길,11,A
2019_1,미성5길,9,A
2019_1,대학길,16,A
2019_1,대학14길,20,A
2019_1,당곡길,13,A
2019_1,남현길,3,A
2019_1,남현3길,16,A
2019_1,남현2길,14,A
2019_1,남부순환로248길,23,A
2019_1,남부순환로234길,8,A
2019_1,남부순환로172길,10,A
2019_1,남부순환로161길,16,A
2019_1,남부순환로151길,22,A
2019_1,남부순환로142길,19,A
2019_1,난향길,9,A
2019_1,난우길,10,A
2019_1,난곡로74길,8,A
2019_1,난곡로34길,16,A
2019_1,난곡로26길,9,A
2019_1,난곡로24길,7,A
2019_1,낙성대역길,6,A
2019_1,국회단지길,11,A
2019_1,구암길,18,A
2019_1,관천로22길,12,A
2019_1,관천로15길,3,A
2019_1,관악로30길,20,A
2019_1,관악로28길,17,A
2019_1,관악로14길,8,A
2019_1,관악로10길,8,A
2019_1,흑석로9길,6,A
2019_1,흑석로13길,11,A
2019_1,장승배기로27길,10,A
2019_1,장승배기로19길,8,A
2019_1,장승배기로10길,27,A
2019_1,여의대방로46길,12,A
2019_1,여의대방로24길,12,A
2019_1,여의대방로22카길,20,A
2019_1,여의대방로22나길,6,A
2019_1,여의대방로22길,4,A
2019_1,양녕로26길,13,A
2019_1,신대방길,19,A
2019_1,성대로29길,7,A
2019_1,성대로1길,26,A
2019_1,서달로8가길,9,A
2019_1,서달로15길,26,A
2019_1,서달로14길,2,A
2019_1,서달로10길,1,A
2019_1,상도로62길,29,A
2019_1,상도로61길,15,A
2019_1,상도로47길,8,A
2019_1,상도로37길,12,A
2019_1,상도로15길,26,A
2019_1,사당로8길,13,A
2019_1,사당로30길,10,A
2019_1,사당로2차길,8,A
2019_1,사당로29길,11,A
2019_1,사당로26길,3,A
2019_1,사당로23나길,5,A
2019_1,사당로23길,5,A
2019_1,사당로20길,1,A
2019_1,사당로16길,12,A
2019_1,사당로16가길,10,A
2019_1,만양로8길,38,A
2019_1,만양로14길,36,A
2019_1,등용로14길,28,A
2019_1,동작대로7길,24,A
2019_1,동작대로35길,11,A
2019_1,동작대로33길,14,A
2019_1,동작대로29길,14,A
2019_1,동작대로17길,18,A
2019_1,대방동2길,21,A
2019_1,대방동27길,13,A
2019_1,노량진로6길,2,A
2019_1,국사봉길,20,A
2019_1,국사봉2길,5,A
2019_1,국사봉1길,21,A
2019_1,영신로9길,14,A
2019_1,영등포로84길,23,A
2019_1,영등포로80길,11,A
2019_1,영등포로62길,3,A
2019_1,영등포로35길,23,A
2019_1,영등포로27길,10,A
2019_1,영등포로25길,9,A
2019_1,여의대방로61길,6,A
2019_1,여의대방로43나길,12,A
2019_1,여의대방로39길,11,A
2019_1,여의대방로35길,15,A
2019_1,양평로28길,8,A
2019_1,양평로22라길,6,A
2019_1,양평로19길,17,A
2019_1,신길로60길,12,A
2019_1,신길로42길,7,A
2019_1,신길로42가길,10,A
2019_1,신길로39길,4,A
2019_1,신길로17길,6,A
2019_1,선유서로28길,4,A
2019_1,선유서로25길,12,A
2019_1,선유서로24길,10,A
2019_1,선유로55길,25,A
2019_1,디지털로74길,7,A
2019_1,디지털로57길,22,A
2019_1,디지털로37길,12,A
2019_1,도신로62길,3,A
2019_1,도신로60길,25,A
2019_1,도신로29길,12,A
2019_1,도신로15길,11,A
2019_1,도림천로21길,3,A
2019_1,도림로63길,2,A
2019_1,도림로147길,7,A
2019_1,도림로112길,3,A
2019_1,대림로8길,16,A
2019_1,대림로7길,7,A
2019_1,대림로44길,11,A
2019_1,대림로34길,8,A
2019_1,대림로31길,8,A
2019_1,대림로29길,33,A
2019_1,대림로22길,11,A
2019_1,당산로46길,24,A
2019_1,당산로38길,17,A
2019_1,당산로37길,13,A
2019_1,당산로31길,10,A
2019_1,국회대로56길,19,A
2019_1,경인로90길,3,A
2019_1,경인로80길,3,A
2019_1,경인로77길,16,A
2019_1,가마산로61길,5,A
2019_1,시흥대로94길,20,A
2019_1,시흥대로84길,7,A
2019_1,시흥대로68길,16,A
2019_1,시흥대로63길,13,A
2019_1,시흥대로62가길,7,A
2019_1,시흥대로36길,9,A
2019_1,시흥대로22길,12,A
2019_1,시흥대로153길,10,A
2019_1,시흥대로150길,17,A
2019_1,시흥대로141길,23,A
2019_1,시흥대로138길,17,A
2019_1,시흥대로120길,13,A
2019_1,벚꽃로56길,3,A
2019_1,범안로17길,14,A
2019_1,범안로11길,11,A
2019_1,문성로5길,9,A
2019_1,독산로85길,8,A
2019_1,독산로78다길,7,A
2019_1,독산로70길,11,A
2019_1,독산로64길,8,A
2019_1,독산로50길,14,A
2019_1,독산로40길,21,A
2019_1,독산로108길,27,A
2019_1,남부순환로112길,12,A
2019_1,금하로24길,6,A
2019_1,금하로1길,2,A
2019_1,금하로14길,4,A
2019_1,가산로5길,13,A
2019_1,가산로3길,7,A
2019_1,중앙로1길,24,A
2019_1,중앙로15길,14,A
2019_1,우마길,2,A
2019_1,오류로8길,18,A
2019_1,신도림로13길,8,A
2019_1,새말로18길,5,A
2019_1,부일로1길,12,A
2019_1,부일로15길,9,A
2019_1,부일로11길,11,A
2019_1,디지털로32길,36,A
2019_1,디지털로32가길,12,A
2019_1,디지털로27길,3,A
2019_1,도림로6길,15,A
2019_1,도림로12길,8,A
2019_1,남부순환로97길,19,A
2019_1,구로중앙로8길,16,A
2019_1,구로중앙로7길,22,A
2019_1,구로중앙로42길,2,A
2019_1,구로중앙로34길,5,A
